Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentBackfieldRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,TargetsContestedTotal,ReceptionsContested,playerStatsInside20ReceivingTargetsTotal,TargetsInEndzone,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero,AlignmentInlineRoutesPercentage
Tai Felton,MIN,WR,15,Yes,No,Yes,12,No,Yes,,0.8333,14,3,3,1,0.25,3,1,25,14,3,11,,0.1667,3,,,3.6667,,101.4,2.0833,8.3333,1.8291,8.3333,4.6667,1,2,4.1745,4.1745,0.2,2.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,,,,,,,,,
Tucker Fisk,LAC,TE,40,No,No,No,21,No,Yes,,0.0476,10,2,2,1,0.0952,2,1,19,21,5,-2,,0.0952,1,1,0.5,-1,,106.3,0.9048,9.5,4.4299,9.5,10.5,2.5,1,2.891,2.891,0.05,1.9,3.9,2.9,3.9,4.9,3.9,2.9,3.9,3.9,3.9,2.9,4.9,3.9,,,,,,,,,0.8571
Ray-Ray McCloud,NYG,WR,76,No,Yes,Yes,70,No,Yes,,0.6714,6,7,7,1,0.1,7,1,69,45,33,24,,0.3286,6,1,0.1429,3.4286,,107.7,0.9857,9.8571,3.7135,9.8571,6.4286,4.7143,4,10.0096,10.0096,0.0921,6.9,13.9,10.4,13.9,13.9,13.9,10.4,13.9,13.9,13.9,10.4,13.9,13.9,1,1,,,,3,0.4286,,
Eric Saubert,SEA,TE,62,No,No,No,31,No,Yes,,0.0323,11,4,4,1,0.129,4,1,31,15,5,16,,0.0968,,,,4,,99,1,7.75,1.3172,7.75,3.75,1.25,2,6.3122,6.3122,0.0645,3.1,7.1,5.1,7.1,9.1,7.1,5.1,7.1,7.1,7.1,5.1,9.1,7.1,,,2,,,,,,0.871
DeMario Douglas,NE,WR,135,Yes,No,Yes,129,No,Yes,0.0233,0.186,17,31,31,1,0.2403,31,1,447,225,39,228,3,0.7907,25,6,0.1935,7.3548,4,151,3.4651,14.4194,7.2595,14.4194,7.2581,1.2581,17,57.113,57.113,0.2296,62.7,93.7,78.2,93.7,93.7,96.7,81.2,93.7,93.7,93.7,78.2,93.7,93.7,3,3,4,1,1,5,0.1613,2,
James Mitchell,CAR,TE,10,No,No,No,9,No,Yes,,,5,3,3,1,0.3333,3,1,28,22,10,6,,0.5556,2,,,2,,105.6,3.1111,9.3333,2.8796,9.3333,7.3333,3.3333,2,4.0639,4.0639,0.3,2.8,5.8,4.3,5.8,7.3,5.8,4.3,5.8,5.8,5.8,4.3,7.3,5.8,,,,,,,,,0.4444
Cade Otton,TB,TE,318,No,No,No,233,No,Yes,,0.1674,16,59,59,1,0.2532,59,1,572,317,114,255,1,0.5193,38,4,0.0678,4.322,,112.7,2.4549,9.6949,3.021,9.6949,5.3729,1.9322,25,87.0925,87.0925,0.1855,63.2,122.2,92.7,122.2,151.7,125.2,95.7,122.2,122.2,122.2,92.7,151.7,122.2,10,10,3,,,5,0.0847,,0.3133
Carter Runyon,LV,TE,5,No,No,No,2,No,Yes,,0.5,10,1,1,1,0.5,1,1,3,6,1,-3,,,1,1,1,-3,,79.2,1.5,3,-2.8652,3,6,1,,1.5134,1.5134,0.2,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,,,,,,,,0.5
Malik Nabers,NYG,WR,68,No,No,No,62,No,Yes,,0.7419,4,18,18,1,0.2903,18,1,271,51,42,230,2,0.2581,17,1,0.0556,12.7778,3,155.8,4.371,15.0556,6.6233,15.0556,2.8333,2.3333,11,31.3307,31.3307,0.2647,39.1,57.1,48.1,57.1,57.1,60.1,51.1,57.1,57.1,57.1,48.1,57.1,57.1,2,2,1,2,2,3,0.1667,1,
Xavier Weaver,ARZ,WR,127,No,No,No,117,No,Yes,,0.812,9,7,7,1,0.0598,7,1,67,20,2,47,,0.188,2,,,6.7143,,106.5,0.5726,9.5714,2.5586,9.5714,2.8571,0.2857,2,12.5626,12.5626,0.0551,6.7,13.7,10.2,13.7,13.7,13.7,10.2,13.7,13.7,13.7,10.2,13.7,13.7,1,1,2,,,,,,
Colson Yankoff,WAS,TE,27,No,No,No,14,No,Yes,0.1429,0.2143,14,2,2,1,0.1429,2,1,18,5,1,13,,0.2857,2,,,6.5,,104.2,1.2857,9,1.3731,9,2.5,0.5,2,3.231,3.231,0.0741,1.8,3.8,2.8,3.8,4.8,3.8,2.8,3.8,3.8,3.8,2.8,4.8,3.8,,,,,,,,,0.3571
Dylan Laube,LV,RB,7,No,No,No,6,No,Yes,1,,17,3,3,1,0.5,3,1,18,24,15,-6,,,,,,-2,,91.7,3,6,0.1939,6,8,5,1,4.4865,4.4865,0.4286,1.8,4.8,3.3,6.3,4.8,4.8,3.3,4.8,4.8,4.8,3.3,4.8,4.8,,,,,,1,0.3333,,
Jason Brownlee,KC,WR,7,No,No,No,3,No,Yes,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taysom Hill,NO,TE,50,No,Yes,No,43,No,Yes,0.186,0.1628,13,11,11,1,0.2558,11,1,91,87,22,4,,0.4651,7,5,0.4545,0.3636,,101.1,2.1163,8.2727,2.2105,8.2727,7.9091,2,2,18.2822,18.2822,0.2292,15.38,26.38,20.88,26.38,31.88,26.38,20.88,26.38,26.38,26.38,20.88,32.45,26.95,,,,,,,,,0.186
