Name,Team,POS,gameGameId,gameSeason,gameSeasonTypeSeasonTypeId,gameWeek,playerPlayerId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playStartClockQuarter,playDownNumber,playPassDropbackTypeName,playPassPassResultName,playPassTargetedRouteFamily,playPassThrowTypeParent,playPassReceiverSeparationName,playOffensePersonnelKey,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamsPlayedFor,opponentsPlayed,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,marketShareReceivingRoutesTotal,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,AlignmentBackfieldRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,marketShareReceivingTargetsTotal,marketShareReceivingYardsTotal,marketShareReceivingYardsAir,marketShareReceivingTouchdownsTotal,marketShareReceivingTargetedReadFirst,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,ReceptionsHero,TouchdownsInEndzone,DropsTotal,DeepTargetTargetsTotal,AveragesPerTargetDropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,playPlayerAlignmentFamily,playPlayerAlignmentSide
Brock Bowers,LV,TE,2025287,2025,1,16,6856DED31936,Las Vegas,Raiders,,HST,AFC,AFC South,4,3,Straight Drop,Catch,Corner,Horizontal,Step,11,Closed,Closed,Cover 1,"[{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""}]","[{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""}]",81,No,Yes,Yes,77,Yes,Yes,0.22077922077922077,0.4675324675324675,0.2987012987012987,12,0.8555555555555555,20,14,0.7,0.2597402597402597,11,0.55,122,76,20,130,1,0.012987012987012988,17,6.5,69.2,1.5844155844155845,6.1,-1.3171658059500004,11.090909090909092,6.909090909090909,1.8181818181818181,5,36.123200009,36.123200009,0.30303030303030304,18.200000000000003,29.200000000000003,23.700000000000003,29.200000000000003,34.7,32.2,26.700000000000003,29.200000000000003,29.200000000000003,29.200000000000003,23.700000000000003,34.7,29.200000000000003,3,0.2631578947368421,0.25684210526315787,0.20766773162939298,0.5,0.3090909090909091,4,2,2,,,2,2,0.1,,,,,,
Bryce Oliver,TEN,WR,2025311,2025,1,18,70121D6D2A61,Tennessee,Titans,,JAX,AFC,AFC South,4,4,Straight Drop,Catch,Hitch,Static,Tight,11,Closed,Closed,Cover 1,"[{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""}]","[{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""}]",3,No,No,No,3,Yes,Yes,,,1,3,0.13043478260869565,1,1,1,0.3333333333333333,1,1,8,3,2,5,,,1,5,100,2.6666666666666665,8,1.6371704520000003,8,3,2,,1.4109375,1.4109375,0.5,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,0.05555555555555555,0.16326530612244897,0.033112582781456956,,0.07142857142857142,,,,,,,,,,,,,Wide,Right
Romeo Doubs,GB,WR,2025294,2025,1,17,DD35AB0F3005,Green Bay,Packers,true,BLT,AFC,AFC North,4,3,Scramble Right,Run,,,,12,Closed,Closed,Cover 1,"[{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""}]","[{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""}]",102,No,Yes,Yes,101,No,No,,0.18811881188118812,0.8118811881188119,16,0.7952755905511811,21,17,0.8095238095238095,0.2079207920792079,9,0.42857142857142855,136,57,18,268,1,,15,12.761904761904763,60.8,1.3465346534653466,6.476190476190476,-2.2349028640476183,15.11111111111111,6.333333333333333,2,8,41.138543026,41.138543026,0.23863636363636365,19.6,28.6,24.1,28.6,28.6,31.6,27.1,28.6,28.6,28.6,24.1,28.6,28.6,4,0.1810344827586207,0.13948717948717948,0.22616033755274262,0.14285714285714285,0.189873417721519,6,,1,,,4,3,0.19047619047619047,1,0.1111111111111111,,,,
Ben Yurosek,MIN,TE,2025312,2025,1,18,A16BE04702A5,Minnesota,Vikings,true,GB,NFC,NFC North,4,3,Roll Right,Catch,Flare,Horizontal,Open,11,Closed,Closed,Cover 1,"[{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""}]","[{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":2,""key"":""ATL"",""abbreviation"":""ATL"",""location"":""Atlanta"",""nickname"":""Falcons""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""}]",4,Yes,Yes,Yes,2,No,Yes,1,,,12,0.02531645569620253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inline,Right
Omarion Hampton,LAC,RB,2025293,2025,1,17,FA276FD857AC,Los Angeles,Chargers,true,HST,AFC,AFC South,4,2,Scramble Right,Sack,,,,11,Closed,Closed,Cover 1,"[{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""}]","[{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""}]",68,No,Yes,No,50,No,No,,0.06,0.06,9,0.5,4,4,1,0.08,4,1,23,36,8,-13,,0.88,3,-3.25,90.6,0.46,5.75,-0.010382984750000546,5.75,9,2,1,5.712396523000001,5.712396523000001,0.06666666666666667,2.3000000000000003,6.300000000000001,4.300000000000001,8.3,6.300000000000001,6.300000000000001,4.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,4.300000000000001,6.300000000000001,6.300000000000001,,0.0449438202247191,0.039586919104991396,-0.020602218700475437,,0.041666666666666664,1,,1,,,,,,,,2,0.5,,
Hunter Henry,NE,TE,2025319,2025,1,18,527A578B61FA,New England,Patriots,true,MIA,AFC,AFC East,4,2,Roll Right,Catch,Flat,Horizontal,Step,21,Closed,Closed,Cover 1,"[{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""}]","[{""teamId"":2,""key"":""ATL"",""abbreviation"":""ATL"",""location"":""Atlanta"",""nickname"":""Falcons""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""},{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""},{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""}]",106,Yes,No,Yes,87,No,Yes,0.2988505747126437,0.5862068965517241,0.08045977011494253,17,0.7131147540983607,14,10,0.7142857142857143,0.16091954022988506,10,0.7142857142857143,112,59,17,98,2,0.034482758620689655,14,7,134.5,1.2873563218390804,8,0.9717980664999999,11.2,5.9,1.7,7,33.919269808,33.919269808,0.16666666666666666,23.200000000000003,33.2,28.200000000000003,33.2,38.2,36.2,31.200000000000003,33.2,33.2,33.2,28.200000000000003,38.2,33.2,7,0.14285714285714285,0.096137339055794,0.0980980980980981,0.18181818181818182,0.16279069767441862,2,2,2,,,,1,,,,1,0.07142857142857142,,
Tyreek Hill,MIA,WR,2025112,2025,1,4,D080723D7D92,Miami,Dolphins,true,NYJ,AFC,AFC East,4,2,Roll Left,Catch,Shallow Cross/Trick,Horizontal,Open,21,Closed,Closed,Cover 1,"[{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""}]","[{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""}]",7,Yes,No,No,7,No,Yes,,0.7142857142857143,0.2857142857142857,4,0.5833333333333334,1,1,1,0.14285714285714285,1,1,9,-1,-1,10,,,1,10,104.2,1.2857142857142858,9,1.5,9,-1,-1,1,1.624489796,1.624489796,0.16666666666666666,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,0.1,0.14754098360655737,0.2777777777777778,,0.14285714285714285,,,,,,,,,,,,,,
Jaleel McLaughlin,DEN,RB,2025316,2025,1,18,868453271B93,Denver,Broncos,true,LAC,AFC,AFC West,4,1,Roll Right,Catch,Flat,Horizontal,Step,11,Closed,Closed,Cover 1,"[{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""}]","[{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""}]",4,Yes,No,No,2,No,Yes,,,,8,0.07142857142857142,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray-Ray McCloud,NYG,WR,2025188,2025,1,10,FE238D9A682E,New York,Giants,,CHI,NFC,NFC North,4,2,Straight Drop,Incomplete,,,,11,Closed,Closed,Cover 1,"[{""teamId"":2,""key"":""ATL"",""abbreviation"":""ATL"",""location"":""Atlanta"",""nickname"":""Falcons""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""}]","[{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""}]",22,No,Yes,Yes,20,No,No,,0.35,0.65,6,0.4878048780487805,2,,,0.1,,,,,,33,,,2,16.5,,,,-10.880240534999999,,,,,7.507450317,7.507450317,0.1111111111111111,,,,,,,,,,,,,,1,0.05263157894736842,,0.10927152317880795,,0.07407407407407407,,1,,,,,,,,,,,Wide,Right
DJ Moore,CHI,WR,2025315,2025,1,18,49D52DA273A3,Chicago,Bears,true,DET,NFC,NFC North,4,1,Straight Drop,Incomplete,,,,12,Closed,Closed,Cover 1,"[{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""}]","[{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""}]",92,No,Yes,No,84,No,No,,0.23809523809523808,0.7619047619047619,17,0.7924528301886793,11,8,0.7272727272727273,0.13095238095238096,5,0.45454545454545453,49,17,8,123,,,11,11.181818181818182,58.5,0.5833333333333334,4.454545454545454,-4.1449189810909095,9.8,3.4,1.6,3,21.193483478,21.193483478,0.14473684210526316,4.9,9.9,7.4,9.9,9.9,9.9,7.4,9.9,9.9,9.9,7.4,9.9,9.9,1,0.11956521739130435,0.07227138643067847,0.1680327868852459,,0.16176470588235295,4,1,1,,,2,2,0.18181818181818182,1,0.2,2,0.18181818181818182,,
Brian Thomas,JAX,WR,2025311,2025,1,18,8FD8C09EA2FF,Jacksonville,Jaguars,true,TEN,AFC,AFC South,4,4,Straight Drop,Catch,Hitch,Static,Tight,11,Closed,Closed,Cover 1,"[{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""}]","[{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""}]",78,No,No,No,74,Yes,Yes,,0.28378378378378377,0.7162162162162162,14,0.7789473684210526,14,11,0.7857142857142857,0.1891891891891892,8,0.5714285714285714,161,18,7,260,,,12,18.571428571428573,97.6,2.175675675675676,11.5,1.8540121603571436,20.125,2.25,0.875,7,28.405139757,28.405139757,0.21875,16.1,24.1,20.1,24.1,24.1,27.1,23.1,24.1,24.1,24.1,20.1,24.1,24.1,,0.16279069767441862,0.22644163150492264,0.3087885985748218,,0.19047619047619047,2,1,,,,2,6,0.14285714285714285,,,,,,
Luke Farrell,SF,TE,2025307,2025,1,18,ACA848E54FF3,San Francisco,49ers,true,SEA,NFC,NFC West,4,4,Straight Drop,Incomplete,,,,11,Open,Closed,Cover 1,"[{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""}]","[{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":2,""key"":""ATL"",""abbreviation"":""ATL"",""location"":""Atlanta"",""nickname"":""Falcons""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""}]",10,No,No,No,7,No,No,0.8571428571428571,,0.14285714285714285,17,0.0673076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Dissly,LAC,TE,2025316,2025,1,18,E1F8B6D728D5,Los Angeles,Chargers,,DEN,AFC,AFC West,4,1,Roll Right,Catch,Flat,Horizontal,Step,11,Closed,Closed,Cover 1,"[{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""}]","[{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""}]",21,Yes,No,No,17,No,Yes,0.7058823529411765,0.17647058823529413,0.11764705882352941,9,0.2125,7,7,1,0.4117647058823529,4,0.5714285714285714,48,35,10,37,,,5,5.285714285714286,78.3,2.823529411764706,6.857142857142857,-0.4180911181428572,12,8.75,2.5,3,10.622228463999999,10.622228463999999,0.3888888888888889,4.800000000000001,8.8,6.800000000000001,8.8,10.8,8.8,6.800000000000001,8.8,8.8,8.8,6.800000000000001,10.8,8.8,,0.1,0.10480349344978165,0.06839186691312385,,0.10416666666666667,3,,1,,,1,,0.14285714285714285,,,1,0.14285714285714285,,
