Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsPerRoute,YardsAirTotal,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,AveragesPerTargetYardsOverExpected,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsGamesPlayed,TargetsContestedTotal,TargetsCatchableTotal,TargetsCatchablePercentage,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,TargetedReadDesignTotal,TargetedReadDesignPercentage,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,TouchdownsTotal,TargetsInEndzone,ReceptionsHero,TouchdownsInEndzone,AlignmentInlineRoutesPercentage
Van Jefferson,PIT,WR,89,Yes,No,No,73,8,No,Yes,0.1096,71,0.2877,0.7123,4,8.875,1,-2.8399,17.4829,17.4829,0.1176,17,,5,0.625,5,,0.625,42,14,1,,1,0.2,,1,0.125,115.6,0.5753,5.25,,8.4,2.8,0.2,3,10.2,15.2,12.7,15.2,15.2,15.2,12.7,15.2,15.2,15.2,12.7,15.2,15.2,3,1,,,,
Brandon Powell,MIN,WR,29,Yes,Yes,No,23,,No,Yes,,,0.6957,0.3043,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Henry,BLT,RB,130,Yes,No,Yes,69,7,No,Yes,0.1014,-10,,,6,-1.4286,,3.2318,11.323,11.323,0.0631,17,,6,0.8571,6,,0.8571,64,82,28,,4,0.6667,1,2,0.2857,104.8,0.9275,9.1429,,10.6667,13.6667,4.6667,3,6.4,12.4,9.4,15.4,12.4,12.4,9.4,12.4,12.4,12.4,9.4,12.4,12.4,2,,,,,
Robert Tonyan,MIN,TE,2,Yes,No,Yes,2,,No,Yes,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Zach Charbonnet,SEA,RB,68,Yes,No,No,35,6,No,Yes,0.1714,3,,,2,0.5,,2.5456,8.2817,8.2817,0.1034,17,,6,1,6,,1,52,49,13,,1,0.1667,1,1,0.1667,102.8,1.4857,8.6667,,8.6667,8.1667,2.1667,1,5.2,11.2,8.2,14.2,11.2,11.2,8.2,11.2,11.2,11.2,8.2,11.2,11.2,,,,,,
Chuba Hubbard,CAR,RB,123,Yes,No,No,73,13,No,No,0.1781,-18,0.0137,,5,-1.3846,,-2.0568,19.9722,19.9722,0.1327,15,,10,0.7692,10,,0.7692,49,64,16,,1,0.1,0.9863,3,0.2308,81.9,0.6712,3.7692,,4.9,6.4,1.6,3,4.9,14.9,9.9,19.9,14.9,14.9,9.9,14.9,14.9,14.9,9.9,14.9,14.9,,,,,,
Jared Wayne,HST,WR,3,Yes,No,No,3,,No,Yes,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ Barner,SEA,TE,67,Yes,No,No,45,24,No,Yes,0.5333,50,0.2444,0.0667,12,2.0833,,0.5882,40.9446,40.9446,0.4138,17,3,22,0.9167,19,2,0.7917,162,136,60,2,6,0.3158,0.0222,1,0.0417,117,3.6,6.75,0.0833,8.5263,7.1579,3.1579,12,34.2,53.2,43.7,53.2,62.7,56.2,46.7,53.2,53.2,53.2,43.7,62.7,53.2,5,3,1,,1,0.6667
Cam Grandy,CIN,TE,18,Yes,No,No,13,3,No,Yes,0.2308,5,0.0769,0.0769,2,1.6667,,-0.3856,4.5279,4.5279,0.1875,8,,3,1,3,,1,16,11,6,,,,0.1538,,,88.9,1.2308,5.3333,,5.3333,3.6667,2,1,1.6,4.6,3.1,4.6,6.1,4.6,3.1,4.6,4.6,4.6,3.1,6.1,4.6,1,,,,,0.6923
Malachi Corley,NYJ,WR,10,Yes,No,No,7,1,No,No,0.1429,11,0.5714,0.4286,,11,,-8.3152,4.3427,4.3427,0.1,7,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,1,,1,,,
Elijah Moore,CLV,WR,118,Yes,No,Yes,107,22,No,Yes,0.2056,251,0.4206,0.5514,16,11.4091,4,-3.0942,38.7471,38.7471,0.2472,17,1,15,0.6818,13,,0.5909,119,26,8,1,,,0.028,2,0.0909,70.1,1.1121,5.4091,0.0455,9.1538,2,0.6154,7,17.9,30.9,24.4,30.9,30.9,33.9,27.4,30.9,30.9,30.9,24.4,30.9,30.9,2,1,3,1,1,
Rachaad White,TB,RB,64,Yes,Yes,Yes,32,8,No,No,0.25,-30,0.0625,,6,-3.75,,4.4737,14.3532,14.3532,0.1429,16,,8,1,8,,1,82,112,25,,2,0.25,0.9375,6,0.75,149,2.5625,10.25,,10.25,14,3.125,5,20.2,28.2,24.2,32.2,28.2,28.2,24.2,28.2,28.2,28.2,24.2,28.2,28.2,2,2,,,,
Xavier Worthy,KC,WR,141,Yes,No,No,127,44,No,No,0.3465,397,0.3622,0.6142,40,9.0227,9,0.2187,81.3653,81.3653,0.3465,17,2,37,0.8409,32,2,0.7273,344,259,85,2,4,0.125,0.0236,18,0.4091,110.4,2.7087,7.8182,0.0455,10.75,8.0938,2.6562,14,46.4,78.4,62.4,78.4,78.4,81.4,65.4,78.4,78.4,78.4,62.4,78.4,78.4,9,2,3,1,1,
Pat Freiermuth,PIT,TE,95,Yes,No,No,78,13,No,Yes,0.1667,34,0.141,0.2821,10,2.6154,,2.1807,22.0538,22.0538,0.2,17,,13,1,13,,1,112,78,23,,1,0.0769,0.0128,1,0.0769,102.6,1.4359,8.6154,,8.6154,6,1.7692,5,11.2,24.2,17.7,24.2,30.7,27.2,20.7,24.2,24.2,24.2,17.7,30.7,24.2,4,,,,,0.5641
Cordarrelle Patterson,PIT,RB,15,Yes,No,No,12,6,No,Yes,0.5,10,0.3333,0.4167,3,1.6667,,0.2771,8.5675,8.5675,0.4615,13,,6,1,6,,1,42,32,10,,,,0.1667,3,0.5,95.8,3.5,7,,7,5.3333,1.6667,3,4.2,10.2,7.2,13.2,10.2,10.2,7.2,10.2,10.2,10.2,7.2,10.2,10.2,,,,,,0.0833
Isiah Pacheco,KC,RB,44,Yes,No,No,22,4,No,No,0.1818,-14,,,1,-3.5,,-0.0348,8.7739,8.7739,0.093,7,,3,0.75,3,,0.75,23,37,4,,1,0.3333,1,1,0.25,88.5,1.0455,5.75,,7.6667,12.3333,1.3333,1,2.3,5.3,3.8,6.8,5.3,5.3,3.8,5.3,5.3,5.3,3.8,5.3,5.3,1,,,,,
Jacob Cowing,SF,WR,8,Yes,No,No,8,,No,Yes,,,0.375,0.625,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Austin,PIT,WR,51,Yes,No,No,48,8,No,Yes,0.1667,82,0.375,0.625,8,10.25,2,8.8643,13.8925,13.8925,0.2105,17,1,7,0.875,7,1,0.875,135,50,13,,1,0.1429,,4,0.5,118.8,2.8125,16.875,,19.2857,7.1429,1.8571,4,13.5,20.5,17,20.5,20.5,23.5,20,20.5,20.5,20.5,17,20.5,20.5,,,,2,,
Ronnie Bell,SF,WR,10,Yes,Yes,No,9,,No,No,,,0.4444,0.5556,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bijan Robinson,ATL,RB,74,Yes,No,No,38,14,No,Yes,0.3684,16,0.0789,,6,1.1429,1,0.6591,21.2486,21.2486,0.2154,17,1,14,1,13,,0.9286,92,108,27,,2,0.1538,0.9211,5,0.3571,94,2.4211,6.5714,,7.0769,8.3077,2.0769,4,9.2,22.2,15.7,28.7,22.2,22.2,15.7,22.2,22.2,22.2,15.7,22.2,22.2,,,,,,
Jaleel McLaughlin,DEN,RB,45,Yes,No,No,17,4,No,No,0.2353,-13,,,2,-3.25,,-0.0115,6.8892,6.8892,0.1026,16,,3,0.75,3,,0.75,22,28,4,,1,0.3333,1,1,0.25,127.1,1.2941,5.5,,7.3333,9.3333,1.3333,1,8.2,11.2,9.7,12.7,11.2,11.2,9.7,11.2,11.2,11.2,9.7,11.2,11.2,1,1,,,,
Geoff Swaim,CLV,TE,46,Yes,No,No,22,1,No,No,0.0455,2,0.0455,,,2,,0.6299,1.3971,1.3971,0.0278,8,,1,1,1,,1,7,5,2,,,,,,,95.8,0.3182,7,,7,5,2,,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,,,,,,0.9545
Jalen Virgil,BUF,WR,6,Yes,Yes,Yes,4,,No,No,,,0.5,0.5,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Ruckert,NYJ,TE,90,Yes,Yes,No,56,17,No,Yes,0.3036,33,0.0714,0.0714,5,1.9412,,-1.8635,25.3542,25.3542,0.2125,17,1,14,0.8235,11,,0.6471,76,71,20,3,,,0.0714,,,74.6,1.3571,4.4706,0.1765,6.9091,6.4545,1.8182,4,7.6,18.6,13.1,18.6,24.1,18.6,13.1,18.6,18.6,18.6,13.1,24.1,18.6,2,,,,,0.7857
Kalif Raymond,DET,WR,39,Yes,Yes,No,36,8,No,Yes,0.2222,78,0.3333,0.6667,8,9.75,2,3.3304,12.5936,12.5936,0.2353,12,,8,1,7,,0.875,91,49,13,,1,0.1429,,1,0.125,153.6,2.5278,11.375,,13,7,1.8571,5,15.1,22.1,18.6,22.1,22.1,22.1,18.6,22.1,22.1,22.1,18.6,22.1,22.1,1,1,,,,
Darnell Mooney,ATL,WR,91,Yes,No,No,79,22,No,Yes,0.2785,296,0.3038,0.6835,19,13.4545,7,2.6207,40.0629,40.0629,0.2857,16,4,20,0.9091,18,2,0.8182,258,89,18,1,4,0.2222,0.0127,5,0.2273,115.5,3.2658,11.7273,0.0455,14.3333,4.9444,1,11,25.8,43.8,34.8,43.8,43.8,46.8,37.8,43.8,43.8,43.8,34.8,43.8,43.8,,,,,,
Brandon Aiyuk,SF,WR,43,Yes,No,No,42,11,Yes,Yes,0.2619,140,0.119,0.881,7,12.7273,1,0.4431,23.723,23.723,0.3143,7,,7,0.6364,7,,0.6364,108,26,7,,,,,1,0.0909,96,2.5714,9.8182,,15.4286,3.7143,1,5,10.8,17.8,14.3,17.8,17.8,20.8,17.3,17.8,17.8,17.8,14.3,17.8,17.8,1,,1,,,
Allen Lazard,NYJ,WR,106,Yes,Yes,No,81,12,No,Yes,0.1481,78,0.3457,0.6049,11,6.5,,-0.1315,22.5773,22.5773,0.1237,12,1,10,0.8333,8,,0.6667,89,49,19,1,1,0.125,,3,0.25,128.1,1.0988,7.4167,0.0833,11.125,6.125,2.375,6,20.9,28.9,24.9,28.9,28.9,28.9,24.9,28.9,28.9,28.9,24.9,28.9,28.9,4,2,1,,,0.0494
Kaden Davis,CLV,WR,5,Yes,No,Yes,3,,No,Yes,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrei Iosivas,CIN,WR,100,Yes,No,No,83,11,No,Yes,0.1325,118,0.4217,0.5663,7,10.7273,1,-4.7934,27.1034,27.1034,0.131,17,2,7,0.6364,4,1,0.3636,39,17,2,2,1,0.25,,,,77.5,0.4699,3.5455,0.1818,9.75,4.25,0.5,3,9.9,13.9,11.9,13.9,13.9,13.9,11.9,13.9,13.9,13.9,11.9,13.9,13.9,3,1,2,,1,0.012
Zay Jones,ARZ,WR,46,Yes,No,No,38,3,No,Yes,0.0789,44,0.1316,0.8684,2,14.6667,2,-2.4586,9.199,9.199,0.0811,11,1,2,0.6667,2,1,0.6667,22,4,2,,,,,1,0.3333,48.6,0.5789,7.3333,,11,2,1,2,2.2,4.2,3.2,4.2,4.2,4.2,3.2,4.2,4.2,4.2,3.2,4.2,4.2,,,,,,
Irv Smith,HST,TE,19,Yes,No,No,5,,No,No,,,0.2,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
Ben Sinnott,WAS,TE,82,Yes,Yes,No,53,2,No,No,0.0377,6,0.1698,0.0943,2,3,,1.2816,5.0515,5.0515,0.0345,17,,2,1,2,,1,15,9,2,,,,0.1321,,,137.5,0.283,7.5,,7.5,4.5,1,2,7.5,9.5,8.5,9.5,10.5,9.5,8.5,9.5,9.5,9.5,8.5,10.5,9.5,1,1,,,,0.6038
Stefon Diggs,HST,WR,59,Yes,Yes,No,50,16,No,No,0.32,184,0.36,0.62,14,11.5,3,1.3944,28.7638,27.5551,0.3077,8,1,13,0.8125,12,,0.75,164,55,15,,1,0.0833,0.02,1,0.0625,102.1,3.28,10.25,,13.6667,4.5833,1.25,9,29.52,41.52,35.52,41.52,41.52,44.52,38.52,41.52,41.52,41.52,35.52,41.65,41.65,2,1,1,,1,
Devontez Walker,BLT,WR,11,Yes,No,Yes,6,2,No,Yes,0.3333,69,,1,2,34.5,2,-1.5429,2.4357,2.4357,0.25,7,,2,1,1,,0.5,21,,,1,,,,,,127.1,3.5,10.5,0.5,21,,,1,8.1,9.1,8.6,9.1,9.1,9.1,8.6,9.1,9.1,9.1,8.6,9.1,9.1,,1,1,,1,
Austin Ekeler,WAS,RB,65,Yes,Yes,No,41,15,No,No,0.3659,-28,0.122,0.0976,6,-1.8667,,5.3576,20.7498,20.7498,0.3125,12,,13,0.8667,13,,0.8667,168,201,61,,3,0.2308,0.7805,4,0.2667,113.3,4.0976,11.2,,12.9231,15.4615,4.6923,7,16.8,29.8,23.3,36.3,29.8,32.8,26.3,29.8,29.8,29.8,23.3,29.8,29.8,1,,,,,
Jaheim Bell,NE,TE,13,Yes,No,Yes,6,1,No,Yes,0.1667,-2,0.1667,0.1667,1,-2,,-3.8511,1.7831,1.7831,0.1,13,,1,1,1,,1,1,3,1,,,,0.3333,1,1,79.2,0.1667,1,,1,3,1,,0.1,1.1,0.6,1.1,1.6,1.1,0.6,1.1,1.1,1.1,0.6,1.6,1.1,,,,,,0.3333
Drew Sample,CIN,TE,113,Yes,No,No,53,7,No,Yes,0.1321,8,0.0189,0.0377,3,1.1429,,-0.5586,11.7242,11.7242,0.0729,17,,7,1,7,,1,35,27,11,,,,0.0943,1,0.1429,87.5,0.6604,5,,5,3.8571,1.5714,2,3.5,10.5,7,10.5,14,10.5,7,10.5,10.5,10.5,7,14,10.5,,,,,,0.8491
Daniel Bellinger,NYG,TE,50,Yes,No,No,26,8,No,Yes,0.3077,44,0.1154,0.0385,4,5.5,,3.2474,12.1126,12.1126,0.2162,17,1,8,1,8,1,1,82,38,19,,1,0.125,0.0769,,,109.4,3.1538,10.25,,10.25,4.75,2.375,6,8.2,16.2,12.2,16.2,20.2,16.2,12.2,16.2,16.2,16.2,12.2,20.2,16.2,1,,,,,0.7692
Chase Brown,CIN,RB,102,Yes,Yes,No,68,13,Yes,Yes,0.1912,3,0.0147,0.0147,3,0.2308,,0.6805,20.0975,20.0975,0.1512,16,,13,1,13,,1,88,85,26,,4,0.3077,0.9706,2,0.1538,94.9,1.2941,6.7692,,6.7692,6.5385,2,6,8.8,21.8,15.3,28.3,21.8,21.8,15.3,21.8,21.8,21.8,15.3,21.8,21.8,,,,,,
Najee Harris,PIT,RB,108,Yes,No,No,75,23,No,Yes,0.3067,-75,,,10,-3.2609,,0.9538,32.8885,32.8885,0.2949,17,1,22,0.9565,17,,0.7391,151,207,38,5,6,0.3529,1,9,0.3913,91,2.0133,6.5652,0.2174,8.8824,12.1765,2.2353,7,15.1,32.1,23.6,40.6,32.1,35.1,26.6,32.1,32.1,32.1,23.6,32.1,32.1,2,,,,,
Tanner Hudson,CIN,TE,9,Yes,No,No,5,3,No,Yes,0.6,-4,0.4,,2,-1.3333,,-2.0185,5.6582,5.6582,0.4286,11,,3,1,2,,0.6667,10,14,5,,,,,,,71.5,2,3.3333,,5,7,2.5,2,1,3,2,3,4,3,2,3,3,3,2,4,3,1,,,,,0.6
Curtis Samuel,BUF,WR,39,Yes,No,Yes,31,8,No,Yes,0.2581,58,0.2903,0.7097,7,7.25,1,3.059,16.7977,16.7977,0.2286,14,2,7,0.875,7,2,0.875,83,29,11,,2,0.2857,,3,0.375,70.3,2.6774,10.375,,11.8571,4.1429,1.5714,4,8.3,15.3,11.8,15.3,15.3,15.3,11.8,15.3,15.3,15.3,11.8,15.3,15.3,1,,,1,,
Kyren Williams,LA,RB,146,Yes,No,No,72,16,No,No,0.2222,-23,,,5,-1.4375,,-1.2842,26.4646,26.4646,0.1203,16,,15,0.9375,14,,0.875,72,78,17,1,1,0.0714,1,5,0.3125,85.4,1,4.5,0.0625,5.1429,5.5714,1.2143,2,7.2,21.2,14.2,28.2,21.2,21.2,14.2,21.2,21.2,21.2,14.2,21.2,21.2,1,,,,,
Trey Palmer,TB,WR,47,Yes,Yes,Yes,39,4,No,No,0.1026,62,0.1538,0.8462,3,15.5,1,-1.7731,10.787,10.787,0.1026,15,,3,0.75,3,,0.75,27,21,4,,,,,1,0.25,92.7,0.6923,6.75,,9,7,1.3333,1,2.7,5.7,4.2,5.7,5.7,5.7,4.2,5.7,5.7,5.7,4.2,5.7,5.7,,,1,,,
Tucker Kraft,GB,TE,126,Yes,No,No,85,26,No,Yes,0.3059,94,0.0588,0.0235,20,3.6154,,5.8666,45.4794,45.4794,0.2385,17,1,22,0.8462,20,,0.7692,321,261,98,1,6,0.3,0.0118,5,0.1923,156.1,3.7765,12.3462,0.0385,16.05,13.05,4.9,14,50.1,70.1,60.1,70.1,80.1,73.1,63.1,70.1,70.1,70.1,60.1,80.1,70.1,6,3,1,,,0.9059
Payne Durham,TB,TE,69,Yes,Yes,Yes,25,1,No,No,0.04,22,0.16,,,22,1,15.4251,1.328,1.328,0.0175,16,1,1,1,1,1,1,26,4,1,,,,,,,118.8,1.04,26,,26,4,1,1,2.6,3.6,3.1,3.6,4.1,3.6,3.1,3.6,3.6,3.6,3.1,4.1,3.6,,,,1,,0.84
Will Shipley,PHI,RB,9,Yes,No,No,4,1,No,Yes,0.25,-6,0.25,0.25,,-6,,7.9107,0.9524,0.9524,0.1429,13,,1,1,1,,1,13,19,3,,1,1,0.5,,,118.8,3.25,13,,13,19,3,1,1.3,2.3,1.8,2.8,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,,,,,,
Jalen Reagor,LAC,WR,27,Yes,No,Yes,24,3,No,No,0.125,55,0.625,0.375,2,18.3333,2,7.4458,7.8235,7.8235,0.15,8,,2,0.6667,2,,0.6667,52,21,1,,,,,,,109.7,2.1667,17.3333,,26,10.5,0.5,1,4.2,6.2,5.2,6.2,6.2,6.2,4.2,5.2,5.2,5.2,4.2,6.2,5.2,,,,,,
Trey McBride,ARZ,TE,168,Yes,No,No,151,45,No,Yes,0.298,274,0.2384,0.0331,37,6.0889,3,1.8128,83.6205,83.6205,0.3191,16,1,37,0.8222,34,,0.7556,404,257,77,1,8,0.2353,0.0066,10,0.2222,102.5,2.6755,8.9778,0.0222,11.8824,7.5588,2.2647,20,40.4,74.4,57.4,74.4,91.4,77.4,60.4,74.4,74.4,74.4,57.4,91.4,74.4,3,,2,1,,0.7219
Patrick Taylor,SF,RB,27,Yes,No,No,8,2,No,Yes,0.25,2,,0.125,1,1,,-6.1109,3.1058,3.1058,0.087,9,,,,,,,,,,,,,0.875,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Steele,KC,RB,41,Yes,No,No,23,5,No,No,0.2174,-2,,,1,-0.4,,-3.4703,6.9888,6.9888,0.1389,16,,3,0.6,3,,0.6,15,22,3,,1,0.3333,1,1,0.2,64.6,0.6522,3,,5,7.3333,1,,1.5,4.5,3,6,4.5,4.5,3,4.5,4.5,4.5,3,4.5,4.5,,,,,,
John Bates,WAS,TE,142,Yes,Yes,No,54,11,No,No,0.2037,55,0.0556,,6,5,1,-0.2988,17.2237,17.2237,0.1134,17,1,7,0.6364,6,,0.5455,73,46,9,,,,,2,0.1818,75.2,1.3519,6.6364,,12.1667,7.6667,1.5,2,6.3,12.3,9.3,12.3,15.3,12.3,8.3,11.3,11.3,11.3,8.3,15.3,11.3,1,,,,,0.9444
Dontayvion Wicks,GB,WR,65,Yes,No,No,47,14,No,Yes,0.2979,132,0.383,0.5745,10,9.4286,,-2.9594,25.3833,25.3833,0.2414,17,2,10,0.7143,7,1,0.5,78,51,13,1,4,0.5714,,3,0.2143,67,1.6596,5.5714,0.0714,11.1429,7.2857,1.8571,6,7.8,14.8,11.3,14.8,14.8,14.8,11.3,14.8,14.8,14.8,11.3,14.8,14.8,1,,1,,,0.0426
Dawson Knox,BUF,TE,95,Yes,Yes,No,65,13,No,Yes,0.2,83,0.0769,0.0308,9,6.3846,1,2.0691,23.9488,23.9488,0.1667,16,1,11,0.8462,10,,0.7692,127,57,9,,,,,2,0.1538,74.8,1.9538,9.7692,,12.7,5.7,0.9,6,12.7,22.7,17.7,22.7,27.7,25.7,20.7,22.7,22.7,22.7,17.7,27.7,22.7,1,,,1,,0.8923
Noah Brown,WAS,WR,85,Yes,No,Yes,71,22,No,Yes,0.3099,231,0.1549,0.8451,18,10.5,3,-1.5047,40.4154,40.4154,0.3438,11,2,17,0.7727,14,1,0.6364,151,34,16,2,,,,2,0.0909,64.8,2.1268,6.8636,0.0909,10.7857,2.4286,1.1429,7,15.1,29.1,22.1,29.1,29.1,32.1,25.1,29.1,29.1,29.1,22.1,29.1,29.1,1,,,,,
Marcedes Lewis,CHI,TE,49,Yes,No,No,6,,No,Yes,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Brayden Willis,SF,TE,3,Yes,No,No,1,,No,Yes,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Kyle Pitts,ATL,TE,41,Yes,No,No,15,5,No,Yes,0.3333,17,,,1,3.4,,0.1195,9.2856,9.2856,0.1471,17,1,5,1,4,,0.8,32,20,14,,2,0.5,,,,93.3,2.1333,6.4,,8,5,3.5,2,3.2,7.2,5.2,7.2,9.2,7.2,5.2,7.2,7.2,7.2,5.2,9.2,7.2,,,,,,1
Dante Pettis,NO,WR,16,Yes,Yes,Yes,16,5,No,No,0.3125,9,0.25,0.75,4,1.8,,-3.6751,9.1619,9.1619,0.3571,8,,4,0.8,3,,0.6,12,7,2,1,,,,2,0.4,104.2,0.75,2.4,0.2,4,2.3333,0.6667,1,7.2,10.2,8.7,10.2,10.2,10.2,8.7,10.2,10.2,10.2,8.7,10.2,10.2,2,1,1,,1,
Brevin Jordan,HST,TE,8,Yes,Yes,No,4,2,No,No,0.5,-4,,,1,-2,,-4.3127,3.031,3.031,0.25,2,,1,0.5,1,,0.5,3,3,1,,,,,1,0.5,56.3,0.75,1.5,,3,3,1,1,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,,,,,1
Jayden Reed,GB,WR,84,Yes,No,No,76,27,No,Yes,0.3553,128,0.6053,0.3026,26,4.7407,3,2.9681,50.372,50.372,0.375,17,1,23,0.8519,18,1,0.6667,259,189,33,5,1,0.0556,0.0526,17,0.6296,122.3,3.4079,9.5926,0.1852,14.3889,10.5,1.8333,9,37.9,55.9,46.9,55.9,55.9,58.9,49.9,55.9,55.9,55.9,46.9,55.9,55.9,6,2,1,1,1,0.0395
Terry McLaurin,WAS,WR,165,Yes,Yes,No,144,39,No,No,0.2708,500,0.1944,0.8056,32,12.8205,7,1.3405,80.0391,80.0391,0.325,17,1,32,0.8205,29,1,0.7436,393,142,76,2,2,0.069,,10,0.2564,121,2.7292,10.0769,0.0513,13.5517,4.8966,2.6207,20,57.3,86.3,71.8,86.3,86.3,89.3,74.8,86.3,86.3,86.3,71.8,86.3,86.3,5,3,4,,3,
Ainias Smith,PHI,WR,14,Yes,No,No,14,5,No,Yes,0.3571,9,0.7857,0.2143,5,1.8,,-0.4405,10.4638,10.4638,0.4167,7,,5,1,5,,1,28,19,4,,,,,3,0.6,129.6,2,5.6,,5.6,3.8,0.8,1,8.8,13.8,11.3,13.8,13.8,13.8,11.3,13.8,13.8,13.8,11.3,13.8,13.8,1,1,,,,
Chris Godwin,TB,WR,59,Yes,No,No,45,14,No,Yes,0.3111,39,0.4667,0.5333,14,2.7857,,8.1408,20.8961,20.8961,0.28,7,,12,0.8571,12,,0.8571,203,178,99,,6,0.5,,6,0.4286,158.3,4.5111,14.5,,16.9167,14.8333,8.25,7,32.3,44.3,38.3,44.3,44.3,47.3,41.3,44.3,44.3,44.3,38.3,44.3,44.3,1,2,,,,
Marvin Mims,DEN,WR,61,Yes,No,No,51,14,No,No,0.2745,60,0.4706,0.4314,11,4.2857,2,7.3469,28.5054,28.5054,0.2692,17,1,13,0.9286,13,,0.9286,189,179,35,,2,0.1538,0.098,9,0.6429,158.3,3.7059,13.5,,14.5385,13.7692,2.6923,5,30.9,43.9,37.4,43.9,43.9,46.9,40.4,43.9,43.9,43.9,37.4,43.9,43.9,1,2,1,,1,
Dallas Goedert,PHI,TE,71,Yes,No,No,55,25,No,Yes,0.4545,163,0.1273,0.1091,21,6.52,3,2.0796,44.7755,44.7755,0.463,10,,22,0.88,21,,0.84,234,120,42,1,1,0.0476,0.0182,5,0.2,119,4.2545,9.36,0.04,11.1429,5.7143,2,10,29.4,50.4,39.9,50.4,60.9,53.4,42.9,50.4,50.4,50.4,39.9,60.9,50.4,5,1,1,,,0.7455
Roschon Johnson,CHI,RB,11,Yes,No,No,4,,No,Yes,,,,,,,,,,,,13,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Tillman,CLV,WR,57,Yes,Yes,Yes,46,9,No,No,0.1957,139,0.2609,0.7391,6,15.4444,3,-3.5425,16.3945,16.3945,0.1957,11,,5,0.5556,4,,0.4444,53,31,5,1,,,,,,24.1,1.1522,5.8889,0.1111,13.25,7.75,1.25,1,4.3,8.3,6.3,8.3,8.3,8.3,5.3,7.3,7.3,7.3,5.3,8.3,7.3,,,1,,,
Calvin Ridley,TEN,WR,115,Yes,No,No,94,26,No,No,0.2766,383,0.1915,0.8085,23,14.7308,6,-1.6322,54.699,54.699,0.2857,17,1,18,0.6923,16,,0.6154,206,52,18,2,1,0.0625,,5,0.1923,99.2,2.1915,7.9231,0.0769,12.875,3.25,1.125,10,26.6,42.6,34.6,42.6,42.6,45.6,37.6,42.6,42.6,42.6,34.6,42.6,42.6,2,1,1,,,
Raheem Mostert,MIA,RB,52,Yes,Yes,No,27,4,No,Yes,0.1481,-14,0.0741,0.037,2,-3.5,,-1.283,5.5368,5.5368,0.087,13,,4,1,4,,1,17,31,9,,,,0.8889,2,0.5,84.4,0.6296,4.25,,4.25,7.75,2.25,,1.7,5.7,3.7,7.7,5.7,5.7,3.7,5.7,5.7,5.7,3.7,5.7,5.7,,,,,,
