Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,ReceptionsHero,TouchdownsTotal,AlignmentInlineRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,TouchdownsInEndzone
Tre Tucker,LV,WR,320,No,No,No,316,54,No,Yes,34,0.6296,1,0.1709,29,0.537,350,88,31,817,,2,0.069,,0.2215,0.7785,54,15.1296,15,72.3,1.1076,6.4815,-2.6582,,12.069,3.0345,1.069,17,101.6053,101.6053,0.1688,41,70,55.5,70,70,73,58.5,70,70,70,55.5,70,70,17,9,4,1,1,,2,
DK Metcalf,SEA,WR,242,No,No,No,242,82,No,No,67,0.8171,5,0.3388,48,0.5854,732,170,57,1192,5,5,0.1042,,0.1364,0.8636,82,14.5366,26,95.2,3.0248,8.9268,-0.1926,0.061,15.25,3.5417,1.1875,25,161.5287,161.5287,0.3388,89.2,137.2,113.2,137.2,137.2,140.2,114.2,135.2,135.2,135.2,111.2,137.2,135.2,15,21,5,2,3,,5,1
MyCole Pruitt,PIT,TE,31,No,Yes,No,21,5,No,No,3,0.6,1,0.2381,3,0.6,28,6,3,41,,,,0.0476,0.2381,0.0476,5,8.2,,115,1.3333,5.6,-2.1975,,9.3333,2,1,2,10.837,10.837,0.1613,8.8,11.8,10.3,11.8,13.3,11.8,10.3,11.8,11.8,11.8,10.3,13.3,11.8,12,,,,1,0.6667,1,1
Mark Andrews,BLT,TE,175,No,No,No,157,47,No,Yes,39,0.8298,7,0.2994,37,0.7872,454,88,38,555,1,2,0.0541,0.0064,0.6433,0.1911,47,11.8085,7,137.6,2.8917,9.6596,0.6364,0.0213,12.2703,2.3784,1.027,30,88.0637,88.0637,0.2686,99.4,136.4,117.9,136.4,154.9,139.4,120.9,136.4,136.4,136.4,117.9,154.9,136.4,17,5,4,,9,0.1592,13,7
Parker Washington,JAX,WR,220,No,Yes,No,218,40,Yes,Yes,26,0.65,2,0.1835,24,0.6,325,86,51,538,2,5,0.2083,,0.3486,0.6514,40,13.45,8,92.2,1.4908,8.125,-0.9894,0.05,13.5417,3.5833,2.125,15,70.9193,70.9193,0.1818,44.5,68.5,56.5,68.5,68.5,71.5,59.5,68.5,68.5,68.5,56.5,68.5,68.5,17,1,,,2,,4,
Allen Robinson,DET,WR,24,No,No,No,24,5,No,No,4,0.8,,0.2083,3,0.6,30,5,1,39,1,,,,0.4167,0.5833,5,7.8,,77.1,1.25,6,-1.4112,0.2,10,1.6667,0.3333,3,8.0806,8.0806,0.2083,3,6,4.5,6,6,6,4.5,6,6,6,4.5,6,6,12,1,1,1,,,,
Kendre Miller,NO,RB,19,No,No,No,14,,No,No,,,,,,,,,,,,,,0.8571,0.0714,0.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Diontae Johnson,HST,WR,130,No,Yes,No,129,54,No,Yes,36,0.6667,9,0.4186,26,0.4815,332,78,34,600,2,5,0.1923,,0.2791,0.7209,54,11.1111,9,55.5,2.5736,6.1481,-2.0046,0.037,12.7692,3,1.3077,19,111.2268,111.2268,0.4154,51.2,77.2,64.2,77.2,77.2,80.2,67.2,77.2,77.2,77.2,64.2,77.2,77.2,12,11,3,,3,,12,3
Erick All,CIN,TE,64,No,No,No,54,12,No,No,12,1,,0.2222,12,1,115,59,22,56,,1,0.0833,0.0185,0.2037,0.1296,12,4.6667,,106.6,2.1296,9.5833,2.7303,,9.5833,4.9167,1.8333,6,18.3846,18.3846,0.1875,11.5,23.5,17.5,23.5,29.5,26.5,20.5,23.5,23.5,23.5,17.5,29.5,23.5,9,,,,,0.6481,1,
Braxton Berrios,MIA,WR,39,No,No,No,37,4,No,No,1,0.25,1,0.1081,,,,,,31,,,,,0.4595,0.5405,4,7.75,,39.6,,,-7.4177,,,,,,10.1771,10.1771,0.1026,,,,,,,,,,,,,,6,1,,,,,1,
Rakim Jarrett,TB,WR,47,No,No,Yes,47,10,No,Yes,10,1,1,0.2128,8,0.8,113,21,7,113,1,1,0.125,,0.3191,0.6809,10,11.3,1,113.8,2.4043,11.3,2.8901,0.1,14.125,2.625,0.875,4,15.8642,15.8642,0.2128,11.3,19.3,15.3,19.3,19.3,22.3,18.3,19.3,19.3,19.3,15.3,19.3,19.3,10,4,3,,,,2,
Julian Hill,MIA,TE,94,No,No,No,62,9,No,Yes,8,0.8889,1,0.1452,6,0.6667,62,32,20,72,1,2,0.3333,0.0161,0.2742,0.0484,9,8,1,86.3,1,6.8889,-0.9501,0.1111,10.3333,5.3333,3.3333,4,16.212,16.212,0.0957,6.2,12.2,9.2,12.2,15.2,12.2,9.2,12.2,12.2,12.2,9.2,15.2,12.2,16,1,,,,0.6613,4,
Dameon Pierce,HST,RB,28,No,Yes,No,20,1,No,Yes,,,,0.05,,,,,,3,,,,0.7,0.2,0.1,1,3,,39.6,,,-6.5094,,,,,,1.3222,1.3222,0.0357,,,,,,,,,,,,,,11,,,,,,,
Blake Corum,LA,RB,34,No,No,No,14,1,No,No,1,1,,0.0714,1,1,12,11,1,1,,,,0.9286,0.0714,,1,1,,116.7,0.8571,12,6.2706,,12,11,1,1,1.4825,1.4825,0.0294,1.2,2.2,1.7,2.7,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,15,,,,,,,
Pierre Strong,CLV,RB,65,No,No,Yes,55,5,No,No,3,0.6,,0.0909,2,0.4,12,9,1,11,1,,,0.6182,0.1091,0.1636,5,2.2,,47.9,0.2182,2.4,-4.0695,0.2,6,4.5,0.5,,7.4193,7.4193,0.0769,1.2,3.2,2.2,4.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,13,,,,,0.1091,,
Jacob Kibodi,CLV,RB,4,No,No,No,4,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Breece Hall,NYJ,RB,242,No,No,No,167,19,No,Yes,15,0.7895,1,0.1138,11,0.5789,73,32,11,69,4,1,0.0909,0.7725,0.0479,0.1617,19,3.6316,2,83.9,0.4371,3.8421,-2.9178,0.2105,6.6364,2.9091,1,1,30.8672,30.8672,0.0785,13.3,24.3,18.8,29.8,24.3,24.3,18.8,24.3,24.3,24.3,18.8,24.3,24.3,16,1,1,,1,0.018,3,1
Trent Sherfield,MIN,WR,28,No,Yes,Yes,26,5,No,No,4,0.8,,0.1923,4,0.8,33,10,3,39,,,,,0.5385,0.4231,5,7.8,,54.6,1.2692,6.6,-0.7669,,8.25,2.5,0.75,1,7.254,7.254,0.1786,3.3,7.3,5.3,7.3,7.3,7.3,5.3,7.3,7.3,7.3,5.3,7.3,7.3,17,,,,,0.0385,,
Jha'Quan Jackson,TEN,WR,8,No,No,No,7,3,No,No,1,0.3333,,0.4286,1,0.3333,8,3,,76,,,,,0.7143,0.2857,3,25.3333,2,42.4,1.1429,2.6667,-8.6534,,8,3,,1,4.17,4.17,0.375,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,12,,,,,,,
Tyquan Thornton,NE,WR,30,No,No,Yes,30,6,Yes,Yes,3,0.5,,0.2,3,0.5,41,17,13,94,,1,0.3333,,0.0667,0.9333,6,15.6667,2,32.6,1.3667,6.8333,-2.4011,,13.6667,5.6667,4.3333,2,13.4642,13.4642,0.2,4.1,7.1,5.6,7.1,7.1,7.1,5.6,7.1,7.1,7.1,5.6,7.1,7.1,5,,,,,,1,
Malik Nabers,NYG,WR,290,No,No,No,289,135,No,No,106,0.7852,9,0.4671,90,0.6667,1052,322,186,1513,9,16,0.1778,0.0035,0.2768,0.7197,135,11.2074,24,101.8,3.6401,7.7926,-0.4163,0.0667,11.6889,3.5778,2.0667,48,249.0326,249.0326,0.4655,141.2,231.2,186.2,231.2,231.2,234.2,189.2,231.2,231.2,231.2,186.2,231.2,231.2,15,19,10,4,6,,12,4
Raheem Blackshear,CAR,RB,18,No,No,No,12,,No,Yes,,,,,,,,,,,,,,0.6667,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,
Demario Douglas,NE,WR,214,No,No,No,213,50,No,No,39,0.78,3,0.2347,36,0.72,423,153,36,467,3,1,0.0278,0.0047,0.7934,0.2019,50,9.34,4,94,1.9859,8.46,0.8626,0.06,11.75,4.25,1,23,86.5397,86.5397,0.2336,54.3,90.3,72.3,90.3,90.3,93.3,75.3,90.3,90.3,90.3,72.3,90.3,90.3,17,1,,,2,,3,1
Sione Vaki,DET,RB,8,No,No,No,7,,No,No,,,,,,,,,,,,,,0.5714,0.1429,0.2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
Alexander Mattison,LV,RB,116,No,No,No,89,5,No,Yes,5,1,,0.0562,4,0.8,37,40,10,-4,1,,,0.8989,0.0449,0.0562,5,-0.8,,97.5,0.4157,7.4,1.5373,0.2,9.25,10,2.5,2,7.1078,7.1078,0.0431,3.7,7.7,5.7,9.7,7.7,7.7,5.7,7.7,7.7,7.7,5.7,7.7,7.7,14,1,1,,,,1,
Cade Otton,TB,TE,247,No,No,Yes,203,47,No,Yes,36,0.766,7,0.2315,32,0.6809,353,160,89,343,3,3,0.0938,,0.3251,0.1182,47,7.2979,6,102.5,1.7389,7.5106,0.0894,0.0638,11.0312,5,2.7812,19,82.7541,82.7541,0.1903,53.3,85.3,69.3,85.3,101.3,88.3,72.3,85.3,85.3,85.3,69.3,101.3,85.3,14,5,4,,3,0.5567,9,3
James Mitchell,DET,TE,7,Yes,No,No,5,,No,Yes,,,,,,,,,,,,,,,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0.4,,
Taysom Hill,NO,TE,62,No,No,No,55,19,No,Yes,17,0.8947,1,0.3455,13,0.6842,116,69,15,93,3,2,0.1538,0.0545,0.5818,0.1636,19,4.8947,1,84.5,2.1091,6.1053,-0.5316,0.1579,8.9231,5.3077,1.1538,5,29.144,29.144,0.3115,10.32,23.32,16.82,23.32,29.82,26.32,18.82,21.32,21.32,21.32,14.82,30,21.5,8,2,,,,0.2,2,
Tank Dell,HST,WR,192,No,Yes,No,192,53,No,Yes,36,0.6792,5,0.276,33,0.6226,513,51,18,816,1,1,0.0303,,0.3177,0.6823,53,15.3962,10,91.2,2.6719,9.6792,0.365,0.0189,15.5455,1.5455,0.5455,27,114.7984,114.7984,0.276,63.3,96.3,79.8,96.3,96.3,99.3,82.8,96.3,96.3,96.3,79.8,96.3,96.3,14,7,3,1,2,,5,2
Xavier Weaver,ARZ,WR,14,No,No,No,14,2,Yes,Yes,1,0.5,1,0.1429,,,,,,41,,,,,0.4286,0.5714,2,20.5,2,39.6,,,-11.0523,,,,,,7.4054,7.4054,0.1429,,,,,,,,,,,,,,2,1,,,,,,
Gus Edwards,LAC,RB,42,No,No,No,29,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
Dylan Laube,LV,RB,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Kadarius Toney,CLV,WR,4,No,No,No,4,,No,No,,,,,,,,,,,,,,,0.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Tucker Fisk,LAC,TE,26,No,No,No,15,2,No,Yes,2,1,1,0.1333,1,0.5,1,2,1,8,,,,0.0667,0.0667,,2,4,,56.3,0.0667,0.5,-5.5805,,1,2,1,,5.6933,5.6933,0.0769,0.1,1.1,0.6,1.1,1.6,1.1,0.6,1.1,1.1,1.1,0.6,1.6,1.1,9,1,,,,0.8667,1,
Brian Robinson,WAS,RB,99,No,No,Yes,59,3,Yes,Yes,2,0.6667,,0.0508,2,0.6667,22,18,3,12,,,,0.7458,0.1695,0.0847,3,4,,88.2,0.3729,7.3333,0.2327,,11,9,1.5,,4.5997,4.5997,0.0303,2.2,4.2,3.2,5.2,4.2,4.2,3.2,4.2,4.2,4.2,3.2,4.2,4.2,14,,,,,,1,
Alvin Kamara,NO,RB,177,No,No,No,139,20,No,Yes,17,0.85,,0.1439,15,0.75,165,82,25,118,2,2,0.1333,0.7554,0.2086,0.036,20,5.9,3,115.6,1.1871,8.25,0.6909,0.1,11,5.4667,1.6667,5,31.5453,31.5453,0.113,22.5,37.5,30,45,37.5,40.5,33,37.5,37.5,37.5,30,37.5,37.5,14,2,1,3,1,,,
Aaron Shampklin,PIT,RB,6,No,No,Yes,6,,Yes,Yes,,,,,,,,,,,,,,0.8333,,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
Ray-Ray McCloud,ATL,WR,299,No,No,No,286,39,No,Yes,33,0.8462,1,0.1364,25,0.641,328,106,64,405,2,2,0.08,,0.479,0.521,39,10.3846,4,69.2,1.1469,8.4103,0.1853,0.0513,13.12,4.24,2.56,12,64.9653,64.9653,0.1304,31.8,56.8,44.3,56.8,56.8,59.8,46.3,55.8,55.8,55.8,43.3,56.8,55.8,17,9,2,1,,,2,
Eric Saubert,SF,TE,94,No,No,No,80,8,Yes,Yes,8,1,1,0.1,6,0.75,82,12,6,83,,,,0.025,0.3375,0.075,8,10.375,1,146.9,1.025,10.25,0.738,,13.6667,2,1,4,13.3836,13.3836,0.0851,14.2,20.2,17.2,20.2,23.2,20.2,17.2,20.2,20.2,20.2,17.2,23.2,20.2,17,1,,,1,0.5625,1,1
Chris Collier,LV,RB,5,No,No,No,5,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Justyn Ross,KC,WR,7,No,No,No,7,1,No,Yes,,,1,0.1429,,,,,,18,,,,,0.1429,0.8571,1,18,,39.6,,,-10.8991,,,,,,3.4783,3.4783,0.1429,,,,,,,,,,,,,,2,,,,,,1,
D'Ernest Johnson,JAX,RB,81,No,Yes,No,60,4,Yes,Yes,2,0.5,1,0.0667,2,0.5,28,24,17,21,,1,0.5,0.9833,,0.0167,4,5.25,,33.3,0.4667,7,-0.362,,14,12,8.5,1,6.4654,6.4654,0.0494,2.8,4.8,3.8,5.8,4.8,4.8,3.8,4.8,4.8,4.8,3.8,4.8,4.8,13,,,,,,1,
Theo Johnson,NYG,TE,219,No,No,No,179,25,No,Yes,21,0.84,1,0.1397,18,0.72,228,95,29,226,2,1,0.0556,0.0223,0.6089,0.0615,25,9.04,3,113.4,1.2737,9.12,0.8916,0.08,12.6667,5.2778,1.6111,12,43.3678,43.3678,0.1142,28.8,46.8,37.8,46.8,55.8,49.8,40.8,46.8,46.8,46.8,37.8,55.8,46.8,12,2,1,,1,0.3073,1,
Jahan Dotson,PHI,WR,192,No,No,No,182,17,No,No,12,0.7059,,0.0934,11,0.6471,169,26,7,224,,2,0.1818,,0.2802,0.7198,17,13.1765,3,97.4,0.9286,9.9412,1.0035,,15.3636,2.3636,0.6364,9,28.1452,28.1452,0.0885,16.9,27.9,22.4,27.9,27.9,30.9,25.4,27.9,27.9,27.9,22.4,27.9,27.9,17,2,1,1,,,,
DeVonta Smith,PHI,WR,178,No,No,No,172,66,No,No,59,0.8939,9,0.3837,52,0.7879,660,217,56,722,2,4,0.0769,,0.5872,0.4128,66,10.9394,13,129,3.8372,10,2.0198,0.0303,12.6923,4.1731,1.0769,34,120.7371,120.7371,0.3708,114,166,140,166,166,169,143,166,166,166,140,166,166,13,11,7,1,8,,10,6
Jalen McMillan,TB,WR,174,No,No,Yes,168,37,No,Yes,30,0.8108,4,0.2202,23,0.6216,308,54,13,517,4,2,0.087,0.0179,0.2619,0.7202,37,13.973,7,88.6,1.8333,8.3243,-0.7755,0.1081,13.3913,2.3478,0.5652,15,76.1266,76.1266,0.2126,66.8,89.8,78.3,89.8,89.8,92.8,81.3,89.8,89.8,89.8,78.3,89.8,89.8,13,6,3,,6,,4,3
E.J. Jenkins,PHI,TE,19,No,No,No,14,2,No,No,1,0.5,,0.1429,1,0.5,7,3,1,10,,,,,0.5714,0.2143,2,5,,97.9,0.5,3.5,-3.0799,,7,3,1,1,4.2981,4.2981,0.1053,6.7,7.7,7.2,7.7,8.2,7.7,7.2,7.7,7.7,7.7,7.2,8.2,7.7,8,,,,1,0.2143,2,
Jameson Williams,DET,WR,246,No,Yes,Yes,246,70,No,No,50,0.7143,5,0.2846,41,0.5857,866,326,40,1022,2,3,0.0732,,0.3659,0.6341,70,14.6,14,117.9,3.5203,12.3714,3.1372,0.0286,21.122,7.9512,0.9756,31,133.2272,133.2272,0.2846,128.6,169.6,149.1,169.6,169.6,172.6,152.1,169.6,169.6,169.6,149.1,169.6,169.6,15,10,5,,7,,9,1
Eric Gray,NYG,RB,36,No,No,No,27,3,No,No,3,1,,0.1111,2,0.6667,16,18,6,-2,,,,0.8148,0.037,0.1481,3,-0.6667,,79.9,0.5926,5.3333,-0.5972,,8,9,3,1,5.5725,5.5725,0.0833,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,16,1,,,,,2,
Trenton Irwin,CIN,WR,34,No,Yes,Yes,34,4,Yes,Yes,2,0.5,2,0.1176,2,0.5,10,4,1,28,,,,,0.5588,0.4412,4,7,,56.3,0.2941,2.5,-4.4826,,5,2,0.5,1,10.9347,10.9347,0.1176,1,3,2,3,3,3,2,3,3,3,2,3,3,7,,,,,,3,
Puka Nacua,LA,WR,161,No,No,Yes,159,70,Yes,Yes,54,0.7714,6,0.4403,47,0.6714,635,254,134,729,3,8,0.1702,0.0063,0.3648,0.6289,70,10.4143,9,94.6,3.9937,9.0714,0.9962,0.0429,13.5106,5.4043,2.8511,33,133.5951,133.5951,0.4348,69.5,116.5,93,116.5,116.5,119.5,96,116.5,116.5,116.5,93,116.5,116.5,11,6,2,3,1,,6,1
Joe Mixon,HST,RB,120,No,Yes,No,85,9,No,Yes,7,0.7778,1,0.1059,5,0.5556,42,19,2,54,1,,,0.8588,0.1059,0.0353,9,6,,104.9,0.4941,4.6667,-2.3571,0.1111,8.4,3.8,0.4,3,15.627,15.627,0.0756,10.2,15.2,12.7,17.7,15.2,15.2,12.7,15.2,15.2,15.2,12.7,15.2,15.2,14,,,,1,,4,
Kristian Wilkerson,LV,WR,6,No,Yes,Yes,6,2,Yes,Yes,2,1,1,0.3333,1,0.5,9,5,4,13,,,,,0.3333,0.6667,2,6.5,,62.5,1.5,4.5,-2.2518,,9,5,4,1,4.3092,4.3092,0.3333,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,2,,,,,,2,
James Proche,CLV,WR,4,No,No,No,4,2,No,Yes,2,1,,0.5,2,1,18,1,,17,,,,,0.75,0.25,2,8.5,,104.2,4.5,9,1.5178,,9,0.5,,1,3.311,3.311,0.5,1.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,9,1,1,,,,,
Aaron Jones,MIN,RB,164,No,Yes,Yes,126,10,No,No,8,0.8,1,0.0794,7,0.7,86,36,16,110,1,1,0.1429,0.8968,0.0238,0.0476,10,11,2,96.2,0.6825,8.6,0.369,0.1,12.2857,5.1429,2.2857,6,21.3591,21.3591,0.061,20.6,27.6,24.1,31.1,27.6,27.6,24.1,27.6,27.6,27.6,24.1,27.6,27.6,17,1,1,,2,0.0317,5,
Luke Farrell,JAX,TE,70,No,Yes,No,47,11,Yes,Yes,8,0.7273,,0.234,7,0.6364,45,18,10,65,1,,,,0.0851,0.0213,11,5.9091,1,34.3,0.9574,4.0909,-2.9113,0.0909,6.4286,2.5714,1.4286,3,16.075,16.075,0.1571,4.5,11.5,8,11.5,15,11.5,8,11.5,11.5,11.5,8,15,11.5,17,,,,,0.8936,1,
Luke Musgrave,GB,TE,38,No,No,No,37,6,No,Yes,5,0.8333,,0.1622,5,0.8333,36,14,6,42,,,,,0.2432,0.1892,6,7,1,91.7,0.973,6,-1.53,,7.2,2.8,1.2,1,10.3857,10.3857,0.1579,3.6,8.6,6.1,8.6,11.1,8.6,6.1,8.6,8.6,8.6,6.1,11.1,8.6,7,,,,,0.5676,1,
Christian Kirk,JAX,WR,131,Yes,No,No,128,41,No,Yes,31,0.7561,3,0.3203,22,0.5366,334,68,41,595,2,1,0.0455,,0.7969,0.2031,41,14.5122,11,68.5,2.6094,8.1463,-0.8944,0.0488,15.1818,3.0909,1.8636,15,84.7777,84.7777,0.313,39.4,61.4,50.4,61.4,61.4,64.4,53.4,61.4,61.4,61.4,50.4,61.4,61.4,8,5,,3,1,,5,
Skyy Moore,KC,WR,10,No,No,No,10,1,No,Yes,1,1,,0.1,,,,,,2,1,,,,0.3,0.7,1,2,,39.6,,,-5.3344,1,,,,,1.4052,1.4052,0.1,,,,,,,,,,,,,,6,,,,,,,
Chris Conley,SF,WR,53,No,No,No,53,7,Yes,Yes,5,0.7143,,0.1321,3,0.4286,48,8,3,164,,,,,0.1321,0.8679,7,23.4286,3,66.4,0.9057,6.8571,-4.3404,,16,2.6667,1,2,13.8143,13.8143,0.1321,4.8,7.8,6.3,7.8,7.8,7.8,6.3,7.8,7.8,7.8,6.3,7.8,7.8,15,2,,,,,,
Travis Homer,CHI,RB,18,No,No,No,13,,No,Yes,,,,,,,,,,,,,,0.7692,,0.2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
Jaelon Darden,SEA,WR,3,No,No,No,3,,No,No,,,,,,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
David Martin-Robinson,TEN,TE,4,No,Yes,No,3,,No,Yes,,,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,0.6667,,
Jack Stoll,MIA,TE,30,No,No,Yes,21,1,No,No,,,,0.0476,,,,,,4,,,,,0.381,0.0476,1,4,,39.6,,,-6.0667,,,,,,1.4492,1.4492,0.0333,,,,,,,,,,,,,,9,,,,,0.5714,,
Luke Schoonmaker,DAL,TE,115,No,No,Yes,106,23,Yes,Yes,19,0.8261,2,0.217,19,0.8261,174,74,35,156,,,,0.0094,0.3774,0.0849,23,6.7826,1,112.7,1.6415,7.5652,0.3557,,9.1579,3.8947,1.8421,9,36.509,36.509,0.2,23.4,42.4,32.9,42.4,51.9,45.4,35.9,42.4,42.4,42.4,32.9,51.9,42.4,17,4,4,,1,0.5283,1,1
Nate Adkins,DEN,TE,72,Yes,No,No,44,7,No,Yes,6,0.8571,1,0.1591,6,0.8571,41,33,9,30,,1,0.1667,,0.1136,0.0682,7,4.2857,1,130.7,0.9318,5.8571,-0.8897,,6.8333,5.5,1.5,3,12.075,12.075,0.0972,10.1,16.1,13.1,16.1,19.1,16.1,13.1,16.1,16.1,16.1,13.1,19.1,16.1,17,,,,1,0.8182,1,1
Trent Taylor,SF,WR,3,No,No,No,3,,Yes,Yes,,,,,,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Malik Heath,GB,WR,39,No,No,No,38,12,No,Yes,10,0.8333,2,0.3158,10,0.8333,97,26,6,91,,,,,0.1053,0.8947,12,7.5833,1,139.9,2.5526,8.0833,1.0597,,9.7,2.6,0.6,5,20.5427,20.5427,0.3077,21.7,31.7,26.7,31.7,31.7,31.7,26.7,31.7,31.7,31.7,26.7,31.7,31.7,10,2,2,1,2,,2,2
Mecole Hardman,KC,WR,19,No,No,Yes,19,3,No,Yes,2,0.6667,,0.1579,2,0.6667,24,20,,4,,1,0.5,0.0526,0.3158,0.6316,3,1.3333,,91,1.2632,8,2.4635,,12,10,,2,7.3311,7.3311,0.1579,2.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,12,,,,,,1,
Shane Zylstra,DET,TE,24,No,Yes,Yes,22,,No,No,,,,,,,,,,,,,,,0.2727,0.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0.4545,,
Casey Washington,ATL,WR,2,No,No,Yes,2,2,Yes,Yes,2,1,,1,1,0.5,14,11,10,33,1,,,,,1,2,16.5,1,72.9,7,7,-0.3219,0.5,14,11,10,1,3.3621,3.3621,1,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2,,,,,,,
Kenneth Gainwell,PHI,RB,71,No,No,No,42,3,No,No,1,0.3333,,0.0714,1,0.3333,14,15,11,16,,2,2,0.6905,0.0476,0.2619,3,5.3333,,49.3,0.3333,4.6667,-1.8429,,14,15,11,1,6.2962,6.2962,0.0423,1.4,2.4,1.9,2.9,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,17,,,,,,1,
Jordan Mims,NO,RB,34,No,No,Yes,24,5,No,Yes,5,1,,0.2083,4,0.8,14,13,3,4,,,,0.7917,0.125,0.0417,5,0.8,,79.2,0.5833,2.8,-3.6866,,3.5,3.25,0.75,,7.934,7.934,0.1471,1.4,5.4,3.4,7.4,5.4,5.4,3.4,5.4,5.4,5.4,3.4,5.4,5.4,9,,,,,0.0417,,
Jalen Brooks,DAL,WR,124,No,No,Yes,123,20,Yes,Yes,13,0.65,2,0.1626,7,0.35,120,26,12,275,2,1,0.1429,,0.1626,0.8293,20,13.75,3,35.4,0.9756,6,-2.9794,0.1,17.1429,3.7143,1.7143,5,41.173,41.173,0.1613,12,19,15.5,19,19,22,18.5,19,19,19,15.5,19,19,14,5,,1,,0.0081,3,
David Bell,CLV,WR,4,No,No,No,4,2,No,Yes,2,1,,0.5,2,1,15,9,7,6,,1,0.5,,0.5,0.5,2,3,,97.9,3.75,7.5,0.8828,,7.5,4.5,3.5,1,3.141,3.141,0.5,1.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,1,,,,,,,
Kevin Austin,NO,WR,89,No,No,Yes,84,17,No,Yes,12,0.7059,,0.2024,11,0.6471,151,38,17,176,,,,,0.1786,0.8214,17,10.3529,1,68.5,1.7976,8.8824,1.0009,,13.7273,3.4545,1.5455,10,30.253,30.253,0.191,15.1,26.1,20.6,26.1,26.1,29.1,23.6,26.1,26.1,26.1,20.6,26.1,26.1,8,1,1,,,,,
