Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,AlignmentWideRoutesPercentage,TargetsContestedTotal,AlignmentSlotRoutesPercentage,DeepTargetTargetsTotal,TargetsInEndzone,ReceptionsContested,DropsTotal,AlignmentInlineRoutesPercentage,AveragesPerTargetDropsTotal,TouchdownsTotal,TouchdownsInEndzone,ReceptionsHero
John Metchie,HST,WR,42,No,No,No,42,11,No,Yes,10,0.9091,0.2619,8,0.7273,80,17,3,101,,,,9.1818,93,1.9048,7.2727,-0.471,10,2.125,0.375,2,20.7352,20.7352,0.2619,8,16,12,16,16,16,12,16,16,16,12,16,16,3,13,0.3571,2,0.6429,1,2,1,1,,0.0909,,,
Ja'Tavion Sanders,CAR,TE,29,No,No,No,28,9,Yes,Yes,7,0.7778,0.3214,7,0.7778,60,37,22,46,,,,5.1111,94.4,2.1429,6.6667,-0.2025,8.5714,5.2857,3.1429,1,14.7742,14.7742,0.3103,6,13,9.5,13,16.5,13,9.5,13,13,13,9.5,16.5,13,1,16,0.25,2,0.5357,,,1,,0.2143,,,,1
Tanner Conner,MIA,TE,1,No,No,No,1,1,No,No,1,1,1,1,1,4,,,4,,,,4,83.3,4,4,-2.0667,4,,,,1.367,1.367,1,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,,7,,,1,,,,,,,,,
Quintin Morris,BUF,TE,10,No,No,No,9,2,No,Yes,2,1,0.2222,1,0.5,14,9,1,10,,,,5,72.9,1.5556,7,0.52,14,9,1,1,2.9284,2.9284,0.2,1.4,2.4,1.9,2.4,2.9,2.4,1.9,2.4,2.4,2.4,1.9,2.9,2.4,,16,0.2222,,0.3333,,,,1,0.4444,0.5,,,
Teagan Quitoriano,HST,TE,6,No,No,Yes,4,,No,Yes,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,0.75,,,,
Ashton Dulin,IND,WR,8,No,No,No,8,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.5,,0.5,,,,,,,,,
Jauan Jennings,SF,WR,58,No,No,No,58,10,No,No,7,0.7,0.1724,6,0.6,78,11,7,126,1,0.1667,,12.6,45,1.3448,7.8,-1.0021,13,1.8333,1.1667,4,19.2077,19.2077,0.1724,7.8,13.8,10.8,13.8,13.8,13.8,10.8,13.8,13.8,13.8,10.8,13.8,13.8,1,15,0.7069,3,0.2931,1,1,3,1,,0.1,,,
Hassan Haskins,LAC,RB,18,No,No,Yes,13,2,No,No,2,1,0.1538,2,1,44,41,2,3,1,0.5,1,1.5,158.3,3.3846,22,15.8317,22,20.5,1,2,2.647,2.647,0.1111,10.4,12.4,11.4,13.4,12.4,12.4,11.4,12.4,12.4,12.4,11.4,12.4,12.4,,15,,,,,,,,,,1,,
Andrew Ogletree,IND,TE,19,No,No,No,15,4,Yes,Yes,3,0.75,0.2667,3,0.75,48,26,6,53,,,,13.25,154.2,3.2,12,2.6633,16,8.6667,2,2,7.2468,7.2468,0.2105,10.8,13.8,12.3,13.8,15.3,13.8,12.3,13.8,13.8,13.8,12.3,15.3,13.8,1,17,0.2,,0.2,1,,,,0.6,,1,,
Jaylen Warren,PIT,RB,26,No,No,No,20,7,No,Yes,7,1,0.35,7,1,73,67,16,6,1,0.1429,0.85,0.8571,110.1,3.65,10.4286,4.436,10.4286,9.5714,2.2857,5,11.2747,11.2747,0.2692,7.3,14.3,10.8,17.8,14.3,14.3,10.8,14.3,14.3,14.3,10.8,14.3,14.3,1,15,,,,,,,,0.15,,,,
Kendrick Bourne,NE,WR,15,No,No,No,15,2,No,Yes,2,1,0.1333,2,1,19,3,3,16,,,,8,106.3,1.2667,9.5,2.2408,9.5,1.5,1.5,1,3.4564,3.4564,0.1333,1.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,,12,0.8667,1,0.1333,,,1,,,,,,
Juwan Johnson,NO,TE,46,No,No,No,44,9,No,Yes,8,0.8889,0.2045,8,0.8889,60,9,2,70,,,,7.7778,131.5,1.3636,6.6667,-0.918,7.5,1.125,0.25,3,17.2195,17.2195,0.1957,12,20,16,20,24,20,16,20,20,20,16,24,20,2,17,0.1818,1,0.3182,,1,1,,0.5,,1,1,1
David Montgomery,DET,RB,25,No,Yes,No,19,8,No,No,8,1,0.4211,8,1,66,64,12,2,3,0.375,0.9474,0.25,101,3.4737,8.25,2.293,8.25,8,1.5,5,11.3224,11.3224,0.32,6.6,14.6,10.6,18.6,14.6,14.6,10.6,14.6,14.6,14.6,10.6,14.6,14.6,,14,0.0526,1,,,,1,,,,,,
Mack Hollins,BUF,WR,57,No,No,No,56,11,No,Yes,9,0.8182,0.1964,9,0.8182,118,42,2,104,,,,9.4545,141.7,2.1071,10.7273,2.6121,13.1111,4.6667,0.2222,8,21.9387,21.9387,0.193,17.8,26.8,22.3,26.8,26.8,29.8,25.3,26.8,26.8,26.8,22.3,26.8,26.8,2,17,0.7143,1,0.2857,,1,1,,,,1,1,
Tyler Boyd,TEN,WR,49,No,Yes,Yes,48,11,No,No,7,0.6364,0.2292,5,0.4545,42,19,12,124,1,0.2,,11.2727,55.9,0.875,3.8182,-3.9472,8.4,3.8,2.4,2,18.539,18.539,0.2245,4.2,9.2,6.7,9.2,9.2,9.2,6.7,9.2,9.2,9.2,6.7,9.2,9.2,2,16,0.125,1,0.875,2,1,,1,,0.0909,,,
Foster Moreau,NO,TE,37,No,No,No,26,5,No,Yes,5,1,0.1923,5,1,29,13,7,16,,,,3.2,90.8,1.1154,5.8,-0.5108,5.8,2.6,1.4,3,8.6009,8.6009,0.1351,2.9,7.9,5.4,7.9,10.4,7.9,5.4,7.9,7.9,7.9,5.4,10.4,7.9,1,17,0.1154,,0.1538,,,,,0.7308,,,,
Tyler Allgeier,ATL,RB,21,No,No,No,18,3,Yes,Yes,3,1,0.1667,3,1,26,26,13,,2,0.6667,0.9444,,102.8,1.4444,8.6667,2.314,8.6667,8.6667,4.3333,,4.1639,4.1639,0.1429,2.6,5.6,4.1,7.1,5.6,5.6,4.1,5.6,5.6,5.6,4.1,5.6,5.6,,17,0.0556,,,,,,,,,,,
Devaughn Vele,DEN,WR,36,No,No,No,36,5,No,Yes,3,0.6,0.1389,3,0.6,15,5,2,41,1,0.3333,,8.2,104.2,0.4167,3,-4.4344,5,1.6667,0.6667,2,11.4263,11.4263,0.1389,7.5,10.5,9,10.5,10.5,10.5,9,10.5,10.5,10.5,9,10.5,10.5,2,13,0.3056,,0.6944,,2,,,,,1,1,
Khalil Herbert,CIN,RB,12,No,No,No,10,4,No,Yes,4,1,0.4,4,1,16,26,12,-10,,,0.9,-2.5,83.3,1.6,4,-1.7912,4,6.5,3,,6.0968,6.0968,0.3333,1.6,5.6,3.6,7.6,5.6,5.6,3.6,5.6,5.6,5.6,3.6,5.6,5.6,2,13,0.1,,,,,,,,,,,
Trey Sermon,IND,RB,24,No,No,No,21,3,Yes,Yes,3,1,0.1429,3,1,27,28,8,-1,,,0.9048,-0.3333,104.2,1.2857,9,3.0312,9,9.3333,2.6667,1,4.0011,4.0011,0.125,2.7,5.7,4.2,7.2,5.7,5.7,4.2,5.7,5.7,5.7,4.2,5.7,5.7,,17,0.0476,,0.0476,,,,,,,,,
Josh Downs,IND,WR,32,No,No,No,32,7,Yes,Yes,6,0.8571,0.2188,5,0.7143,29,18,3,34,,,,4.8571,78.9,0.9062,4.1429,-2.6866,5.8,3.6,0.6,,11.9293,11.9293,0.2188,2.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,1,14,0.1562,1,0.8438,,,,,,,,,
Zamir White,LV,RB,10,No,No,Yes,8,2,No,Yes,2,1,0.25,2,1,12,15,13,-3,3,1.5,0.875,-1.5,91.7,1.5,6,0.3504,6,7.5,6.5,1,2.7956,2.7956,0.2,1.2,3.2,2.2,4.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,,8,0.125,,,,,,,,,,,
Ameer Abdullah,LV,RB,30,No,No,No,26,7,No,No,6,0.8571,0.2692,5,0.7143,40,31,4,15,1,0.2,0.8077,2.1429,85.4,1.5385,5.7143,-0.6691,8,6.2,0.8,1,10.2901,10.2901,0.2333,4,9,6.5,11.5,9,9,6.5,9,9,9,6.5,9,9,,16,0.1923,,,,,,1,,0.1429,,,
Devin Singletary,NYG,RB,25,No,Yes,No,17,2,No,Yes,2,1,0.1176,2,1,17,14,3,3,,,0.9412,1.5,102.1,1,8.5,2.438,8.5,7,1.5,,2.5008,2.5008,0.08,1.7,3.7,2.7,4.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,,15,,,0.0588,,,,,,,,,
Isaiah Hodgins,NYG,WR,3,Yes,No,No,3,1,No,Yes,1,1,0.3333,1,1,7,1,,6,,,,6,95.8,2.3333,7,0.0509,7,1,,,1.3192,1.3192,0.3333,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,3,0.3333,,0.6667,,,,,,,,,
Trayveon Williams,CIN,RB,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,
Tyjae Spears,TEN,RB,29,No,Yes,Yes,25,9,No,No,7,0.7778,0.36,7,0.7778,60,60,26,-4,3,0.4286,0.96,-0.4444,94.4,2.4,6.6667,0.8219,8.5714,8.5714,3.7143,2,13.2181,13.2181,0.3103,6,13,9.5,16.5,13,13,9.5,13,13,13,9.5,13,13,2,12,,,0.04,,,,,,,,,
Laviska Shenault,LAC,WR,3,No,No,No,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.3333,,0.6667,,,,,,,,,
Josh Oliver,MIN,TE,45,No,No,No,36,11,Yes,Yes,9,0.8182,0.3056,9,0.8182,107,77,18,77,,,,7,137.5,2.9722,9.7273,2.6709,11.8889,8.5556,2,6,17.8892,17.8892,0.2444,16.7,25.7,21.2,25.7,30.2,28.7,24.2,25.7,25.7,25.7,21.2,30.2,25.7,1,15,0.0556,,0.1389,1,1,,,0.8056,,1,,
Nick Chubb,CLV,RB,10,No,Yes,Yes,8,1,Yes,Yes,1,1,0.125,1,1,10,6,3,4,,,0.875,4,108.3,1.25,10,3.3381,10,6,3,1,1.3418,1.3418,0.1,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,,8,,,,,,,,0.125,,,,
Michael Carter,ARZ,RB,12,No,No,No,10,5,No,No,5,1,0.5,5,1,34,40,29,-6,2,0.4,1,-1.2,95,3.4,6.8,1.1149,6.8,8,5.8,1,7.8599,7.8599,0.4167,3.4,8.4,5.9,10.9,8.4,8.4,5.9,8.4,8.4,8.4,5.9,8.4,8.4,2,3,,,,,,,,,,,,
Bucky Irving,TB,RB,35,No,No,No,33,3,No,Yes,3,1,0.0909,3,1,25,19,13,6,1,0.3333,0.8485,2,101.4,0.7576,8.3333,2.1222,8.3333,6.3333,4.3333,1,3.9137,3.9137,0.0857,2.5,5.5,4,7,5.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,,17,0.0909,,0.0606,,,,,,,,,
D.J. Moore,CHI,WR,83,No,No,Yes,83,19,No,Yes,9,0.4737,0.2289,7,0.3684,114,43,4,277,2,0.2857,0.012,14.5789,57.8,1.3735,6,-3.1318,16.2857,6.1429,0.5714,5,36.6924,36.6924,0.2289,11.4,18.4,14.9,18.4,18.4,21.4,17.9,18.4,18.4,18.4,14.9,18.4,18.4,,17,0.6747,2,0.3133,5,1,1,1,,0.0526,,,1
Rome Odunze,CHI,WR,78,No,No,Yes,77,21,No,Yes,12,0.5714,0.2727,11,0.5238,152,54,22,297,,,,14.1429,75.9,1.974,7.2381,-1.9802,13.8182,4.9091,2,9,39.3137,39.3137,0.2692,15.2,26.2,20.7,26.2,26.2,29.2,23.7,26.2,26.2,26.2,20.7,26.2,26.2,1,17,0.6364,2,0.3636,4,2,2,1,,0.0476,,,
Isaiah Davis,NYJ,RB,6,No,No,Yes,5,2,No,Yes,2,1,0.4,2,1,17,15,8,2,,,1,1,102.1,3.4,8.5,2.07,8.5,7.5,4,1,3.229,3.229,0.3333,1.7,3.7,2.7,4.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,1,13,,,,,,,,,,,,
Colby Parkinson,LA,TE,64,No,No,No,56,14,Yes,Yes,10,0.7143,0.25,10,0.7143,77,27,6,90,,,,6.4286,84.5,1.375,5.5,-1.5724,7.7,2.7,0.6,4,25.581,25.581,0.2188,7.7,17.7,12.7,17.7,22.7,17.7,12.7,17.7,17.7,17.7,12.7,22.7,17.7,3,17,0.0714,,0.2321,,2,,,0.6964,,,,
Sincere McCormick,LV,RB,4,No,No,No,2,1,Yes,Yes,1,1,0.5,1,1,15,2,,13,,,1,13,118.8,7.5,15,7.9524,15,2,,1,1.2214,1.2214,0.25,1.5,2.5,2,3,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,,4,,1,,,,1,,,,,,
K.J. Osborn,WAS,WR,18,No,No,No,18,4,No,No,2,0.5,0.2222,2,0.5,14,2,2,33,,,,8.25,58.3,0.7778,3.5,-4.2856,7,1,1,,6.3805,6.3805,0.2222,1.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,1,9,0.3889,1,0.6111,,,1,,,,,,1
Tyler Conklin,NYJ,TE,54,No,No,Yes,45,12,No,Yes,8,0.6667,0.2667,8,0.6667,90,46,23,101,1,0.125,,8.4167,88.9,2,7.5,-0.2901,11.25,5.75,2.875,5,18.5504,18.5504,0.2222,9,17,13,17,21,17,13,17,17,17,13,21,17,,16,0.1111,1,0.4667,,,1,,0.4222,,,,1
Justice Hill,BLT,RB,41,No,No,No,36,8,No,Yes,8,1,0.2222,8,1,76,74,26,5,6,0.75,1,0.625,145.8,2.1111,9.5,3.071,9.5,9.25,3.25,3,13.1387,13.1387,0.1951,13.6,21.6,17.6,25.6,21.6,21.6,17.6,21.6,21.6,21.6,17.6,21.6,21.6,2,16,,,,1,1,,,,,1,1,
Anthony Firkser,KC,TE,4,No,No,No,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.3333,,0.3333,,,,,0.3333,,,,
James Conner,ARZ,RB,33,Yes,No,No,28,7,Yes,Yes,7,1,0.25,7,1,56,60,27,-4,2,0.2857,0.8571,-0.5714,100,2,8,1.948,8,8.5714,3.8571,3,11.4672,11.4672,0.2121,5.6,12.6,9.1,16.1,12.6,12.6,9.1,12.6,12.6,12.6,9.1,12.6,12.6,,16,0.0714,,0.0714,,,,,,,,,
Blake Watson,DEN,RB,1,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Chris Brooks,GB,RB,11,No,No,Yes,8,1,No,Yes,1,1,0.125,1,1,1,,,1,,,0.625,1,79.2,0.125,1,-4.7294,1,,,,3.2815,3.2815,0.0909,0.1,1.1,0.6,1.6,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,,13,0.25,,0.125,,,,,,,,,
Christian Watson,GB,WR,43,No,No,Yes,43,13,No,Yes,10,0.7692,0.3023,8,0.6154,208,40,12,242,,,,18.6154,73.4,4.8372,16,5.8241,26,5,1.5,6,26.3602,26.3602,0.3023,20.8,28.8,24.8,28.8,28.8,31.8,27.8,28.8,28.8,28.8,24.8,28.8,28.8,3,15,0.7209,2,0.2558,6,1,1,1,0.0233,0.0769,,,1
Dallin Holker,NO,TE,5,No,No,No,4,2,No,Yes,2,1,0.5,2,1,16,14,4,2,,,,1,100,4,8,1.8274,8,7,2,1,2.962,2.962,0.4,1.6,3.6,2.6,3.6,4.6,3.6,2.6,3.6,3.6,3.6,2.6,4.6,3.6,,12,0.5,1,,,,1,,0.5,,,,
Robbie Chosen,MIA,WR,3,Yes,Yes,No,3,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.6667,,0.3333,,,,,,,,,
Ben Sims,GB,TE,11,No,No,Yes,8,4,No,Yes,3,0.75,0.5,3,0.75,40,17,2,39,,,0.125,9.75,106.3,5,10,1.036,13.3333,5.6667,0.6667,1,10.0525,10.0525,0.3636,4,7,5.5,7,8.5,7,5.5,7,7,7,5.5,8.5,7,2,16,,,0.125,,1,,,0.75,,,,
DeAndre Carter,CHI,WR,12,No,Yes,Yes,12,3,No,Yes,,,0.25,,,,,,61,,,,20.3333,,,,-10.5528,,,,,4.9162,4.9162,0.25,,,,,,,,,,,,,,,13,0.3333,,0.6667,2,,,,,,,,
Hunter Long,LA,TE,10,No,No,No,8,3,Yes,Yes,3,1,0.375,3,1,34,16,7,18,,,,6,113.9,4.25,11.3333,4.6994,11.3333,5.3333,2.3333,1,5.9863,5.9863,0.3,3.4,6.4,4.9,6.4,7.9,6.4,4.9,6.4,6.4,6.4,4.9,7.9,6.4,,17,0.125,,0.25,,,,,0.625,,,,
Kayshon Boutte,NE,WR,31,No,No,No,30,6,No,Yes,4,0.6667,0.2,3,0.5,38,2,2,69,,,,11.5,109.7,1.2667,6.3333,-2.1716,12.6667,0.6667,0.6667,3,10.703,10.703,0.1935,9.8,12.8,11.3,12.8,12.8,12.8,11.3,12.8,12.8,12.8,11.3,12.8,12.8,,15,0.8667,1,0.1333,1,,1,1,,0.1667,1,,
Steven Sims,BLT,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,
Tommy Tremble,CAR,TE,27,No,No,No,23,6,Yes,Yes,3,0.5,0.2609,2,0.3333,5,1,1,35,,,,5.8333,2.8,0.2174,0.8333,-5.9826,2.5,0.5,0.5,,9.0599,9.0599,0.2222,0.5,2.5,1.5,2.5,3.5,2.5,1.5,2.5,2.5,2.5,1.5,3.5,2.5,,12,0.0435,1,0.3913,,,,,0.5652,,,,
Jonathan Mingo,DAL,WR,27,Yes,Yes,No,27,4,No,No,,,0.1481,,,,,,44,,,,11,39.6,,,-8.8756,,,,,9.8908,9.8908,0.1481,,,,,,,,,,,,,,1,17,0.6296,,0.3704,,,,,,,,,
Cooper Kupp,LA,WR,54,Yes,No,No,54,10,Yes,Yes,6,0.6,0.1852,5,0.5,48,15,4,94,,,,9.4,63.8,0.8889,4.8,-3.4282,9.6,3,0.8,2,23.2422,23.2422,0.1852,4.8,9.8,7.3,9.8,9.8,9.8,7.3,9.8,9.8,9.8,7.3,9.8,9.8,1,12,0.3519,1,0.6481,,1,,,,,,,
Adam Trautman,DEN,TE,37,No,No,No,23,7,No,Yes,5,0.7143,0.3043,3,0.4286,56,31,5,47,,,0.0435,6.7143,110.7,2.4348,8,0.3561,18.6667,10.3333,1.6667,2,10.7942,10.7942,0.1892,11.6,14.6,13.1,14.6,16.1,14.6,13.1,14.6,14.6,14.6,13.1,16.1,14.6,2,17,0.2174,2,0.2174,1,1,,,0.5217,,1,1,1
D'Andre Swift,CHI,RB,52,No,No,Yes,39,7,No,Yes,6,0.8571,0.1795,6,0.8571,27,11,2,35,,,0.7692,5,82.7,0.6923,3.8571,-2.8122,4.5,1.8333,0.3333,1,10.0731,10.0731,0.1346,2.7,8.7,5.7,11.7,8.7,8.7,5.7,8.7,8.7,8.7,5.7,8.7,8.7,,17,0.1282,,0.1026,,,,,,,,,
Jase McClellan,ATL,RB,1,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Ja'Marr Chase,CIN,WR,94,No,No,No,93,12,No,Yes,11,0.9167,0.129,9,0.75,124,42,13,116,3,0.3333,0.043,9.6667,107.6,1.3333,10.3333,2.2408,13.7778,4.6667,1.4444,7,19.667,19.667,0.1277,12.4,21.4,16.9,21.4,21.4,24.4,19.9,21.4,21.4,21.4,16.9,21.4,21.4,1,17,0.6667,2,0.2903,,1,1,1,,0.0833,,,
Jamari Thrash,CLV,WR,9,No,No,No,9,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.2222,,0.7778,,,,,,,,,
Saquon Barkley,PHI,RB,36,No,No,No,27,4,Yes,Yes,4,1,0.1481,3,0.75,55,48,40,28,2,0.6667,0.9259,7,116.7,2.037,13.75,6.4339,18.3333,16,13.3333,1,6.0436,6.0436,0.1111,5.5,8.5,7,10,8.5,8.5,7,8.5,8.5,8.5,7,8.5,8.5,,16,0.037,1,0.037,1,,,,,,,,
Evan Engram,JAX,TE,10,No,Yes,No,10,5,No,No,5,1,0.5,5,1,34,20,5,14,,,,2.8,95,3.4,6.8,0.5513,6.8,4,1,1,10.6102,10.6102,0.5,3.4,8.4,5.9,8.4,10.9,8.4,5.9,8.4,8.4,8.4,5.9,10.9,8.4,,9,0.1,,0.4,,,,,0.5,,,,
Miles Sanders,CAR,RB,16,No,No,No,13,6,Yes,Yes,5,0.8333,0.4615,5,0.8333,34,53,8,2,3,0.6,0.7692,0.3333,90.3,2.6154,5.6667,-0.555,6.8,10.6,1.6,1,9.3449,9.3449,0.375,3.4,8.4,5.9,10.9,8.4,8.4,5.9,8.4,8.4,8.4,5.9,8.4,8.4,1,11,0.0769,,0.1538,1,,,,,,,,
Charlie Jones,CIN,WR,2,Yes,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.5,,0.5,,,,,,,,,
Will Dissly,LAC,TE,49,No,No,Yes,47,13,No,No,12,0.9231,0.2766,9,0.6923,64,26,17,92,,,,7.0769,105.9,1.3617,4.9231,-2.3233,7.1111,2.8889,1.8889,3,22.03,22.03,0.2653,12.4,21.4,16.9,21.4,25.9,21.4,16.9,21.4,21.4,21.4,16.9,25.9,21.4,1,15,0.1489,1,0.3617,1,1,1,2,0.4894,0.1538,1,1,
KhaDarel Hodge,ATL,WR,15,No,No,No,15,2,Yes,Yes,1,0.5,0.1333,,,,,,19,,,,9.5,39.6,,,-8.2297,,,,,4.2821,4.2821,0.1333,,,,,,,,,,,,,,2,16,0.4667,,0.5333,,1,,1,,0.5,,,
Marquez Valdes-Scantling,NO,WR,37,No,No,No,37,6,No,Yes,3,0.5,0.1622,3,0.5,63,10,5,116,,,,19.3333,87.5,1.7027,10.5,0.0182,21,3.3333,1.6667,2,10.4009,10.4009,0.1622,6.3,9.3,7.8,9.3,9.3,9.3,7.8,9.3,9.3,9.3,7.8,9.3,9.3,,14,0.7568,1,0.2432,2,,1,,,,,,
Jake Bobo,SEA,WR,27,No,No,No,26,5,Yes,Yes,5,1,0.1923,5,1,35,12,4,23,1,0.2,,4.6,95.8,1.3462,7,0.8698,7,2.4,0.8,2,11.0,11.0,0.1852,3.5,8.5,6,8.5,8.5,8.5,6,8.5,8.5,8.5,6,8.5,8.5,1,17,0.8077,,0.1923,,,,,,,,,
Brevyn Spann-Ford,DAL,TE,13,Yes,Yes,No,10,2,No,No,2,1,0.2,2,1,23,14,7,9,,,,4.5,114.6,2.3,11.5,5.2266,11.5,7,3.5,1,2.8765,2.8765,0.1538,2.3,4.3,3.3,4.3,5.3,4.3,3.3,4.3,4.3,4.3,3.3,5.3,4.3,,17,,,0.3,,,,,0.7,,,,
Tyler Higbee,LA,TE,8,No,No,No,7,2,Yes,Yes,1,0.5,0.2857,1,0.5,17,10,4,14,,,,7,79.2,2.4286,8.5,1.1922,17,10,4,1,2.683,2.683,0.25,1.7,2.7,2.2,2.7,3.2,2.7,2.2,2.7,2.7,2.7,2.2,3.2,2.7,1,3,,,0.4286,,,,,0.5714,,,,
Connor Heyward,PIT,TE,6,No,No,No,6,2,No,Yes,2,1,0.3333,1,0.5,3,1,1,7,,,0.1667,3.5,56.3,0.5,1.5,-4.925,3,1,1,1,2.7678,2.7678,0.3333,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,16,0.1667,1,0.1667,,,,,0.5,,,,
Parris Campbell,PHI,WR,9,No,No,No,9,2,No,Yes,2,1,0.2222,2,1,8,,,16,,,,8,122.9,0.8889,4,-3.2592,4,,,1,6.9988,6.9988,0.2222,6.8,8.8,7.8,8.8,8.8,8.8,7.8,8.8,8.8,8.8,7.8,8.8,8.8,1,5,0.2222,,0.7778,,1,,,,,1,1,
Adonai Mitchell,IND,WR,19,No,No,No,19,3,Yes,Yes,1,0.3333,0.1579,,,,,,50,,,,16.6667,39.6,,,-10.2579,,,,,5.8802,5.8802,0.1579,,,,,,,,,,,,,,,17,0.5263,,0.4737,1,,,1,,0.3333,,,
Nick Westbrook-Ikhine,TEN,WR,59,No,No,No,58,6,No,Yes,5,0.8333,0.1034,5,0.8333,68,11,8,68,1,0.2,,11.3333,153.5,1.1724,11.3333,3.2851,13.6,2.2,1.6,5,10.7646,10.7646,0.1017,12.8,17.8,15.3,17.8,17.8,17.8,15.3,17.8,17.8,17.8,15.3,17.8,17.8,1,17,0.8103,1,0.1897,1,1,1,,,,1,1,1
Ronnie Rivers,LA,RB,10,No,No,No,8,1,Yes,Yes,1,1,0.125,1,1,5,5,2,,,,1,,87.5,0.625,5,-0.8271,5,5,2,,1.4339,1.4339,0.1,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,6,,,,,,,,,,,,
Amari Cooper,BUF,WR,37,No,No,No,37,8,Yes,Yes,5,0.625,0.2162,4,0.5,63,6,,117,,,,14.625,116.1,1.7027,7.875,-1.5766,15.75,1.5,,3,16.4991,16.4991,0.2162,12.3,16.3,14.3,16.3,16.3,16.3,14.3,16.3,16.3,16.3,14.3,16.3,16.3,,14,0.7297,1,0.2703,2,1,1,1,,0.125,1,1,1
Darius Slayton,NYG,WR,53,No,Yes,No,53,15,No,Yes,11,0.7333,0.283,11,0.7333,176,33,24,209,1,0.0909,,13.9333,112.1,3.3208,11.7333,2.5188,16,3,2.1818,8,24.6809,24.6809,0.283,17.6,28.6,23.1,28.6,28.6,31.6,26.1,28.6,28.6,28.6,23.1,28.6,28.6,,16,0.717,2,0.283,2,,2,,,,,,
