Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,TouchdownsTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AveragesPerTargetDropsTotal,TouchdownsInEndzone,DeepTargetTargetsTotal,ReceptionsHero
Calvin Ridley,TEN,WR,52,No,No,Yes,49,12,No,,Yes,8,0.6667,1,0.2449,8,,0.6667,95,33,2,104,,,,0.1633,0.8367,9,1,0.0833,8.6667,90.6,1.9388,7.9167,0.1401,11.875,4.125,0.25,5,21.303,21.303,0.2609,9.5,17.5,13.5,17.5,17.5,17.5,13.5,17.5,17.5,17.5,13.5,17.5,17.5,1,7,,,,,,,
Kyren Williams,LA,RB,117,No,No,No,71,11,No,,Yes,9,0.8182,,0.1549,7,,0.6364,56,45,10,7,,,,0.1127,,4,1,0.0909,0.6364,106.6,0.7887,5.0909,-1.1363,8,6.4286,1.4286,3,17.8633,17.8633,0.0973,11.6,18.6,15.1,22.1,18.6,18.6,15.1,18.6,18.6,18.6,15.1,18.6,18.6,4,17,1,2,0.8873,0.1818,,,
Payne Durham,TB,TE,30,No,No,No,14,3,Yes,,Yes,1,0.3333,1,0.2143,1,,0.3333,11,11,1,19,,,0.6429,0.2857,0.0714,1,,,6.3333,45.1,0.7857,3.6667,-3.3912,11,11,1,1,7.0233,7.0233,0.1,1.1,2.1,1.6,2.1,2.6,2.1,1.6,2.1,2.1,2.1,1.6,2.6,2.1,1,17,,,,,,,
Tucker Kraft,GB,TE,66,No,No,Yes,47,12,No,,No,9,0.75,,0.2553,8,,0.6667,92,50,11,52,1,0.125,0.5532,0.3191,0.1277,7,1,0.0833,4.3333,89.6,1.9574,7.6667,1.3123,11.5,6.25,1.375,6,22.3683,22.3683,0.1935,9.2,17.2,13.2,17.2,21.2,17.2,13.2,17.2,17.2,17.2,13.2,21.2,17.2,3,8,,1,,0.0833,,,
Will Shipley,PHI,RB,19,No,Yes,No,16,4,No,,Yes,4,1,,0.25,3,,0.75,19,32,2,-10,,,,0.1875,0.1875,2,1,0.25,-2.5,84.4,1.1875,4.75,-1.1301,6.3333,10.6667,0.6667,1,6.7591,6.7591,0.25,1.9,4.9,3.4,6.4,4.9,4.9,3.4,4.9,4.9,4.9,3.4,4.9,4.9,1,15,,1,0.625,0.25,,,
Dontayvion Wicks,GB,WR,64,No,No,No,55,12,No,2,Yes,10,0.8333,,0.2182,8,,0.6667,65,26,10,59,,,0.0364,0.5273,0.4364,12,,,4.9167,73.3,1.1818,5.4167,-1.1089,8.125,3.25,1.25,4,21.1615,21.1615,0.1967,12.5,20.5,16.5,20.5,20.5,20.5,16.5,20.5,20.5,20.5,16.5,20.5,20.5,2,14,1,1,,0.0833,,,
Dawson Knox,BUF,TE,69,Yes,No,No,54,13,No,2,Yes,11,0.8462,1,0.2407,11,2,0.8462,122,84,21,40,1,0.0909,0.4815,0.3148,0.1852,12,3,0.2308,3.0769,73.7,2.2593,9.3846,2.9314,11.0909,7.6364,1.9091,7,21.6122,21.6122,0.2,12.2,23.2,17.7,23.2,28.7,26.2,20.7,23.2,23.2,23.2,17.7,28.7,23.2,3,17,,,0.0185,,,,
Emeka Egbuka,TB,WR,148,No,No,No,132,35,Yes,7,Yes,26,0.7429,4,0.2652,21,3,0.6,138,80,24,162,3,0.1429,,0.3561,0.6439,32,5,0.1429,4.6286,68.5,1.0455,3.9429,-2.5738,6.5714,3.8095,1.1429,4,63.6632,63.6632,0.2431,13.8,34.8,24.3,34.8,34.8,37.8,27.3,34.8,34.8,34.8,24.3,34.8,34.8,6,17,,1,,0.0286,,,
Noah Brown,WAS,WR,20,Yes,Yes,No,17,1,Yes,,Yes,,,,0.0588,,,,,,,4,,,,0.0588,0.9412,1,,,4,39.6,,,-6.0498,,,,,1.1684,1.1684,0.0667,,,,,,,,,,,,,,1,4,,,,,,,
Malik Davis,DAL,RB,32,No,Yes,No,11,1,Yes,,Yes,,,,0.0909,,,,,,,3,,,,,0.0909,,,,3,39.6,,,-6.5094,,,,,2.7311,2.7311,0.0385,,,,,,,,,,,,,,,10,,,0.9091,,,,
Dont'e Thornton,LV,WR,71,No,No,No,63,5,No,,No,3,0.6,,0.0794,2,,0.4,20,12,11,35,,,,0.3651,0.6349,4,1,0.2,7,12.5,0.3175,4,-3.4621,10,6,5.5,2,9.0978,9.0978,0.0769,2,4,3,4,4,4,3,4,4,4,3,4,4,1,15,,1,,0.2,,,
Cam Skattebo,NYG,RB,41,No,No,No,30,12,No,,Yes,10,0.8333,,0.4,9,,0.75,69,63,22,9,,,,0.0667,0.1,5,3,0.25,0.75,116.3,2.3,5.75,-0.3726,7.6667,7,2.4444,4,17.8099,17.8099,0.3077,12.9,21.9,17.4,26.4,21.9,21.9,17.4,21.9,21.9,21.9,17.4,21.9,21.9,2,8,1,1,0.8333,0.0833,,,
Trey McBride,ARZ,TE,181,No,No,No,165,44,No,8,Yes,40,0.9091,4,0.2667,37,5,0.8409,319,213,80,178,8,0.2162,0.2545,0.6545,0.0909,40,11,0.25,4.0455,112,1.9333,7.25,0.5147,8.6216,5.7568,2.1622,16,74.055,74.055,0.2667,43.9,80.9,62.4,80.9,99.4,83.9,65.4,80.9,80.9,80.9,62.4,99.4,80.9,9,17,2,,,,,,
John Bates,WAS,TE,49,No,Yes,No,32,2,No,,Yes,1,0.5,,0.0625,1,,0.5,2,2,1,-3,,,0.875,0.125,,2,1,0.5,-1.5,56.3,0.0625,1,-4.5771,2,2,1,,2.6032,2.6032,0.0455,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,,15,,,,,,,
Drew Sample,CIN,TE,72,No,No,Yes,50,8,Yes,,Yes,7,0.875,,0.16,7,,0.875,27,41,13,-15,,,0.68,0.08,0.08,2,,,-1.875,120.3,0.54,3.375,-1.8815,3.8571,5.8571,1.8571,1,13.5799,13.5799,0.1212,8.7,15.7,12.2,15.7,19.2,15.7,12.2,15.7,15.7,15.7,12.2,19.2,15.7,1,17,1,,0.16,,,,
Dylan Drummond,ATL,WR,19,No,No,No,15,3,No,,No,3,1,,0.2,3,,1,9,10,4,-1,,,,0.3333,0.6667,2,1,0.3333,-0.3333,79.2,0.6,3,-2.3245,3,3.3333,1.3333,1,4.6535,4.6535,0.1667,0.9,3.9,2.4,3.9,3.9,3.9,2.4,3.9,3.9,3.9,2.4,3.9,3.9,1,9,,,,,,,
Daniel Bellinger,NYG,TE,67,Yes,No,No,52,8,No,,Yes,6,0.75,,0.1538,6,,0.75,80,72,36,21,1,0.1667,0.3846,0.3846,0.1731,5,1,0.125,2.625,145.8,1.5385,10,3.7994,13.3333,12,6,4,11.3939,11.3939,0.127,14,20,17,20,23,20,17,20,20,20,17,23,20,1,16,1,,0.0577,,,,
Devontez Walker,BLT,WR,8,No,Yes,No,7,1,No,,No,1,1,,0.1429,1,,1,8,,,8,,,,,1,1,,,8,100,1.1429,8,0.4894,8,,,,1.7506,1.7506,0.1429,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,11,,,,,,,
Austin Ekeler,WAS,RB,10,No,No,Yes,7,2,No,,No,2,1,,0.2857,2,,1,7,15,6,-8,,,,0.1429,,,,,-4,81.3,1,3.5,-2.4951,3.5,7.5,3,,2.7504,2.7504,0.2222,0.7,2.7,1.7,3.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,,2,,,0.8571,,,,
Chase Brown,CIN,RB,130,No,No,Yes,103,29,Yes,2,Yes,27,0.931,,0.2816,25,1,0.8621,137,155,37,-32,8,0.32,,0.1262,0.0485,14,6,0.2069,-1.1034,97.8,1.3301,4.7241,-1.4899,5.48,6.2,1.48,7,46.6057,46.6057,0.2397,19.7,44.7,32.2,57.2,44.7,47.7,35.2,44.7,44.7,44.7,32.2,44.7,44.7,3,17,1,,0.8252,,,,
Najee Harris,LAC,RB,3,No,No,No,2,1,No,,Yes,1,1,,0.5,1,,1,11,10,5,1,1,1,,,,1,,,1,112.5,5.5,11,5.2706,11,10,5,1,1.3977,1.3977,0.3333,1.1,2.1,1.6,2.6,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,3,,,1,,,,
Tanner Hudson,CIN,TE,24,No,No,Yes,23,6,Yes,,Yes,5,0.8333,1,0.2609,5,,0.8333,42,29,12,33,,,0.4348,0.3478,0.1739,5,,,5.5,95.8,1.8261,7,0.1701,8.4,5.8,2.4,2,9.3139,9.3139,0.25,4.2,9.2,6.7,9.2,11.7,9.2,6.7,9.2,9.2,9.2,6.7,11.7,9.2,1,13,,,0.0435,,,1,
Curtis Samuel,BUF,WR,20,No,Yes,No,13,3,No,,No,3,1,,0.2308,3,,1,21,19,3,2,,,,0.5385,0.4615,2,,,0.6667,135.4,1.6154,7,1.1139,7,6.3333,1,2,5.8175,5.8175,0.15,8.1,11.1,9.6,11.1,11.1,11.1,9.6,11.1,11.1,11.1,9.6,11.1,11.1,1,6,1,,,,,,
Hunter Renfrow,CAR,WR,41,No,No,No,38,10,No,1,Yes,8,0.8,1,0.2632,7,1,0.7,45,11,,71,,,,0.8158,0.1842,7,,,7.1,79.2,1.1842,4.5,-2.62,6.4286,1.5714,,3,17.0253,17.0253,0.2778,4.5,11.5,8,11.5,11.5,11.5,8,11.5,11.5,11.5,8,11.5,11.5,3,6,,,,,,,
Isaac TeSlaa,DET,WR,74,Yes,No,No,66,10,No,2,Yes,7,0.7,5,0.1515,7,2,0.7,74,16,7,111,,,,0.2121,0.7879,10,1,0.1,11.1,130.8,1.1212,7.4,-1.5497,10.5714,2.2857,1,5,22.5059,22.5059,0.1515,25.4,32.4,28.9,32.4,32.4,32.4,28.9,32.4,32.4,32.4,28.9,32.4,32.4,6,17,3,,,,3,,1
Allen Lazard,NYJ,WR,32,No,No,No,27,2,No,,Yes,1,0.5,1,0.0741,1,,0.5,9,5,1,16,,,,0.2593,0.7407,2,,,8,22.9,0.3333,4.5,-3.0479,9,5,1,1,4.6963,4.6963,0.0741,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1,10,,,,,,,
Andrei Iosivas,CIN,WR,151,No,No,Yes,128,10,Yes,2,Yes,8,0.8,1,0.0781,7,1,0.7,80,27,9,61,3,0.4286,,0.5938,0.4062,5,1,0.1,6.1,93.8,0.625,8,1.0361,11.4286,3.8571,1.2857,6,19.9293,19.9293,0.0694,8,15,11.5,15,15,15,11.5,15,15,15,11.5,15,15,2,17,,,,,,,
Jeremy Ruckert,NYJ,TE,73,Yes,No,No,56,9,No,2,Yes,7,0.7778,2,0.1607,6,2,0.6667,48,31,15,36,,,0.6786,0.1429,0.1786,8,,,4,116.9,0.8571,5.3333,-1.1142,8,5.1667,2.5,3,16.3552,16.3552,0.1343,10.8,16.8,13.8,16.8,19.8,16.8,13.8,16.8,16.8,16.8,13.8,19.8,16.8,2,17,1,1,,0.1111,1,,
Kalif Raymond,DET,WR,59,Yes,No,No,49,4,No,1,Yes,4,1,,0.0816,4,1,1,36,17,4,19,,,,0.4898,0.5102,4,,,4.75,104.2,0.7347,9,2.735,9,4.25,1,3,5.9903,5.9903,0.0784,3.6,7.6,5.6,7.6,7.6,7.6,5.6,7.6,7.6,7.6,5.6,7.6,7.6,1,15,,,,,,,
Darnell Mooney,ATL,WR,143,No,No,No,127,25,No,2,No,18,0.72,2,0.1969,12,,0.48,125,39,11,227,2,0.1667,,0.378,0.622,19,2,0.08,9.08,62.9,0.9843,5,-2.8571,10.4167,3.25,0.9167,10,40.0704,40.0704,0.1938,12.5,24.5,18.5,24.5,24.5,27.5,21.5,24.5,24.5,24.5,18.5,24.5,24.5,3,15,,4,,0.16,,,
Kyle Monangai,CHI,RB,52,Yes,No,No,34,10,No,,Yes,9,0.9,,0.2941,8,,0.8,73,93,19,-18,4,0.5,,0.0294,0.0882,4,3,0.3,-1.8,97.1,2.1471,7.3,0.5575,9.125,11.625,2.375,4,15.8547,15.8547,0.2128,7.3,15.3,11.3,19.3,15.3,15.3,11.3,15.3,15.3,15.3,11.3,15.3,15.3,1,17,,1,0.8824,0.1,,,
Ashton Jeanty,LV,RB,124,No,No,No,93,26,No,1,No,22,0.8462,,0.2796,21,1,0.8077,114,187,56,-70,8,0.381,,0.0215,0.043,13,6,0.2308,-2.6923,110.6,1.2258,4.3846,-1.3597,5.4286,8.9048,2.6667,6,40.0111,40.0111,0.2167,23.4,44.4,33.9,54.9,44.4,47.4,36.9,44.4,44.4,44.4,33.9,44.4,44.4,4,17,2,1,0.9355,0.0385,,,
Ben Sinnott,WAS,TE,33,No,Yes,No,28,5,No,,Yes,5,1,,0.1786,5,,1,49,37,11,12,1,0.2,0.4643,0.3929,0.0357,3,,,2.4,107.5,1.75,9.8,3.5775,9.8,7.4,2.2,2,7.1216,7.1216,0.1667,4.9,9.9,7.4,9.9,12.4,9.9,7.4,9.9,9.9,9.9,7.4,12.4,9.9,,16,,,0.1071,,,,
Stefon Diggs,NE,WR,112,Yes,No,Yes,100,34,No,2,Yes,30,0.8824,1,0.34,30,2,0.8824,245,116,40,171,6,0.2,,0.61,0.38,33,2,0.0588,5.0294,126.1,2.45,7.2059,0.6412,8.1667,3.8667,1.3333,14,60.2204,60.2204,0.3238,42.5,72.5,57.5,72.5,72.5,75.5,60.5,72.5,72.5,72.5,57.5,72.5,72.5,6,17,3,,0.01,,1,,1
Jaydon Blue,DAL,RB,8,Yes,No,No,4,1,No,,Yes,1,1,,0.25,1,,1,5,10,1,-5,,,,,,,,,-5,87.5,1.25,5,-0.8711,5,10,1,,1.3667,1.3667,0.125,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,5,,,1,,,,
Jaylin Noel,HST,WR,62,No,No,Yes,58,14,No,,Yes,11,0.7857,,0.2414,11,,0.7857,53,27,7,54,,,,0.6552,0.3448,13,3,0.2143,3.8571,82.4,0.9138,3.7857,-2.4827,4.8182,2.4545,0.6364,3,21.8352,21.8352,0.2373,5.3,16.3,10.8,16.3,16.3,16.3,10.8,16.3,16.3,16.3,10.8,16.3,16.3,1,17,,,,,,,
Zay Jones,ARZ,WR,39,No,No,No,34,2,No,,Yes,2,1,,0.0588,2,,1,11,1,,10,,,,0.1765,0.8235,2,,,5,89.6,0.3235,5.5,-0.9995,5.5,0.5,,,2.9171,2.9171,0.0571,1.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,,8,,,,,,,
Nikko Remigio,KC,WR,3,Yes,No,No,3,,No,,Yes,,,,,,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,
Deebo Samuel,WAS,WR,106,No,Yes,No,104,28,No,3,Yes,25,0.8929,,0.2692,20,,0.7143,95,127,40,,1,0.05,,0.6827,0.2981,25,14,0.5,,60.9,0.9135,3.3929,-2.0596,4.75,6.35,2,3,47.0545,47.0545,0.2887,9.5,29.5,19.5,29.5,29.5,29.5,19.5,29.5,29.5,29.5,19.5,29.5,29.5,2,16,,2,0.0192,0.0714,,,
Devin Duvernay,CHI,WR,3,Yes,No,No,3,1,No,1,Yes,1,1,,0.3333,1,1,1,2,,,2,,,,0.3333,0.6667,1,,,2,79.2,0.6667,2,-3.3344,2,,,,4.965,4.965,0.5,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1,17,,,,,,,
Mike Gesicki,CIN,TE,74,No,No,Yes,69,15,Yes,5,Yes,14,0.9333,1,0.2174,12,3,0.8,108,18,6,103,,,0.0145,0.7681,0.2174,13,,,6.8667,118.9,1.5652,7.2,-0.2222,9,1.5,0.5,8,29.9245,29.9245,0.2113,16.8,28.8,22.8,28.8,34.8,31.8,25.8,28.8,28.8,28.8,22.8,34.8,28.8,4,13,1,1,,0.0667,1,,
Ryan Flournoy,DAL,WR,77,Yes,No,No,73,20,No,4,Yes,17,0.85,4,0.274,15,1,0.75,121,65,19,112,4,0.2667,,0.3014,0.6986,13,1,0.05,5.6,129.4,1.6575,6.05,-0.8105,8.0667,4.3333,1.2667,10,39.7794,39.7794,0.274,30.1,45.1,37.6,45.1,45.1,48.1,40.6,45.1,45.1,45.1,37.6,45.1,45.1,5,15,3,,,,2,,
Clyde Edwards-Helaire,KC,RB,1,Yes,No,No,1,1,No,,Yes,1,1,,1,1,,1,2,6,2,-4,,,,,,,,,-4,79.2,2,2,-3.5699,2,6,2,,2.3511,2.3511,1,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,2,,,1,,,,
Trey Benson,ARZ,RB,14,No,No,No,13,2,No,,Yes,2,1,,0.1538,2,,1,7,7,1,,1,0.5,,,0.0769,1,,,,81.3,0.5385,3.5,-2.2742,3.5,3.5,0.5,,2.8611,2.8611,0.1818,0.7,2.7,1.7,3.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,,4,,,0.9231,,,,
Roman Wilson,PIT,WR,48,No,No,No,44,6,No,1,Yes,5,0.8333,,0.1364,4,,0.6667,32,14,3,18,,,,0.25,0.75,6,2,0.3333,3,79.9,0.7273,5.3333,-1.2604,8,3.5,0.75,1,10.0185,10.0185,0.1364,2.2,6.2,4.2,6.2,6.2,6.2,3.2,5.2,5.2,5.2,3.2,6.2,5.2,1,13,,1,,0.1667,,,
Ben Skowronek,PIT,WR,19,No,Yes,No,12,1,No,,No,,,1,0.0833,,,,,,,15,,,,0.25,0.75,1,,,15,39.6,,,-10.4097,,,,,2.8588,2.8588,0.0526,,,,,,,,,,,,,,1,16,,,,,,,
Beaux Collins,NYG,WR,9,No,Yes,No,7,,No,,No,,,,,,,,,,,,,,,0.5714,0.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
Jake Tonges,SF,TE,68,No,Yes,No,61,14,No,2,No,13,0.9286,1,0.2295,11,,0.7857,84,86,20,31,2,0.1818,0.5738,0.2787,0.1148,9,5,0.3571,2.2143,131.3,1.377,6,-0.6251,7.6364,7.8182,1.8182,6,26.5347,26.5347,0.2188,20.4,31.4,25.9,31.4,36.9,31.4,25.9,31.4,31.4,31.4,25.9,36.9,31.4,2,16,2,,0.0328,,1,,
Julius Chestnut,TEN,RB,6,No,No,No,2,1,Yes,,Yes,,,,0.5,,,,,,,5,,,,,,,,,5,39.6,,,-7.233,,,,,1.4355,1.4355,0.1667,,,,,,,,,,,,,,,17,,,1,,,,
Wan'Dale Robinson,NYG,WR,135,No,Yes,Yes,128,37,No,5,No,31,0.8378,,0.2891,28,3,0.7568,212,157,44,98,4,0.1429,,0.6484,0.3281,30,8,0.2162,2.6486,89,1.6562,5.7297,-0.3813,7.5714,5.6071,1.5714,9,58.8872,58.8872,0.2937,21.2,49.2,35.2,49.2,49.2,52.2,38.2,49.2,49.2,49.2,35.2,49.2,49.2,3,16,,2,0.0234,0.0541,,,
Jerome Ford,CLV,RB,64,No,No,Yes,46,15,Yes,1,Yes,15,1,,0.3261,14,,0.9333,47,84,22,-33,3,0.2143,0.1304,,0.0217,7,4,0.2667,-2.2,79.7,1.0217,3.1333,-2.6657,3.3571,6,1.5714,2,22.9668,22.9668,0.2632,4.7,18.7,11.7,25.7,18.7,18.7,11.7,18.7,18.7,18.7,11.7,18.7,18.7,2,13,,,0.8478,,,,
George Pickens,DAL,WR,189,Yes,No,No,177,51,No,12,Yes,49,0.9608,5,0.2881,42,7,0.8235,486,204,116,344,11,0.2619,,0.0791,0.9209,44,1,0.0196,6.7451,130.9,2.7458,9.5294,2.4882,11.5714,4.8571,2.7619,30,96.568,96.568,0.2802,78.6,120.6,99.6,120.6,120.6,123.6,102.6,120.6,120.6,120.6,99.6,120.6,120.6,9,17,5,2,,0.0392,3,,1
Jeremy McNichols,WAS,RB,58,No,Yes,No,44,12,No,,Yes,11,0.9167,,0.2727,10,,0.8333,89,98,37,-10,4,0.4,,0.2727,0.0227,5,1,0.0833,-0.8333,97.6,2.0227,7.4167,1.1941,8.9,9.8,3.7,6,18.1228,18.1228,0.2353,8.9,18.9,13.9,23.9,18.9,18.9,13.9,18.9,18.9,18.9,13.9,18.9,18.9,,17,,1,0.7045,0.0833,,,
Rico Dowdle,CAR,RB,92,No,No,No,70,24,Yes,1,Yes,21,0.875,1,0.3429,20,,0.8333,121,172,37,-43,2,0.1,,0.1143,0.1857,9,7,0.2917,-1.7917,87.7,1.7286,5.0417,-0.8397,6.05,8.6,1.85,6,37.3253,37.3253,0.3038,12.1,32.1,22.1,42.1,32.1,35.1,25.1,32.1,32.1,32.1,22.1,32.1,32.1,2,17,,1,0.7,0.0417,,,
Ricky Pearsall,SF,WR,80,No,Yes,No,74,13,No,,No,12,0.9231,1,0.1757,11,,0.8462,92,31,7,92,,,,0.1486,0.8514,11,2,0.1538,7.0769,96.2,1.2432,7.0769,-0.1344,8.3636,2.8182,0.6364,6,24.731,24.731,0.1757,9.2,20.2,14.7,20.2,20.2,20.2,14.7,20.2,20.2,20.2,14.7,20.2,20.2,2,9,,1,,0.0769,,,
Chris Olave,NO,WR,139,No,Yes,No,132,55,No,6,Yes,46,0.8364,2,0.4167,43,4,0.7818,349,85,28,351,3,0.0698,,0.4242,0.5758,50,7,0.1273,6.3818,91.6,2.6439,6.3455,-0.7566,8.1163,1.9767,0.6512,18,89.9517,89.9517,0.4015,40.9,83.9,62.4,83.9,83.9,86.9,65.4,83.9,83.9,83.9,62.4,83.9,83.9,5,16,1,,,,1,,1
Grant Calcaterra,PHI,TE,31,No,Yes,No,26,4,No,,Yes,4,1,,0.1538,3,,0.75,22,12,1,13,,,0.5,0.4615,0.0385,4,,,3.25,87.5,0.8462,5.5,-0.7581,7.3333,4,0.3333,1,5.6815,5.6815,0.1429,2.2,5.2,3.7,5.2,6.7,5.2,3.7,5.2,5.2,5.2,3.7,6.7,5.2,1,15,,1,,0.25,,,
Rashod Bateman,BLT,WR,83,No,No,No,75,11,No,2,Yes,7,0.6364,1,0.1467,4,1,0.3636,42,,,93,,,,0.1067,0.8933,7,,,8.4545,78.6,0.56,3.8182,-3.734,10.5,,,3,19.573,19.573,0.1358,10.2,14.2,12.2,14.2,14.2,14.2,12.2,14.2,14.2,14.2,12.2,14.2,14.2,3,13,1,2,,0.1818,1,,1
Tee Higgins,CIN,WR,135,No,No,Yes,120,19,Yes,6,Yes,16,0.8421,3,0.1583,14,4,0.7368,127,50,17,124,3,0.2143,,0.1,0.9,18,,,6.5263,130.9,1.0583,6.6842,-0.2113,9.0714,3.5714,1.2143,6,33.8268,33.8268,0.1508,30.7,44.7,37.7,44.7,44.7,47.7,40.7,44.7,44.7,44.7,37.7,44.7,44.7,3,15,3,,,,2,,
Scott Miller,PIT,WR,29,No,Yes,No,24,7,No,,No,6,0.8571,,0.2917,5,,0.7143,34,30,8,16,1,0.2,,0.2917,0.7083,7,3,0.4286,2.2857,81.8,1.4167,4.8571,-1.4665,6.8,6,1.6,1,10.7971,10.7971,0.2414,3.4,8.4,5.9,8.4,8.4,8.4,5.9,8.4,8.4,8.4,5.9,8.4,8.4,2,13,,,,,,,
Jaylen Waddle,MIA,WR,139,No,No,No,125,32,No,4,Yes,26,0.8125,2,0.256,25,4,0.7812,280,101,22,223,1,0.04,,0.216,0.776,29,1,0.0312,6.9688,113.5,2.24,8.75,1.5987,11.2,4.04,0.88,19,59.1673,59.1673,0.252,34,59,46.5,59,59,62,49.5,59,59,59,46.5,59,59,6,16,1,1,0.008,0.0312,1,,
Stephen Carlson,CHI,TE,3,No,No,No,1,,Yes,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Josh Jacobs,GB,RB,68,No,No,No,46,18,No,,Yes,15,0.8333,,0.3913,15,,0.8333,147,182,65,-45,8,0.5333,,0.0435,0.087,7,3,0.1667,-2.5,100.7,3.1957,8.1667,2.3724,9.8,12.1333,4.3333,4,28.5541,28.5541,0.2769,14.7,29.7,22.2,37.2,29.7,32.7,25.2,29.7,29.7,29.7,22.2,29.7,29.7,2,15,,,0.8696,,,,
Cade Stover,HST,TE,22,No,No,Yes,18,6,No,,Yes,6,1,,0.3333,5,,0.8333,28,28,12,,,,0.6667,0.1111,0.1667,6,,,,86.1,1.5556,4.6667,-0.6569,5.6,5.6,2.4,1,9.2721,9.2721,0.3,2.8,7.8,5.3,7.8,10.3,7.8,5.3,7.8,7.8,7.8,5.3,10.3,7.8,2,9,,1,0.0556,0.1667,,,
Sam LaPorta,DET,TE,76,No,No,No,63,15,No,2,Yes,11,0.7333,1,0.2381,11,2,0.7333,107,56,16,86,2,0.1818,0.3968,0.4127,0.1905,8,,,5.7333,132.5,1.6984,7.1333,0.077,9.7273,5.0909,1.4545,6,24.5258,24.5258,0.2143,22.7,33.7,28.2,33.7,39.2,36.7,31.2,33.7,33.7,33.7,28.2,39.2,33.7,4,9,2,,,,1,,1
Phil Mafah,DAL,RB,1,Yes,No,No,1,1,No,,Yes,1,1,,1,1,,1,10,16,4,-6,1,1,,,,1,1,1,-6,108.3,10,10,4.9107,10,16,4,1,0.9524,0.9524,1,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,,1,,,1,,,,
Jackson Hawes,BUF,TE,23,Yes,No,No,10,5,No,,Yes,4,0.8,,0.5,4,,0.8,28,17,7,21,1,0.25,0.7,0.2,0.1,2,,,4.2,129.6,2.8,5.6,-0.7026,7,4.25,1.75,2,10.1347,10.1347,0.2174,8.8,12.8,10.8,12.8,14.8,12.8,10.8,12.8,12.8,12.8,10.8,14.8,12.8,1,17,1,,,,,,
Jaxon Smith-Njigba,SEA,WR,142,No,No,No,139,55,Yes,5,Yes,48,0.8727,1,0.3957,45,2,0.8182,430,197,77,322,7,0.1556,0.0144,0.2302,0.741,50,9,0.1636,5.8545,105.3,3.0935,7.8182,0.8839,9.5556,4.3778,1.7111,25,92.7581,92.7581,0.4231,48,93,70.5,93,93,96,72.5,92,92,92,69.5,93,92,6,17,1,1,0.0144,0.0182,,,
Jalen Cropper,DAL,WR,1,No,No,No,1,,No,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
