Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsTotal,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentWideRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,AlignmentInlineRoutesPercentage,DeepTargetTargetsTotal,ReceptionsHero
Giovanni Ricci,DET,TE,5,No,No,No,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,0.3333,,0.6667,,
Jameson Williams,DET,WR,171,No,No,No,149,21,No,Yes,18,0.8571,0.1409,12,0.5714,106,66,17,115,5,,0.2148,17,5,0.2381,5.4762,86.6,0.7114,5.0476,-2.3922,0.2381,8.8333,5.5,1.4167,4,39.3534,39.3534,0.1373,16.6,28.6,22.6,28.6,28.6,31.6,25.6,28.6,28.6,28.6,22.6,28.6,28.6,17,3,1,1,1,,2,0.1667,0.7852,3,,,
Jalen McMillan,TB,WR,22,Yes,No,Yes,18,5,No,Yes,5,1,0.2778,4,0.8,54,43,5,20,1,,0.2778,3,1,0.2,4,111.7,3,10.8,4.6166,0.2,13.5,10.75,1.25,2,7.1325,7.1325,0.2632,5.4,9.4,7.4,9.4,9.4,9.4,7.4,9.4,9.4,9.4,7.4,9.4,9.4,4,,,,,,1,0.25,0.7222,,,,
E.J. Jenkins,PHI,TE,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,
Mitchell Evans,CAR,TE,50,Yes,No,Yes,43,8,No,Yes,7,0.875,0.186,6,0.75,42,38,11,23,1,,0.186,5,1,0.125,2.875,86.5,0.9767,5.25,-0.9797,0.125,7,6.3333,1.8333,3,16.7429,16.7429,0.186,16.2,22.2,19.2,22.2,25.2,22.2,19.2,22.2,22.2,22.2,19.2,25.2,22.2,17,,2,,2,1,,,0.0698,3,0.7442,,
Jahan Dotson,PHI,WR,116,No,Yes,No,107,8,No,No,7,0.875,0.0748,7,0.875,45,5,1,53,,,0.3832,6,,,6.625,90.1,0.4206,5.625,-1.3563,,6.4286,0.7143,0.1429,2,15.3081,15.3081,0.0792,4.5,11.5,8,11.5,11.5,11.5,8,11.5,11.5,11.5,8,11.5,11.5,17,1,,1,,,,,0.6168,,,,
DeVonta Smith,PHI,WR,150,No,Yes,No,138,36,No,No,30,0.8333,0.2609,27,0.75,259,85,22,255,2,,0.6087,30,2,0.0556,7.0833,101.5,1.8768,7.1944,-0.0227,0.0556,9.5926,3.1481,0.8148,12,63.1083,63.1083,0.2687,37.9,64.9,51.4,64.9,64.9,67.9,54.4,64.9,64.9,64.9,51.4,64.9,64.9,17,2,2,1,2,2,,,0.3913,3,,,1
D'Ernest Johnson,NE,RB,5,Yes,No,Yes,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Theo Johnson,NYG,TE,130,No,No,Yes,103,23,No,No,21,0.913,0.2233,17,0.7391,152,73,34,103,4,0.068,0.4466,17,3,0.1304,4.4783,105.7,1.4757,6.6087,-0.1422,0.1739,8.9412,4.2941,2,7,40.6876,40.6876,0.2072,21.2,38.2,29.7,38.2,46.7,41.2,32.7,38.2,38.2,38.2,29.7,46.7,38.2,15,5,1,5,1,,1,0.0588,0.1748,5,0.3107,,
Luke Musgrave,GB,TE,71,Yes,Yes,Yes,54,12,No,No,12,1,0.2222,10,0.8333,82,38,7,49,2,,0.2593,9,1,0.0833,4.0833,95.1,1.5185,6.8333,0.3126,0.1667,8.2,3.8,0.7,3,18.4427,18.4427,0.2105,8.2,18.2,13.2,18.2,23.2,18.2,13.2,18.2,18.2,18.2,13.2,23.2,18.2,17,2,,,,,,,0.0741,,0.6667,,
Aaron Jones,MIN,RB,62,No,No,No,51,20,No,Yes,19,0.95,0.3922,17,0.85,114,159,22,-45,2,0.902,0.0392,13,8,0.4,-2.25,90.4,2.2353,5.7,-0.2853,0.1,6.7059,9.3529,1.2941,6,30.1073,30.1073,0.3571,10.4,27.4,18.9,35.9,27.4,30.4,20.9,26.4,26.4,26.4,17.9,27.4,26.4,12,,,,,,1,0.0588,0.0392,1,0.0196,,
Luke Farrell,SF,TE,45,No,No,No,36,2,No,No,2,1,0.0556,2,1,15,10,4,5,,,0.0833,1,,,2.5,97.9,0.4167,7.5,1.154,,7.5,5,2,1,2.7523,2.7523,0.0526,1.5,3.5,2.5,3.5,4.5,3.5,2.5,3.5,3.5,3.5,2.5,4.5,3.5,17,,,,,,,,0.1389,1,0.7778,,
Woody Marks,HST,RB,103,Yes,Yes,No,66,18,No,Yes,13,0.7222,0.2727,12,0.6667,126,136,44,28,,0.9242,0.0152,9,4,0.2222,1.5556,123.8,1.9091,7,0.417,,10.5,11.3333,3.6667,4,28.6232,28.6232,0.2022,24.6,36.6,30.6,42.6,36.6,39.6,33.6,36.6,36.6,36.6,30.6,36.6,36.6,16,1,1,1,2,1,3,0.25,0.0606,5,,,
Christian Kirk,HST,WR,98,Yes,Yes,No,95,15,No,Yes,12,0.8,0.1579,9,0.6,48,9,5,79,,,0.7158,10,1,0.0667,5.2667,59.9,0.5053,3.2,-3.2474,,5.3333,1,0.5556,3,28.6808,28.6808,0.1724,10.8,19.8,15.3,19.8,19.8,19.8,15.3,19.8,19.8,19.8,15.3,19.8,19.8,13,3,2,1,1,1,,,0.2842,3,,,
James Proche,TEN,WR,34,No,Yes,No,25,3,No,No,3,1,0.12,3,1,23,-1,,24,,,0.24,3,,,8,98.6,0.92,7.6667,0.2578,,7.6667,-0.3333,,,5.9064,5.9064,0.1071,2.3,5.3,3.8,5.3,5.3,5.3,3.8,5.3,5.3,5.3,3.8,5.3,5.3,9,,,,,,,,0.76,,,,
Xavier Restrepo,TEN,WR,8,Yes,No,No,7,,No,Yes,,,,,,,,,,,,0.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,0.1429,,,,
Puka Nacua,LA,WR,131,Yes,No,No,121,52,No,Yes,49,0.9423,0.4298,46,0.8846,381,185,93,249,1,0.0083,0.3719,43,7,0.1346,4.7885,129.2,3.1488,7.3269,0.748,0.0192,8.2826,4.0217,2.0217,21,95.7124,95.7124,0.4333,68.1,114.1,91.1,114.1,114.1,117.1,94.1,114.1,114.1,114.1,91.1,114.1,114.1,16,8,3,7,5,2,7,0.1522,0.595,8,0.0248,,
Colson Yankoff,WAS,TE,18,No,Yes,No,8,1,No,No,1,1,0.125,1,1,4,4,2,,,0.125,0.25,1,,,,83.3,0.5,4,-1.289,,4,4,2,1,1.2956,1.2956,0.0625,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,14,,,,,,,,0.25,,0.375,,
Dylan Laube,LV,RB,3,No,No,No,3,1,No,No,1,1,0.3333,1,1,1,4,1,-3,,1,,,,,-3,79.2,0.3333,1,-5.1191,,1,4,1,,1.6239,1.6239,0.3333,0.1,1.1,0.6,1.6,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,17,,,,,,,,,,,,
Jason Brownlee,KC,WR,3,No,No,No,2,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,
Taysom Hill,NO,TE,26,No,Yes,No,20,6,No,No,6,1,0.3,4,0.6667,31,30,7,4,2,0.15,0.3,5,2,0.3333,0.6667,79.2,1.55,5.1667,-0.8243,0.3333,7.75,7.5,1.75,1,10.6441,10.6441,0.3,3.1,7.1,5.1,7.1,9.1,7.1,5.1,7.1,7.1,7.1,5.1,9.1,7.1,13,,,,,,,,0.4,,0.15,,
James Mitchell,CAR,TE,5,Yes,No,Yes,4,2,No,Yes,2,1,0.5,2,1,20,22,10,-2,,,0.25,2,,,-1,108.3,5,10,4.1797,,10,11,5,2,2.8321,2.8321,0.5,2,4,3,4,5,4,3,4,4,4,3,5,4,5,,,,,,,,,,0.75,,
Cade Otton,TB,TE,154,Yes,No,Yes,110,27,No,Yes,24,0.8889,0.2455,19,0.7037,200,143,44,86,2,0.0091,0.5545,16,2,0.0741,3.1852,76.2,1.8182,7.4074,1.0814,0.0741,10.5263,7.5263,2.3158,7,40.1191,40.1191,0.1929,20,39,29.5,39,48.5,42,32.5,39,39,39,29.5,48.5,39,16,6,,3,,,1,0.0526,0.1455,1,0.2909,,
DeMario Douglas,NE,WR,49,Yes,No,Yes,48,11,No,Yes,8,0.7273,0.2292,8,0.7273,61,29,5,42,,,0.7083,5,1,0.0909,3.8182,85.8,1.2708,5.5455,-0.9676,,7.625,3.625,0.625,3,18.4053,18.4053,0.234,6.1,14.1,10.1,14.1,14.1,14.1,10.1,14.1,14.1,14.1,10.1,14.1,14.1,17,1,,1,,,,,0.2917,,,,1
Xavier Weaver,ARZ,WR,52,Yes,No,No,48,6,No,Yes,6,1,0.125,6,1,58,15,1,43,,,0.25,2,,,7.1667,106.9,1.2083,9.6667,2.4934,,9.6667,2.5,0.1667,2,9.4815,9.4815,0.12,5.8,11.8,8.8,11.8,11.8,11.8,8.8,11.8,11.8,11.8,8.8,11.8,11.8,9,1,,1,,,,,0.75,1,,,
Carter Runyon,LV,TE,7,No,No,No,4,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,0.25,,0.75,,
Malik Nabers,NYG,WR,31,Yes,Yes,No,28,5,Yes,Yes,5,1,0.1786,4,0.8,44,16,10,35,1,,0.3214,5,1,0.2,7,103.3,1.5714,8.8,1.5606,0.2,11,4,2.5,2,13.2943,13.2943,0.2083,4.4,8.4,6.4,8.4,8.4,8.4,6.4,8.4,8.4,8.4,6.4,8.4,8.4,4,1,,1,,,1,0.25,0.6786,1,,,
Eric Saubert,SEA,TE,18,No,No,No,15,2,No,No,2,1,0.1333,2,1,13,9,4,4,,,0.0667,,,,2,93.8,0.8667,6.5,0.5279,,6.5,4.5,2,1,3.6683,3.6683,0.1333,1.3,3.3,2.3,3.3,4.3,3.3,2.3,3.3,3.3,3.3,2.3,4.3,3.3,11,,,,,,,,,2,0.9333,,
Ray-Ray McCloud,NYG,WR,44,No,Yes,Yes,38,3,No,Yes,2,0.6667,0.0789,2,0.6667,37,17,16,36,,,0.3684,2,,,12,109,0.9737,12.3333,3.3808,,18.5,8.5,8,2,6.5929,6.5929,0.0714,3.7,5.7,4.7,5.7,5.7,5.7,4.7,5.7,5.7,5.7,4.7,5.7,5.7,6,,1,,,,2,1,0.6316,1,,,
Jimmy Horn,CAR,WR,24,Yes,No,Yes,24,4,No,Yes,4,1,0.1667,4,1,37,32,13,5,,,0.75,2,1,0.25,1.25,105.2,1.5417,9.25,3.2015,,9.25,8,3.25,2,7.4397,7.4397,0.2,3.7,7.7,5.7,7.7,7.7,7.7,5.7,7.7,7.7,7.7,5.7,7.7,7.7,13,,,,,,1,0.25,0.25,,,,
Brian Robinson,SF,RB,17,No,No,No,13,1,No,No,1,1,0.0769,1,1,2,5,1,-3,,1,,,,,-3,79.2,0.1538,2,-4.1191,,2,5,1,,1.488,1.488,0.0909,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,17,,,,,,,,,,,,
Alvin Kamara,NO,RB,89,No,Yes,No,62,14,No,Yes,14,1,0.2258,12,0.8571,56,64,20,-1,2,0.7258,0.0806,8,1,0.0714,-0.0714,83.3,0.9032,4,-2.3433,0.1429,4.6667,5.3333,1.6667,1,22.9062,22.9062,0.175,4.6,16.6,10.6,22.6,16.6,16.6,9.6,15.6,15.6,15.6,9.6,16.6,15.6,11,,,,,,3,0.25,0.1935,2,,,
Tucker Fisk,LAC,TE,18,No,Yes,No,10,1,No,No,1,1,0.1,1,1,12,12,3,,,,0.1,,,,,116.7,1.2,12,6.711,,12,12,3,1,1.3923,1.3923,0.0625,1.2,2.2,1.7,2.2,2.7,2.2,1.7,2.2,2.2,2.2,1.7,2.7,2.2,10,,,,,,,,0.1,,0.8,,
Gunner Olszewski,NYG,WR,22,No,No,No,20,4,No,No,3,0.75,0.2,3,0.75,57,24,7,55,,,0.5,2,,,13.75,116.7,2.85,14.25,4.8472,,19,8,2.3333,2,7.2338,7.2338,0.2,5.7,8.7,7.2,8.7,8.7,8.7,7.2,8.7,8.7,8.7,7.2,8.7,8.7,16,1,1,,,,,,0.5,1,,1,
Tai Felton,MIN,WR,9,Yes,Yes,Yes,7,1,No,No,1,1,0.1429,1,1,10,12,3,-2,,,,1,,,-2,108.3,1.4286,10,4.5009,,10,12,3,1,1.3603,1.3603,0.1111,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,14,,,,,,,,1,,,,
Thomas Fidone,NYG,TE,2,No,No,Yes,2,,No,Yes,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.5,,
Braxton Berrios,HST,WR,12,No,Yes,No,11,2,No,Yes,1,0.5,0.1818,1,0.5,8,1,,11,,,0.3636,2,,,5.5,60.4,0.7273,4,-2.5571,,8,1,,1,2.9952,2.9952,0.2,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,4,,,,,,,,0.6364,,,,
Travis Hunter,JAX,WR,59,No,Yes,No,54,10,No,No,8,0.8,0.1852,8,0.8,59,27,34,41,,0.037,0.6111,8,3,0.3,4.1,91.3,1.0926,5.9,-0.5129,,7.375,3.375,4.25,3,18.7152,18.7152,0.1852,5.9,13.9,9.9,13.9,13.9,13.9,9.9,13.9,13.9,13.9,9.9,13.9,13.9,7,,,,,,4,0.5,0.3519,2,,1,
Kendre Miller,NO,RB,19,No,No,Yes,10,3,No,Yes,3,1,0.3,3,1,14,19,7,-5,,0.8,0.1,,,,-1.6667,86.1,1.4,4.6667,-1.1398,,4.6667,6.3333,2.3333,,4.9314,4.9314,0.1667,1.4,4.4,2.9,5.9,4.4,4.4,2.9,4.4,4.4,4.4,2.9,4.4,4.4,7,,,,,,2,0.6667,0.1,,,,
DK Metcalf,PIT,WR,153,No,No,No,136,30,No,Yes,27,0.9,0.2206,22,0.7333,204,122,24,164,,,0.1912,23,2,0.0667,5.4667,124.9,1.5,6.8,0.1143,,9.2727,5.5455,1.0909,15,65.7766,65.7766,0.2128,38.4,60.4,49.4,60.4,60.4,63.4,52.4,60.4,60.4,60.4,49.4,60.4,60.4,15,9,8,4,3,3,2,0.0909,0.8088,9,,,1
Mark Andrews,BLT,TE,100,No,Yes,Yes,86,19,No,No,15,0.7895,0.2209,15,0.7895,107,30,18,131,,,0.686,14,,,6.8947,129.7,1.2442,5.6316,-1.6778,,7.1333,2,1.2,9,41.898,41.898,0.2159,28.7,43.7,36.2,43.7,51.2,46.7,39.2,43.7,43.7,43.7,36.2,51.2,43.7,17,2,6,2,3,3,,,0.1279,8,0.186,,
Parker Washington,JAX,WR,104,No,Yes,No,92,21,No,No,16,0.7619,0.2283,16,0.7619,265,144,49,160,,,0.5,20,1,0.0476,7.619,113.7,2.8804,12.619,5.3135,,16.5625,9,3.0625,9,39.988,39.988,0.2165,32.5,48.5,40.5,48.5,48.5,51.5,43.5,48.5,48.5,48.5,40.5,48.5,48.5,16,1,1,1,1,1,8,0.5,0.5,3,,,
Tyquan Thornton,KC,WR,56,No,Yes,No,45,1,No,No,1,1,0.0222,1,1,5,7,4,-2,,,0.3333,1,1,1,-2,87.5,0.1111,5,-0.4991,,5,7,4,,4.7556,4.7556,0.0208,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,14,,,,,,,,0.6667,,,,
Evan Hull,NO,RB,10,No,Yes,No,6,1,No,No,1,1,0.1667,1,1,6,9,1,-3,,0.6667,,,,,-3,91.7,1,6,-0.1191,,6,9,1,,1.5235,1.5235,0.1429,0.6,1.6,1.1,2.1,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,6,,,,,,,,0.3333,,,,
Breece Hall,NYJ,RB,105,No,No,No,69,19,No,Yes,19,1,0.2754,18,0.9474,182,194,20,-9,1,0.8696,0.058,10,8,0.4211,-0.4737,124.1,2.6377,9.5789,3.3769,0.0526,10.1111,10.7778,1.1111,6,30.8311,30.8311,0.1959,28.36,46.36,37.36,55.36,46.36,49.36,40.36,46.36,46.36,46.36,37.36,46.4,46.4,16,,,,1,,2,0.1111,0.0725,2,,,
Trent Sherfield,ARZ,WR,28,No,Yes,No,19,2,No,Yes,1,0.5,0.1053,1,0.5,3,5,2,4,,,0.4737,1,,,2,56.3,0.1579,1.5,-4.7241,,3,5,2,,3.0624,3.0624,0.08,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,12,,,,,,,,0.5263,2,,,
Dameon Pierce,KC,RB,3,No,No,No,1,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Blake Corum,LA,RB,56,Yes,No,No,24,4,No,Yes,4,1,0.1667,4,1,30,18,4,12,,0.8333,0.125,,,,3,97.9,1.25,7.5,1.0047,,7.5,4.5,1,2,5.3651,5.3651,0.0741,3,7,5,9,7,7,5,7,7,7,5,7,7,17,,,,,,,,0.0417,,,,
Julian Hill,MIA,TE,55,Yes,No,Yes,24,2,No,Yes,1,0.5,0.0833,1,0.5,7,5,3,4,,0.0417,0.2917,,,,2,58.3,0.2917,3.5,-2.8701,,7,5,3,,4.291,4.291,0.0392,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,14,,,,,,,,,,0.6667,,
Josh Palmer,BUF,WR,68,Yes,No,No,63,10,No,Yes,10,1,0.1587,10,1,71,48,6,56,,,0.1429,9,,,5.6,96.3,1.127,7.1,0.3136,,7.1,4.8,0.6,3,17.8013,17.8013,0.1613,7.1,17.1,12.1,17.1,17.1,17.1,12.1,17.1,17.1,17.1,12.1,17.1,17.1,12,,,,,,,,0.8413,3,0.0159,,
Antonio Gibson,NE,RB,5,No,No,No,2,1,No,Yes,1,1,0.5,,,,,,6,,1,,,,,6,39.6,,,-7.7086,,,,,,1.2347,1.2347,0.3333,,,,,,,,,,,,,,5,,,,,,,,,,,,
Charlie Woerner,ATL,TE,49,No,Yes,No,29,2,No,No,2,1,0.069,2,1,-2,3,3,-5,,0.4483,0.1034,1,,,-2.5,79.2,-0.069,-1,-7.2364,,-1,1.5,1.5,,2.3328,2.3328,0.0465,-0.2,1.8,0.8,1.8,2.8,1.8,0.8,1.8,1.8,1.8,0.8,2.8,1.8,17,1,,1,,,,,0.0345,,0.4138,,
Mason Kinsey,TEN,WR,12,No,Yes,No,12,1,No,No,1,1,0.0833,1,1,14,3,,11,,,0.3333,1,,,11,118.8,1.1667,14,5.6848,,14,3,,1,1.4708,1.4708,0.1111,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,10,,,,,,,,0.6667,,,,
Omarion Hampton,LAC,RB,77,No,No,No,63,13,No,No,12,0.9231,0.2063,12,0.9231,77,93,27,-16,,0.9206,0.0317,5,1,0.0769,-1.2308,117,1.2222,5.9231,0.068,,6.4167,7.75,2.25,5,21.8936,21.8936,0.1781,13.7,25.7,19.7,31.7,25.7,25.7,19.7,25.7,25.7,25.7,19.7,25.7,25.7,9,1,,1,1,,1,0.0833,0.0317,1,0.0159,,
CJ Dippre,NE,TE,1,Yes,No,Yes,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,
David Moore,CAR,WR,14,No,No,No,13,1,No,Yes,1,1,0.0769,1,1,5,,,5,,,0.2308,1,,,5,87.5,0.3846,5,-1.3628,,5,,,,1.2445,1.2445,0.0714,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,4,1,,1,,,,,0.7692,,,,
Amon-Ra St. Brown,DET,WR,160,No,No,No,140,50,No,Yes,39,0.78,0.3571,37,0.74,329,182,56,232,1,0.0071,0.55,47,7,0.14,4.64,122.4,2.35,6.58,0.1729,0.02,8.8919,4.9189,1.5135,21,93.2517,93.2517,0.3521,68.9,105.9,87.4,105.9,105.9,108.9,90.4,105.9,105.9,105.9,87.4,105.9,105.9,17,1,3,,6,1,7,0.1892,0.4429,14,,,
Chris Moore,WAS,WR,71,No,Yes,No,62,2,No,No,2,1,0.0323,1,0.5,15,7,5,29,1,,0.129,1,,,14.5,75,0.2419,7.5,-1.875,0.5,15,7,5,1,4.9547,4.9547,0.0317,1.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,14,,1,,,,,,0.871,1,,1,
Tutu Atwell,LA,WR,41,Yes,No,No,38,4,No,Yes,3,0.75,0.1053,3,0.75,32,2,1,44,,,0.5526,2,,,11,97.9,0.8421,8,-0.4231,,10.6667,0.6667,0.3333,1,6.1329,6.1329,0.1143,3.2,6.2,4.7,6.2,6.2,6.2,4.7,6.2,6.2,6.2,4.7,6.2,6.2,10,,,,,,,,0.4474,,,,1
Isaiah Williams,NYJ,WR,64,Yes,No,No,59,16,No,Yes,12,0.75,0.2712,12,0.75,61,65,17,-1,,,0.6441,14,9,0.5625,-0.0625,80.5,1.0339,3.8125,-1.7022,,5.0833,5.4167,1.4167,4,25.3178,25.3178,0.254,6.1,18.1,12.1,18.1,18.1,18.1,12.1,18.1,18.1,18.1,12.1,18.1,18.1,15,2,,2,,,1,0.0833,0.3559,1,,,
Adam Thielen,PIT,WR,77,No,Yes,Yes,68,5,No,No,4,0.8,0.0735,2,0.4,13,6,3,41,2,0.0147,0.5441,5,,,8.2,47.9,0.1912,2.6,-5.0135,0.4,6.5,3,1.5,,7.7688,7.7688,0.0685,1.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,16,1,,,,,,,0.4412,1,,,
Elijah Higgins,ARZ,TE,94,Yes,No,No,81,11,No,Yes,10,0.9091,0.1358,10,0.9091,88,72,41,22,,0.0247,0.4074,3,1,0.0909,2,62.1,1.0864,8,1.4897,,8.8,7.2,4.1,4,18.9319,18.9319,0.1222,8.8,18.8,13.8,18.8,23.8,18.8,13.8,18.8,18.8,18.8,13.8,23.8,18.8,17,,,,,,5,0.5,0.1111,1,0.4568,,
Braelon Allen,NYJ,RB,5,No,No,No,2,1,No,Yes,1,1,0.5,1,1,12,9,6,3,,1,,1,,,3,116.7,6,12,5.4906,,12,9,6,1,1.4364,1.4364,0.2,1.2,2.2,1.7,2.7,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,4,,,,,,1,1,,,,,
Josiah Deguara,ARZ,TE,18,Yes,No,No,14,1,No,Yes,1,1,0.0714,,,,,,4,,,0.2143,,,,4,39.6,,,-6.0667,,,,,,1.4617,1.4617,0.0625,,,,,,,,,,,,,,12,1,,,,,,,0.0714,,0.7143,,
Harrison Bryant,HST,TE,22,Yes,Yes,No,16,4,No,Yes,2,0.5,0.25,2,0.5,7,1,,11,,,0.1875,2,,,2.75,56.3,0.4375,1.75,-4.3536,,3.5,0.5,,1,9.4296,9.4296,0.2222,0.7,2.7,1.7,2.7,3.7,2.7,1.7,2.7,2.7,2.7,1.7,3.7,2.7,12,,,,,,,,0.0625,,0.75,,
Tylan Wallace,BLT,WR,22,No,Yes,Yes,21,2,No,No,1,0.5,0.0952,1,0.5,15,,,33,,,0.2381,2,,,16.5,114.6,0.7143,7.5,-3.1544,,15,,,1,5.7328,5.7328,0.1053,7.5,8.5,8,8.5,8.5,8.5,8,8.5,8.5,8.5,8,8.5,8.5,14,,2,,1,1,,,0.7619,2,,,
Jonnu Smith,PIT,TE,107,No,Yes,Yes,87,19,No,No,17,0.8947,0.2184,17,0.8947,83,87,32,13,,0.0115,0.4253,14,6,0.3158,0.6842,84.9,0.954,4.3684,-1.6413,,4.8824,5.1176,1.8824,4,30.178,30.178,0.1959,8.3,25.3,16.8,25.3,33.8,25.3,16.8,25.3,25.3,25.3,16.8,33.8,25.3,17,2,,2,,,4,0.2353,0.1609,2,0.4023,,
Mason Taylor,NYJ,TE,113,No,No,No,89,21,No,Yes,18,0.8571,0.236,15,0.7143,130,61,19,94,3,,0.2921,15,2,0.0952,4.4762,103.3,1.4607,6.1905,-0.5031,0.1429,8.6667,4.0667,1.2667,9,33.0075,33.0075,0.2,19,34,26.5,34,41.5,37,29.5,34,34,34,26.5,41.5,34,13,2,1,1,1,1,,,0.2584,1,0.4494,,
Emanuel Wilson,GB,RB,57,Yes,Yes,Yes,33,8,No,No,7,0.875,0.2424,6,0.75,10,37,11,-25,1,0.8182,0.0606,2,2,0.25,-3.125,77.1,0.303,1.25,-4.5245,0.125,1.6667,6.1667,1.8333,,17.3384,17.3384,0.1667,1,7,4,10,7,7,4,7,7,7,4,7,7,17,,,,,,1,0.1667,0.1212,2,,,
Quentin Johnston,LAC,WR,143,No,No,No,141,23,No,No,19,0.8261,0.1631,14,0.6087,166,124,62,131,3,,0.1773,17,3,0.1304,5.6957,79.3,1.1773,7.2174,0.2728,0.1304,11.8571,8.8571,4.4286,7,36.591,36.591,0.1742,22.6,36.6,29.6,36.6,36.6,39.6,32.6,36.6,36.6,36.6,29.6,36.6,36.6,14,4,2,1,1,1,6,0.4286,0.8227,3,,,
Blake Whiteheart,CLV,TE,29,No,Yes,No,23,2,No,No,1,0.5,0.087,1,0.5,4,2,,5,,0.0435,0.2174,1,,,2.5,56.3,0.1739,2,-4.346,,4,2,,,2.5099,2.5099,0.0833,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,16,,,,,,,,0.0435,,0.6957,,
Cameron Latu,PHI,TE,11,No,Yes,No,3,,No,No,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,0.6667,,
Ja'Corey Brooks,WAS,WR,2,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,
