"Rank","Name","Team","POS","G","Season","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"264","Dareke Young","SEA","WR","9","2025","16","5.6","18.3","55","2.7","3","0.3","1.2","0.19","2","66.7","48","5.3","2.1","3.00","16.00","24.00","1","0.50","1","0.50","0","0.0","0","0","0","1","3","1.8","0","","2","0.125","0","","2","66.7","0","","2","1","50.0","1","109.7","18.8","5.9","93.8","6.3","","","0.43","0.8","6.8","5.6","0.6","0.35","5.6"
"265","Nate Adkins","DEN","TE","9","2025","41","11.6","3.7","37","1.5","10","1.1","3.1","0.24","6","60.0","48","5.3","2.2","1.17","4.80","8.00","26","4.33","11","1.83","1","6.3","2","1","0","0","8","3.8","0","","3","0.073","2","20.0","9","90.0","2","20.0","1","0","0.0","0","105.4","16.9","-1.7","9.8","14.6","73.2","2.4","0.41","1.9","16.8","17.2","1.9","0.42","17.2"
"266","Jack Stoll","NO","TE","15","2025","43","7.1","4.8","48","1.2","10","0.7","1.9","0.23","6","60.0","46","3.1","1.3","1.07","4.60","7.67","17","2.83","6","1.00","1","6.3","1","1","1","1","6","1.7","0","","2","0.047","0","","6","60.0","0","","1","1","100.0","0","65.0","17.2","-2.2","2.3","25.6","58.1","14.0","0.39","1.1","16.6","16.2","1.1","0.38","16.2"
"267","Austin Trammell","JAX","WR","6","2025","45","23.1","15.4","139","9.0","9","1.5","5.4","0.20","3","33.3","46","7.7","3.6","1.02","5.11","15.33","2","0.67","","","0","0.0","1","1","0","3","7","6.0","0","","2","0.044","1","11.1","5","55.6","0","","3","2","66.7","0","11.6","27.3","-4.6","44.4","55.6","","","0.17","1.3","7.6","17.3","2.9","0.38","17.3"
"268","Tylan Wallace","BLT","WR","14","2025","81","19.3","14.5","116","4.2","8","0.6","2.3","0.10","4","50.0","45","3.2","1.6","0.56","5.63","11.25","17","4.25","7","1.75","1","4.5","2","3","1","2","5","2.3","0","","3","0.037","0","","4","50.0","1","12.5","1","0","0.0","0","106.8","12.5","-3.5","61.7","38.3","","","0.18","1.0","14.5","17.7","1.3","0.22","17.7"
"269","Cedrick Wilson","MIA","WR","10","2025","54","18.9","9.7","87","4.9","9","0.9","3.5","0.17","5","55.6","44","4.4","2.3","0.81","4.89","8.80","28","5.60","20","4.00","0","0.0","3","2","0","1","6","3.4","2","0.40","3","0.056","0","","6","66.7","0","","3","2","66.7","0","68.8","14.3","-3.1","70.4","25.9","1.9","1.9","0.17","0.9","9.4","18.6","1.9","0.34","18.6"
"270","Dylan Drummond","ATL","WR","9","2025","64","21.1","7.9","87","4.4","11","1.2","3.9","0.17","7","63.6","42","4.7","2.3","0.66","3.82","6.00","17","2.43","8","1.14","0","0.0","3","1","0","1","4","2.3","0","","2","0.031","1","9.1","11","100.0","1","9.1","5","1","20.0","0","71.0","17.7","-3.2","78.1","21.9","","","0.18","1.2","11.2","17.2","1.9","0.27","17.2"
"271","Xavier Restrepo","TEN","WR","2","2025","21","22.8","10.7","64","16.7","6","3.0","7.5","0.29","3","50.0","41","20.5","10.3","1.95","6.83","13.67","23","7.67","4","1.33","0","0.0","1","1","0","1","5","10.9","0","","3","0.143","0","","5","83.3","0","","2","0","0.0","0","72.2","33.3","-1.5","23.8","76.2","","","0.34","3.6","7.1","12.6","6.3","0.60","12.6"
"272","Kylen Granson","PHI","TE","17","2025","75","13.0","7.4","67","1.6","9","0.5","1.8","0.12","7","77.8","40","2.4","1.1","0.53","4.44","5.71","14","2.00","5","0.71","0","0.0","1","0","0","1","4","1.3","0","","3","0.040","1","11.1","8","88.9","0","","2","1","50.0","0","85.2","11.7","-3.0","8.0","37.3","52.0","2.7","0.15","0.6","11.0","14.1","0.8","0.19","14.1"
"273","Tahj Washington","MIA","WR","6","2025","34","18.7","23.0","115","9.2","5","0.8","3.0","0.15","3","60.0","37","6.2","3.2","1.09","7.40","12.33","9","3.00","3","1.00","0","0.0","1","0","0","2","4","3.4","0","","1","0.029","0","","3","60.0","0","","0","0","0.0","0","43.3","17.2","-3.5","70.6","29.4","","","0.17","1.0","5.7","10.9","1.8","0.32","10.9"
"274","Braxton Berrios","HST","WR","4","2025","40","20.8","3.1","25","1.8","8","2.0","4.6","0.20","6","75.0","37","9.3","3.5","0.93","4.63","6.17","17","2.83","7","1.17","0","0.0","2","0","0","0","6","4.8","1","0.17","3","0.075","0","","6","75.0","0","","0","0","0.0","0","83.9","21.6","-1.3","35.0","62.5","","2.5","0.24","2.4","9.7","11.6","2.9","0.29","11.6"
"275","Josh Whyle","GB","TE","8","2025","63","25.4","3.2","19","0.9","6","0.8","2.8","0.10","5","83.3","36","4.5","2.3","0.57","6.00","7.20","23","4.60","9","1.80","1","8.3","1","1","1","0","4","3.2","1","0.20","2","0.032","0","","5","83.3","1","16.7","0","0","0.0","0","131.3","9.0","-0.2","19.0","15.9","61.9","3.2","0.23","1.8","14.6","11.4","1.4","0.18","11.4"
"276","Tom Kennedy","DET","WR","6","2025","26","10.7","7.8","31","1.9","4","0.7","1.8","0.15","4","100.0","36","6.0","2.0","1.38","9.00","9.00","5","1.25","","","0","0.0","0","0","0","1","2","1.3","0","","2","0.077","0","","4","100.0","0","","2","2","100.0","0","104.2","16.7","1.8","30.8","69.2","","","0.29","1.3","7.6","5.8","1.0","0.22","5.8"
"277","Albert Okwuegbunam","LV","TE","1","2025","23","56.1","3.3","20","8.0","6","6.0","16.7","0.26","5","83.3","36","36.0","15.8","1.57","6.00","7.20","35","7.00","13","2.60","0","0.0","1","1","0","0","5","18.5","2","0.40","2","0.087","0","","5","83.3","2","33.3","0","0","0.0","0","91.7","28.6","-0.3","","47.8","52.2","","0.37","8.6","8.6","9.6","9.6","0.42","9.6"
"278","Keleki Latu","BUF","TE","5","2025","31","17.6","3.0","12","1.2","4","0.8","2.6","0.13","4","100.0","35","7.0","2.9","1.13","8.75","8.75","23","5.75","15","3.75","0","0.0","0","0","0","0","2","2.1","2","0.50","3","0.097","0","","4","100.0","0","","1","1","100.0","0","103.1","11.1","2.7","19.4","32.3","48.4","","0.24","1.5","7.5","5.6","1.1","0.18","5.6"
"279","Jalin Hyatt","NYG","WR","8","2025","96","32.2","20.0","280","13.9","14","1.8","5.6","0.15","5","35.7","35","4.4","2.2","0.36","2.50","7.00","1","0.20","","","0","0.0","1","1","0","5","12","7.4","0","","2","0.021","0","","7","50.0","0","","3","1","33.3","0","4.8","16.1","-7.6","81.3","18.8","","","0.09","1.1","8.5","24.4","3.0","0.25","24.4"
"280","Ryan Miller","TB","WR","13","2025","22","4.5","17.5","70","2.1","4","0.3","0.9","0.18","2","50.0","34","2.6","1.2","1.55","8.50","17.00","0","","","","1","5.0","1","1","1","2","2","0.7","0","","1","0.045","0","","2","50.0","0","","0","0","0.0","0","118.8","13.8","-2.1","77.3","22.7","","","0.52","0.9","11.4","8.3","0.6","0.38","8.3"
"281","KhaDarel Hodge","ATL","WR","11","2025","38","9.5","15.0","150","5.3","10","0.9","2.7","0.26","3","30.0","31","2.8","1.2","0.82","3.10","10.33","8","2.67","4","1.33","0","0.0","0","1","0","3","7","3.0","1","0.33","2","0.053","0","","5","50.0","0","","2","0","0.0","0","40.0","27.8","-6.3","81.6","18.4","","","0.16","0.6","6.1","17.6","1.6","0.46","17.6"
"282","Eric Saubert","SEA","TE","11","2025","53","15.2","6.2","31","1.2","5","0.5","1.6","0.09","4","80.0","31","2.8","1.2","0.58","6.20","7.75","15","3.75","5","1.25","0","0.0","3","0","0","0","0","0.0","0","","2","0.038","0","","4","80.0","0","","0","0","0.0","0","92.5","6.8","-1.1","1.9","7.5","90.6","","0.17","0.8","9.1","8.4","0.8","0.16","8.4"
"283","Ben Sims","GB, MIN","TE","9","2025","29","10.3","10.7","64","3.8","6","0.7","2.6","0.21","3","50.0","30","3.3","1.9","1.03","5.00","10.00","3","1.00","2","0.67","0","0.0","1","0","0","0","3","1.9","0","","2","0.069","0","","5","83.3","0","","3","1","33.3","1","64.6","21.4","-3.9","13.8","20.7","65.5","","0.21","0.7","6.0","9.6","1.1","0.33","9.6"
"284","Justin Watson","HST","WR","3","2025","32","32.7","9.8","39","7.3","4","1.3","4.8","0.13","3","75.0","30","10.0","5.0","0.94","7.50","10.00","13","4.33","3","1.00","0","0.0","2","1","0","1","4","8.3","0","","1","0.031","0","","3","75.0","0","","1","1","100.0","0","95.8","14.3","-0.4","25.0","75.0","","","0.19","2.0","6.0","9.6","3.2","0.30","9.6"
"285","David Martin-Robinson","TEN","TE","15","2025","25","4.3","6.8","34","1.0","5","0.3","1.0","0.20","4","80.0","30","2.0","1.0","1.20","6.00","7.50","17","4.25","11","2.75","1","7.1","1","1","1","0","2","0.6","1","0.25","3","0.120","0","","4","80.0","0","","0","0","0.0","0","131.3","20.0","-1.4","16.0","16.0","64.0","4.0","0.52","0.9","13.0","9.7","0.6","0.39","9.7"
"286","James Mitchell","CAR","TE","5","2025","11","7.0","2.0","6","0.7","3","0.6","2.1","0.27","3","100.0","28","5.6","2.6","2.55","9.33","9.33","22","7.33","10","3.33","0","0.0","0","0","0","0","2","2.3","0","","2","0.182","0","","3","100.0","0","","0","0","0.0","0","105.6","30.0","2.9","","54.5","45.5","","0.53","1.2","5.8","4.1","0.8","0.37","4.1"
"287","Andrew Ogletree","IND","TE","15","2025","47","8.9","7.7","46","1.2","6","0.4","1.2","0.13","4","66.7","27","1.8","0.7","0.57","4.50","6.75","8","2.00","4","1.00","1","4.5","2","1","1","0","3","0.8","0","","2","0.043","0","","5","83.3","0","","3","2","66.7","1","116.0","7.4","-3.3","17.0","25.5","57.4","","0.27","0.8","12.7","13.1","0.9","0.28","13.1"
"288","Deven Thompkins","ATL","WR","7","2025","7","2.9","2.0","6","0.4","3","0.4","1.3","0.43","3","100.0","27","3.9","1.8","3.86","9.00","9.00","21","7.00","4","1.33","0","0.0","0","0","0","0","3","2.0","0","","1","0.143","0","","3","100.0","1","33.3","0","0","0.0","0","104.2","42.9","2.9","71.4","28.6","","","0.89","0.9","6.2","6.3","0.9","0.81","5.7"
"289","Devin Duvernay","CHI","WR","17","2025","22","3.4","16.8","84","1.9","5","0.3","0.9","0.23","2","40.0","26","1.5","0.7","1.18","5.20","13.00","-2","-1.00","-1","-0.50","0","0.0","1","1","0","2","3","0.9","0","","1","0.045","0","","2","40.0","0","","2","2","100.0","0","57.1","23.8","-4.5","50.0","40.9","4.5","4.5","0.21","0.3","4.6","11.0","0.6","0.50","11.0"
"290","Jordan Watkins","SF","WR","4","2025","14","10.1","14.3","43","3.9","3","0.8","2.3","0.21","2","66.7","26","6.5","2.5","1.86","8.67","13.00","1","0.50","","","0","0.0","0","0","0","0","2","2.5","0","","1","0.071","0","","2","66.7","0","","1","1","100.0","0","93.8","25.0","-1.3","57.1","42.9","","","0.33","1.2","4.6","5.7","1.4","0.41","5.7"
"291","Jonathan Mingo","DAL","WR","6","2025","39","16.2","14.5","58","3.0","4","0.7","1.9","0.10","1","25.0","25","4.2","1.4","0.64","6.25","25.00","4","4.00","","","0","0.0","0","0","0","1","1","0.8","0","","1","0.026","1","25.0","2","50.0","0","","0","0","0.0","0","53.1","12.5","-3.0","76.9","23.1","","","0.09","0.6","3.5","9.5","1.6","0.24","9.5"
"292","Jacoby Jones","WAS","WR","1","2025","2","6.3","3.0","3","1.5","1","1.0","3.3","0.50","1","100.0","25","25.0","11.7","12.50","25.00","25.00","22","22.00","","","0","0.0","0","0","0","0","1","4.8","0","","1","0.500","0","","1","100.0","0","","0","0","0.0","0","118.8","50.0","19.6","50.0","50.0","","","1.75","3.5","3.5","1.3","1.3","0.64","1.3"
"293","Beaux Collins","NYG","WR","9","2025","42","12.2","12.7","76","3.3","6","0.7","2.1","0.14","2","33.3","25","2.8","1.3","0.60","4.17","12.50","7","3.50","1","0.50","0","0.0","1","1","0","1","5","2.8","0","","1","0.024","1","16.7","3","50.0","0","","0","0","0.0","0","7.6","16.7","-3.8","69.0","31.0","","","0.11","0.5","4.5","14.2","1.6","0.34","14.2"
"294","Durham Smythe","CHI","TE","17","2025","70","10.9","3.5","21","0.5","6","0.4","1.0","0.09","4","66.7","25","1.5","0.6","0.36","4.17","6.25","14","3.50","2","0.50","0","0.0","0","0","0","0","2","0.6","0","","1","0.014","1","16.7","6","100.0","0","","1","0","0.0","0","75.0","6.5","-1.9","11.4","17.1","55.7","15.7","0.09","0.4","6.5","8.4","0.5","0.12","8.4"
"295","Tai Felton","MIN","WR","14","2025","17","3.6","3.7","11","0.4","3","0.2","0.7","0.18","3","100.0","25","1.8","0.9","1.47","8.33","8.33","14","4.67","3","1.00","0","0.0","0","0","0","0","3","1.0","0","","2","0.118","0","","3","100.0","0","","0","0","0.0","0","101.4","14.3","1.8","88.2","11.8","","","0.32","0.4","5.5","7.5","0.5","0.44","7.5"
"296","Ronnie Bell","NO","WR","2","2025","20","27.4","22.8","91","16.7","4","2.0","6.5","0.20","2","50.0","23","11.5","3.9","1.15","5.75","11.50","1","0.50","1","0.50","1","33.3","2","2","1","3","4","8.7","0","","1","0.050","0","","2","50.0","0","","0","0","0.0","1","107.3","22.2","-5.1","80.0","20.0","","","0.52","5.2","10.3","10.1","5.0","0.50","10.1"
"297","Tay Martin","WAS","WR","3","2025","12","12.4","9.0","18","2.5","2","0.7","2.5","0.17","2","100.0","23","7.7","3.8","1.92","11.50","11.50","5","2.50","3","1.50","0","0.0","0","0","0","0","2","4.1","0","","1","0.083","0","","2","100.0","0","","0","0","0.0","0","114.6","22.2","3.9","91.7","8.3","","","0.36","1.4","4.3","2.6","0.9","0.22","2.6"
"298","Josiah Deguara","ARZ","TE","12","2025","51","9.6","5.5","22","0.7","4","0.3","0.9","0.08","3","75.0","21","1.8","0.6","0.41","5.25","7.00","5","1.67","2","0.67","1","4.5","1","1","1","0","1","0.3","0","","2","0.039","0","","4","100.0","0","","2","1","50.0","0","126.0","8.9","-1.2","19.6","29.4","49.0","2.0","0.22","0.9","11.1","8.0","0.7","0.16","8.0"
"299","Connor Heyward","PIT","TE","16","2025","11","1.9","10.0","40","1.3","4","0.3","0.8","0.36","3","75.0","21","1.3","0.6","1.91","5.25","7.00","6","2.00","1","0.33","1","3.8","2","2","1","1","3","0.9","0","","1","0.091","1","25.0","4","100.0","1","25.0","1","1","100.0","0","126.0","25.0","-3.4","27.3","27.3","9.1","36.4","2.49","1.7","27.4","24.9","1.6","0.86","9.5"
"300","Nikko Remigio","KC","WR","14","2025","7","1.2","18.0","18","0.5","1","0.1","0.2","0.14","1","100.0","21","1.5","0.6","3.00","21.00","21.00","3","3.00","1","1.00","0","0.0","0","0","0","0","0","0.0","0","","1","0.143","0","","1","100.0","0","","0","0","0.0","0","118.8","16.7","10.1","57.1","42.9","","","0.60","0.3","4.2","2.3","0.2","0.27","1.9"
"301","Trent Sherfield","DEN, ARZ","WR","12","2025","59","12.5","8.2","41","1.2","5","0.4","1.2","0.08","3","60.0","21","1.8","0.8","0.36","4.20","7.00","15","5.00","10","3.33","0","0.0","2","0","0","1","3","1.0","1","0.33","1","0.017","0","","3","60.0","0","","0","0","0.0","0","69.6","7.0","-3.0","54.2","44.1","1.7","","0.09","0.4","5.1","8.4","0.7","0.14","8.4"
"302","Jared Wayne","HST","WR","1","2025","14","33.3","8.0","16","5.7","2","2.0","5.1","0.14","2","100.0","20","20.0","6.3","1.43","10.00","10.00","4","2.00","3","1.50","0","0.0","0","0","0","0","2","6.7","0","","1","0.071","0","","2","100.0","0","","0","0","0.0","0","108.3","16.7","2.4","78.6","21.4","","","0.29","4.0","4.0","3.3","3.3","0.23","3.3"
"303","Jake Bobo","SEA","WR","11","2025","31","9.0","6.0","12","0.5","2","0.2","0.6","0.06","2","100.0","20","1.8","0.7","0.65","10.00","10.00","8","4.00","2","1.00","0","0.0","0","0","0","0","0","0.0","0","","1","0.032","0","","2","100.0","0","","0","0","0.0","0","108.3","6.7","2.5","58.1","41.9","","","0.13","0.4","4.0","3.0","0.3","0.10","3.0"
"304","Britain Covey","PHI","WR","6","2025","26","12.4","2.0","8","0.5","4","0.7","2.1","0.15","2","50.0","20","3.3","1.6","0.77","5.00","10.00","20","10.00","3","1.50","0","0.0","0","0","0","0","3","2.4","0","","2","0.077","1","25.0","3","75.0","1","25.0","0","0","0.0","0","64.6","19.0","-0.6","42.3","57.7","","","0.15","0.7","4.0","6.3","1.0","0.24","6.3"
"305","Shane Zylstra","DET","TE","5","2025","78","35.3","8.2","41","3.1","5","1.0","2.4","0.06","3","60.0","20","4.0","1.4","0.26","4.00","6.67","2","0.67","1","0.33","0","0.0","1","1","0","0","3","2.3","0","","1","0.013","0","","3","60.0","0","","1","1","100.0","0","68.8","6.3","-3.6","21.8","39.7","38.5","","0.06","1.0","5.0","8.6","1.7","0.11","8.6"
"306","Tucker Fisk","LAC","TE","10","2025","45","11.0","0.7","2","0.1","3","0.3","0.9","0.07","2","66.7","19","1.9","0.8","0.42","6.33","9.50","21","10.50","5","2.50","0","0.0","0","0","0","0","2","0.9","0","","1","0.022","1","33.3","3","100.0","1","33.3","1","0","0.0","0","84.0","5.7","0.9","6.7","8.9","82.2","2.2","0.09","0.4","3.9","4.2","0.4","0.09","4.2"
"307","Tip Reiman","ARZ","TE","4","2025","32","19.4","4.8","24","3.1","5","1.3","3.6","0.16","3","60.0","18","4.5","2.4","0.56","3.60","6.00","9","3.00","6","2.00","0","0.0","0","0","0","0","4","4.3","1","0.33","1","0.031","0","","3","60.0","0","","0","0","0.0","0","67.1","15.6","-2.8","9.4","9.4","78.1","3.1","0.15","1.2","4.8","7.6","1.9","0.24","7.6"
"308","Colson Yankoff","WAS","TE","14","2025","26","5.5","6.0","18","0.5","3","0.2","0.8","0.12","2","66.7","18","1.3","0.6","0.69","6.00","9.00","5","2.50","1","0.50","0","0.0","0","0","0","0","3","1.1","0","","2","0.077","0","","2","66.7","0","","0","0","0.0","0","82.6","9.4","-1.2","15.4","38.5","38.5","7.7","0.15","0.3","3.8","4.7","0.3","0.18","4.7"
"309","Zaire Mitchell-Paden","BLT, NO","TE","8","2025","9","3.2","6.7","20","1.1","3","0.4","1.3","0.33","2","66.7","17","2.1","1.0","1.89","5.67","8.50","5","2.50","1","0.50","0","0.0","1","1","0","0","1","0.7","0","","1","0.111","1","33.3","3","100.0","0","","1","0","0.0","0","81.3","13.0","-1.4","","22.2","11.1","66.7","0.41","0.5","3.7","6.8","0.9","0.76","6.8"
"310","Will Mallory","IND","TE","2","2025","7","10.8","16.0","16","3.0","1","0.5","1.6","0.14","1","100.0","16","8.0","4.3","2.29","16.00","16.00","0","","","","0","0.0","0","0","0","0","0","0.0","0","","1","0.143","0","","1","100.0","0","","1","1","100.0","1","118.8","12.5","5.8","14.3","42.9","42.9","","0.37","1.3","2.6","1.7","0.8","0.24","1.7"
"311","Tim Jones","JAX, MIN","WR","4","2025","9","7.2","4.0","4","0.5","1","0.3","1.0","0.11","1","100.0","15","3.8","2.2","1.67","15.00","15.00","11","11.00","9","9.00","0","0.0","0","0","0","0","1","1.4","2","2.00","1","0.111","0","","1","100.0","0","","0","0","0.0","0","118.8","10.0","9.0","66.7","33.3","","","0.28","0.6","2.5","1.4","0.4","0.16","1.4"
"312","Jakobie Keeney-James","GB","WR","1","2025","14","82.4","7.5","15","57.7","2","2.0","18.2","0.14","2","100.0","15","15.0","44.1","1.07","7.50","7.50","0","","10","5.00","0","0.0","0","0","0","0","2","40.0","0","","0","0.000","0","","2","100.0","0","","1","1","100.0","0","97.9","25.0","0.2","64.3","35.7","","","0.25","3.5","3.5","2.8","2.8","0.20","2.8"
"313","Lucas Krull","DEN","TE","3","2025","26","24.3","5.0","20","3.0","4","1.3","4.2","0.15","2","50.0","15","5.0","2.8","0.58","3.75","7.50","3","1.50","2","1.00","0","0.0","0","0","0","0","2","3.0","0","","0","0.000","0","","2","50.0","0","","0","0","0.0","0","59.4","16.0","-2.7","11.5","38.5","50.0","","0.13","1.2","3.5","8.9","3.0","0.34","8.9"
"314","Ben Yurosek","MIN","TE","12","2025","18","4.6","4.0","12","0.4","3","0.3","0.9","0.17","2","66.7","14","1.2","0.6","0.78","4.67","7.00","8","4.00","2","1.00","0","0.0","0","0","0","0","2","0.9","0","","1","0.056","1","33.3","3","100.0","0","","0","0","0.0","0","77.1","9.1","-1.8","5.6","5.6","88.9","","0.19","0.3","3.4","4.3","0.4","0.24","4.3"
"315","Alex Bachman","LV","WR","13","2025","16","3.5","4.7","14","0.5","3","0.2","0.8","0.19","2","66.7","12","0.9","0.4","0.75","4.00","6.00","3","1.50","2","1.00","0","0.0","0","0","0","0","2","0.7","0","","2","0.125","0","","2","66.7","0","","0","0","0.0","0","74.3","21.4","-2.3","56.3","43.8","","","0.20","0.2","3.2","4.2","0.3","0.26","4.2"
"316","Payne Durham","TB","TE","17","2025","52","8.1","4.3","17","0.4","4","0.2","0.7","0.08","1","25.0","11","0.6","0.3","0.21","2.75","11.00","11","11.00","1","1.00","0","0.0","1","1","0","0","2","0.5","0","","1","0.019","1","25.0","2","50.0","0","","0","0","0.0","0","39.6","4.4","-3.8","5.8","25.0","67.3","1.9","0.04","0.1","2.1","8.6","0.5","0.16","8.6"
"317","Sal Cannella","CLV","TE","2","2025","19","32.8","12.8","51","13.9","4","2.0","8.9","0.21","2","50.0","11","5.5","3.7","0.58","2.75","5.50","6","3.00","3","1.50","0","0.0","0","1","0","1","3","11.5","0","","1","0.053","1","25.0","3","75.0","0","","0","0","0.0","0","56.3","28.6","-5.1","15.8","31.6","52.6","","0.16","1.6","3.1","6.7","3.4","0.35","6.7"
"318","Moliki Matavao","NO","TE","6","2025","19","7.5","2.0","4","0.3","2","0.3","0.9","0.11","2","100.0","10","1.7","0.7","0.53","5.00","5.00","6","3.00","1","0.50","0","0.0","0","0","0","0","1","0.6","0","","0","0.000","0","","2","100.0","0","","1","1","100.0","0","87.5","10.0","-0.7","10.5","36.8","52.6","","0.16","0.5","3.0","2.8","0.5","0.15","2.8"
"319","Quentin Skinner","NYJ","WR","1","2025","8","33.3","4.0","4","7.0","1","1.0","4.5","0.13","1","100.0","10","10.0","16.7","1.25","10.00","10.00","6","6.00","1","1.00","0","0.0","0","0","0","0","1","5.3","0","","1","0.125","0","","1","100.0","0","","0","0","0.0","0","108.3","12.5","4.0","75.0","25.0","","","0.50","4.0","4.0","1.3","1.3","0.17","1.3"
"320","Derius Davis","LAC","WR","11","2025","52","11.5","10.7","32","1.0","3","0.3","0.8","0.06","2","66.7","10","0.9","0.4","0.19","3.33","5.00","8","4.00","-1","-0.50","0","0.0","0","0","0","1","3","1.3","0","","0","0.000","0","","2","66.7","1","33.3","0","0","0.0","0","71.5","8.3","-3.5","71.2","26.9","","1.9","0.05","0.2","2.5","10.5","1.0","0.18","9.6"
"321","Andre Baccellia","ARZ","WR","5","2025","65","25.6","2.3","9","0.6","4","0.8","1.7","0.06","2","50.0","8","1.6","0.5","0.12","2.00","4.00","5","2.50","3","1.50","0","0.0","2","0","0","0","3","1.9","2","1.00","0","0.000","0","","2","50.0","1","25.0","0","0","0.0","0","56.3","6.8","-3.7","61.5","38.5","","","0.04","0.6","2.8","6.2","1.2","0.09","6.2"
"322","Bryce Oliver","TEN","WR","3","2025","17","15.5","5.0","5","0.9","1","0.3","1.1","0.06","1","100.0","8","2.7","1.9","0.47","8.00","8.00","3","3.00","2","2.00","0","0.0","0","0","0","0","1","1.5","0","","0","0.000","0","","1","100.0","0","","0","0","0.0","0","100.0","5.9","1.6","88.2","11.8","","","0.11","0.6","1.8","1.4","0.5","0.08","1.4"
"323","Harrison Bryant","HST","TE","12","2025","45","9.7","6.8","41","1.3","6","0.5","1.4","0.13","2","33.3","7","0.6","0.2","0.16","1.17","3.50","1","0.50","","","0","0.0","0","0","0","1","3","1.0","0","","1","0.022","0","","2","33.3","0","","0","0","0.0","0","42.4","10.5","-6.7","2.2","13.3","84.4","","0.06","0.2","2.7","13.1","1.1","0.29","13.1"
"324","Chris Manhertz","NYG","TE","17","2025","16","2.6","6.0","12","0.3","2","0.1","0.4","0.13","1","50.0","7","0.4","0.2","0.44","3.50","7.00","6","6.00","3","3.00","0","0.0","1","0","0","0","1","0.3","0","","0","0.000","0","","1","50.0","0","","0","0","0.0","0","58.3","4.9","-3.8","","","100.0","","0.11","0.1","1.7","3.2","0.2","0.20","3.2"
"325","Cam Grandy","CIN","TE","5","2025","5","2.6","-3.0","-6","-0.6","2","0.4","1.2","0.40","2","100.0","7","1.4","0.6","1.40","3.50","3.50","13","6.50","11","5.50","0","0.0","0","0","0","0","2","1.7","0","","0","0.000","0","","2","100.0","1","50.0","0","0","0.0","0","81.3","40.0","-2.1","20.0","20.0","60.0","","0.54","0.5","2.7","2.6","0.5","0.53","2.6"
"326","Ross Dwelley","DET","TE","10","2025","26","7.8","1.8","7","0.4","4","0.4","1.3","0.15","2","50.0","7","0.7","0.3","0.27","1.75","3.50","7","3.50","4","2.00","0","0.0","2","1","0","0","4","1.8","0","","0","0.000","0","","3","75.0","0","","1","0","0.0","0","56.3","12.1","-4.1","7.7","26.9","65.4","","0.10","0.3","2.7","8.5","0.9","0.33","8.5"
"327","Devin Culp","TB","TE","11","2025","23","5.5","11.0","11","0.4","1","0.1","0.3","0.04","1","100.0","6","0.5","0.2","0.26","6.00","6.00","0","","","","1","6.3","1","1","1","0","1","0.4","0","","1","0.043","0","","1","100.0","0","","0","0","0.0","0","131.3","4.8","-2.7","34.8","26.1","39.1","","0.33","0.7","7.6","2.1","0.2","0.09","2.1"
"328","Xavier Gipson","PHI, NYJ","WR","6","2025","3","1.7","-4.5","-9","-0.6","2","0.3","1.3","0.67","2","100.0","6","1.0","0.5","2.00","3.00","3.00","15","7.50","1","0.50","0","0.0","1","0","0","0","2","2.2","1","0.50","0","0.000","0","","2","100.0","2","100.0","0","0","0.0","0","79.2","50.0","-1.3","","100.0","","","0.20","0.1","0.6","3.6","0.6","1.21","3.6"
"329","Anthony Gould","IND","WR","11","2025","28","7.6","-1.0","-2","-0.1","2","0.2","0.6","0.07","2","100.0","6","0.5","0.2","0.21","3.00","3.00","8","4.00","1","0.50","0","0.0","0","0","0","0","2","0.8","0","","0","0.000","0","","2","100.0","1","50.0","0","0","0.0","0","79.2","8.0","-1.8","10.7","89.3","","","0.09","0.2","2.6","3.3","0.3","0.12","3.3"
"330","David Moore","CAR","WR","4","2025","36","22.0","5.0","5","0.5","1","0.3","0.7","0.03","1","100.0","5","1.3","0.6","0.14","5.00","5.00","0","","","","0","0.0","0","0","0","0","1","1.0","0","","0","0.000","0","","1","100.0","0","","1","1","100.0","0","87.5","2.9","-1.4","72.2","27.8","","","0.08","0.7","2.7","1.7","0.4","0.03","1.2"
"331","Ke'Shawn Williams","PIT, CIN","WR","11","2025","13","3.3","4.0","4","0.2","1","0.1","0.3","0.08","1","100.0","5","0.5","0.2","0.38","5.00","5.00","1","1.00","1","1.00","0","0.0","0","0","0","0","1","0.4","0","","0","0.000","0","","1","100.0","0","","1","1","100.0","0","87.5","9.1","-1.0","69.2","30.8","","","0.12","0.1","1.5","2.3","0.2","0.11","1.4"
