Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,ReceptionsContested,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentInlineRoutesPercentage,TouchdownsTotal,TouchdownsInEndzone,DropsTotal,AveragesPerTargetDropsTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,ReceptionsHero
Tyler Badie,DEN,RB,60,No,No,No,46,9,No,,Yes,5,0.5556,,0.1957,3,0.3333,27,16,3,26,,0.0217,2,2.8889,42.4,0.587,3,-3.4376,9,5.3333,1,2,12.511,12.511,0.15,2.7,5.7,4.2,7.2,5.7,5.7,4.2,5.7,5.7,5.7,4.2,5.7,5.7,,16,0.9348,,,,0.0435,,,2,0.2222,,,
Jalen Brooks,ARZ,WR,32,No,No,No,31,3,No,,Yes,2,0.6667,,0.0968,1,0.3333,20,16,10,15,0.1613,0.8387,2,5,57.6,0.6452,6.6667,0.2127,20,16,10,1,4.2237,4.2237,0.0938,2,3,2.5,3,3,3,2.5,3,3,3,2.5,3,3,,6,,,2,2,,,,1,0.3333,,,
Kenneth Gainwell,PIT,RB,141,No,No,Yes,129,37,No,5,Yes,31,0.8378,,0.2868,31,0.8378,214,137,30,92,0.1628,0.062,22,2.4865,90.8,1.6589,5.7838,-0.5189,6.9032,4.4194,0.9677,7,56.6309,56.6309,0.2624,20.4,51.4,35.9,66.9,51.4,54.4,37.9,50.4,50.4,50.4,34.9,51.4,50.4,6,17,0.5659,5,1,0.0323,0.2093,,,,,1,0.027,
Bhayshul Tuten,JAX,RB,38,No,Yes,No,29,8,No,2,No,7,0.875,,0.2759,5,0.625,29,21,5,13,0.0345,0.1724,2,1.625,69.3,1,3.625,-2.4514,5.8,4.2,1,,12.8991,12.8991,0.2105,2.9,7.9,5.4,10.4,7.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,,15,0.7931,,1,0.2,,,,1,0.125,,,
Casey Washington,ATL,WR,41,No,No,No,41,2,No,1,Yes,2,1,,0.0488,2,1,14,-1,,15,0.439,0.561,1,7.5,95.8,0.3415,7,-0.2876,7,-0.5,,2,2.7296,2.7296,0.0488,1.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,3.4,2.4,3.4,3.4,,7,,1,,,,,,,,,,
John Metchie,NYJ,WR,106,Yes,No,No,106,28,No,5,Yes,26,0.9286,,0.2642,19,0.6786,151,77,24,128,0.3491,0.6415,23,4.5714,93,1.4245,5.3929,-0.8105,7.9474,4.0526,1.2632,7,41.3906,41.3906,0.2642,21.1,40.1,30.6,40.1,40.1,43.1,33.6,40.1,40.1,40.1,30.6,40.1,40.1,3,16,0.0094,1,,,,1,,3,0.1071,,,
Jalen Nailor,MIN,WR,133,Yes,Yes,Yes,129,14,No,1,No,10,0.7143,3,0.1085,9,0.6429,47,14,5,55,0.6744,0.3178,10,3.9286,79.5,0.3643,3.3571,-2.6836,5.2222,1.5556,0.5556,5,37.6544,37.6544,0.1053,16.7,25.7,21.2,25.7,25.7,25.7,21.2,25.7,25.7,25.7,21.2,25.7,25.7,5,17,0.0078,1,,,,2,1,1,0.0714,,,
Marquise Brown,KC,WR,128,No,No,No,125,31,No,4,Yes,25,0.8065,1,0.248,22,0.7097,181,71,31,161,0.384,0.6,24,5.1935,96.3,1.448,5.8387,-0.5941,8.2273,3.2273,1.4091,12,49.9324,49.9324,0.2422,24.1,46.1,35.1,46.1,46.1,49.1,38.1,46.1,46.1,46.1,35.1,46.1,46.1,4,16,0.016,3,5,0.2273,,1,1,2,0.0645,,,
KaVontae Turpin,DAL,WR,94,No,No,No,92,15,No,2,No,14,0.9333,,0.163,10,0.6667,96,40,8,78,0.7826,0.2065,10,5.2,84.3,1.0435,6.4,-0.0787,9.6,4,0.8,6,24.4367,24.4367,0.1596,9.6,19.6,14.6,19.6,19.6,19.6,14.6,19.6,19.6,19.6,14.6,19.6,19.6,2,15,0.0109,2,,,,,,3,0.2,,,
Kalel Mullings,TEN,RB,1,No,No,No,1,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,
Dare Ogunbowale,HST,RB,51,No,No,No,33,9,No,2,Yes,8,0.8889,,0.2727,7,0.7778,48,25,1,31,0.1212,0.0909,4,3.4444,88.9,1.4545,5.3333,-1.415,6.8571,3.5714,0.1429,2,14.1532,14.1532,0.1765,3.8,10.8,7.3,14.3,10.8,10.8,6.3,9.8,9.8,9.8,6.3,10.8,9.8,3,17,0.7879,,,,,,,,,,,
Jerry Jeudy,CLV,WR,211,No,Yes,No,210,39,No,2,No,30,0.7692,1,0.1857,25,0.641,183,73,31,190,0.1619,0.8381,33,4.8718,64.4,0.8714,4.6923,-1.6271,7.32,2.92,1.24,10,69.8055,69.8055,0.1848,18.3,43.3,30.8,43.3,43.3,46.3,33.8,43.3,43.3,43.3,30.8,43.3,43.3,4,17,,,2,0.08,,,,3,0.0769,,,
Nico Collins,HST,WR,203,No,Yes,Yes,201,45,Yes,13,Yes,34,0.7556,2,0.2239,30,0.6667,258,99,57,240,0.199,0.801,41,5.3333,81.5,1.2836,5.7333,-0.7739,8.6,3.3,1.9,12,75.1787,75.1787,0.2217,24.8,54.8,39.8,54.8,54.8,57.8,41.8,53.8,53.8,53.8,38.8,54.8,53.8,7,15,,9,,,,,,1,0.0222,,,
Jake Ferguson,DAL,TE,220,No,No,No,209,42,No,8,No,40,0.9524,4,0.201,35,0.8333,225,89,41,161,0.5742,0.0718,29,3.8333,120.7,1.0766,5.3571,-1.0236,6.4286,2.5429,1.1714,14,80.3491,80.3491,0.1909,45.5,80.5,63,80.5,98,83.5,65,79.5,79.5,79.5,62,98,79.5,10,17,,5,5,0.1429,0.3541,4,3,3,0.0714,,,1
Davante Adams,LA,WR,168,No,Yes,No,167,42,No,8,No,29,0.6905,16,0.2515,25,0.5952,126,27,11,216,0.1257,0.8743,36,5.1429,93.8,0.7545,3,-3.4022,5.04,1.08,0.44,17,99.8901,99.8901,0.25,66.6,91.6,79.1,91.6,91.6,94.6,82.1,91.6,91.6,91.6,79.1,91.6,91.6,20,14,,6,1,0.04,,9,9,2,0.0476,,,
Ronnie Rivers,LA,RB,1,No,No,No,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,
Elijah Arroyo,SEA,TE,69,No,No,No,62,13,Yes,3,Yes,10,0.7692,,0.2097,9,0.6923,66,23,10,61,0.1613,0.2097,10,4.6923,48.9,1.0645,5.0769,-1.3182,7.3333,2.5556,1.1111,3,20.9108,20.9108,0.1884,5.6,14.6,10.1,14.6,19.1,14.6,9.1,13.6,13.6,13.6,9.1,19.1,13.6,2,13,0.0323,2,,,0.5968,,,,,,,
Darius Slayton,NYG,WR,132,No,No,No,128,31,No,5,No,28,0.9032,,0.2422,25,0.8065,254,130,46,164,0.1875,0.8125,25,5.2903,111.6,1.9844,8.1935,1.72,10.16,5.2,1.84,11,45.2776,45.2776,0.2348,30.4,55.4,42.9,55.4,55.4,58.4,44.9,54.4,54.4,54.4,41.9,55.4,54.4,1,14,,5,4,0.16,,1,,3,0.0968,,,
Brandon Smith,NYJ,WR,1,No,No,No,1,,Yes,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Josh Whyle,GB,TE,23,Yes,Yes,Yes,15,3,No,,No,2,0.6667,1,0.2,2,0.6667,10,3,1,13,0.2,0.1333,2,4.3333,111.1,0.6667,3.3333,-3.094,5,1.5,0.5,1,6.4555,6.4555,0.1304,7,9,8,9,10,9,8,9,9,9,8,10,9,1,8,,,1,0.5,0.6667,1,1,,,,,
Travis Etienne,JAX,RB,116,No,Yes,No,81,12,No,2,No,11,0.9167,,0.1481,8,0.6667,54,39,13,26,0.0864,0.0741,3,2.1667,104.2,0.6667,4.5,-1.7334,6.75,4.875,1.625,3,20.3667,20.3667,0.1034,11.4,19.4,15.4,23.4,19.4,19.4,15.4,19.4,19.4,19.4,15.4,19.4,19.4,4,17,0.8395,,2,0.25,,1,,2,0.1667,,,
Jordan Whittington,LA,WR,96,No,No,No,89,9,No,1,Yes,9,1,,0.1011,8,0.8889,61,35,16,29,0.6067,0.382,7,3.2222,94.9,0.6854,6.7778,1.0554,7.625,4.375,2,2,14.5739,14.5739,0.0938,6.1,14.1,10.1,14.1,14.1,14.1,10.1,14.1,14.1,14.1,10.1,14.1,14.1,,17,0.0112,1,2,0.25,,,,1,0.1111,,,
Bam Knight,ARZ,RB,71,No,Yes,No,55,13,No,,Yes,9,0.6923,1,0.2364,9,0.6923,63,45,13,33,0.0545,0.1091,1,2.5385,80,1.1455,4.8462,-1.438,7,5,1.4444,4,22.3961,22.3961,0.1831,6.3,15.3,10.8,19.8,15.3,15.3,10.8,15.3,15.3,15.3,10.8,15.3,15.3,2,12,0.8364,,,,,,,,,,,
Jaret Patterson,LAC,RB,19,No,No,No,15,,No,,Yes,,,,,,,,,,,,0.1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.8,,,,0.0667,,,,,,,
Samaje Perine,CIN,RB,80,No,Yes,No,66,7,No,,No,7,1,,0.1061,7,1,52,41,17,11,0.0455,0.0455,,1.5714,97.6,0.7879,7.4286,1.4709,7.4286,5.8571,2.4286,3,9.8109,9.8109,0.0875,5.2,12.2,8.7,15.7,12.2,12.2,8.7,12.2,12.2,12.2,8.7,12.2,12.2,,15,0.8939,,2,0.2857,0.0152,,,,,,,
Elijah Mitchell,KC,RB,3,No,No,No,3,,No,,Yes,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.6667,,,,,,,,,,,
Quentin Skinner,NYJ,WR,4,Yes,No,No,4,1,No,,Yes,1,1,,0.25,1,1,10,6,1,4,0.25,0.75,1,4,108.3,2.5,10,3.9502,10,6,1,1,1.3496,1.3496,0.25,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,,1,,,,,,,,,,,,
J.K. Dobbins,DEN,RB,48,Yes,No,No,28,2,No,,Yes,2,1,,0.0714,2,1,13,9,3,4,0.0357,,1,2,93.8,0.4643,6.5,0.3806,6.5,4.5,1.5,,2.9936,2.9936,0.0417,1.3,3.3,2.3,4.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,,10,0.9643,,,,,,,,,,,
Emari Demercado,ARZ,RB,50,No,No,No,44,8,No,1,Yes,5,0.625,,0.1818,4,0.5,48,33,1,28,0.0455,0.0909,1,3.5,68.8,1.0909,6,-0.5012,12,8.25,0.25,1,16.5982,16.5982,0.16,4.8,8.8,6.8,10.8,8.8,8.8,6.8,8.8,8.8,8.8,6.8,8.8,8.8,2,13,0.8636,,,,,,,1,0.125,,,
Efton Chism,NE,WR,13,No,Yes,Yes,13,1,No,,No,1,1,,0.0769,1,1,30,24,7,6,0.3077,0.6923,1,6,118.8,2.3077,30,23.0509,30,24,7,1,1.4188,1.4188,0.0769,3,4,3.5,4,4,4,3.5,4,4,4,3.5,4,4,,8,,,,,,,,,,,,
KhaDarel Hodge,ATL,WR,19,No,Yes,No,19,4,No,1,Yes,3,0.75,,0.2105,2,0.5,15,4,,26,0.2105,0.7895,2,6.5,59.4,0.7895,3.75,-3.1293,7.5,2,,1,5.7781,5.7781,0.2105,1.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,,11,,,,,,,,,,,,
Will Dissly,LAC,TE,39,No,No,No,33,9,No,2,Yes,9,1,,0.2727,7,0.7778,60,33,14,38,0.1515,0.2424,5,4.2222,94.4,1.8182,6.6667,0.2035,8.5714,4.7143,2,2,12.79,12.79,0.2308,6,13,9.5,13,16.5,13,9.5,13,13,13,9.5,16.5,13,,9,,1,,,0.6061,,,1,0.1111,,,
Rasheen Ali,BLT,RB,35,No,No,Yes,26,5,No,,Yes,5,1,,0.1923,4,0.8,29,23,18,7,,,2,1.4,90.8,1.1154,5.8,-0.1955,7.25,5.75,4.5,1,9.6907,9.6907,0.1429,2.9,6.9,4.9,8.9,6.9,6.9,4.9,6.9,6.9,6.9,4.9,6.9,6.9,,15,0.9615,,1,0.25,0.0385,,,1,0.2,,,
Miles Sanders,DAL,RB,14,No,No,No,9,3,Yes,,Yes,3,1,,0.3333,3,1,12,2,2,10,,,,3.3333,83.3,1.3333,4,-2.7123,4,0.6667,0.6667,,5.7252,5.7252,0.2143,1.2,4.2,2.7,5.7,4.2,4.2,2.7,4.2,4.2,4.2,2.7,4.2,4.2,1,4,1,,,,,,,,,,,
Charlie Jones,CIN,WR,2,No,No,No,2,,Yes,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,
Saquon Barkley,PHI,RB,164,No,No,Yes,99,14,No,,Yes,12,0.8571,,0.1414,12,0.8571,85,53,7,47,0.1212,0.2121,3,3.3571,115.8,0.8586,6.0714,-0.5161,7.0833,4.4167,0.5833,4,22.2839,22.2839,0.0854,14.5,26.5,20.5,32.5,26.5,26.5,20.5,26.5,26.5,26.5,20.5,26.5,26.5,5,16,0.6667,,1,0.0833,,1,,,,,,1
Evan Engram,DEN,TE,155,No,No,No,149,45,No,1,Yes,34,0.7556,,0.302,29,0.6444,243,147,40,144,0.5168,0.1275,23,3.2,85.7,1.6309,5.4,-0.886,8.3793,5.069,1.3793,12,67.4252,67.4252,0.2903,30.3,59.3,44.8,59.3,73.8,62.3,47.8,59.3,59.3,59.3,44.8,73.8,59.3,6,16,0.0134,1,3,0.1034,0.3423,1,,4,0.0889,,,
Keleki Latu,BUF,TE,15,Yes,No,No,12,3,No,1,Yes,3,1,,0.25,3,1,21,9,7,12,0.5833,0.0833,1,4,95.8,1.75,7,0.7105,7,3,2.3333,2,4.3146,4.3146,0.2,2.1,5.1,3.6,5.1,6.6,5.1,3.6,5.1,5.1,5.1,3.6,6.6,5.1,,5,,1,1,0.3333,0.3333,,,,,,,
Jamari Thrash,CLV,WR,54,No,Yes,Yes,53,9,No,,Yes,8,0.8889,,0.1698,8,0.8889,62,22,2,43,0.5283,0.4717,7,4.7778,95.4,1.1698,6.8889,0.6499,7.75,2.75,0.25,3,14.0756,14.0756,0.1667,6.2,14.2,10.2,14.2,14.2,14.2,10.2,14.2,14.2,14.2,10.2,14.2,14.2,1,9,,,,,,,,,,,,
Matthew Golden,GB,WR,85,Yes,Yes,Yes,82,13,No,2,No,12,0.9231,,0.1585,9,0.6923,74,33,2,61,0.3171,0.6341,12,4.6923,83.5,0.9024,5.6923,-0.5921,8.2222,3.6667,0.2222,5,18.5483,18.5483,0.1529,7.4,16.4,11.9,16.4,16.4,16.4,11.9,16.4,16.4,16.4,11.9,16.4,16.4,,14,,1,2,0.2222,0.0488,,,2,0.1538,,,
Adonai Mitchell,NYJ,WR,127,Yes,No,No,124,29,No,5,Yes,21,0.7241,,0.2339,19,0.6552,132,11,,178,0.2177,0.7823,28,6.1379,75.6,1.0645,4.5517,-2.2729,6.9474,0.5789,,4,42.1887,42.1887,0.2283,13.2,32.2,22.7,32.2,32.2,35.2,25.7,32.2,32.2,32.2,22.7,32.2,32.2,3,16,,4,,,,,,2,0.069,,,
Connor Heyward,PIT,TE,5,No,No,Yes,4,1,No,,Yes,1,1,,0.25,1,1,6,2,1,4,0.5,0.25,1,4,91.7,1.5,6,-0.0667,6,2,1,,1.4195,1.4195,0.2,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,,16,0.25,,,,,,,,,,,
Dylan Sampson,CLV,RB,54,No,Yes,No,49,13,No,,No,11,0.8462,,0.2653,11,0.8462,110,74,28,39,0.102,0.2245,6,3,101.9,2.2449,8.4615,1.9772,10,6.7273,2.5455,3,18.5033,18.5033,0.2407,11,22,16.5,27.5,22,25,19.5,22,22,22,16.5,22,22,1,15,0.6122,,3,0.2727,0.0612,,,,,,,
Jawhar Jordan,HST,RB,13,No,No,No,9,2,No,,Yes,2,1,,0.2222,2,1,15,4,2,11,0.1111,0.2222,1,5.5,97.9,1.6667,7.5,0.0292,7.5,2,1,1,2.9187,2.9187,0.1538,1.5,3.5,2.5,4.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,,4,0.6667,,1,0.5,,,,,,,,
Nick Westbrook-Ikhine,MIA,WR,79,No,Yes,Yes,77,14,No,2,No,11,0.7857,,0.1818,7,0.5,55,13,7,80,0.4286,0.5714,9,5.7143,30.4,0.7143,3.9286,-2.7214,7.8571,1.8571,1,6,24.6216,24.6216,0.1772,5.5,12.5,9,12.5,12.5,12.5,9,12.5,12.5,12.5,9,12.5,12.5,2,15,,1,1,0.1429,,,,3,0.2143,,,
Tyler Higbee,LA,TE,90,No,No,No,79,17,No,4,Yes,14,0.8235,1,0.2152,12,0.7059,94,49,11,67,0.3165,0.2152,10,3.9412,123.2,1.1899,5.5294,-0.7965,7.8333,4.0833,0.9167,8,29.8194,29.8194,0.1889,21.4,33.4,27.4,33.4,39.4,33.4,27.4,33.4,33.4,33.4,27.4,39.4,33.4,5,10,0.0127,2,,,0.4557,2,1,2,0.1176,,,1
Brevyn Spann-Ford,DAL,TE,31,No,No,No,27,7,No,2,No,6,0.8571,,0.2593,5,0.7143,23,6,2,27,0.2593,0.037,4,3.8571,75.3,0.8519,3.2857,-3.2788,4.6,1.2,0.4,1,12.6653,12.6653,0.2258,2.3,7.3,4.8,7.3,9.8,7.3,4.8,7.3,7.3,7.3,4.8,9.8,7.3,1,17,,1,,,0.7037,,,,,,,
Jake Bobo,SEA,WR,15,No,No,No,14,,No,,Yes,,,,,,,,,,,0.1429,0.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,
Pat Bryant,DEN,WR,118,No,No,No,115,27,No,5,Yes,22,0.8148,,0.2348,20,0.7407,179,87,40,131,0.5565,0.4435,21,4.8519,76,1.5565,6.6296,0.3201,8.95,4.35,2,14,41.1864,41.1864,0.2288,17.9,37.9,27.9,37.9,37.9,40.9,30.9,37.9,37.9,37.9,27.9,37.9,37.9,4,15,,3,3,0.15,,,,,,,,
Marquez Valdes-Scantling,PIT,WR,90,No,No,Yes,87,12,No,5,Yes,9,0.75,2,0.1379,8,0.6667,54,7,2,74,0.2529,0.7471,10,6.1667,76.4,0.6207,4.5,-2.2092,6.75,0.875,0.25,3,21.8271,21.8271,0.1333,5.4,13.4,9.4,13.4,13.4,13.4,9.4,13.4,13.4,13.4,9.4,13.4,13.4,3,10,,4,,,,,,,,,,
Kayshon Boutte,NE,WR,127,No,Yes,Yes,125,12,No,3,No,12,1,1,0.096,10,0.8333,82,19,5,81,0.12,0.88,10,6.75,122.9,0.656,6.8333,-0.19,8.2,1.9,0.5,7,27.0173,27.0173,0.0945,14.2,24.2,19.2,24.2,24.2,24.2,19.2,24.2,24.2,24.2,19.2,24.2,24.2,1,14,,2,,,,1,1,1,0.0833,,,
Hunter Long,JAX,TE,54,No,No,No,47,14,Yes,1,Yes,14,1,2,0.2979,10,0.7143,66,25,8,55,0.1915,0.2553,8,3.9286,120.8,1.4043,4.7143,-1.7109,6.6,2.5,0.8,3,26.3654,26.3654,0.2593,18.6,28.6,23.6,28.6,33.6,28.6,23.6,28.6,28.6,28.6,23.6,33.6,28.6,3,9,,1,,,0.5532,2,2,4,0.2857,,,
Sal Cannella,CLV,TE,5,No,Yes,No,4,3,No,,No,2,0.6667,,0.75,2,0.6667,11,6,3,13,0.25,0.25,2,4.3333,72.9,2.75,3.6667,-3.1375,5.5,3,1.5,1,3.936,3.936,0.6,1.1,3.1,2.1,3.1,4.1,3.1,2.1,3.1,3.1,3.1,2.1,4.1,3.1,,2,,,,,0.5,,,,,,,
Ben Sims,MIN,TE,10,Yes,Yes,Yes,9,3,No,1,No,3,1,,0.3333,2,0.6667,12,3,2,17,0.1111,0.1111,2,5.6667,74.3,1.3333,4,-2.7557,6,1.5,1,1,4.7177,4.7177,0.3,1.2,3.2,2.2,3.2,4.2,3.2,2.2,3.2,3.2,3.2,2.2,4.2,3.2,1,9,,,,,0.7778,,,,,,,
Tahj Brooks,CIN,RB,7,No,No,No,5,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,,,,,,,,,,,
Robbie Chosen,WAS,WR,15,Yes,Yes,No,14,3,No,,No,2,0.6667,,0.2143,2,0.6667,10,5,3,14,0.1429,0.8571,3,4.6667,71.5,0.7143,3.3333,-2.7461,5,2.5,1.5,,4.4895,4.4895,0.2,1,3,2,3,3,3,2,3,3,3,2,3,3,,3,,,,,,,,,,,,
Ja'Marr Chase,CIN,WR,248,No,Yes,No,247,75,No,16,No,67,0.8933,1,0.3036,56,0.7467,514,249,101,375,0.4049,0.5789,69,5,101.8,2.081,6.8533,0.5338,9.1786,4.4464,1.8036,32,124.1048,124.1048,0.3024,62.4,118.4,90.4,118.4,118.4,121.4,92.4,117.4,117.4,117.4,89.4,118.4,117.4,11,16,0.0121,8,10,0.1786,0.004,2,,3,0.04,1,0.0133,
D'Andre Swift,CHI,RB,126,No,No,No,99,14,No,,Yes,12,0.8571,,0.1414,12,0.8571,136,87,48,50,0.0505,0.0707,3,3.5714,131,1.3737,9.7143,2.6166,11.3333,7.25,4,5,22.2245,22.2245,0.1111,19.6,31.6,25.6,37.6,31.6,34.6,28.6,31.6,31.6,31.6,25.6,31.6,31.6,,16,0.8283,,3,0.25,0.0505,1,,,,,,
Adam Trautman,DEN,TE,101,No,No,No,71,17,No,1,Yes,17,1,,0.2394,16,0.9412,161,100,33,64,0.2958,0.1127,8,3.7647,106.1,2.2676,9.4706,3.1341,10.0625,6.25,2.0625,8,24.2551,24.2551,0.1683,16.1,32.1,24.1,32.1,40.1,35.1,27.1,32.1,32.1,32.1,24.1,40.1,32.1,,17,0.0141,1,3,0.1875,0.5775,,,1,0.0588,,,
Trevor Etienne,CAR,RB,9,Yes,No,Yes,8,2,No,1,Yes,2,1,,0.25,2,1,11,6,3,5,0.625,0.125,,2.5,89.6,1.375,5.5,-0.6957,5.5,3,1.5,1,2.7322,2.7322,0.2222,1.1,3.1,2.1,4.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,,17,0.25,1,,,,,,,,,,
Jonathan Mingo,DAL,WR,15,No,No,No,15,1,No,,No,,,,0.0667,,,,,,9,0.2667,0.7333,,9,39.6,,,-7.4539,,,,,1.5033,1.5033,0.0667,,,,,,,,,,,,,,,6,,,,,,,,,,,,
Cooper Kupp,SEA,WR,180,No,No,No,173,40,No,7,Yes,35,0.875,1,0.2312,31,0.775,293,157,68,189,0.5145,0.474,32,4.725,95.1,1.6936,7.325,1.0318,9.4516,5.0645,2.1935,14,65.2091,65.2091,0.2222,33.3,64.3,48.8,64.3,64.3,67.3,50.8,62.3,62.3,62.3,46.8,64.3,62.3,5,16,0.0058,4,5,0.1613,0.0058,1,,2,0.05,,,
Steven Sims,ARZ,WR,2,No,No,No,2,1,No,,Yes,1,1,,0.5,,,,,,2,,1,,2,39.6,,,-5.3344,,,,,1.374,1.374,0.5,,,,,,,,,,,,,,,3,,,,,,,,1,1,,,
Tommy Tremble,CAR,TE,99,Yes,No,Yes,91,21,No,1,Yes,18,0.8571,,0.2308,18,0.8571,197,135,74,74,0.3736,0.1429,17,3.5238,121.6,2.1648,9.381,3.1043,10.9444,7.5,4.1111,8,34.2823,34.2823,0.2121,25.7,43.7,34.7,43.7,52.7,46.7,37.7,43.7,43.7,43.7,34.7,52.7,43.7,2,17,0.033,1,5,0.2778,0.4505,1,,,,,,
James Conner,ARZ,RB,17,No,No,No,11,,No,,Yes,,,,,,,,,,,,0.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.9091,,,,,,,,,,,
Shedrick Jackson,LV,WR,8,No,No,No,8,1,No,,Yes,1,1,,0.125,1,1,9,5,,4,0.75,0.25,1,4,104.2,1.125,9,2.9502,9,5,,,1.4195,1.4195,0.125,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,5,,,,,,,,,,,,
Kyle Williams,NE,WR,57,No,Yes,Yes,56,6,No,,No,5,0.8333,,0.1071,5,0.8333,44,14,5,35,0.0714,0.9286,4,5.8333,97.2,0.7857,7.3333,0.5604,8.8,2.8,1,2,8.5908,8.5908,0.1053,4.4,9.4,6.9,9.4,9.4,9.4,6.9,9.4,9.4,9.4,6.9,9.4,9.4,,17,,,,,,,,,,,,
Anthony Firkser,DET,TE,50,No,No,No,43,4,No,1,Yes,4,1,,0.093,4,1,23,8,1,15,0.3953,0.2791,3,3.75,90.6,0.5349,5.75,-0.4959,5.75,2,0.25,2,6.2828,6.2828,0.08,2.3,6.3,4.3,6.3,8.3,6.3,4.3,6.3,6.3,6.3,4.3,8.3,6.3,1,7,,1,,,0.3256,,,,,,,
Justice Hill,BLT,RB,53,No,Yes,No,40,11,No,2,Yes,9,0.8182,,0.275,9,0.8182,98,75,36,26,0.05,0.1,,2.3636,103.8,2.45,8.9091,2.5745,10.8889,8.3333,4,3,15.9011,15.9011,0.2075,9.8,18.8,14.3,23.3,18.8,18.8,14.3,18.8,18.8,18.8,14.3,18.8,18.8,,10,0.85,2,4,0.4444,,,,,,,,
Tyler Conklin,LAC,TE,32,No,No,No,28,6,No,,Yes,5,0.8333,,0.2143,4,0.6667,48,29,8,24,0.4286,0.1786,6,4,91,1.7143,8,1.4889,12,7.25,2,1,9.8041,9.8041,0.1875,4.8,8.8,6.8,8.8,10.8,8.8,6.8,8.8,8.8,8.8,6.8,10.8,8.8,,10,,,1,0.25,0.3929,,,1,0.1667,,,
George Holani,SEA,RB,4,No,No,No,2,1,No,,Yes,1,1,,0.5,1,1,11,6,3,5,,,,5,112.5,5.5,11,3.767,11,6,3,1,1.4584,1.4584,0.25,1.1,2.1,1.6,2.6,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,10,1,,,,,,,,,,,
Tom Kennedy,DET,WR,13,No,No,No,13,3,No,1,Yes,3,1,,0.2308,3,1,13,2,,11,0.7692,0.2308,1,3.6667,84.7,1,4.3333,-1.5824,4.3333,0.6667,,1,4.4091,4.4091,0.2308,1.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,,6,,1,,,,,,,,,,
