Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,DropsTotal,AveragesPerTargetDropsTotal,AlignmentInlineRoutesPercentage,ReceptionsHero
Bijan Robinson,ATL,RB,85,No,Yes,No,67,52,No,4,No,50,0.9615,0.7761,46,3,0.8846,407,601,144,-217,3,21,0.4565,0.6269,0.2687,0.1045,37,30,0.5769,-4.1731,110.5,6.0746,7.8269,2.2044,8.8478,13.0652,3.1304,15,81.1035,81.1035,0.6118,58.7,104.7,81.7,127.7,104.7,107.7,84.7,104.7,104.7,104.7,81.7,104.7,104.7,4,17,3,0.0577,,
Jaleel McLaughlin,DEN,RB,8,Yes,No,No,4,4,No,1,Yes,4,1,1,3,,0.75,18,31,16,-19,,2,0.6667,1,,,2,1,0.25,-4.75,83.3,4.5,4.5,-1.062,6,10.3333,5.3333,1,5.4758,5.4758,0.5,1.8,4.8,3.3,6.3,4.8,4.8,3.3,4.8,4.8,4.8,3.3,4.8,4.8,,8,1,0.25,,
LeQuint Allen,JAX,RB,20,No,No,No,15,8,No,,Yes,7,0.875,0.5333,7,,0.875,28,46,21,-26,,,,0.8,0.1333,0.0667,3,2,0.25,-3.25,81.3,1.8667,3.5,-2.2364,4,6.5714,3,,12.3881,12.3881,0.4,2.8,9.8,6.3,13.3,9.8,9.8,6.3,9.8,9.8,9.8,6.3,9.8,9.8,2,17,,,,
Colston Loveland,CHI,TE,47,No,No,No,23,3,No,,No,3,1,0.1304,3,,1,19,19,,,1,,,0.0435,0.1739,0.2609,2,,,,132.6,0.8261,6.3333,1.0443,6.3333,6.3333,,2,7.0671,7.0671,0.0638,7.9,10.9,9.4,10.9,12.4,10.9,9.4,10.9,10.9,10.9,9.4,12.4,10.9,2,16,,,0.5217,
Jeremy Ruckert,NYJ,TE,35,Yes,No,No,15,2,No,,Yes,2,1,0.1333,2,,1,4,7,2,-3,,,,,0.0667,0.2,2,,,-1.5,79.2,0.2667,2,-3.5771,2,3.5,1,,2.6882,2.6882,0.0571,0.4,2.4,1.4,2.4,3.4,2.4,1.4,2.4,2.4,2.4,1.4,3.4,2.4,,17,,,0.7333,
Kalif Raymond,DET,WR,43,No,No,No,25,6,No,,No,6,1,0.24,6,,1,49,65,11,-16,,,,,0.48,0.48,5,5,0.8333,-2.6667,100.7,1.96,8.1667,2.9849,8.1667,10.8333,1.8333,2,8.7952,8.7952,0.1395,4.9,10.9,7.9,10.9,10.9,10.9,7.9,10.9,10.9,10.9,7.9,10.9,10.9,,15,,,0.04,
Darnell Mooney,ATL,WR,74,No,Yes,No,45,3,No,,No,3,1,0.0667,3,,1,15,20,6,-5,,1,0.3333,,0.2222,0.7778,3,3,1,-1.6667,87.5,0.3333,5,-0.7227,5,6.6667,2,1,4.3937,4.3937,0.0405,1.5,4.5,3,4.5,4.5,4.5,3,4.5,4.5,4.5,3,4.5,4.5,,15,,,,
Isaac TeSlaa,DET,WR,34,No,No,No,18,1,No,,No,1,1,0.0556,1,,1,11,13,5,-2,,,,,0.3889,0.6111,1,1,1,-2,112.5,0.6111,11,5.5009,11,13,5,1,2.3393,2.3393,0.0294,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,1,17,,,,
Allen Lazard,NYJ,WR,14,No,No,No,6,2,No,,Yes,2,1,0.3333,2,,1,12,15,4,-3,,,,,0.3333,0.6667,2,2,1,-1.5,91.7,2,6,0.1655,6,7.5,2,,2.8612,2.8612,0.1429,1.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,,10,,,,
Hunter Renfrow,CAR,WR,13,Yes,No,No,10,2,No,,Yes,2,1,0.2,2,,1,6,8,4,-2,,,,,0.8,0.2,2,2,1,-1,79.2,0.6,3,-2.7688,3,4,2,,2.9042,2.9042,0.1538,0.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,1,6,,,,
Andrei Iosivas,CIN,WR,86,No,No,No,54,2,No,,Yes,2,1,0.037,1,,0.5,2,3,1,-3,,1,1,,0.6481,0.3519,1,1,0.5,-1.5,56.3,0.037,1,-4.8345,2,3,1,1,3.188,3.188,0.0233,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,17,1,0.5,,
Jaylin Noel,HST,WR,22,Yes,Yes,No,18,9,No,,Yes,8,0.8889,0.5,8,,0.8889,29,60,13,-31,1,,,0.0556,0.5556,0.3889,8,6,0.6667,-3.4444,117.1,1.6111,3.2222,-1.5574,3.625,7.5,1.625,1,16.0286,16.0286,0.4091,8.9,16.9,12.9,16.9,16.9,16.9,12.9,16.9,16.9,16.9,12.9,16.9,16.9,2,17,,,,
Zay Jones,ARZ,WR,27,No,No,Yes,19,,No,,Yes,,,,,,,,,,,,,,,0.3158,0.6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
Ashton Jeanty,LV,RB,87,Yes,No,No,56,44,No,1,Yes,42,0.9545,0.7857,41,1,0.9318,193,395,132,-216,1,14,0.3415,0.7857,0.1071,0.1071,21,16,0.3636,-4.9091,92.5,3.4464,4.3864,-1.031,4.7073,9.6341,3.2195,6,67.9679,67.9679,0.5057,25.3,66.3,45.8,86.8,66.3,69.3,48.8,66.3,66.3,66.3,45.8,66.3,66.3,6,17,1,0.0227,,
Kyle Monangai,CHI,RB,32,No,No,No,18,13,No,,No,13,1,0.7222,11,,0.8462,115,144,33,-38,,7,0.6364,0.8889,0.0556,0.0556,8,6,0.4615,-2.9231,103.5,6.3889,8.8462,2.9901,10.4545,13.0909,3,6,22.5403,22.5403,0.4062,11.5,22.5,17,28,22.5,25.5,20,22.5,22.5,22.5,17,22.5,22.5,2,17,2,0.1538,,
Ben Sinnott,WAS,TE,15,No,No,Yes,9,2,No,,Yes,2,1,0.2222,2,,1,9,11,5,-2,,,,,0.1111,0.1111,1,,,-1,85.4,1,4.5,-0.5701,4.5,5.5,2.5,,2.9921,2.9921,0.1333,0.9,2.9,1.9,2.9,3.9,2.9,1.9,2.9,2.9,2.9,1.9,3.9,2.9,,16,,,0.7778,
Jaydon Blue,DAL,RB,9,No,No,No,4,1,No,,Yes,1,1,0.25,1,,1,5,10,1,-5,,,,1,,,,,,-5,87.5,1.25,5,-0.8711,5,10,1,,1.3667,1.3667,0.1111,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,5,,,,
Stefon Diggs,NE,WR,50,Yes,No,Yes,36,6,No,,Yes,6,1,0.1667,6,,1,21,35,7,-14,2,,,,0.5833,0.4167,6,4,0.6667,-2.3333,120.8,0.5833,3.5,-1.6827,3.5,5.8333,1.1667,2,13.4939,13.4939,0.12,14.1,20.1,17.1,20.1,20.1,20.1,17.1,20.1,20.1,20.1,17.1,20.1,20.1,3,17,,,,
Austin Ekeler,WAS,RB,9,No,No,No,7,5,No,,Yes,4,0.8,0.7143,4,,0.8,26,42,11,-16,,2,0.5,1,,,,,,-3.2,88.3,3.7143,5.2,-0.4346,6.5,10.5,2.75,1,8.3276,8.3276,0.5556,2.6,6.6,4.6,8.6,6.6,6.6,4.6,6.6,6.6,6.6,4.6,6.6,6.6,,2,,,,
Devontez Walker,BLT,WR,6,No,No,No,4,,No,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
Dylan Drummond,ATL,WR,13,No,Yes,No,7,2,No,,No,2,1,0.2857,2,,1,6,10,3,-4,,,,,0.2857,0.7143,1,1,0.5,-2,79.2,0.8571,3,-2.2618,3,5,1.5,,3.0954,3.0954,0.1538,0.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,1,9,,,,
Drew Sample,CIN,TE,69,No,No,No,31,13,No,1,Yes,12,0.9231,0.4194,11,,0.8462,64,82,18,-19,1,,,0.129,0.0323,0.0323,2,,,-1.4615,112.8,2.0645,4.9231,-0.2526,5.8182,7.4545,1.6364,3,20.9167,20.9167,0.1884,12.4,23.4,17.9,23.4,28.9,23.4,17.9,23.4,23.4,23.4,17.9,28.9,23.4,1,17,,,0.8065,
Daniel Bellinger,NYG,TE,43,No,No,No,25,3,No,,Yes,3,1,0.12,3,,1,48,50,26,-2,1,1,0.3333,0.2,0.4,0.04,1,1,0.3333,-0.6667,158.3,1.92,16,10.9694,16,16.6667,8.6667,2,4.1428,4.1428,0.0698,10.8,13.8,12.3,13.8,15.3,13.8,12.3,13.8,13.8,13.8,12.3,15.3,13.8,,16,,,0.36,
Chase Brown,CIN,RB,85,No,No,No,64,38,No,1,Yes,36,0.9474,0.5938,34,1,0.8947,133,262,55,-142,,13,0.3824,0.8438,0.1406,0.0156,14,12,0.3158,-3.7368,81.3,2.0781,3.5,-2.1835,3.9118,7.7059,1.6176,3,60.5376,60.5376,0.4471,13.3,47.3,30.3,64.3,47.3,50.3,33.3,47.3,47.3,47.3,30.3,47.3,47.3,,17,1,0.0263,,
Curtis Samuel,BUF,WR,21,Yes,No,No,9,2,No,,Yes,2,1,0.2222,2,,1,15,16,3,-1,1,,,,0.3333,0.6667,2,,,-0.5,137.5,1.6667,7.5,1.3958,7.5,8,1.5,2,4.6026,4.6026,0.0952,7.5,9.5,8.5,9.5,9.5,9.5,8.5,9.5,9.5,9.5,8.5,9.5,9.5,1,6,,,,
Tanner Hudson,CIN,TE,14,No,No,No,10,4,No,,Yes,4,1,0.4,4,,1,14,15,4,-1,,,,0.1,0.2,0.4,1,,,-0.25,81.3,1.4,3.5,-1.6921,3.5,3.75,1,1,5.5848,5.5848,0.2857,1.4,5.4,3.4,5.4,7.4,5.4,3.4,5.4,5.4,5.4,3.4,7.4,5.4,,13,,,0.3,
Kyren Williams,LA,RB,63,Yes,No,No,26,9,No,,Yes,7,0.7778,0.3462,6,,0.6667,37,46,17,-17,1,1,0.1667,0.9231,0.0769,,3,1,0.1111,-1.8889,111.8,1.4231,4.1111,-1.7984,6.1667,7.6667,2.8333,2,14.3225,14.3225,0.1429,9.7,15.7,12.7,18.7,15.7,15.7,12.7,15.7,15.7,15.7,12.7,15.7,15.7,2,17,1,0.1111,,
Payne Durham,TB,TE,19,No,No,Yes,6,3,No,,Yes,2,0.6667,0.5,1,,0.3333,11,11,1,-2,,,,,0.3333,0.1667,2,,,-0.6667,45.1,1.8333,3.6667,-1.4764,11,11,1,1,4.4876,4.4876,0.1579,1.1,2.1,1.6,2.1,2.6,2.1,1.6,2.1,2.1,2.1,1.6,2.6,2.1,,17,1,0.3333,0.5,
Will Shipley,PHI,RB,11,No,No,Yes,8,6,No,,Yes,6,1,0.75,6,,1,31,60,6,-29,,,,0.625,0.25,0.125,3,2,0.3333,-4.8333,88.2,3.875,5.1667,-0.2413,5.1667,10,1,1,9.549,9.549,0.5455,3.1,9.1,6.1,12.1,9.1,9.1,6.1,9.1,9.1,9.1,6.1,9.1,9.1,,15,,,,
Tucker Kraft,GB,TE,52,Yes,No,No,32,11,No,,Yes,11,1,0.3438,10,,0.9091,107,127,33,-21,1,3,0.3,,0.375,0.0312,10,7,0.6364,-1.9091,137.5,3.3438,9.7273,4.3284,10.7,12.7,3.3,6,16.5681,16.5681,0.2115,16.7,26.7,21.7,26.7,31.7,29.7,24.7,26.7,26.7,26.7,21.7,31.7,26.7,4,8,1,0.0909,0.5938,
Cam Skattebo,NYG,RB,25,No,No,No,20,16,No,,Yes,14,0.875,0.8,13,,0.8125,79,114,43,-41,1,5,0.3846,0.75,0.15,0.1,10,9,0.5625,-2.5625,108.1,3.95,4.9375,-0.8728,6.0769,8.7692,3.3077,4,24.0924,24.0924,0.64,13.9,26.9,20.4,33.4,26.9,26.9,20.4,26.9,26.9,26.9,20.4,26.9,26.9,2,8,1,0.0625,,
Dont'e Thornton,LV,WR,50,Yes,No,No,28,1,No,,Yes,1,1,0.0357,1,,1,11,12,11,-1,,,,,0.25,0.75,1,1,1,-1,112.5,0.3929,11,4.8301,11,12,11,1,1.2461,1.2461,0.02,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,15,,,,
John Bates,WAS,TE,28,No,No,Yes,14,4,No,,Yes,3,0.75,0.2857,3,,0.75,20,24,7,-7,,,,,,,4,2,0.5,-1.75,85.4,1.4286,5,-0.6949,6.6667,8,2.3333,1,5.7141,5.7141,0.1429,2,5,3.5,5,6.5,5,3.5,5,5,5,3.5,6.5,5,,15,,,1,
Trey McBride,ARZ,TE,112,Yes,No,No,90,24,No,,Yes,23,0.9583,0.2667,23,,0.9583,162,219,67,-62,,2,0.087,,0.5333,0.1556,22,21,0.875,-2.5833,94.8,1.8,6.75,1.3386,7.0435,9.5217,2.913,5,40.0944,40.0944,0.2143,16.2,39.2,27.7,39.2,50.7,42.2,30.7,39.2,39.2,39.2,27.7,50.7,39.2,2,17,,,0.3111,
Dontayvion Wicks,GB,WR,45,No,No,No,30,3,No,,Yes,3,1,0.1,3,,1,11,12,1,-1,1,,,,0.5,0.4667,3,1,0.3333,-0.3333,121.5,0.3667,3.6667,-2.4157,3.6667,4,0.3333,2,8.7208,8.7208,0.0667,7.1,10.1,8.6,10.1,10.1,10.1,8.6,10.1,10.1,10.1,8.6,10.1,10.1,1,14,,,0.0333,
Malik Davis,DAL,RB,9,No,No,No,1,,No,,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
Dawson Knox,BUF,TE,59,Yes,No,No,39,7,No,1,Yes,6,0.8571,0.1795,5,,0.7143,28,40,7,-24,,,,,0.1282,0.1538,6,4,0.5714,-3.4286,78.3,0.7179,4,-1.6063,5.6,8,1.4,3,10.7943,10.7943,0.1186,2.8,7.8,5.3,7.8,10.3,7.8,5.3,7.8,7.8,7.8,5.3,10.3,7.8,3,17,,,0.7179,
Noah Brown,WAS,WR,16,No,Yes,No,10,,No,,Yes,,,,,,,,,,,,,,,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
Emeka Egbuka,TB,WR,99,No,No,Yes,67,14,No,2,Yes,13,0.9286,0.209,13,2,0.9286,58,96,22,-41,1,,,,0.2836,0.7164,13,12,0.8571,-2.9286,107.7,0.8657,4.1429,-0.8745,4.4615,7.3846,1.6923,2,22.4971,22.4971,0.1414,11.8,24.8,18.3,24.8,24.8,24.8,18.3,24.8,24.8,24.8,18.3,24.8,24.8,3,17,,,,
Kyle Pitts,ATL,TE,93,No,Yes,No,57,19,No,,No,17,0.8947,0.3333,17,,0.8947,88,116,20,-36,2,1,0.0588,,0.193,0.2105,14,10,0.5263,-1.8947,99.1,1.5439,4.6316,-0.6142,5.1765,6.8235,1.1765,3,30.2147,30.2147,0.2043,20.8,37.8,29.3,37.8,46.3,37.8,29.3,37.8,37.8,37.8,29.3,46.3,37.8,5,17,,,0.5965,
TreVeyon Henderson,NE,RB,36,Yes,No,Yes,31,24,No,,Yes,23,0.9583,0.7742,22,,0.9167,132,200,40,-71,,4,0.1818,0.871,0.0968,,11,9,0.375,-2.9583,89.6,4.2581,5.5,-0.3232,6,9.0909,1.8182,3,39.6632,39.6632,0.6667,13.2,35.2,24.2,46.2,35.2,38.2,27.2,35.2,35.2,35.2,24.2,35.2,35.2,2,17,1,0.0417,0.0323,
Jayden Reed,GB,WR,19,Yes,No,Yes,19,6,No,,Yes,6,1,0.3158,6,,1,10,28,7,-18,,1,0.1667,0.0526,0.5789,0.3684,4,4,0.6667,-3,79.2,0.5263,1.6667,-3.3584,1.6667,4.6667,1.1667,,9.5919,9.5919,0.3158,1,7,4,7,7,7,4,7,7,7,4,7,7,2,7,,,,
Devin Neal,NO,RB,25,No,No,No,20,14,No,,Yes,13,0.9286,0.7,12,,0.8571,69,112,57,-50,,5,0.4167,1,,,3,2,0.1429,-3.5714,87.2,3.45,4.9286,-0.5232,5.75,9.3333,4.75,3,21.5463,21.5463,0.56,6.9,18.9,12.9,24.9,18.9,18.9,12.9,18.9,18.9,18.9,12.9,18.9,18.9,1,9,1,0.0714,,
Oronde Gadsden,LAC,TE,52,Yes,No,No,30,3,No,,Yes,3,1,0.1,2,,0.6667,16,19,7,-9,,1,0.5,0.0333,0.4,0.3,2,1,0.3333,-3,79.9,0.5333,5.3333,-0.2898,8,9.5,3.5,1,6.4084,6.4084,0.0577,1.6,3.6,2.6,3.6,4.6,3.6,2.6,3.6,3.6,3.6,2.6,4.6,3.6,1,15,1,0.3333,0.2667,
Dante Pettis,NO,WR,15,No,Yes,No,11,6,No,,No,6,1,0.5455,6,,1,75,97,14,-22,,5,0.8333,,0.7273,0.2727,3,3,0.5,-3.6667,118.8,6.8182,12.5,7.8025,12.5,16.1667,2.3333,2,8.8126,8.8126,0.4,6.5,12.5,9.5,12.5,12.5,12.5,8.5,11.5,11.5,11.5,8.5,12.5,11.5,,8,,,,
Chris Godwin,TB,WR,44,No,No,Yes,25,5,No,,Yes,5,1,0.2,5,,1,29,41,16,-12,,3,0.6,,0.44,0.56,5,5,1,-2.4,90.8,1.16,5.8,0.5017,5.8,8.2,3.2,2,7.8516,7.8516,0.1136,2.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,,9,,,,
Terry McLaurin,WAS,WR,41,No,No,Yes,29,1,No,,Yes,,,0.0345,,,,,,,-11,,,,,0.069,0.931,1,,,-11,39.6,,,-2.5405,,,,,1.3733,1.3733,0.0244,,,,,,,,,,,,,,,10,,,,
Harold Fannin,CLV,TE,84,No,Yes,Yes,51,17,No,1,Yes,15,0.8824,0.3333,15,1,0.8824,76,116,43,-44,1,4,0.2667,0.0196,0.2353,0.1569,14,9,0.5294,-2.5882,104.9,1.4902,4.4706,-0.8854,5.0667,7.7333,2.8667,5,29.5339,29.5339,0.2024,13.6,28.6,21.1,28.6,36.1,28.6,21.1,28.6,28.6,28.6,21.1,36.1,28.6,2,16,,,0.5882,
Dallas Goedert,PHI,TE,50,No,No,Yes,39,7,No,,Yes,7,1,0.1795,7,,1,25,42,12,-17,5,,,,0.4615,0.2564,7,7,1,-2.4286,121.1,0.641,3.5714,-1.7888,3.5714,6,1.7143,5,20.964,20.964,0.14,32.5,39.5,36,39.5,43,39.5,36,39.5,39.5,39.5,36,43,39.5,6,15,,,0.2821,
Cedric Tillman,CLV,WR,53,No,No,No,28,,No,,Yes,,,,,,,,,,,,,,,0.2143,0.7857,,,,,,,,,,,,,1.7356,1.7356,,,,,,,,,,,,,,,,13,,,,
Arian Smith,NYJ,WR,27,Yes,No,No,17,3,No,,Yes,3,1,0.1765,3,,1,1,16,1,-15,,,,,0.4118,0.5882,2,2,0.6667,-5,79.2,0.0588,0.3333,-3.6555,0.3333,5.3333,0.3333,,5.6985,5.6985,0.1111,0.1,3.1,1.6,3.1,3.1,3.1,1.6,3.1,3.1,3.1,1.6,3.1,3.1,,16,,,,
Marvin Mims,DEN,WR,64,Yes,No,No,48,20,No,,Yes,19,0.95,0.4167,19,,0.95,82,156,26,-76,,3,0.1579,0.1042,0.3542,0.5417,16,15,0.75,-3.8,83.8,1.7083,4.1,-0.5377,4.3158,8.2105,1.3684,4,31.7462,31.7462,0.3125,8.2,27.2,17.7,27.2,27.2,27.2,17.7,27.2,27.2,27.2,17.7,27.2,27.2,2,15,,,,
Calvin Ridley,TEN,WR,17,No,Yes,No,10,1,No,,Yes,1,1,0.1,1,,1,1,3,1,-2,,,,,0.3,0.7,1,1,1,-2,79.2,0.1,1,-4.4991,1,3,1,,1.6766,1.6766,0.0588,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,,7,,,,
Raheem Mostert,LV,RB,17,Yes,No,No,13,8,No,,Yes,8,1,0.6154,8,,1,42,68,12,-26,,2,0.25,0.9231,0.0769,,2,2,0.25,-3.25,88.5,3.2308,5.25,-0.5539,5.25,8.5,1.5,4,12.8476,12.8476,0.4706,4.2,12.2,8.2,16.2,12.2,12.2,8.2,12.2,12.2,12.2,8.2,12.2,12.2,1,12,,,,
Jalen Coker,CAR,WR,51,No,No,Yes,38,4,No,,Yes,4,1,0.1053,4,,1,5,13,4,-8,,1,0.25,0.0263,0.4474,0.5263,3,2,0.5,-2,79.2,0.1316,1.25,-4.1048,1.25,3.25,1,1,7.2854,7.2854,0.0784,-0.5,3.5,1.5,3.5,3.5,3.5,0.5,2.5,2.5,2.5,0.5,3.5,2.5,1,11,,,,
LaJohntay Wester,BLT,WR,3,No,No,No,2,,No,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,
Jaylin Lane,WAS,WR,26,No,No,No,11,2,No,,Yes,2,1,0.1818,2,,1,-2,3,,-5,,,,,0.4545,0.5455,2,2,1,-2.5,79.2,-0.1818,-1,-6.3275,-1,1.5,,,2.7015,2.7015,0.0769,-0.2,1.8,0.8,1.8,1.8,1.8,0.8,1.8,1.8,1.8,0.8,1.8,1.8,,15,,,,
Bo Melton,GB,WR,6,Yes,No,Yes,4,,No,,Yes,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,
Jalen Tolbert,DAL,WR,56,No,No,No,50,4,No,,Yes,3,0.75,0.08,3,,0.75,10,17,4,-7,,1,0.3333,,0.42,0.58,3,1,0.25,-1.75,77.1,0.2,2.5,-3.0225,3.3333,5.6667,1.3333,,6.6282,6.6282,0.0714,1,4,2.5,4,4,4,2.5,4,4,4,2.5,4,4,1,13,,,,
Drake London,ATL,WR,57,No,Yes,No,23,2,No,,No,2,1,0.087,2,,1,-3,2,2,-5,,,,,0.3043,0.6957,1,1,0.5,-2.5,79.2,-0.1304,-1.5,-6.8275,-1.5,1,1,,3.0052,3.0052,0.0351,-0.3,1.7,0.7,1.7,1.7,1.7,0.7,1.7,1.7,1.7,0.7,1.7,1.7,,12,,,,
Alec Pierce,IND,WR,75,Yes,Yes,No,54,,No,,Yes,,,,,,,,,,,,,,,0.1296,0.8704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,
Olamide Zaccheaus,CHI,WR,54,No,No,No,29,6,No,,No,5,0.8333,0.2069,5,,0.8333,32,45,21,-16,1,1,0.2,,0.5172,0.4828,6,6,1,-2.6667,128.5,1.1034,5.3333,0.1706,6.4,9,4.2,2,9.9848,9.9848,0.1111,9.2,14.2,11.7,14.2,14.2,14.2,11.7,14.2,14.2,14.2,11.7,14.2,14.2,4,16,,,,
Theo Wease,MIA,WR,6,Yes,No,Yes,2,,No,,Yes,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
DJ Giddens,IND,RB,7,Yes,Yes,No,3,2,No,,Yes,,,0.6667,,,,,,,-5,,,,1,,,2,,,-2.5,39.6,,,-5.8491,,,,,4.0538,4.0538,0.2857,,,,,,,,,,,,,,1,9,,,,
Chris Rodriguez,WAS,RB,17,No,No,Yes,6,2,No,,Yes,2,1,0.3333,2,,1,24,24,7,,,,,0.6667,0.1667,0.1667,,,,,116.7,4,12,6.1729,12,12,3.5,1,2.5792,2.5792,0.1176,2.4,4.4,3.4,5.4,4.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,,13,,,,
Albert Okwuegbunam,LV,TE,3,No,No,No,2,2,No,,Yes,2,1,1,2,,1,8,15,11,-7,,2,1,,0.5,,2,2,1,-3.5,83.3,4,4,-0.6122,4,7.5,5.5,,2.9179,2.9179,0.6667,0.8,2.8,1.8,2.8,3.8,2.8,1.8,2.8,2.8,2.8,1.8,3.8,2.8,,1,,,0.5,
Raheim Sanders,CLV,RB,2,No,No,No,1,1,No,,Yes,1,1,1,1,,1,7,9,3,-2,,,,1,,,,,,-2,95.8,7,7,0.802,7,9,3,,1.5026,1.5026,0.5,0.7,1.7,1.2,2.2,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,4,,,,
Tyler Warren,IND,TE,88,Yes,Yes,No,68,24,No,1,Yes,22,0.9167,0.3529,21,,0.875,164,208,57,-49,,1,0.0476,0.0441,0.2647,0.1324,23,13,0.5417,-2.0417,95.1,2.4118,6.8333,1.289,7.8095,9.9048,2.7143,10,41.1619,41.1619,0.2727,16.4,37.4,26.9,37.4,47.9,40.4,29.9,37.4,37.4,37.4,26.9,47.9,37.4,4,17,,,0.5588,
Ross Dwelley,DET,TE,10,No,No,No,4,2,No,,Yes,2,1,0.5,2,,1,7,7,4,,,,,,,,2,,,,81.3,1.75,3.5,-1.789,3.5,3.5,2,,3.627,3.627,0.2,0.7,2.7,1.7,2.7,3.7,2.7,1.7,2.7,2.7,2.7,1.7,3.7,2.7,1,10,,,1,
Dee Eskridge,MIA,WR,12,No,No,No,9,,No,,Yes,,,,,,,,,,,,,,,0.1111,0.8889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,
Sam LaPorta,DET,TE,48,Yes,No,No,23,8,No,,Yes,8,1,0.3478,8,,1,54,66,15,-12,1,1,0.125,0.087,0.1304,0.087,6,2,0.25,-1.5,134.4,2.3478,6.75,1.5477,6.75,8.25,1.875,2,12.9116,12.9116,0.1667,11.4,19.4,15.4,19.4,23.4,19.4,15.4,19.4,19.4,19.4,15.4,23.4,19.4,2,9,,,0.6957,
Phil Mafah,DAL,RB,3,No,No,No,2,2,No,,Yes,2,1,1,2,,1,11,22,7,-11,,1,0.5,1,,,2,2,1,-5.5,89.6,5.5,5.5,0.0198,5.5,11,3.5,1,2.2996,2.2996,0.6667,1.1,3.1,2.1,4.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,,1,,,,
Jackson Hawes,BUF,TE,24,Yes,No,No,14,4,No,,Yes,4,1,0.2857,4,,1,18,21,6,-3,,,,,0.0714,,,,,-0.75,85.4,1.2857,4.5,-0.5826,4.5,5.25,1.5,2,5.6936,5.6936,0.1667,1.8,5.8,3.8,5.8,7.8,5.8,3.8,5.8,5.8,5.8,3.8,7.8,5.8,,17,,,0.9286,
