Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,DropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerTargetDropsTotal,playerStatsFirstDownsReceiving,playerStatsInside20ReceivingTargetsTotal,AlignmentBackfieldRoutesPercentage,ReceptionsHero,TouchdownsTotal,TargetsInEndzone,TouchdownsInEndzone
Chris Godwin,TB,WR,101,No,No,No,96,38,No,No,34,0.8947,0.3958,31,0.8158,266,113,41,214,,0.5938,0.4062,31,5.6316,122.1,2.7708,7,0.4223,8.5806,3.6452,1.3226,66.0335,66.0335,0.3762,44.6,75.6,60.1,75.6,75.6,78.6,63.1,75.6,75.6,75.6,60.1,75.6,75.6,7,8,6,2,4,0.129,,,0.0526,21,4,,,3,2,2
Marvin Mims,DEN,WR,50,No,No,No,47,7,No,Yes,7,1,0.1489,7,1,44,24,11,20,0.0213,0.2766,0.5319,4,2.8571,92.9,0.9362,6.2857,0.679,6.2857,3.4286,1.5714,11.5507,11.5507,0.14,4.4,11.4,7.9,11.4,11.4,11.4,7.9,11.4,11.4,11.4,7.9,11.4,11.4,17,,,,,,,,,1,,0.1702,,,,
Dallas Goedert,PHI,TE,87,No,No,No,83,29,No,Yes,27,0.931,0.3494,25,0.8621,290,185,71,131,0.4096,0.4458,0.1325,22,4.5172,119.8,3.494,10,3.4201,11.6,7.4,2.84,45.3272,45.3272,0.3333,35,60,47.5,60,72.5,63,50.5,60,60,60,47.5,72.5,60,10,2,1,1,2,0.08,,,0.0345,12,3,0.012,1,1,,
Roschon Johnson,CHI,RB,67,Yes,No,No,46,11,No,Yes,11,1,0.2391,11,1,78,50,19,28,,0.0217,0.0652,1,2.5455,96.2,1.6957,7.0909,0.6354,7.0909,4.5455,1.7273,14.8399,14.8399,0.1642,7.8,18.8,13.3,24.3,18.8,18.8,13.3,18.8,18.8,18.8,13.3,18.8,18.8,13,,,,3,0.2727,,,,5,1,0.913,1,,,
Cedric Tillman,CLV,WR,111,No,No,No,106,21,No,Yes,19,0.9048,0.1981,17,0.8095,156,76,41,98,,0.2642,0.7358,17,4.6667,93.7,1.4717,7.4286,1.1649,9.1765,4.4706,2.4118,31.276,31.276,0.1892,21.6,38.6,30.1,38.6,38.6,41.6,33.1,38.6,38.6,38.6,30.1,38.6,38.6,11,,,2,4,0.2353,,,0.0952,7,1,,,1,,
Raheem Mostert,MIA,RB,56,No,No,Yes,43,11,No,Yes,11,1,0.2558,9,0.8182,105,71,21,42,,0.2326,0.093,3,3.8182,106.4,2.4419,9.5455,2.699,11.6667,7.8889,2.3333,20.141,20.141,0.1964,10.5,19.5,15,24,19.5,22.5,18,19.5,19.5,19.5,15,19.5,19.5,13,,,1,2,0.2222,,,0.0909,6,2,0.6744,,,,
Calvin Ridley,TEN,WR,185,No,No,No,182,31,No,Yes,22,0.7097,0.1703,19,0.6129,152,53,39,162,,0.1978,0.8022,29,5.2258,73.6,0.8352,4.9032,-1.5388,8,2.7895,2.0526,48.938,48.938,0.1676,15.2,34.2,24.7,34.2,34.2,37.2,27.7,34.2,34.2,34.2,24.7,34.2,34.2,17,1,,2,3,0.1579,,,0.0645,6,3,,,,1,
Jalen Coker,CAR,WR,88,No,Yes,No,85,18,No,Yes,17,0.9444,0.2118,16,0.8889,126,52,23,84,,0.6588,0.3412,14,4.6667,95.8,1.4824,7,0.7068,7.875,3.25,1.4375,26.4984,26.4984,0.2045,12.6,28.6,20.6,28.6,28.6,31.6,23.6,28.6,28.6,28.6,20.6,28.6,28.6,11,1,1,,1,0.0625,,,,8,2,,,,,
Alec Pierce,IND,WR,148,No,No,No,144,11,No,Yes,9,0.8182,0.0764,8,0.7273,85,30,11,72,,0.1944,0.8056,6,6.5455,94.9,0.5903,7.7273,0.9547,10.625,3.75,1.375,17.0947,17.0947,0.0743,8.5,16.5,12.5,16.5,16.5,16.5,12.5,16.5,16.5,16.5,12.5,16.5,16.5,16,,,1,1,0.125,,,0.0909,4,,,,,,
Drake London,ATL,WR,200,No,Yes,No,198,72,No,Yes,69,0.9583,0.3636,62,0.8611,569,226,119,402,,0.4091,0.5909,68,5.5833,118.1,2.8737,7.9028,1.2665,9.1774,3.6452,1.9194,121.9321,121.9321,0.36,80.9,142.9,111.9,142.9,142.9,145.9,114.9,142.9,142.9,142.9,111.9,142.9,142.9,17,13,9,1,14,0.2258,,,0.0139,33,15,,1,4,5,3
Jalen Tolbert,DAL,WR,223,No,No,Yes,222,37,Yes,Yes,33,0.8919,0.1667,30,0.8108,238,92,29,181,,0.2973,0.7027,29,4.8919,111.5,1.0721,6.4324,0.142,7.9333,3.0667,0.9667,59.757,59.757,0.1659,35.8,65.8,50.8,65.8,65.8,68.8,53.8,65.8,65.8,65.8,50.8,65.8,65.8,17,3,2,3,,,,,0.0811,12,5,,,2,2,2
Bo Melton,GB,WR,33,Yes,No,No,28,8,No,Yes,5,0.625,0.2857,5,0.625,31,6,6,38,,0.4643,0.5357,7,4.75,30.7,1.1071,3.875,-2.4571,6.2,1.2,1.2,12.3605,12.3605,0.2424,3.1,8.1,5.6,8.1,8.1,8.1,5.6,8.1,8.1,8.1,5.6,8.1,8.1,17,1,1,,,,1,0.125,,2,1,,,,,
Bub Means,NO,WR,35,No,No,No,34,6,No,No,5,0.8333,0.1765,3,0.5,21,2,,38,,0.2941,0.7059,6,6.3333,58.3,0.6176,3.5,-3.3823,7,0.6667,,8.7137,8.7137,0.1714,2.1,5.1,3.6,5.1,5.1,5.1,3.6,5.1,5.1,5.1,3.6,5.1,5.1,7,1,,,,,,,,2,,,,,,
Irvin Charles,NYJ,WR,2,No,No,No,2,,No,No,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
Chris Rodriguez Jr.,WAS,RB,6,No,No,Yes,4,1,Yes,Yes,1,1,0.25,1,1,12,11,2,1,,0.25,0.25,1,1,116.7,3,12,6.2706,12,11,2,1.3329,1.3329,0.1667,1.2,2.2,1.7,2.7,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,7,,,,,,,,,1,,0.5,,,,
Olamide Zaccheaus,WAS,WR,105,No,No,Yes,103,30,Yes,Yes,24,0.8,0.2913,21,0.7,176,74,41,161,,0.534,0.466,25,5.3667,96,1.7087,5.8667,-0.6639,8.381,3.5238,1.9524,52.439,52.439,0.2857,23.6,44.6,34.1,44.6,44.6,47.6,37.1,44.6,44.6,44.6,34.1,44.6,44.6,17,4,2,1,6,0.2857,,,0.0333,12,3,,,1,1,1
Will Mallory,IND,TE,29,No,No,No,29,4,No,Yes,4,1,0.1379,4,1,29,5,1,24,,0.8621,0.1379,4,6,96.9,1,7.25,0.3062,7.25,1.25,0.25,5.9515,5.9515,0.1379,2.9,6.9,4.9,6.9,8.9,6.9,4.9,6.9,6.9,6.9,4.9,8.9,6.9,10,,,,1,0.25,,,,1,,,1,,,
Mike Boone,CAR,RB,9,No,Yes,No,9,,No,Yes,,,,,,,,,,,,0.4444,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,0.5556,,,,
Parker Hesse,DET,TE,4,No,No,No,4,,No,Yes,,,,,,,,,,,0.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
D'Wayne Eskridge,MIA,WR,8,No,No,No,8,1,No,Yes,1,1,0.125,1,1,6,1,1,5,,0.25,0.75,1,5,91.7,0.75,6,-0.3628,6,1,1,1.4644,1.4644,0.125,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,6,,,,1,1,,,,1,,,,,,
Joshua Cephus,JAX,WR,1,No,No,No,1,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Ross Dwelley,ATL,TE,4,No,Yes,No,4,1,No,Yes,1,1,0.25,1,1,5,4,2,1,,1,,1,1,87.5,1.25,5,-0.7754,5,4,2,1.3747,1.3747,0.25,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,14,,,,,,,,,,,,,,,
Jaxon Smith-Njigba,SEA,WR,226,No,No,No,218,63,No,No,55,0.873,0.289,51,0.8095,432,251,66,303,,0.8257,0.1651,34,4.8095,87.3,1.9817,6.8571,0.552,8.4706,4.9216,1.2941,101.2189,101.2189,0.2788,49.2,100.2,74.7,100.2,100.2,103.2,77.7,100.2,100.2,100.2,74.7,100.2,100.2,17,6,3,2,8,0.1569,3,0.0476,0.0317,25,4,0.0092,1,1,2,1
Jalen Moreno-Cropper,DAL,WR,4,Yes,No,No,4,,No,No,,,,,,,,,,,0.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Sam LaPorta,DET,TE,195,No,No,No,184,38,Yes,Yes,33,0.8684,0.2065,31,0.8158,251,122,49,168,0.5109,0.2772,0.2011,23,4.4211,111.7,1.3641,6.6053,0.1354,8.0968,3.9355,1.5806,66.5042,66.5042,0.1949,37.1,68.1,52.6,68.1,83.6,71.1,55.6,68.1,68.1,68.1,52.6,83.6,68.1,16,3,3,1,3,0.0968,,,0.0263,17,9,0.0109,,2,2,2
Chris Blair,ATL,WR,4,No,Yes,No,4,,No,Yes,,,,,,,,,,,0.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
Robert Woods,HST,WR,74,No,No,No,72,14,No,Yes,12,0.8571,0.1944,11,0.7857,92,41,6,69,,0.3889,0.6111,8,4.9286,94,1.2778,6.5714,0.1823,8.3636,3.7273,0.5455,23.4284,23.4284,0.1892,9.2,20.2,14.7,20.2,20.2,20.2,14.7,20.2,20.2,20.2,14.7,20.2,20.2,15,,,1,1,0.0909,,,0.0714,8,2,,,,1,
Brycen Tremayne,WAS,WR,5,No,No,Yes,5,,Yes,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
Christian McCaffrey,SF,RB,48,Yes,No,No,34,14,Yes,Yes,10,0.7143,0.4118,10,0.7143,72,31,9,54,0.0294,0.1471,0.1176,6,3.8571,53.3,2.1176,5.1429,-1.6969,7.2,3.1,0.9,20.8173,20.8173,0.2917,7.2,17.2,12.2,22.2,17.2,17.2,12.2,17.2,17.2,17.2,12.2,17.2,17.2,4,,,,1,0.1,,,,3,3,0.7059,,,,
Jonathan Ward,PIT,RB,1,No,Yes,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,
Khalil Shakir,BUF,WR,130,No,Yes,No,126,39,No,Yes,38,0.9744,0.3095,36,0.9231,382,215,77,179,,0.7063,0.2857,25,4.5897,124.6,3.0317,9.7949,3.5689,10.6111,5.9722,2.1389,60.2788,60.2788,0.3,50.2,86.2,68.2,86.2,86.2,89.2,71.2,86.2,86.2,86.2,68.2,86.2,86.2,15,4,3,,9,0.25,,,,16,2,0.0079,,2,,
Sterling Shepard,TB,WR,127,No,No,Yes,125,19,No,Yes,18,0.9474,0.152,14,0.7368,76,16,3,82,,0.448,0.544,12,4.3158,80.2,0.608,4,-2.1445,5.4286,1.1429,0.2143,27.9284,27.9284,0.1496,7.6,21.6,14.6,21.6,21.6,21.6,14.6,21.6,21.6,21.6,14.6,21.6,21.6,14,3,3,3,1,0.0714,1,0.0526,0.1579,1,1,0.008,1,,,
Rico Dowdle,DAL,RB,137,No,No,Yes,107,20,Yes,Yes,17,0.85,0.1869,15,0.75,114,79,33,56,,0.0467,0.0561,5,2.8,105,1.0654,5.7,-0.7465,7.6,5.2667,2.2,31.1814,31.1814,0.146,17.4,32.4,24.9,39.9,32.4,35.4,27.9,32.4,32.4,32.4,24.9,32.4,32.4,16,3,2,1,3,0.2,,,0.05,5,2,0.8972,1,1,2,1
Ricky Pearsall,SF,WR,113,No,Yes,No,111,19,No,No,17,0.8947,0.1712,17,0.8947,119,28,6,107,,0.4234,0.5766,16,5.6316,105.9,1.0721,6.2632,-0.3975,7,1.6471,0.3529,34.079,34.079,0.1681,23.9,40.9,32.4,40.9,40.9,43.9,35.4,40.9,40.9,40.9,32.4,40.9,40.9,11,3,3,,,,,,,8,5,,,2,1,1
Pharaoh Brown,SEA,TE,35,No,No,No,24,8,No,No,6,0.75,0.3333,4,0.5,35,19,13,37,0.625,0.3333,0.0417,3,4.625,62,1.4583,4.375,-2.1162,8.75,4.75,3.25,13.5205,13.5205,0.2286,3.5,7.5,5.5,7.5,9.5,7.5,5.5,7.5,7.5,7.5,5.5,9.5,7.5,15,,,2,,,,,0.25,1,1,,,,1,
Chris Olave,NO,WR,67,No,No,No,66,19,No,Yes,18,0.9474,0.2879,16,0.8421,149,61,11,105,,0.3485,0.6364,16,5.5263,99.3,2.2576,7.8421,1.2663,9.3125,3.8125,0.6875,35.0141,35.0141,0.2836,13.9,29.9,21.9,29.9,29.9,32.9,23.9,28.9,28.9,28.9,20.9,29.9,28.9,8,1,,1,1,0.0625,,,0.0526,9,2,0.0152,,,1,
Jordan Matthews,CAR,TE,3,No,No,No,3,,No,Yes,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
Jeremy McNichols,WAS,RB,49,No,No,Yes,37,4,Yes,Yes,3,0.75,0.1081,3,0.75,21,11,2,11,0.027,0.2973,0.0541,1,2.75,86.5,0.5676,5.25,-1.2166,7,3.6667,0.6667,5.6875,5.6875,0.0816,2.1,5.1,3.6,6.6,5.1,5.1,3.6,5.1,5.1,5.1,3.6,5.1,5.1,17,,,,,,,,,1,1,0.6216,,,,
Jerome Ford,CLV,RB,159,No,No,No,124,11,No,Yes,9,0.8182,0.0887,9,0.8182,68,46,11,30,0.1774,0.0887,0.0968,5,2.7273,92.4,0.5484,6.1818,-0.298,7.5556,5.1111,1.2222,15.5777,15.5777,0.0692,6.8,15.8,11.3,20.3,15.8,15.8,11.3,15.8,15.8,15.8,11.3,15.8,15.8,14,,,,1,0.1111,,,,2,,0.6371,,,,
George Pickens,PIT,WR,171,No,Yes,No,170,46,No,Yes,41,0.8913,0.2706,33,0.7174,258,96,68,235,,0.2412,0.7588,41,5.1087,76.2,1.5176,5.6087,-0.7952,7.8182,2.9091,2.0606,76.3027,76.3027,0.269,24.8,57.8,41.3,57.8,57.8,60.8,43.3,56.8,56.8,56.8,40.3,57.8,56.8,14,9,4,4,6,0.1818,1,0.0217,0.087,15,6,,,,3,
Jermaine Burton,CIN,WR,35,No,No,No,35,3,Yes,Yes,3,1,0.0857,1,0.3333,11,2,,19,,0.0857,0.9143,3,6.3333,45.1,0.3143,3.6667,-3.0996,11,2,,5.5209,5.5209,0.0857,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,14,2,,,,,,,,1,1,,,,,
Josh Jacobs,GB,RB,115,Yes,No,No,80,13,No,Yes,12,0.9231,0.1625,12,0.9231,139,110,42,36,0.025,0.0125,0.05,3,2.7692,111.2,1.7375,10.6923,4.3396,11.5833,9.1667,3.5,22.7975,22.7975,0.113,13.9,25.9,19.9,31.9,25.9,28.9,22.9,25.9,25.9,25.9,19.9,25.9,25.9,17,,,,6,0.5,,,,4,1,0.9125,,,,
Cade Stover,HST,TE,47,No,No,No,42,10,No,Yes,9,0.9,0.2381,7,0.7,57,38,26,32,0.6667,0.1667,0.1667,1,3.2,84.2,1.3571,5.7,-0.5593,8.1429,5.4286,3.7143,14.7217,14.7217,0.2128,5.7,12.7,9.2,12.7,16.2,12.7,9.2,12.7,12.7,12.7,9.2,16.2,12.7,15,1,,1,2,0.2857,,,0.1,2,1,,,,,
Scott Miller,PIT,WR,30,No,No,No,30,4,No,Yes,4,1,0.1333,3,0.75,39,25,20,17,,0.4,0.6,4,4.25,105.2,1.3,9.75,3.6971,13,8.3333,6.6667,5.6895,5.6895,0.1333,3.9,6.9,5.4,6.9,6.9,6.9,5.4,6.9,6.9,6.9,5.4,6.9,6.9,13,,,1,2,0.6667,,,0.25,1,1,,,,,
Jaylen Waddle,MIA,WR,165,No,No,Yes,161,32,No,Yes,24,0.75,0.1988,22,0.6875,235,124,39,178,,0.323,0.677,27,5.5625,100.4,1.4596,7.3438,0.7883,10.6818,5.6364,1.7727,54.7238,54.7238,0.1939,29.5,51.5,40.5,51.5,51.5,54.5,43.5,51.5,51.5,51.5,40.5,51.5,51.5,15,,,2,1,0.0455,,,0.0625,12,6,,,1,1,
Tee Higgins,CIN,WR,197,No,Yes,No,194,53,No,Yes,49,0.9245,0.2732,44,0.8302,398,168,106,299,0.0052,0.2423,0.7526,45,5.6415,135.7,2.0515,7.5094,0.926,9.0455,3.8182,2.4091,101.8338,101.8338,0.269,74.8,118.8,96.8,118.8,118.8,121.8,98.8,117.8,117.8,117.8,95.8,118.8,117.8,12,10,8,3,10,0.2273,,,0.0566,21,16,,,6,7,4
Rashod Bateman,BLT,WR,129,No,No,Yes,127,31,No,No,24,0.7742,0.2441,21,0.6774,221,101,29,166,,0.1102,0.8898,21,5.3548,72.1,1.7402,7.129,0.6421,10.5238,4.8095,1.381,46.3959,46.3959,0.2403,28.1,49.1,38.6,49.1,49.1,52.1,41.6,49.1,49.1,49.1,38.6,49.1,49.1,17,1,,3,4,0.1905,,,0.0968,12,3,,,1,,
Grant Calcaterra,PHI,TE,120,No,No,No,112,18,No,Yes,15,0.8333,0.1607,14,0.7778,94,47,12,66,0.4196,0.5,0.0804,10,3.6667,106.9,0.8393,5.2222,-1.2566,6.7143,3.3571,0.8571,29.4006,29.4006,0.15,15.4,29.4,22.4,29.4,36.4,29.4,22.4,29.4,29.4,29.4,22.4,36.4,29.4,17,1,,,,,,,,7,2,,,1,1,1
Hayden Hurst,LAC,TE,41,No,No,No,38,8,No,Yes,7,0.875,0.2105,7,0.875,46,16,6,32,0.2632,0.5,0.2105,6,4,90.6,1.2105,5.75,-0.6828,6.5714,2.2857,0.8571,12.7312,12.7312,0.1951,4.6,11.6,8.1,11.6,15.1,11.6,8.1,11.6,11.6,11.6,8.1,15.1,11.6,9,,,,,,1,0.125,,1,,0.0263,,,,
Clyde Edwards-Helaire,NO,RB,10,No,No,Yes,8,2,No,Yes,2,1,0.25,1,0.5,14,13,1,8,,0.125,,1,4,72.9,1.75,7,0.4533,14,13,1,2.9449,2.9449,0.2,1.4,2.4,1.9,2.9,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2,1,,,,,,,,1,,0.875,,,,
Dalvin Cook,DAL,RB,7,No,No,No,5,1,No,No,1,1,0.2,1,1,10,6,1,4,,0.4,,1,4,108.3,2,10,3.3381,10,6,1,1.4352,1.4352,0.1429,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,2,,,,,,,,,1,,0.6,,,,
Ryan Flournoy,DAL,WR,38,No,No,Yes,37,8,Yes,Yes,7,0.875,0.2162,6,0.75,36,11,2,37,,0.1622,0.8378,7,4.625,83.3,0.973,4.5,-1.7464,6,1.8333,0.3333,11.6133,11.6133,0.2105,3.6,9.6,6.6,9.6,9.6,9.6,6.6,9.6,9.6,9.6,6.6,9.6,9.6,11,1,1,1,,,,,0.125,2,,,,,,
D'Onta Foreman,CLV,RB,36,No,No,Yes,19,4,No,No,4,1,0.2105,4,1,33,20,5,13,0.0526,0.1053,0.1579,,3.25,101,1.7368,8.25,1.7506,8.25,5,1.25,6.9299,6.9299,0.1111,3.3,7.3,5.3,9.3,7.3,7.3,5.3,7.3,7.3,7.3,5.3,7.3,7.3,11,,,,,,,,,,,0.6842,,,,
Deebo Samuel,SF,WR,163,No,No,No,162,36,No,Yes,31,0.8611,0.2222,23,0.6389,251,146,62,175,0.0123,0.284,0.6543,28,4.8611,93.6,1.5494,6.9722,0.6377,10.913,6.3478,2.6957,54.9647,54.9647,0.2209,31.1,54.1,42.6,54.1,54.1,57.1,45.6,54.1,54.1,54.1,42.6,54.1,54.1,15,6,1,3,3,0.1304,2,0.0556,0.0833,14,5,0.0494,,1,,
Devin Duvernay,JAX,WR,51,No,No,No,51,7,No,Yes,7,1,0.1373,7,1,35,5,1,30,,0.7255,0.2745,4,4.2857,87.5,0.6863,5,-1.0681,5,0.7143,0.1429,9.897,9.897,0.1373,3.5,10.5,7,10.5,10.5,10.5,7,10.5,10.5,10.5,7,10.5,10.5,13,,,,,,1,0.1429,,5,1,,,,,
Mike Gesicki,CIN,TE,193,No,Yes,No,188,49,No,Yes,48,0.9796,0.2606,47,0.9592,400,164,51,249,0.0745,0.6649,0.2606,41,5.0816,100.7,2.1277,8.1633,1.4236,8.5106,3.4894,1.0851,74.8219,74.8219,0.2539,39,86,62.5,86,109.5,89,64.5,85,85,85,61.5,109.5,85,17,5,4,,3,0.0638,,,,23,4,,,,,
Nikko Remigio,KC,WR,8,No,No,No,8,2,No,Yes,,,0.25,,,,,,9,0.125,0.875,,2,4.5,39.6,,,-6.1995,,,,2.9194,2.9194,0.25,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,
Julius Chestnut,TEN,RB,10,No,No,No,8,,No,Yes,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,0.875,,,,
Wan'Dale Robinson,NYG,WR,235,No,No,No,235,83,No,Yes,67,0.8072,0.3532,58,0.6988,428,179,84,370,,0.7532,0.2383,68,4.4578,84.8,1.8213,5.1566,-0.9954,7.3793,3.0862,1.4483,136.224,136.224,0.3532,54.8,112.8,83.8,112.8,112.8,115.8,86.8,112.8,112.8,112.8,83.8,112.8,112.8,17,10,6,6,7,0.1207,,,0.0723,24,9,0.0085,,2,1,
Zach Davidson,BUF,TE,9,No,No,No,9,1,No,No,1,1,0.1111,1,1,5,1,,4,0.2222,0.7778,,,4,87.5,0.5556,5,-1.0667,5,1,,1.4617,1.4617,0.1111,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,3,,,,,,,,,,,,,,,
Ben Skowronek,PIT,WR,11,No,Yes,No,11,3,No,Yes,3,1,0.2727,3,1,29,14,4,15,0.1818,0.7273,0.0909,2,5,106.9,2.6364,9.6667,3.3299,9.6667,4.6667,1.3333,4.6063,4.6063,0.2727,2.9,5.9,4.4,5.9,5.9,5.9,4.4,5.9,5.9,5.9,4.4,5.9,5.9,9,,,,2,0.6667,,,,2,,,,,,
Jake Tonges,SF,TE,2,No,Yes,No,2,,No,No,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
Trey Benson,ARZ,RB,13,No,Yes,No,8,1,No,Yes,1,1,0.125,1,1,18,15,,3,,,0.375,,3,118.8,2.25,18,11.4906,18,15,,1.3222,1.3222,0.0769,1.8,2.8,2.3,3.3,2.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,13,,,,,,,,,1,,0.625,,,,
Roman Wilson,PIT,WR,1,No,No,No,1,,No,No,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Kimani Vidal,LAC,RB,47,No,No,No,32,4,No,Yes,4,1,0.125,2,0.5,19,13,2,11,0.0312,0.0625,0.0625,1,2.75,63.5,0.5938,4.75,-1.7307,9.5,6.5,1,5.64,5.64,0.0851,1.9,3.9,2.9,4.9,3.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,10,1,,1,,,,,0.25,1,,0.8438,,,,
Mason Tipton,NO,WR,95,No,Yes,No,94,18,No,Yes,14,0.7778,0.1915,13,0.7222,89,31,12,84,,0.2766,0.7234,13,4.6667,82.9,0.9468,4.9444,-1.3491,6.8462,2.3846,0.9231,28.9561,28.9561,0.1895,8.9,21.9,15.4,21.9,21.9,21.9,15.4,21.9,21.9,21.9,15.4,21.9,21.9,11,,,,1,0.0769,,,,2,1,,,,,
Mike Williams,PIT,WR,117,No,Yes,No,115,11,No,Yes,11,1,0.0957,10,0.9091,71,20,7,56,,0.3043,0.6957,10,5.0909,93.6,0.6174,6.4545,0.0079,7.1,2,0.7,16.089,16.089,0.094,7.1,17.1,12.1,17.1,17.1,17.1,12.1,17.1,17.1,17.1,12.1,17.1,17.1,18,2,2,1,,,,,0.0909,4,,,1,,,
Derius Davis,LAC,WR,20,No,No,No,20,1,No,Yes,1,1,0.05,1,1,5,1,,4,,0.55,0.35,1,4,87.5,0.25,5,-1.0498,5,1,,1.1859,1.1859,0.05,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,15,,,,,,,,,,,0.1,,,,
Kylen Granson,IND,TE,96,No,No,No,93,14,No,Yes,11,0.7857,0.1505,9,0.6429,86,53,12,67,0.4301,0.4409,0.129,8,4.7857,41.7,0.9247,6.1429,-0.4468,9.5556,5.8889,1.3333,23.1713,23.1713,0.1458,8.6,17.6,13.1,17.6,22.1,17.6,13.1,17.6,17.6,17.6,13.1,22.1,17.6,17,1,,1,,,,,0.0714,4,3,,,,,
John Ross,PHI,WR,4,No,No,Yes,4,1,No,Yes,1,1,0.25,1,1,6,2,1,4,,0.25,0.75,,4,91.7,1.5,6,-0.0498,6,2,1,1.3584,1.3584,0.25,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1,,,,,,,,,1,,,,,,
Devin Thompkins,CAR,WR,9,No,No,No,8,1,Yes,Yes,1,1,0.125,1,1,7,1,1,6,,0.625,0.375,1,6,95.8,0.875,7,0.0509,7,1,1,1.3128,1.3128,0.1111,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,7,,,,,,,,,1,,,,,,
Terrace Marshall,LV,WR,46,No,No,No,46,2,No,Yes,2,1,0.0435,2,1,13,2,,11,,0.2174,0.7826,2,5.5,93.8,0.2826,6.5,-0.0571,6.5,1,,4.407,4.407,0.0435,1.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,3.3,2.3,3.3,3.3,7,,,,,,,,,,,,,,,
Rhamondre Stevenson,NE,RB,131,No,No,No,99,10,No,Yes,6,0.6,0.101,6,0.6,49,29,12,41,0.0404,0.0606,0.1616,2,4.1,105.8,0.4949,4.9,-2.5533,8.1667,4.8333,2,20.322,20.322,0.0763,10.9,16.9,13.9,19.9,16.9,16.9,13.9,16.9,16.9,16.9,13.9,16.9,16.9,15,,,,1,0.1667,,,,2,4,0.7374,,1,1,1
