Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,AlignmentWideRoutesPercentage,DropsTotal,AveragesPerTargetDropsTotal,TouchdownsTotal,playerStatsInside20ReceivingTargetsTotal,AlignmentInlineRoutesPercentage,ReceptionsHero,TargetsContestedTotal,ReceptionsContested
Cedric Tillman,CLV,WR,31,No,Yes,No,19,3,No,Yes,3,1,0.1579,3,1,5,14,2,-9,,,,0.2632,2,2,0.6667,-3,79.2,0.2632,1.6667,-3.4703,1.6667,4.6667,0.6667,,5.3273,5.3273,0.0968,0.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,11,0.7368,,,,1,,,,
Chris Moore,ARZ,WR,3,Yes,No,Yes,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,
Tutu Atwell,LA,WR,42,Yes,No,No,27,4,No,Yes,4,1,0.1481,4,1,27,33,6,-6,,,,0.2963,4,3,0.75,-1.5,94.8,1,6.75,1.0879,6.75,8.25,1.5,1,5.6078,5.6078,0.0952,2.7,6.7,4.7,6.7,6.7,6.7,4.7,6.7,6.7,6.7,4.7,6.7,6.7,17,0.7037,,,,,,,,
Josh Palmer,LAC,WR,43,Yes,No,Yes,30,1,No,Yes,1,1,0.0333,1,1,11,12,5,-1,,,,0.2333,1,1,1,-1,112.5,0.3667,11,4.8301,11,12,5,1,1.5105,1.5105,0.0233,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,15,0.7667,,,,,,,,
Antonio Gibson,NE,RB,28,No,No,No,16,14,No,Yes,12,0.8571,0.875,12,0.8571,71,110,26,-42,,,0.8125,0.0625,10,10,0.7143,-3,58,4.4375,5.0714,-0.7347,5.9167,9.1667,2.1667,4,22.3856,22.3856,0.5,7.1,19.1,13.1,25.1,19.1,19.1,13.1,19.1,19.1,19.1,13.1,19.1,19.1,17,0.0625,,,,1,0.0625,,,
Isaiah Williams,CIN,WR,3,No,Yes,No,3,1,Yes,Yes,1,1,0.3333,1,1,2,6,6,-4,2,2,,0.6667,1,1,1,-4,79.2,0.6667,2,-2.4851,2,6,6,,1.4435,1.4435,0.3333,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,8,0.3333,,,,,,,,
Mason Kinsey,TEN,WR,4,No,No,No,2,,No,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,
Charlie Woerner,ATL,TE,30,Yes,No,No,12,2,No,Yes,2,1,0.1667,2,1,7,10,2,-3,,,,0.3333,1,,,-1.5,81.3,0.5833,3.5,-2.0771,3.5,5,1,,3.1864,3.1864,0.0667,0.7,2.7,1.7,2.7,3.7,2.7,1.7,2.7,2.7,2.7,1.7,3.7,2.7,16,0.25,,,,,0.4167,,,
Harrison Bryant,LV,TE,17,No,No,No,9,2,No,Yes,2,1,0.2222,2,1,18,21,6,-3,,,,0.2222,2,,,-1.5,104.2,2,9,3.4229,9,10.5,3,1,2.7848,2.7848,0.1176,1.8,3.8,2.8,3.8,4.8,3.8,2.8,3.8,3.8,3.8,2.8,4.8,3.8,13,,,,,,0.7778,,,
Tylan Wallace,BLT,WR,23,No,No,Yes,15,3,No,Yes,3,1,0.2,3,1,12,17,2,-5,,,,0.4,3,2,0.6667,-1.6667,83.3,0.8,4,-1.4928,4,5.6667,0.6667,,4.0808,4.0808,0.1304,1.2,4.2,2.7,4.2,4.2,4.2,2.7,4.2,4.2,4.2,2.7,4.2,4.2,17,0.5333,,,,1,0.0667,,,
Jonnu Smith,MIA,TE,100,No,No,No,66,32,No,Yes,29,0.9062,0.4848,25,0.7812,181,243,53,-78,4,0.16,0.1061,0.2727,27,21,0.6562,-2.4375,100.7,2.7424,5.6562,0.2745,7.24,9.72,2.12,9,54.9895,54.9895,0.32,23.1,48.1,35.6,48.1,60.6,51.1,37.6,47.1,47.1,47.1,34.6,60.6,47.1,17,0.2576,3,0.0938,1,6,0.3636,,1,
Elijah Higgins,ARZ,TE,31,No,No,No,19,5,No,Yes,5,1,0.2632,5,1,37,47,23,-10,3,0.6,0.0526,0.4211,1,,,-2,97.5,1.9474,7.4,2.1231,7.4,9.4,4.6,2,9.9382,9.9382,0.1613,3.7,8.7,6.2,8.7,11.2,8.7,6.2,8.7,8.7,8.7,6.2,11.2,8.7,17,0.2632,,,,,0.2632,,,
Adam Thielen,CAR,WR,37,Yes,No,No,31,4,No,Yes,3,0.75,0.129,3,0.75,6,11,4,-6,,,,0.7097,3,2,0.5,-1.5,77.1,0.1935,1.5,-4.1621,2,3.6667,1.3333,,6.3389,6.3389,0.1081,0.6,3.6,2.1,3.6,3.6,3.6,2.1,3.6,3.6,3.6,2.1,3.6,3.6,10,0.2903,,,,1,,,,
Josiah Deguara,JAX,TE,5,No,Yes,No,3,1,No,Yes,1,1,0.3333,1,1,2,5,2,-3,,,0.3333,,1,,,-3,79.2,0.6667,2,-3.8652,2,5,2,,2.7,2.7,0.2,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,13,,,,,1,0.6667,,,
Braelon Allen,NYJ,RB,42,No,No,No,28,16,No,Yes,16,1,0.5714,12,0.75,83,118,29,-43,1,0.0833,0.8929,0.0714,10,6,0.375,-2.6875,107,2.9643,5.1875,-0.5588,6.9167,9.8333,2.4167,4,23.2667,23.2667,0.381,14.3,26.3,20.3,32.3,26.3,26.3,20.3,26.3,26.3,26.3,20.3,26.3,26.3,17,0.0357,4,0.25,1,1,,,,
Cody Schrader,LA,RB,1,Yes,No,No,1,1,No,Yes,1,1,1,1,1,6,6,2,,,,1,,,,,,91.7,6,6,0.1729,6,6,2,,1.2433,1.2433,1,0.6,1.6,1.1,2.1,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1,,,,,,,,,
Blake Whiteheart,CLV,TE,13,No,No,Yes,6,1,No,Yes,1,1,0.1667,1,1,1,1,1,,,,,0.3333,1,,,,79.2,0.1667,1,-4.289,1,1,1,,2.7623,2.7623,0.0769,0.1,1.1,0.6,1.1,1.6,1.1,0.6,1.1,1.1,1.1,0.6,1.6,1.1,11,,,,,,0.6667,,,
Chris Manhertz,NYG,TE,44,No,Yes,No,6,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,1,,,
MarShawn Lloyd,GB,RB,2,Yes,Yes,No,2,1,No,Yes,1,1,0.5,1,1,3,7,4,-4,,,,1,1,1,1,-4,79.2,1.5,3,-2.5699,3,7,4,,1.7023,1.7023,0.5,0.3,1.3,0.8,1.8,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1,,,,,,,,,
Johnny Wilson,PHI,WR,25,No,Yes,No,12,,No,Yes,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.75,,,,,,,,
Erik Ezukanma,MIA,WR,2,No,Yes,Yes,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,
Emanuel Wilson,GB,RB,28,Yes,No,No,19,12,No,Yes,11,0.9167,0.6316,10,0.8333,46,101,43,-60,2,0.2,0.8947,0.1053,9,9,0.75,-5,110.4,2.4211,3.8333,-1.7066,4.6,10.1,4.3,2,22.7637,22.7637,0.4286,10.6,20.6,15.6,25.6,20.6,20.6,15.6,20.6,20.6,20.6,15.6,20.6,20.6,17,,,,1,1,,,1,
Jeff Wilson,MIA,RB,9,No,No,No,6,1,No,Yes,1,1,0.1667,1,1,6,9,1,-3,,,0.8333,0.1667,1,1,1,-3,91.7,1,6,-0.1191,6,9,1,,1.6179,1.6179,0.1111,0.6,1.6,1.1,2.1,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,9,,,,,,,,,
Kenny McIntosh,SEA,RB,7,Yes,No,No,3,1,No,Yes,1,1,0.3333,1,1,2,4,1,-2,,,0.6667,,,,,-2,79.2,0.6667,2,-4.198,2,4,1,,1.6098,1.6098,0.1429,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,11,,,,,,0.3333,,,
Deuce Vaughn,DAL,RB,9,No,No,No,6,2,No,Yes,1,0.5,0.3333,1,0.5,6,8,4,-6,1,1,1,,,,,-3,56.3,1,3,-2.884,6,8,4,,5.1427,5.1427,0.2222,0.6,1.6,1.1,2.1,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,6,,,,,,,,,
Kameron Johnson,TB,WR,4,No,Yes,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,
Dyami Brown,WAS,WR,56,No,No,No,41,21,No,Yes,21,1,0.5122,21,1,123,189,77,-66,9,0.4286,,0.2927,20,20,0.9524,-3.1429,91.1,3,5.8571,0.9299,5.8571,9,3.6667,7,32.7594,32.7594,0.375,11.3,32.3,21.8,32.3,32.3,35.3,23.8,31.3,31.3,31.3,20.8,32.3,31.3,16,0.7073,,,,1,,,,
Quentin Johnston,LAC,WR,59,No,No,No,40,13,No,Yes,13,1,0.325,12,0.9231,67,96,39,-29,2,0.1667,,0.1,12,8,0.6154,-2.2308,88.1,1.675,5.1538,-0.1421,5.5833,8,3.25,2,19.5489,19.5489,0.2203,6.7,18.7,12.7,18.7,18.7,18.7,12.7,18.7,18.7,18.7,12.7,18.7,18.7,15,0.9,,,,2,,,1,
Garrett Wilson,NYJ,WR,141,No,No,No,108,23,No,Yes,23,1,0.213,23,1,99,144,41,-45,12,0.5217,0.0185,0.2778,20,16,0.6957,-1.9565,99.1,0.9167,4.3043,-1.186,4.3043,6.2609,1.7826,6,40.3783,40.3783,0.1631,14.9,37.9,26.4,37.9,37.9,37.9,25.4,36.9,36.9,36.9,25.4,37.9,36.9,17,0.7037,,,1,6,,,,
Derrick Henry,BLT,RB,46,No,No,Yes,17,14,No,Yes,13,0.9286,0.8235,13,0.9286,132,169,52,-42,6,0.4615,1,,9,5,0.3571,-3,129.8,7.7647,9.4286,3.844,10.1538,13,4,7,21.5791,21.5791,0.3043,19.2,32.2,25.7,38.7,32.2,35.2,28.7,32.2,32.2,32.2,25.7,32.2,32.2,17,,,,1,3,,,1,1
Robert Tonyan,MIN,TE,1,Yes,No,Yes,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,
Kareem Hunt,KC,RB,70,No,No,No,41,24,No,Yes,21,0.875,0.5854,21,0.875,137,185,74,-56,4,0.1905,0.8537,0.0488,12,9,0.375,-2.3333,90.5,3.3415,5.7083,-0.0636,6.5238,8.8095,3.5238,8,44.3682,44.3682,0.3429,13.7,34.7,24.2,45.2,34.7,37.7,27.2,34.7,34.7,34.7,24.2,34.7,34.7,13,,,,,9,0.0976,,1,1
Brandon Powell,MIN,WR,15,No,No,No,3,,No,Yes,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.6667,,,,,,,,
Ty Johnson,BUF,RB,25,No,No,No,18,6,No,Yes,6,1,0.3333,6,1,78,113,12,-35,,,0.7778,0.1667,4,4,0.6667,-5.8333,158.3,4.3333,13,7.7587,13,18.8333,2,3,12.0432,12.0432,0.24,13.8,19.8,16.8,22.8,19.8,19.8,16.8,19.8,19.8,19.8,16.8,19.8,19.8,17,,,,1,2,0.0556,,,
Nick Muse,MIN,TE,2,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,
Van Jefferson,PIT,WR,54,No,Yes,No,35,3,Yes,Yes,2,0.6667,0.0857,2,0.6667,1,7,,-7,,,,0.2571,2,1,0.3333,-2.3333,70.1,0.0286,0.3333,-5.1664,0.5,3.5,,,5.9478,5.9478,0.0556,0.1,2.1,1.1,2.1,2.1,2.1,1.1,2.1,2.1,2.1,1.1,2.1,2.1,17,0.7429,,,,2,,,,
Xavier Worthy,KC,WR,116,Yes,No,No,98,27,No,Yes,26,0.963,0.2755,25,0.9259,188,244,46,-63,5,0.2,0.0408,0.3878,25,17,0.6296,-2.3333,120.4,1.9184,6.963,1.7271,7.52,9.76,1.84,11,42.3623,42.3623,0.2328,30.8,55.8,43.3,55.8,55.8,58.8,46.3,55.8,55.8,55.8,43.3,55.8,55.8,17,0.5714,1,0.037,2,9,,,,
Cam Grandy,CIN,TE,4,No,Yes,No,2,1,Yes,Yes,1,1,0.5,1,1,,1,,-1,,,,1,,,,-1,79.2,,,-4.9014,,1,,,1.554,1.554,0.25,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,8,,,,,,,,,
Elijah Moore,CLV,WR,70,No,No,Yes,45,11,No,Yes,9,0.8182,0.2444,9,0.8182,14,28,4,-15,,,0.0222,0.4889,7,4,0.3636,-1.3636,79.2,0.3111,1.2727,-4.4652,1.5556,3.1111,0.4444,1,17.9532,17.9532,0.1571,1.4,10.4,5.9,10.4,10.4,10.4,5.9,10.4,10.4,10.4,5.9,10.4,10.4,17,0.4889,,,,1,,,,
Malachi Corley,NYJ,WR,6,No,No,Yes,4,1,No,Yes,1,1,0.25,1,1,4,4,3,,,,,0.75,1,1,1,,83.3,1,4,-2.0386,4,4,3,,1.4135,1.4135,0.1667,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,7,0.25,,,,,,,,
Rachaad White,TB,RB,81,No,No,No,61,44,No,Yes,41,0.9318,0.7213,41,0.9318,301,470,140,-177,9,0.2195,0.7705,0.1967,31,25,0.5682,-4.0227,125.5,4.9344,6.8409,1.3102,7.3415,11.4634,3.4146,14,72.0001,72.0001,0.5432,53.1,94.1,73.6,114.6,94.1,97.1,75.6,93.1,93.1,93.1,72.6,94.1,93.1,16,0.0328,,,4,10,,,,
AJ Barner,SEA,TE,50,Yes,No,No,30,12,No,Yes,11,0.9167,0.4,11,0.9167,81,97,45,-17,5,0.4545,0.0333,0.4,5,2,0.1667,-1.4167,60.1,2.7,6.75,1.4628,7.3636,8.8182,4.0909,6,20.3325,20.3325,0.24,8.1,19.1,13.6,19.1,24.6,19.1,13.6,19.1,19.1,19.1,13.6,24.6,19.1,17,0.0667,,,,3,0.5,,,
Zach Charbonnet,SEA,RB,61,Yes,No,No,39,27,No,Yes,24,0.8889,0.6923,24,0.8889,151,251,61,-108,5,0.2083,0.7179,0.1282,13,10,0.3704,-4,74.5,3.8718,5.5926,0.1062,6.2917,10.4583,2.5417,5,38.4363,38.4363,0.4426,15.1,39.1,27.1,51.1,39.1,42.1,30.1,39.1,39.1,39.1,27.1,39.1,39.1,17,0.1282,,,,1,0.0256,,1,1
Chuba Hubbard,CAR,RB,66,Yes,No,No,56,33,No,Yes,29,0.8788,0.5893,27,0.8182,103,207,73,-115,7,0.2593,0.9107,0.0536,12,9,0.2727,-3.4848,89.8,1.8393,3.1212,-2.4894,3.8148,7.6667,2.7037,4,54.7869,54.7869,0.5,15.3,42.3,28.8,55.8,42.3,45.3,30.8,41.3,41.3,41.3,27.8,42.3,41.3,15,0.0357,,,1,9,,,2,
Jared Wayne,HST,WR,3,Yes,No,No,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,
Cordarrelle Patterson,PIT,RB,13,No,Yes,No,10,4,Yes,Yes,4,1,0.4,4,1,2,20,7,-18,1,0.25,0.1,0.2,4,3,0.75,-4.5,79.2,0.2,0.5,-5.2574,0.5,5,1.75,1,5.8129,5.8129,0.3077,0.2,4.2,2.2,6.2,4.2,4.2,2.2,4.2,4.2,4.2,2.2,4.2,4.2,13,0.5,,,,,0.2,,,
Isiah Pacheco,KC,RB,34,No,No,No,19,12,No,Yes,11,0.9167,0.6316,11,0.9167,64,107,10,-43,2,0.1818,0.8421,0.0526,4,3,0.25,-3.5833,88.9,3.3684,5.3333,-0.4379,5.8182,9.7273,0.9091,3,21.4386,21.4386,0.3529,6.4,17.4,11.9,22.9,17.4,17.4,11.9,17.4,17.4,17.4,11.9,17.4,17.4,7,0.1053,,,,1,,,,
Pat Freiermuth,PIT,TE,68,No,Yes,No,50,9,Yes,Yes,9,1,0.18,9,1,42,51,23,-9,,,0.02,0.4,7,2,0.2222,-1,123.1,0.84,4.6667,-0.5983,4.6667,5.6667,2.5556,2,16.3019,16.3019,0.1324,10.2,19.2,14.7,19.2,23.7,19.2,14.7,19.2,19.2,19.2,14.7,23.7,19.2,17,0.18,,,1,4,0.4,,,
Geoff Swaim,CLV,TE,16,No,No,No,4,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,1,,,
Jalen Virgil,BUF,WR,3,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,
Bijan Robinson,ATL,RB,81,Yes,No,No,59,44,No,Yes,43,0.9773,0.7458,42,0.9545,248,420,93,-174,13,0.3095,0.7119,0.1525,24,20,0.4545,-3.9545,90.2,4.2034,5.6364,0.0605,5.9048,10,2.2143,13,74.9412,74.9412,0.5432,24.8,66.8,45.8,87.8,66.8,69.8,48.8,66.8,66.8,66.8,45.8,66.8,66.8,17,0.1356,1,0.0227,,6,,1,,
Jaleel McLaughlin,DEN,RB,42,Yes,No,No,31,23,No,Yes,22,0.9565,0.7419,22,0.9565,63,161,33,-105,5,0.2273,0.8387,0.129,13,10,0.4348,-4.5652,108.2,2.0323,2.7391,-2.5386,2.8636,7.3182,1.5,2,33.3005,33.3005,0.5476,17.3,39.3,28.3,50.3,39.3,39.3,27.3,38.3,38.3,38.3,27.3,39.3,38.3,16,0.0323,,,2,3,,,,
Calvin Austin,PIT,WR,41,No,Yes,No,36,8,Yes,Yes,6,0.75,0.2222,6,0.75,16,28,12,-15,1,0.1667,,0.6667,8,6,0.75,-1.875,77.1,0.4444,2,-3.5249,2.6667,4.6667,2,,12.1594,12.1594,0.1951,1.6,7.6,4.6,7.6,7.6,7.6,4.6,7.6,7.6,7.6,4.6,7.6,7.6,17,0.3333,,,,1,,,,
Ronnie Bell,SF,WR,3,Yes,Yes,No,2,,No,No,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.5,,,,,,,,
Jacob Cowing,SF,WR,10,No,No,No,7,1,No,Yes,1,1,0.1429,1,1,9,13,5,-4,,,,0.4286,1,1,1,-4,104.2,1.2857,9,4.5149,9,13,5,,3.6983,3.6983,0.1,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,15,0.5714,,,,1,,,,
Mike Williams,PIT,WR,71,No,Yes,No,42,,Yes,Yes,,,,,,,,,,,,,0.2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.7619,,,,,,,,
Derius Davis,LAC,WR,19,No,No,No,18,10,No,Yes,10,1,0.5556,10,1,65,118,24,-53,3,0.3,,0.7222,5,5,0.5,-5.3,93.8,3.6111,6.5,2.572,6.5,11.8,2.4,3,15.2783,15.2783,0.5263,6.5,16.5,11.5,16.5,16.5,16.5,11.5,16.5,16.5,16.5,11.5,16.5,16.5,15,0.2778,,,,1,,,1,1
Kylen Granson,IND,TE,28,No,Yes,No,11,3,No,Yes,2,0.6667,0.2727,2,0.6667,19,28,8,-9,,,,0.2727,3,2,0.6667,-3,84,1.7273,6.3333,1.0004,9.5,14,4,1,4.5502,4.5502,0.1071,1.9,3.9,2.9,3.9,4.9,3.9,2.9,3.9,3.9,3.9,2.9,4.9,3.9,17,0.0909,,,,1,0.6364,,,
Devin Thompkins,CAR,WR,7,Yes,No,No,7,3,No,Yes,3,1,0.4286,3,1,13,27,2,-14,,,0.1429,0.8571,3,3,1,-4.6667,84.7,1.8571,4.3333,0.3445,4.3333,9,0.6667,1,5.8079,5.8079,0.4286,1.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,7,,,,,1,,,,
Terrace Marshall,LV,WR,10,No,No,No,7,1,No,Yes,,,0.1429,,,,,,-3,,,,0.1429,1,,,-3,39.6,,,-4.9408,,,,,1.6659,1.6659,0.1,,,,,,,,,,,,,,7,0.8571,,,,,,,,
Kimani Vidal,LAC,RB,8,No,No,No,7,3,No,Yes,3,1,0.4286,2,0.6667,5,6,2,-2,,,0.8571,0.1429,2,,,-0.6667,70.1,0.7143,1.6667,-4.155,2.5,3,1,,7.8415,7.8415,0.375,0.5,2.5,1.5,3.5,2.5,2.5,1.5,2.5,2.5,2.5,1.5,2.5,2.5,10,,1,0.3333,,,,,,
Mason Tipton,NO,WR,36,No,No,No,23,,No,Yes,,,,,,,,,,,,0.0435,0.3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.6522,,,,,,,,
Tyreek Hill,MIA,WR,127,No,No,No,86,20,No,Yes,20,1,0.2326,18,0.9,86,132,28,-53,,,0.0116,0.3256,17,12,0.6,-2.65,84.6,1,4.3,-0.7595,4.7778,7.3333,1.5556,3,31.1463,31.1463,0.1575,8.6,26.6,17.6,26.6,26.6,26.6,17.6,26.6,26.6,26.6,17.6,26.6,26.6,17,0.6628,1,0.05,,2,,,1,
Demarcus Robinson,LA,WR,84,Yes,No,No,47,,No,Yes,,,,,,,,,,,,,0.0851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.9149,,,,,,,,
Travis Kelce,KC,TE,136,No,No,No,89,23,No,Yes,23,1,0.2584,22,0.9565,96,132,27,-37,1,0.0455,,0.2697,19,12,0.5217,-1.6087,84.1,1.0787,4.1739,-1.0932,4.3636,6,1.2273,6,42.6436,42.6436,0.1691,8.6,30.6,19.6,30.6,41.6,30.6,18.6,29.6,29.6,29.6,18.6,41.6,29.6,16,0.2921,1,0.0435,,8,0.4382,,,
Cole Kmet,CHI,TE,103,Yes,No,No,33,7,No,Yes,7,1,0.2121,7,1,44,53,18,-9,,,0.1212,0.3939,6,6,0.8571,-1.2857,92.9,1.3333,6.2857,1.0276,6.2857,7.5714,2.5714,2,9.8221,9.8221,0.068,4.4,11.4,7.9,11.4,14.9,11.4,7.9,11.4,11.4,11.4,7.9,14.9,11.4,17,0.0606,,,,1,0.4242,,,
Zack Moss,CIN,RB,30,No,No,No,26,18,No,Yes,18,1,0.6923,16,0.8889,119,160,52,-45,4,0.25,0.9231,0.0385,6,4,0.2222,-2.5,112.7,4.5769,6.6111,0.8265,7.4375,10,3.25,8,25.8506,25.8506,0.6,17.9,33.9,25.9,41.9,33.9,36.9,28.9,33.9,33.9,33.9,25.9,33.9,33.9,8,0.0385,1,0.0556,1,1,,,1,
Rhamondre Stevenson,NE,RB,59,Yes,No,Yes,43,30,No,Yes,29,0.9667,0.6977,27,0.9,119,211,42,-103,7,0.2593,0.907,0.0233,16,12,0.4,-3.4333,83.2,2.7674,3.9667,-1.7515,4.4074,7.8148,1.5556,6,50.7739,50.7739,0.5085,11.9,38.9,25.4,52.4,38.9,41.9,28.4,38.9,38.9,38.9,25.4,38.9,38.9,15,0.0465,2,0.0667,,6,0.0233,,,
Brenton Strange,JAX,TE,58,No,Yes,No,35,4,No,Yes,4,1,0.1143,4,1,29,33,13,-4,4,1,0.0571,0.2857,4,1,0.25,-1,96.9,0.8286,7.25,2.1799,7.25,8.25,3.25,2,7.5868,7.5868,0.069,2.9,6.9,4.9,6.9,8.9,6.9,4.9,6.9,6.9,6.9,4.9,8.9,6.9,17,0.1143,,,,,0.5429,,,
Justin Jefferson,MIN,WR,89,No,No,No,60,18,No,Yes,17,0.9444,0.3,17,0.9444,110,153,34,-45,1,0.0588,0.0167,0.3833,15,14,0.7778,-2.5,92.1,1.8333,6.1111,0.8792,6.4706,9,2,3,27.9562,27.9562,0.2022,11.88,28.88,20.38,28.88,28.88,31.88,23.38,28.88,28.88,28.88,20.38,29.1,29.1,17,0.6,,,,3,,,,
Rashid Shaheed,NO,WR,30,No,No,No,22,3,No,Yes,3,1,0.1364,3,1,19,25,1,-6,,,,0.3182,3,3,1,-2,93.1,0.8636,6.3333,0.7967,6.3333,8.3333,0.3333,1,4.6793,4.6793,0.1,1.9,4.9,3.4,4.9,4.9,4.9,3.4,4.9,4.9,4.9,3.4,4.9,4.9,6,0.6818,,,,1,,,,
Bryce Ford-Wheaton,NYG,WR,3,No,Yes,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,
Greg Dulcich,NYG,TE,21,No,Yes,No,9,2,No,Yes,1,0.5,0.2222,1,0.5,,4,1,-4,,,,0.3333,2,1,0.5,-2,56.3,,,-5.8127,,4,1,,4.3184,4.3184,0.0952,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,9,0.3333,,,,,0.3333,,,
Craig Reynolds,DET,RB,9,No,No,No,3,2,No,Yes,2,1,0.6667,2,1,31,36,25,-5,1,0.5,0.6667,,1,1,0.5,-2.5,118.8,10.3333,15.5,9.8055,15.5,18,12.5,1,3.6956,3.6956,0.2222,3.1,5.1,4.1,6.1,5.1,5.1,4.1,5.1,5.1,5.1,4.1,5.1,5.1,14,0.3333,,,,,,,,
Johnny Mundt,MIN,TE,36,No,No,No,17,5,No,Yes,4,0.8,0.2941,4,0.8,34,40,7,-7,1,0.25,,0.1765,2,1,0.2,-1.4,95,2,6.8,1.6384,8.5,10,1.75,2,7.3347,7.3347,0.1389,3.4,7.4,5.4,7.4,9.4,7.4,5.4,7.4,7.4,7.4,5.4,9.4,7.4,17,0.1176,,,,1,0.7059,,,
Durham Smythe,MIA,TE,56,No,No,No,12,1,No,Yes,1,1,0.0833,1,1,3,3,1,,,,0.0833,0.1667,1,,,,79.2,0.25,3,-2.289,3,3,1,,1.3882,1.3882,0.0179,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,17,0.0833,,,,,0.6667,,,
