Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentSlotRoutesPercentage,playerStatsGamesPlayed,AlignmentInlineRoutesPercentage,TargetsTotal,TargetsContestedTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsHero,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,TargetsInEndzone,playerStatsInside20ReceivingTargetsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,TargetedReadDesignTotal,TargetedReadDesignPercentage,TouchdownsTotal,TouchdownsInEndzone
Harold Fannin,CLV,TE,19,Yes,No,No,16,Yes,Yes,0.3125,16,0.5625,7,,7,1,0.4375,7,,1,1,114,47,19,67,,0.125,5,9.5714,2,158.3,7.125,16.2857,8.484,,16.2857,6.7143,2.7143,5,12.2846,12.2846,0.3684,17.4,24.4,20.9,24.4,27.9,27.4,23.9,24.4,24.4,24.4,20.9,27.9,24.4,,,2,0.2857,,,,1,
Terry McLaurin,WAS,WR,12,No,Yes,No,12,No,Yes,0.25,10,,4,2,4,1,0.3333,3,1,,0.75,59,7,3,63,,0.75,2,15.75,1,116.7,4.9167,14.75,5.3421,,19.6667,2.3333,1,3,7.1606,7.1606,0.3333,5.9,8.9,7.4,8.9,8.9,8.9,7.4,8.9,8.9,8.9,7.4,8.9,8.9,,,,,,,,,
Chris Godwin,TB,WR,11,No,Yes,Yes,10,No,Yes,0.3,9,,2,,2,1,0.2,2,,,1,18,3,1,15,,0.7,2,7.5,,104.2,1.8,9,1.8175,,9,1.5,0.5,1,2.9459,2.9459,0.1818,1.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,,,,,,,,,
Devin Neal,NO,RB,5,No,No,Yes,4,No,Yes,,9,,3,,3,1,0.75,3,,,1,8,11,2,-3,,,1,-1,,79.2,2,2.6667,-3.1419,,2.6667,3.6667,0.6667,,4.2372,4.2372,0.6,0.8,3.8,2.3,5.3,3.8,3.8,2.3,3.8,3.8,3.8,2.3,3.8,3.8,,,,,1,1,0.3333,,
Oronde Gadsden,LAC,TE,16,Yes,No,No,14,No,Yes,0.5714,15,0.4286,4,1,4,1,0.2857,3,,,0.75,21,5,1,34,,,1,8.5,,126,1.5,5.25,-2.7953,,7,1.6667,0.3333,2,9.8513,9.8513,0.25,8.1,11.1,9.6,11.1,12.6,11.1,9.6,11.1,11.1,11.1,9.6,12.6,11.1,2,2,,,,,,1,1
TreVeyon Henderson,NE,RB,7,No,No,Yes,6,No,Yes,,17,,2,,2,1,0.3333,1,,,0.5,19,19,1,3,1,,1,1.5,,83.3,3.1667,9.5,3.3317,0.5,19,19,1,1,2.6942,2.6942,0.2857,1.9,2.9,2.4,3.4,2.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,,,,,1,,,,
Jayden Reed,GB,WR,7,Yes,Yes,Yes,7,No,Yes,0.5714,7,,1,,1,1,0.1429,1,,,1,17,,,19,,0.2857,1,19,,158.3,2.4286,17,5.0679,,17,,,1,2.6583,2.6583,0.1429,7.7,8.7,8.2,8.7,8.7,8.7,8.2,8.7,8.7,8.7,8.2,8.7,8.7,1,1,,,0.1429,,,1,1
Dalen Cambre,NYG,WR,1,Yes,No,No,1,No,Yes,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Pitts,ATL,TE,21,No,No,No,19,No,Yes,0.4737,17,0.2105,7,1,7,1,0.3684,6,,,0.8571,90,60,29,54,,0.3158,4,7.7143,1,118.8,4.7368,12.8571,4.5823,,15,10,4.8333,5,14.7123,14.7123,0.3333,9,15,12,15,18,15,12,15,15,15,12,18,15,,,3,0.5,,,,,
Dante Pettis,NO,WR,4,No,No,No,4,No,Yes,0.75,8,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Coker,CAR,WR,17,No,Yes,Yes,17,No,Yes,0.5882,11,,4,,4,1,0.2353,4,,1,1,50,10,4,40,,0.4118,2,10,,118.8,2.9412,12.5,4.2706,,12.5,2.5,1,3,6.1698,6.1698,0.2353,5,9,7,9,9,9,7,9,9,9,7,9,9,,,1,0.25,,,,,
Raheem Mostert,LV,RB,2,No,No,No,2,No,Yes,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Arian Smith,NYJ,WR,6,Yes,No,No,6,Yes,Yes,0.5,16,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Mims,DEN,WR,10,Yes,No,No,9,No,Yes,0.1111,15,,2,,2,1,0.2222,2,,,1,11,11,4,,,0.6667,2,,,89.6,1.2222,5.5,0.0832,,5.5,5.5,2,,4.2772,4.2772,0.2,1.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,,1,,,0.2222,,,,
Dallas Goedert,PHI,TE,21,No,No,No,21,No,Yes,0.7619,15,0.2381,2,1,2,1,0.0952,1,,,0.5,22,,,28,,,2,14,1,89.6,1.0476,11,2.1661,,22,,,1,2.8859,2.8859,0.0952,2.2,3.2,2.7,3.2,3.7,3.2,2.7,3.2,3.2,3.2,2.7,3.7,3.2,,,,,,,,,
David Moore,CAR,WR,2,No,No,No,2,No,Yes,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Tillman,CLV,WR,9,No,Yes,No,9,No,Yes,0.4444,13,,3,,3,1,0.3333,2,,,0.6667,32,13,3,26,1,0.5556,3,8.6667,,62.5,3.5556,10.6667,3.1301,0.3333,16,6.5,1.5,2,5.2949,5.2949,0.3333,3.2,5.2,4.2,5.2,5.2,5.2,4.2,5.2,5.2,5.2,4.2,5.2,5.2,,1,,,,,,,
Amon-Ra St. Brown,DET,WR,15,No,No,No,12,No,No,0.5833,17,,2,,2,1,0.1667,1,,,0.5,9,4,3,14,1,0.4167,1,7,,62.5,0.75,4.5,-2.4083,0.5,9,4,3,1,2.8985,2.8985,0.1333,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,,,,,,,,
Calvin Ridley,TEN,WR,9,Yes,No,No,8,No,Yes,,7,,2,1,2,1,0.25,1,,,0.5,5,2,,14,,1,1,7,,56.3,0.625,2.5,-4.3825,,5,2,,,2.6036,2.6036,0.2222,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,,,,,,,,
Chris Moore,WAS,WR,10,No,Yes,No,8,No,Yes,,14,,1,,1,1,0.125,1,,,1,12,4,2,8,,1,1,8,,116.7,1.5,12,4.4894,,12,4,2,1,1.3015,1.3015,0.1,1.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,,,,,,,,,
Tutu Atwell,LA,WR,6,No,Yes,No,5,Yes,Yes,0.6,10,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,1.3006,1.3006,,,,,,,,,,,,,,,,,,,,,,,
Josh Palmer,BUF,WR,12,Yes,No,No,12,Yes,Yes,0.3333,12,,2,1,2,1,0.1667,1,,,0.5,15,,,26,,0.6667,1,13,,75,1.25,7.5,-1.8624,,15,,,1,3.0465,3.0465,0.1667,1.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,,,,,,,,,
Antonio Gibson,NE,RB,1,No,No,No,1,No,Yes,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Isaiah Williams,NYJ,WR,6,Yes,No,No,6,Yes,Yes,0.5,15,,2,,2,1,0.3333,1,,,0.5,25,7,2,22,1,0.5,2,11,,95.8,4.1667,12.5,4.0256,0.5,25,7,2,1,3.3304,3.3304,0.3333,2.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,,,,,,,,,
Omarion Hampton,LAC,RB,13,Yes,Yes,No,10,Yes,Yes,0.1,9,,1,,1,1,0.1,1,,,1,-4,1,1,-5,,,1,-5,,79.2,-0.4,-4,-9.8711,,-4,1,1,,1.3667,1.3667,0.0769,-0.4,0.6,0.1,1.1,0.6,0.6,0.1,0.6,0.6,0.6,0.1,0.6,0.6,,,,,0.9,1,1,,
Charlie Woerner,ATL,TE,7,No,No,No,5,No,Yes,,17,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,
Harrison Bryant,HST,TE,1,No,No,No,1,No,Yes,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tylan Wallace,BLT,WR,3,No,No,No,3,Yes,Yes,0.3333,14,,1,,1,1,0.3333,1,,,1,15,,,18,,0.6667,1,18,,158.3,5,15,4.1009,,15,,,1,2.3182,2.3182,0.3333,7.5,8.5,8,8.5,8.5,8.5,8,8.5,8.5,8.5,8,8.5,8.5,1,1,,,,,,1,1
Jonnu Smith,PIT,TE,11,No,No,No,9,Yes,Yes,0.4444,17,0.4444,,,,,,,,,,,,,,,0.1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Higgins,ARZ,TE,8,No,Yes,No,6,Yes,Yes,0.5,17,0.3333,,,,,,,,,,,,,,,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Thielen,PIT,WR,6,No,No,No,5,Yes,Yes,0.8,16,,1,,1,1,0.2,1,,,1,6,2,1,4,,0.2,1,4,,91.7,1.2,6,-0.0498,,6,2,1,1,1.3584,1.3584,0.1667,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,,,,,,,,,
Josiah Deguara,ARZ,TE,1,No,Yes,No,1,Yes,Yes,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Whiteheart,CLV,TE,5,No,Yes,No,5,No,Yes,0.2,16,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Latu,PHI,TE,1,No,Yes,No,1,No,Yes,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Taylor,NYJ,TE,12,No,No,No,8,No,Yes,0.375,13,0.375,3,1,3,1,0.375,1,1,,0.3333,2,,,11,2,0.25,3,3.6667,,2.8,0.25,0.6667,-5.6389,0.6667,2,,,,4.3714,4.3714,0.25,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,,,,,,,,,
Emanuel Wilson,GB,RB,12,Yes,Yes,Yes,10,No,Yes,,17,,3,,3,1,0.3,3,,,1,17,25,13,-8,,0.2,,-2.6667,,90.3,1.7,5.6667,-0.0568,,5.6667,8.3333,4.3333,2,4.5423,4.5423,0.25,1.7,4.7,3.2,6.2,4.7,4.7,3.2,4.7,4.7,4.7,3.2,4.7,4.7,,,2,0.6667,0.8,,,,
Kameron Johnson,TB,WR,1,No,Yes,Yes,1,No,Yes,1,17,,1,,1,1,1,1,,,1,17,3,,14,,,1,14,,118.8,17,17,7.1866,,17,3,,1,1.7719,1.7719,1,1.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,,,,,,,,,
Corey Kiner,ARZ,RB,1,No,Yes,No,1,Yes,Yes,,4,,1,1,1,1,1,1,1,,1,4,,,4,,,,4,,83.3,4,4,-2.6619,,4,,,,1.7418,1.7418,1,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,1,,,1,,,,
Dyami Brown,JAX,WR,12,No,Yes,No,11,Yes,Yes,0.1818,14,,3,1,3,1,0.2727,1,,,0.3333,39,1,,62,1,0.8182,2,20.6667,1,81.9,3.5455,13,3.3234,0.3333,39,1,,1,7.3377,7.3377,0.25,3.9,4.9,4.4,4.9,4.9,4.9,4.4,4.9,4.9,4.9,4.4,4.9,4.9,,1,,,,,,,
Luther Burden,CHI,WR,6,No,No,No,6,No,No,1,15,,2,,2,1,0.3333,2,,,1,6,15,2,-9,,,2,-4.5,,79.2,1,3,-1.3223,,3,7.5,1,,3.0715,3.0715,0.3333,0.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,,,,,,2,1,,
Quentin Johnston,LAC,WR,23,Yes,Yes,No,21,Yes,Yes,0.1905,14,,5,1,5,1,0.2381,2,,,0.4,26,1,-3,61,3,0.8095,4,12.2,1,57.1,1.2381,5.2,-3.5301,0.6,13,0.5,-1.5,1,8.4104,8.4104,0.2174,1.6,3.6,2.6,3.6,3.6,3.6,1.6,2.6,2.6,2.6,1.6,3.6,2.6,,,,,,,,,
Garrett Wilson,NYJ,WR,8,No,No,No,8,No,No,0.625,7,,3,1,3,1,0.375,1,,,0.3333,16,3,3,23,1,0.375,2,7.6667,,52.1,2,5.3333,-1.8096,0.3333,16,3,3,1,4.1563,4.1563,0.375,1.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,,,1,1,,,,,
Derrick Henry,BLT,RB,15,No,No,No,11,Yes,Yes,,17,,3,,3,1,0.2727,3,,,1,71,66,6,5,,,2,1.6667,,118.8,6.4545,23.6667,17.4938,,23.6667,22,2,2,3.8954,3.8954,0.2,7.1,10.1,8.6,11.6,10.1,10.1,8.6,10.1,10.1,10.1,8.6,10.1,10.1,,,3,1,1,,,,
Kareem Hunt,KC,RB,19,No,No,No,13,Yes,Yes,0.0769,17,,2,,2,1,0.1538,1,,,0.5,8,13,3,,1,0.0769,2,,,60.4,0.6154,4,-2.552,0.5,8,13,3,1,3.3918,3.3918,0.1053,0.8,1.8,1.3,2.3,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,1,,,0.8462,1,0.5,,
Ty Johnson,BUF,RB,8,Yes,No,No,7,Yes,Yes,0.4286,17,0.1429,1,,1,1,0.1429,1,,,1,20,5,1,4,,,1,4,,118.8,2.8571,20,7.8882,,20,5,1,2,1.3265,1.3265,0.125,2,3,2.5,3.5,3,3,2.5,3,3,3,2.5,3,3,,,,,0.4286,,,,
Van Jefferson,TEN,WR,18,No,Yes,No,18,No,Yes,0.2222,16,,2,,2,1,0.1111,2,,,1,19,5,2,14,,0.7778,2,7,,106.3,1.0556,9.5,2.6175,,9.5,2.5,1,1,3.2694,3.2694,0.1111,1.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,,,,,,,,,
Elic Ayomanor,TEN,WR,19,No,Yes,No,18,Yes,Yes,0.0556,16,,4,3,4,1,0.2222,3,2,,0.75,46,8,4,82,,0.9444,4,20.5,2,112.5,2.5556,11.5,1.281,,15.3333,2.6667,1.3333,3,7.1791,7.1791,0.2105,4.6,7.6,6.1,7.6,7.6,7.6,6.1,7.6,7.6,7.6,6.1,7.6,7.6,,,,,,,,,
Xavier Worthy,KC,WR,30,No,Yes,No,28,No,Yes,0.2857,14,,3,,3,1,0.1071,3,,,1,56,21,12,35,,0.7143,2,11.6667,,118.8,2,18.6667,10.1788,,18.6667,7,4,2,9.493,9.493,0.1,5.6,8.6,7.1,8.6,8.6,8.6,7.1,8.6,8.6,8.6,7.1,8.6,8.6,,,,,,,,,
Cam Grandy,CIN,TE,1,No,Yes,No,1,Yes,Yes,,5,1,1,,1,1,1,1,,,1,6,8,10,-2,,,1,-2,,91.7,6,6,1.1489,,6,8,10,,1.5043,1.5043,1,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,,,,,,1,1,,
Elijah Moore,BUF,WR,4,No,No,No,4,No,Yes,0.25,9,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachi Corley,CLV,WR,3,No,Yes,No,3,No,Yes,,13,0.3333,,,,,,,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachaad White,TB,RB,10,No,Yes,Yes,9,No,Yes,0.1111,17,,1,,1,1,0.1111,1,,,1,2,,,2,,0.1111,1,2,,79.2,0.2222,2,-4.3947,,2,,,,1.3076,1.3076,0.1,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,,,,0.7778,,,,
AJ Barner,SEA,TE,14,No,No,No,13,No,Yes,0.0769,17,0.8462,2,,2,1,0.1538,2,,,1,80,45,11,35,,0.0769,1,17.5,1,118.8,6.1538,40,30.3968,,40,22.5,5.5,2,3.3648,3.3648,0.1429,8,10,9,10,11,10,9,10,10,10,9,11,10,,,2,1,,,,,
Zach Charbonnet,SEA,RB,10,No,No,No,5,No,Yes,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Chuba Hubbard,CAR,RB,19,No,Yes,Yes,15,No,Yes,,15,,3,,3,1,0.2,1,,,0.3333,14,13,5,13,2,0.3333,2,4.3333,,49.3,0.9333,4.6667,-1.5715,0.6667,14,13,5,1,4.1153,4.1153,0.1579,1.4,2.4,1.9,2.9,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,,,,,0.6667,,,,
Isiah Pacheco,KC,RB,16,No,Yes,No,11,No,Yes,,13,,3,,3,1,0.2727,1,,,0.3333,4,5,2,-4,2,0.1818,1,-1.3333,,42.4,0.3636,1.3333,-4.612,0.6667,4,5,2,,4.442,4.442,0.1875,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,,,,0.8182,,,,
Pat Freiermuth,PIT,TE,10,No,No,No,10,Yes,Yes,0.5,17,0.3,2,,2,1,0.2,2,,,1,12,3,,9,,0.2,1,4.5,,131.3,1.2,6,-0.335,,6,1.5,,1,4.5667,4.5667,0.2,7.2,9.2,8.2,9.2,10.2,9.2,8.2,9.2,9.2,9.2,8.2,10.2,9.2,,1,,,,,,1,
Darren Waller,MIA,TE,6,No,No,No,5,Yes,Yes,0.2,9,,3,1,3,1,0.6,3,1,,1,34,12,3,22,,0.8,3,7.3333,,113.9,6.8,11.3333,4.1479,,11.3333,4,1,3,4.2983,4.2983,0.5,3.4,6.4,4.9,6.4,7.9,6.4,4.9,6.4,6.4,6.4,4.9,7.9,6.4,,,,,,,,,
LeQuint Allen,JAX,RB,14,No,Yes,No,11,Yes,Yes,,17,,,,,,,,,,,,,,,,0.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9091,,,,
Colston Loveland,CHI,TE,18,No,No,No,11,No,No,0.0909,16,0.7273,6,1,6,1,0.5455,5,,,0.8333,66,35,8,58,,0.1818,3,9.6667,1,112.5,6,11,2.7059,,13.2,7,1.6,3,10.339,10.339,0.3333,6.6,11.6,9.1,11.6,14.1,11.6,9.1,11.6,11.6,11.6,9.1,14.1,11.6,,1,1,0.2,,,,,
Bijan Robinson,ATL,RB,18,No,No,No,14,No,Yes,0.4286,17,,7,,7,1,0.5,6,,,0.8571,58,38,9,25,1,0.2143,5,3.5714,,101.2,4.1429,8.2857,1.6223,0.1429,9.6667,6.3333,1.5,4,11.1261,11.1261,0.3889,5.8,11.8,8.8,14.8,11.8,11.8,8.8,11.8,11.8,11.8,8.8,11.8,11.8,,3,,,0.3571,1,0.1429,,
Jaleel McLaughlin,DEN,RB,2,Yes,No,No,2,No,Yes,,8,,1,1,1,1,0.5,,,,,,,,-6,1,,1,-6,,39.6,,,-5.0893,1,,,,,1.2932,1.2932,0.5,,,,,,,,,,,,,,,,,,1,1,1,,
Calvin Austin,PIT,WR,6,No,No,No,6,Yes,Yes,0.3333,14,,1,,1,1,0.1667,1,,,1,8,,,8,,0.6667,1,8,,100,1.3333,8,0.4894,,8,,,1,1.5147,1.5147,0.1667,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,,,,,,,
Ronnie Bell,NO,WR,1,No,No,No,1,No,Yes,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylen Granson,PHI,TE,3,No,Yes,No,3,No,Yes,0.6667,17,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konata Mumpfield,LA,WR,7,No,Yes,No,7,Yes,Yes,0.2857,17,,1,1,1,1,0.1429,,,,,,,,32,,0.7143,,32,1,39.6,,,-9.9663,,,,,,1.6402,1.6402,0.1429,,,,,,,,,,,,,,,,,,,,,,
Kimani Vidal,LAC,RB,10,Yes,No,No,6,No,Yes,0.1667,13,,2,,2,1,0.3333,1,,,0.5,13,18,3,-1,1,,1,-0.5,,70.8,2.1667,6.5,0.2335,0.5,13,18,3,,2.3844,2.3844,0.2,1.3,2.3,1.8,2.8,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,,,,,0.8333,1,0.5,,
RJ Harvey,DEN,RB,14,Yes,No,No,10,No,Yes,0.1,17,,4,,4,1,0.4,4,,,1,39,34,10,5,,0.1,1,1.25,,107.3,3.9,9.75,3.3758,,9.75,8.5,2.5,2,5.7365,5.7365,0.2857,3.9,7.9,5.9,9.9,7.9,7.9,5.9,7.9,7.9,7.9,5.9,7.9,7.9,,,2,0.5,0.8,,,,
Mason Tipton,NO,WR,9,No,No,No,7,No,Yes,0.2857,13,,1,1,1,1,0.1429,,,,,,,,20,,0.7143,1,20,1,39.6,,,-10.8652,,,,,,1.5282,1.5282,0.1111,,,,,,,,,,,,,,,,,,,,,,
Savion Williams,GB,WR,3,No,No,No,3,No,Yes,1,12,,2,1,2,1,0.6667,2,1,,1,39,9,1,30,,,1,15,1,118.8,13,19.5,11.7673,,19.5,4.5,0.5,2,4.6408,4.6408,0.6667,3.9,5.9,4.9,5.9,5.9,5.9,4.9,5.9,5.9,5.9,4.9,5.9,5.9,,1,,,,1,0.5,,
Tyreek Hill,MIA,WR,4,No,No,No,3,No,Yes,0.6667,4,,1,1,1,1,0.3333,,,,,,,,11,,0.3333,,11,,39.6,,,-8.3152,,,,,,1.3176,1.3176,0.25,,,,,,,,,,,,,,,,,,,,,,
Demarcus Robinson,SF,WR,11,No,No,No,9,No,Yes,0.3333,14,,1,,1,1,0.1111,,,,,,,,27,,0.6667,1,27,1,39.6,,,-11.9133,,,,,,2.0462,2.0462,0.0909,,,,,,,,,,,,,,1,,,,,,,,
Tory Horton,SEA,WR,2,Yes,No,Yes,2,No,Yes,,8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Kelce,KC,TE,39,No,No,No,32,Yes,Yes,0.4375,17,0.3438,8,1,8,1,0.25,5,1,,0.625,62,11,2,79,3,0.2188,4,9.875,,86.5,1.9375,7.75,-0.603,0.375,12.4,2.2,0.4,5,13.4633,13.4633,0.2051,12.2,17.2,14.7,17.2,19.7,17.2,14.7,17.2,17.2,17.2,14.7,19.7,17.2,1,2,,,,,,1,1
Cole Kmet,CHI,TE,13,No,No,No,9,No,No,0.4444,16,0.3333,1,,1,1,0.1111,1,,,1,3,3,2,,,0.2222,1,,,79.2,0.3333,3,-2.289,,3,3,2,,2.6592,2.6592,0.0833,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,,,,,,,,
Rhamondre Stevenson,NE,RB,12,No,No,Yes,9,No,Yes,,14,,1,,1,1,0.1111,,,,,,,,4,1,0.1111,,4,,39.6,,,-6.6619,1,,,,,1.3768,1.3768,0.0833,,,,,,,,,,,,,,,,,,0.8889,,,,
Brenton Strange,JAX,TE,16,No,Yes,No,16,Yes,Yes,0.3125,12,0.4375,5,2,5,1,0.3125,3,1,,0.6,33,7,2,42,1,0.1875,4,8.4,,119.2,2.0625,6.6,-1.5894,0.2,11,2.3333,0.6667,2,8.7895,8.7895,0.3125,9.3,12.3,10.8,12.3,13.8,12.3,10.8,12.3,12.3,12.3,10.8,13.8,12.3,1,1,,,0.0625,,,1,1
Gunnar Helm,TEN,TE,18,No,Yes,No,17,No,Yes,0.4118,16,0.5294,9,1,9,1,0.5294,9,1,,1,93,49,11,46,,0.0588,5,5.1111,1,149.3,5.4706,10.3333,3.3563,,10.3333,5.4444,1.2222,6,17.7585,17.7585,0.5,21.3,30.3,25.8,30.3,34.8,30.3,25.8,30.3,30.3,30.3,25.8,34.8,30.3,1,2,,,,1,0.1111,2,1
Justin Jefferson,MIN,WR,24,Yes,Yes,Yes,24,No,Yes,0.2917,17,,3,1,3,1,0.125,2,1,,0.6667,26,4,,31,1,0.7083,2,10.3333,,93.8,1.0833,8.6667,0.3573,0.3333,13,2,,,4.4038,4.4038,0.125,2.6,4.6,3.6,4.6,4.6,4.6,3.6,4.6,4.6,4.6,3.6,4.6,4.6,,,,,,,,,
Rashid Shaheed,SEA,WR,19,No,No,No,19,No,Yes,0.2105,18,,6,,6,1,0.3158,5,,,0.8333,48,8,3,48,1,0.7895,5,8,,100,2.5263,8,0.3563,0.1667,9.6,1.6,0.6,2,11.2351,11.2351,0.3158,4.8,9.8,7.3,9.8,9.8,9.8,7.3,9.8,9.8,9.8,7.3,9.8,9.8,,,,,,,,,
Greg Dulcich,MIA,TE,3,No,No,Yes,3,No,Yes,0.3333,10,0.6667,1,,1,1,0.3333,1,,,1,9,4,2,5,,,,5,,104.2,3,9,2.52,,9,4,2,,1.5347,1.5347,0.3333,0.9,1.9,1.4,1.9,2.4,1.9,1.4,1.9,1.9,1.9,1.4,2.4,1.9,,,,,,,,,
Johnny Mundt,JAX,TE,12,No,Yes,No,7,Yes,Yes,0.1429,16,0.8571,2,2,2,1,0.2857,,,,,,,,19,,,,9.5,,39.6,,,-7.5141,,,,,,2.9579,2.9579,0.1667,,,,,,,,,,,,,,,,,,,,,,
Durham Smythe,CHI,TE,5,No,No,No,5,No,No,0.6,17,0.2,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
