Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentBackfieldRoutesPercentage,AlignmentWideRoutesPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsTotal,TouchdownsInEndzone,DropsTotal,AveragesPerTargetDropsTotal,ReceptionsHero,AlignmentInlineRoutesPercentage,DeepTargetTargetsTotal
Jake Bobo,SEA,WR,56,Yes,No,No,44,4,No,Yes,4,1,0.0909,3,0.75,20,4,2,32,,0.7273,8,125,0.4545,5,-2.2207,6.6667,1.3333,0.6667,2,9.4254,9.4254,0.087,8,11,9.5,11,11,11,9.5,11,11,11,9.5,11,11,17,,,0.2727,1,,,2,1,1,1,1,1,1,0.25,,,
Adonai Mitchell,IND,WR,54,No,No,No,47,11,No,No,8,0.7273,0.234,6,0.5455,45,14,5,83,,0.7872,7.5455,64.6,0.9574,4.0909,-3.3903,7.5,2.3333,0.8333,4,24.5783,24.5783,0.22,4.5,10.5,7.5,10.5,10.5,10.5,7.5,10.5,10.5,10.5,7.5,10.5,10.5,17,,,0.2128,10,2,0.1818,1,,1,,,,1,0.0909,,,1
Connor Heyward,PIT,TE,18,No,Yes,No,14,2,No,No,2,1,0.1429,2,1,10,2,-1,8,0.4286,0.1429,4,87.5,0.7143,5,-1.7316,5,1,-0.5,1,2.7838,2.7838,0.1111,1,3,2,3,4,3,2,3,3,3,2,4,3,16,,,0.0714,1,,,,,,,,,,,,0.3571,
Nick Westbrook-Ikhine,TEN,WR,116,No,Yes,No,104,17,No,No,12,0.7059,0.1635,10,0.5882,98,25,14,155,,0.8077,9.1176,74.8,0.9423,5.7647,-2.1172,9.8,2.5,1.4,6,32.6448,32.6448,0.165,21.8,31.8,26.8,31.8,31.8,31.8,26.8,31.8,31.8,31.8,26.8,31.8,31.8,17,1,0.1,0.1923,16,,,4,4,3,1,2,2,1,0.0588,,,
Marquez Valdes-Scantling,NO,WR,84,No,No,Yes,81,8,No,Yes,6,0.75,0.0988,4,0.5,42,24,4,54,,0.8025,6.75,65.6,0.5185,5.25,-1.8771,10.5,6,1,2,13.5237,13.5237,0.1159,4.2,8.2,6.2,8.2,8.2,8.2,6.2,8.2,8.2,8.2,6.2,8.2,8.2,14,1,0.25,0.1975,6,1,0.125,1,1,,,,,1,0.125,,,
Rasheen Ali,BLT,RB,2,No,No,No,2,1,No,Yes,,,0.5,,,,,,-7,1,,-7,39.6,,,-4.5287,,,,,1.0897,1.0897,0.5,,,,,,,,,,,,,,5,,,,1,1,1,,,,,,,,,,,
Miles Sanders,CAR,RB,53,No,No,No,39,14,No,Yes,12,0.8571,0.359,12,0.8571,26,67,23,-52,0.7179,0.1282,-3.7143,49.4,0.6667,1.8571,-3.6788,2.1667,5.5833,1.9167,1,19.7931,19.7931,0.2917,2.6,14.6,8.6,20.6,14.6,14.6,8.6,14.6,14.6,14.6,8.6,14.6,14.6,11,2,0.1667,0.1538,5,4,0.2857,1,,,,,,,,,,
Charlie Jones,CIN,WR,2,No,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,1,,,,,,,,,,,,,,
KhaDarel Hodge,ATL,WR,40,No,No,No,33,5,No,Yes,4,0.8,0.1515,4,0.8,67,61,45,21,,0.7273,4.2,158.3,2.0303,13.4,6.6397,16.75,15.25,11.25,3,9.4718,9.4718,0.1282,12.7,16.7,14.7,16.7,16.7,16.7,14.7,16.7,16.7,16.7,14.7,16.7,16.7,16,2,0.5,0.2727,4,2,0.4,1,2,1,2,1,,,,,,
Will Dissly,LAC,TE,98,No,No,No,86,20,No,Yes,17,0.85,0.2326,14,0.7,105,76,38,62,0.0116,0.186,3.1,82.3,1.2209,5.25,-1.1812,7.5,5.4286,2.7143,5,28.8077,28.8077,0.2273,10.5,24.5,17.5,24.5,31.5,27.5,20.5,24.5,24.5,24.5,17.5,31.5,24.5,15,2,0.1429,0.2791,9,2,0.1,1,1,,,,,3,0.15,,0.5233,
Jamari Thrash,CLV,WR,30,No,No,No,24,5,No,Yes,4,0.8,0.2083,3,0.6,22,13,4,27,,0.4167,5.4,70.4,0.9167,4.4,-2.0428,7.3333,4.3333,1.3333,2,7.1137,7.1137,0.1852,2.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,9,,,0.5833,4,,,,,,,,,1,0.2,,,
Saquon Barkley,PHI,RB,101,Yes,Yes,No,68,13,No,Yes,13,1,0.1912,12,0.9231,72,96,45,-24,0.8088,0.0441,-1.8462,89.7,1.0588,5.5385,-0.3259,6,8,3.75,4,23.2042,23.2042,0.1461,7.2,19.2,13.2,25.2,19.2,19.2,13.2,19.2,19.2,19.2,13.2,19.2,19.2,16,3,0.25,0.1471,7,5,0.3846,6,,,,,,1,0.0769,,,
Evan Engram,JAX,TE,76,No,No,No,65,23,No,Yes,22,0.9565,0.3538,19,0.8261,130,44,16,122,,0.2154,5.3043,104.7,2,5.6522,-1.4541,6.8421,2.3158,0.8421,10,37.9177,37.9177,0.3382,19,38,28.5,38,47.5,41,31.5,38,38,38,28.5,47.5,38,9,,,0.4308,18,3,0.1304,1,2,1,1,1,1,2,0.087,1,0.3538,1
Myles Gaskin,MIN,RB,1,No,No,No,1,1,No,No,1,1,1,1,1,11,13,2,-2,,,-2,112.5,11,11,4.802,11,13,2,,1.7831,1.7831,1,1.1,2.1,1.6,2.6,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,4,,,1,,,,,,,,,,,,,,
Samaje Perine,KC,RB,75,Yes,No,No,66,20,No,Yes,20,1,0.303,19,0.95,199,189,61,-6,0.8636,0.0455,-0.3,124.8,3.0152,9.95,3.5021,10.4737,9.9474,3.2105,9,32.4186,32.4186,0.303,25.9,44.9,35.4,54.4,44.9,47.9,38.4,44.9,44.9,44.9,35.4,44.9,44.9,17,6,0.3158,0.0606,11,7,0.35,1,1,1,1,1,1,1,0.05,,0.0303,
Josh Whyle,TEN,TE,53,No,Yes,No,42,16,No,No,13,0.8125,0.381,13,0.8125,69,39,22,27,,0.119,1.6875,84.6,1.6429,4.3125,-1.858,5.3077,3,1.6923,4,22.3263,22.3263,0.3404,6.9,19.9,13.4,19.9,26.4,19.9,13.4,19.9,19.9,19.9,13.4,26.4,19.9,17,1,0.0769,0.3095,6,1,0.0625,1,,,,,,,,,0.5714,
Travis Etienne,JAX,RB,99,No,No,No,71,19,No,No,16,0.8421,0.2676,15,0.7895,95,119,36,-7,0.9155,0.0423,-0.3684,87.5,1.338,5,-1.1924,6.3333,7.9333,2.4,4,30.661,30.661,0.2159,9.5,24.5,17,32,24.5,24.5,17,24.5,24.5,24.5,17,24.5,24.5,15,4,0.2667,0.0423,4,2,0.1053,3,,1,,,,,,,,
Jordan Whittington,LA,WR,26,Yes,No,No,23,3,No,Yes,3,1,0.1304,3,1,40,32,3,8,0.0435,0.5217,2.6667,118.8,1.7391,13.3333,7.2244,13.3333,10.6667,1,1,4.6403,4.6403,0.1304,4,7,5.5,7,7,7,5.5,7,7,7,5.5,7,7,15,,,0.4348,3,,,,,,,,,,,,,
J.K. Dobbins,LAC,RB,89,No,No,No,55,16,No,Yes,16,1,0.2909,16,1,74,110,15,-36,0.8364,0.0364,-2.25,85.9,1.3455,4.625,-1.1801,4.625,6.875,0.9375,3,29.2139,29.2139,0.2025,7.4,23.4,15.4,31.4,23.4,23.4,15.4,23.4,23.4,23.4,15.4,23.4,23.4,13,1,0.0625,0.1091,5,1,0.0625,3,,,,,,,,,0.0182,
Emari Demercado,ARZ,RB,33,No,No,No,21,6,Yes,Yes,5,0.8333,0.2857,5,0.8333,41,55,4,-17,0.9524,0.0476,-2.8333,95.1,1.9524,6.8333,1.1342,8.2,11,0.8,2,9.2003,9.2003,0.1935,4.1,9.1,6.6,11.6,9.1,9.1,6.6,9.1,9.1,9.1,6.6,9.1,9.1,13,1,0.2,,2,2,0.3333,2,,,,,,,,,,
Equanimeous St. Brown,NO,WR,5,No,No,No,4,,No,No,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0.25,,,,,,,,,,,,,,
Jake Ferguson,DAL,TE,135,No,No,Yes,117,37,Yes,Yes,28,0.7568,0.3162,26,0.7027,173,131,56,88,0.0171,0.094,2.3784,80.1,1.4786,4.6757,-1.4867,6.6538,5.0385,2.1538,5,55.4841,55.4841,0.2984,16.3,42.3,29.3,42.3,55.3,45.3,31.3,41.3,41.3,41.3,28.3,55.3,41.3,14,10,0.3846,0.4615,30,3,0.0811,3,2,1,2,,,2,0.0541,1,0.4274,
Davante Adams,NYJ,WR,160,No,No,Yes,149,47,No,Yes,37,0.7872,0.3154,32,0.6809,280,133,75,244,0.0067,0.5973,5.1915,94.3,1.8792,5.9574,-0.7458,8.75,4.1562,2.3438,18,89.6812,89.6812,0.331,52,84,68,84,84,87,71,84,84,84,68,84,84,14,7,0.2188,0.396,40,7,0.1489,9,7,6,4,4,4,2,0.0426,2,,1
Jerry Jeudy,CLV,WR,205,No,No,No,194,43,No,Yes,36,0.8372,0.2216,31,0.7209,280,99,19,283,0.0052,0.6443,6.5814,87.4,1.4433,6.5116,-0.606,9.0323,3.1935,0.6129,18,72.5838,72.5838,0.2312,34,65,49.5,65,65,68,52.5,65,65,65,49.5,65,65,17,5,0.1613,0.3454,36,6,0.1395,6,2,4,,1,1,2,0.0465,,0.0052,1
Dare Ogunbowale,HST,RB,79,No,Yes,No,49,15,No,No,10,0.6667,0.3061,9,0.6,83,74,18,14,0.9388,0.0204,0.9333,97.4,1.6939,5.5333,-0.8178,9.2222,8.2222,2,3,29.1622,29.1622,0.2113,14.3,23.3,18.8,27.8,23.3,23.3,18.8,23.3,23.3,23.3,18.8,23.3,23.3,17,2,0.2222,0.0408,4,2,0.1333,5,1,,1,1,,1,0.0667,,,
Nico Collins,HST,WR,100,No,Yes,No,93,24,No,No,22,0.9167,0.2581,20,0.8333,192,119,32,103,,0.7849,4.2917,113.9,2.0645,8,1.2821,9.6,5.95,1.6,9,41.2756,41.2756,0.2667,25.2,45.2,35.2,45.2,45.2,48.2,38.2,45.2,45.2,45.2,35.2,45.2,45.2,12,2,0.1,0.2151,22,8,0.3333,2,,2,,1,1,2,0.0833,1,,
Ronnie Rivers,LA,RB,15,Yes,No,No,9,2,No,Yes,2,1,0.2222,2,1,9,21,2,-12,0.8889,,-6,85.4,1,4.5,-0.5893,4.5,10.5,1,,3.5333,3.5333,0.1538,0.9,2.9,1.9,3.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,6,1,0.5,0.1111,,,,,,,,,,,,,,
Amari Cooper,BUF,WR,93,No,No,Yes,83,17,No,Yes,13,0.7647,0.2048,10,0.5882,103,34,7,111,,0.759,6.5294,51.8,1.241,6.0588,-0.8762,10.3,3.4,0.7,7,27.0566,27.0566,0.2,10.3,20.3,15.3,20.3,20.3,23.3,18.3,20.3,20.3,20.3,15.3,20.3,20.3,14,,,0.241,14,,,1,2,,,,,,,,,
Darius Slayton,NYG,WR,148,No,Yes,No,130,14,No,Yes,12,0.8571,0.1077,8,0.5714,79,18,10,111,,0.7923,7.9286,43.5,0.6077,5.6429,-1.8774,9.875,2.25,1.25,6,21.2871,21.2871,0.1085,7.9,15.9,11.9,15.9,15.9,15.9,11.9,15.9,15.9,15.9,11.9,15.9,15.9,16,2,0.25,0.2077,9,,,,2,,2,,,4,0.2857,,,1
George Holani,SEA,RB,2,No,No,Yes,2,1,No,No,1,1,0.5,1,1,-1,1,,-2,1,,-2,79.2,-0.5,-1,-7.198,-1,1,,,1.4274,1.4274,0.5,-0.1,0.9,0.4,1.4,0.9,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,3,,,,,,,,,,,,,,,,,
Jonathon Brooks,CAR,RB,5,No,Yes,Yes,4,2,No,No,2,1,0.5,2,1,23,29,5,-6,0.75,,-3,114.6,5.75,11.5,6.0418,11.5,14.5,2.5,2,3.512,3.512,0.4,2.3,4.3,3.3,5.3,4.3,4.3,3.3,4.3,4.3,4.3,3.3,4.3,4.3,3,3,1.5,0.25,1,,,1,,,,,,,,,,
Tom Kennedy,DET,WR,3,No,No,No,3,,No,No,,,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,0.3333,,,,,,,,,,,,,,
Chris Brooks,GB,RB,25,No,No,Yes,15,3,No,Yes,3,1,0.2,3,1,22,32,7,-10,0.8,,-3.3333,97.2,1.4667,7.3333,1.7352,7.3333,10.6667,2.3333,1,3.9557,3.9557,0.125,2.2,5.2,3.7,6.7,5.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,13,,,0.1333,1,1,0.3333,1,,,,,,,,,0.0667,
Christian Watson,GB,WR,75,No,No,Yes,62,12,No,Yes,10,0.8333,0.1935,9,0.75,78,36,3,65,,0.7581,5.4167,91.7,1.2581,6.5,-0.3761,8.6667,4,0.3333,3,20.2663,20.2663,0.1714,6.8,15.8,11.3,15.8,15.8,15.8,10.3,14.8,14.8,14.8,10.3,15.8,14.8,15,,,0.2419,9,,,3,3,1,2,,,,,1,,
Blake Watson,DEN,RB,3,No,No,No,2,2,No,Yes,2,1,1,1,0.5,13,18,8,-3,1,,-1.5,70.8,6.5,6.5,0.3671,13,18,8,,3.0897,3.0897,0.6667,1.3,2.3,1.8,2.8,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,2,1,1,,1,1,0.5,1,1,,,,,,,,,
Dallin Holker,NO,TE,10,No,No,Yes,7,2,No,Yes,2,1,0.2857,2,1,11,1,1,10,,0.1429,5,89.6,1.5714,5.5,-0.98,5.5,0.5,0.5,,2.7803,2.7803,0.2222,1.1,3.1,2.1,3.1,4.1,3.1,2.1,3.1,3.1,3.1,2.1,4.1,3.1,12,,,0.2857,1,,,,1,,1,,,,,,0.5714,
James Conner,ARZ,RB,88,No,No,No,63,13,No,Yes,12,0.9231,0.2063,9,0.6923,100,121,45,-31,0.8254,0.1111,-2.3846,59.8,1.5873,7.6923,1.7783,11.1111,13.4444,5,4,21.7291,21.7291,0.1625,10,19,14.5,23.5,19,22,17.5,19,19,19,14.5,19,19,16,5,0.5556,0.0635,9,8,0.6154,,,,,,,2,0.1538,,,
Tyler Conklin,NYJ,TE,158,No,No,Yes,124,23,No,Yes,19,0.8261,0.1855,17,0.7391,119,118,45,33,0.0081,0.1129,1.4348,85.2,0.9597,5.1739,-0.9018,7,6.9412,2.6471,4,37.9821,37.9821,0.1608,11.9,28.9,20.4,28.9,37.4,31.9,23.4,28.9,28.9,28.9,20.4,37.4,28.9,16,1,0.0588,0.379,13,2,0.087,1,2,,,,,,,,0.5,
Sincere McCormick,LV,RB,11,No,No,No,3,2,No,Yes,2,1,0.6667,2,1,11,22,5,-11,1,,-5.5,89.6,3.6667,5.5,0.0198,5.5,11,2.5,1,2.9337,2.9337,0.2,1.1,3.1,2.1,4.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,4,,,,2,1,0.5,,,,,,,,,,,
K.J. Osborn,WAS,WR,42,Yes,No,No,38,9,No,Yes,6,0.6667,0.2368,4,0.4444,23,11,4,50,,0.6316,5.5556,51.6,0.6053,2.5556,-4.3219,5.75,2.75,1,,13.9398,13.9398,0.2308,2.3,6.3,4.3,6.3,6.3,6.3,4.3,6.3,6.3,6.3,4.3,6.3,6.3,9,,,0.3684,7,1,0.1111,1,1,1,1,,,1,0.1111,1,,
Anthony Firkser,KC,TE,7,Yes,No,No,6,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0.3333,,,,,,,,,,,,,0.6667,
Justice Hill,BLT,RB,73,No,No,No,55,18,No,Yes,16,0.8889,0.3273,16,0.8889,141,179,34,-41,0.8545,0.0545,-2.2778,117.8,2.5636,7.8333,2.1091,8.8125,11.1875,2.125,4,32.306,32.306,0.2687,20.1,36.1,28.1,44.1,36.1,39.1,31.1,36.1,36.1,36.1,28.1,36.1,36.1,16,6,0.375,0.0909,9,6,0.3333,1,,,,1,,,,,,
D'Andre Swift,CHI,RB,123,No,No,Yes,81,19,No,Yes,17,0.8947,0.2346,16,0.8421,144,148,34,10,0.8148,0.1605,0.5263,76.3,1.7778,7.5789,1.4178,9,9.25,2.125,5,28.6387,28.6387,0.1727,14.4,30.4,22.4,38.4,30.4,33.4,25.4,30.4,30.4,30.4,22.4,30.4,30.4,17,3,0.1875,0.0247,10,7,0.3684,,,,,,,1,0.0526,,,
Adam Trautman,DEN,TE,84,Yes,No,No,53,7,No,Yes,6,0.8571,0.1321,6,0.8571,76,51,2,27,,0.1132,3.8571,111.9,1.434,10.8571,3.9352,12.6667,8.5,0.3333,3,13.749,13.749,0.0986,7.6,13.6,10.6,13.6,16.6,13.6,10.6,13.6,13.6,13.6,10.6,16.6,13.6,17,,,0.1698,4,,,2,,,,,,,,,0.717,
Ja'Marr Chase,CIN,WR,230,No,No,No,225,56,No,Yes,48,0.8571,0.2489,39,0.6964,405,261,72,259,0.0311,0.6533,4.625,97.7,1.8,7.2321,0.6931,10.3846,6.6923,1.8462,19,103.078,103.078,0.2617,70.5,109.5,90,109.5,109.5,112.5,93,109.5,109.5,109.5,90,109.5,109.5,17,9,0.2308,0.3156,50,9,0.1607,12,5,8,2,5,3,4,0.0714,2,,
Steven Sims,BLT,WR,2,No,No,No,2,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
Tommy Tremble,CAR,TE,95,No,No,No,75,12,No,Yes,8,0.6667,0.16,8,0.6667,71,55,21,42,0.0267,0.16,3.5,75.3,0.9467,5.9167,-0.3891,8.875,6.875,2.625,5,20.0131,20.0131,0.1481,13.1,21.1,17.1,21.1,25.1,21.1,17.1,21.1,21.1,21.1,17.1,25.1,21.1,12,1,0.125,0.3467,9,1,0.0833,1,,,,1,,,,,0.4667,
Jonathan Mingo,DAL,WR,88,No,No,Yes,77,11,Yes,Yes,5,0.4545,0.1429,5,0.4545,17,16,8,42,,0.5195,3.8182,52.5,0.2208,1.5455,-5.1209,3.4,3.2,1.6,,21.3677,21.3677,0.1341,1.7,6.7,4.2,6.7,6.7,6.7,4.2,6.7,6.7,6.7,4.2,6.7,6.7,17,2,0.4,0.4805,6,,,1,,,,,,,,,,
Cooper Kupp,LA,WR,117,No,No,No,105,27,No,Yes,22,0.8148,0.2571,18,0.6667,113,57,12,123,,0.4286,4.5556,87.4,1.0762,4.1852,-2.2699,6.2778,3.1667,0.6667,5,50.3945,50.3945,0.2547,17.3,35.3,26.3,35.3,35.3,38.3,29.3,35.3,35.3,35.3,26.3,35.3,35.3,12,3,0.1667,0.5714,23,,,4,3,3,,1,1,1,0.037,,,
Hunter Long,LA,TE,35,Yes,No,No,27,3,No,Yes,3,1,0.1111,3,1,21,15,5,6,,0.1481,2,95.8,0.7778,7,0.8442,7,5,1.6667,1,6.1633,6.1633,0.1071,2.1,5.1,3.6,5.1,6.6,5.1,3.6,5.1,5.1,5.1,3.6,6.6,5.1,17,,,0.1481,3,,,,,,,,,,,,0.7037,
Kayshon Boutte,NE,WR,140,No,Yes,No,127,19,No,No,15,0.7895,0.1496,14,0.7368,133,36,7,138,,0.8661,7.2632,92.7,1.0472,7,-0.1653,9.5,2.5714,0.5,7,39.6704,39.6704,0.1418,13.3,27.3,20.3,27.3,27.3,30.3,23.3,27.3,27.3,27.3,20.3,27.3,27.3,15,,,0.1339,14,,,3,1,2,1,,,1,0.0526,,,
Robbie Chosen,MIA,WR,5,No,No,No,3,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ben Sims,GB,TE,20,No,No,Yes,11,2,No,Yes,1,0.5,0.1818,1,0.5,10,7,2,19,,,9.5,64.6,0.9091,5,-3.2564,10,7,2,,5.4223,5.4223,0.1111,1,2,1.5,2,2.5,2,1.5,2,2,2,1.5,2.5,2,16,,,0.3636,,,,1,,1,,,,,,,0.6364,
DeAndre Carter,CHI,WR,27,No,No,No,26,3,No,Yes,3,1,0.1154,3,1,26,9,5,17,,0.3077,5.6667,102.8,1,8.6667,1.4416,8.6667,3,1.6667,1,4.256,4.256,0.125,2.6,5.6,4.1,5.6,5.6,5.6,4.1,5.6,5.6,5.6,4.1,5.6,5.6,13,,,0.6923,3,1,0.3333,,,,,,,,,,,
Michael Wilson,ARZ,WR,123,No,No,No,109,17,No,Yes,12,0.7059,0.156,11,0.6471,72,24,11,97,,0.7156,5.7059,49.1,0.6606,4.2353,-2.4419,6.5455,2.1818,1,6,32.8523,32.8523,0.1518,7.2,18.2,12.7,18.2,18.2,18.2,12.7,18.2,18.2,18.2,12.7,18.2,18.2,16,,,0.2844,14,1,0.0588,1,3,,1,,,,,,,
Ian Thomas,CAR,TE,13,No,Yes,Yes,9,1,No,No,1,1,0.1111,1,1,3,1,1,2,,,2,79.2,0.3333,3,-3.3701,3,1,1,,1.1703,1.1703,0.0909,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,5,,,0.2222,1,,,,,,,,,,,,0.7778,
Zay Flowers,BLT,WR,109,No,No,No,103,27,No,Yes,22,0.8148,0.2621,20,0.7407,185,113,58,115,,0.5922,4.2593,104.7,1.7961,6.8519,0.1723,9.25,5.65,2.9,8,49.0332,49.0332,0.2755,24.5,44.5,34.5,44.5,44.5,47.5,37.5,44.5,44.5,44.5,34.5,44.5,44.5,17,9,0.45,0.3981,23,7,0.2593,2,,1,,1,1,2,0.0741,,0.0097,
D.J. Turner,LV,WR,79,No,No,Yes,74,3,No,Yes,1,0.3333,0.0405,1,0.3333,3,6,4,-3,,0.1892,-1,42.4,0.0405,1,-4.2581,3,6,4,,5.6852,5.6852,0.0476,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,12,1,1,0.8108,1,1,0.3333,,,,,,,,,,,
Jahmyr Gibbs,DET,RB,114,No,No,No,87,31,No,Yes,28,0.9032,0.3563,28,0.9032,333,364,71,-56,0.8506,0.0805,-1.8065,122.2,3.8276,10.7419,4.3706,11.8929,13,2.5357,14,48.5011,48.5011,0.3069,38.3,66.3,52.3,80.3,66.3,69.3,54.3,65.3,65.3,65.3,51.3,66.3,65.3,17,10,0.3571,0.069,19,13,0.4194,6,1,,1,1,,,,,,
Odell Beckham,MIA,WR,28,Yes,No,No,26,7,No,Yes,6,0.8571,0.2692,5,0.7143,24,9,2,35,,0.4615,5,75.9,0.9231,3.4286,-3.4926,4.8,1.8,0.4,2,12.5861,12.5861,0.2593,2.4,7.4,4.9,7.4,7.4,7.4,4.9,7.4,7.4,7.4,4.9,7.4,7.4,9,,,0.5385,5,,,2,,1,,,,1,0.1429,,,
Hunter Henry,NE,TE,156,Yes,No,Yes,133,39,No,Yes,32,0.8205,0.2932,28,0.7179,280,142,50,200,0.0075,0.0752,5.1282,100.4,2.1053,7.1795,0.3769,10,5.0714,1.7857,17,68.5777,68.5777,0.269,34,62,48,62,76,65,51,62,62,62,48,76,62,16,2,0.0714,0.5038,24,2,0.0513,7,7,4,3,1,1,1,0.0256,,0.4135,
Nelson Agholor,BLT,WR,40,No,No,No,35,3,No,No,2,0.6667,0.0857,2,0.6667,62,51,50,23,,0.5714,7.6667,149.3,1.7714,20.6667,13.214,31,25.5,25,2,6.0516,6.0516,0.0811,12.2,14.2,13.2,14.2,14.2,14.2,13.2,14.2,14.2,14.2,13.2,14.2,14.2,14,1,0.5,0.3714,2,,,1,,1,,1,1,,,,0.0571,
Dalton Kincaid,BUF,TE,86,No,No,Yes,75,18,No,Yes,13,0.7222,0.24,12,0.6667,95,62,23,89,,0.12,4.9444,98.1,1.2667,5.2778,-1.721,7.9167,5.1667,1.9167,6,31.8443,31.8443,0.24,15.5,27.5,21.5,27.5,33.5,27.5,21.5,27.5,27.5,27.5,21.5,33.5,27.5,13,1,0.0833,0.56,10,2,0.1111,3,2,3,1,1,1,,,,0.32,
Jakobi Meyers,LV,WR,183,No,No,No,173,33,No,Yes,27,0.8182,0.1908,24,0.7273,197,94,26,169,,0.7168,5.1212,74.9,1.1387,5.9697,-0.6808,8.2083,3.9167,1.0833,9,52.7029,52.7029,0.2075,19.7,43.7,31.7,43.7,43.7,46.7,34.7,43.7,43.7,43.7,31.7,43.7,43.7,15,2,0.0833,0.2832,27,5,0.1515,3,2,1,,,,2,0.0606,1,,
Brian Thomas,JAX,WR,153,No,No,No,143,34,No,No,30,0.8824,0.2378,26,0.7647,206,148,66,148,,0.6783,4.3529,100.9,1.4406,6.0588,-0.4451,7.9231,5.6923,2.5385,12,59.5631,59.5631,0.2411,26.6,52.6,39.6,52.6,52.6,55.6,42.6,52.6,52.6,52.6,39.6,52.6,52.6,17,6,0.2308,0.3217,33,9,0.2647,6,1,4,,1,1,3,0.0882,1,,1
DeAndre Hopkins,KC,WR,96,No,Yes,No,89,24,No,No,22,0.9167,0.2697,20,0.8333,161,46,10,159,,0.7191,6.625,105,1.809,6.7083,-0.4034,8.05,2.3,0.5,11,43.3016,43.3016,0.2697,28.1,48.1,38.1,48.1,48.1,51.1,41.1,48.1,48.1,48.1,38.1,48.1,48.1,16,4,0.2,0.2809,21,1,0.0417,4,5,2,3,2,1,,,1,,
Josh Reynolds,JAX,WR,61,No,No,No,52,4,No,No,3,0.75,0.0769,3,0.75,21,,1,35,,0.7885,8.75,86.5,0.4038,5.25,-2.568,7,,0.3333,1,7.99,7.99,0.0702,2.1,5.1,3.6,5.1,5.1,5.1,3.6,5.1,5.1,5.1,3.6,5.1,5.1,9,,,0.2115,4,,,2,1,1,1,,,,,,,
Noah Gray,KC,TE,109,Yes,No,No,82,14,No,Yes,11,0.7857,0.1707,10,0.7143,70,43,8,63,0.061,0.122,4.5,76.5,0.8537,5,-1.7607,7,4.3,0.8,5,31.0992,31.0992,0.1458,13,23,18,23,28,23,18,23,23,23,18,28,23,17,1,0.1,0.2439,8,2,0.1429,3,,2,,1,1,1,0.0714,,0.5732,
