Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentBackfieldRoutesPercentage,playerStatsGamesPlayed,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetsTotal,TargetsContestedTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAirTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,TargetedReadFirstTotal,playerStatsInside20ReceivingTargetsTotal,TargetsInEndzone,YardsAfterCatchTotal,TouchdownsTotal,TouchdownsInEndzone,DropsTotal,DeepTargetTargetsTotal,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsAfterCatch,playerStatsFirstDownsReceiving,YardsAfterContactTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerReceptionYardsAfterContact,AlignmentInlineRoutesPercentage,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero
Jonathan Taylor,IND,RB,51,Yes,Yes,No,32,No,Yes,0.9375,17,0.0312,0.0312,5,,5,1,0.1562,4,,0.8,37,-6,-1.2,97.5,1.1562,7.4,1.593,9.25,7.4562,7.4562,0.1163,3.7,7.7,5.7,9.7,7.7,7.7,5.7,7.7,7.7,7.7,5.7,7.7,7.7,2,,,41,,,1,,0.2,10.25,2,6,1,0.2,1.5,,,,
Zach Ertz,WAS,TE,36,Yes,No,Yes,35,Yes,Yes,0.0286,13,0.4,0.1429,8,2,5,0.625,0.2286,5,2,0.625,75,116,14.5,93.2,2.1429,9.375,1.2277,15,13.9304,13.9304,0.2963,13.5,18.5,16,18.5,21,18.5,16,18.5,18.5,18.5,16,21,18.5,2,1,1,37,1,,,3,,7.4,4,7,,,1.4,0.4286,1,0.2,1
Darnell Washington,PIT,TE,47,Yes,Yes,Yes,41,No,No,,16,0.2195,0.1463,11,1,9,0.8182,0.2683,4,,0.3636,64,59,5.3636,86.9,1.561,5.8182,-1.4325,16,19.2533,19.2533,0.2558,12.4,16.4,14.4,16.4,18.4,16.4,14.4,16.4,16.4,16.4,14.4,18.4,16.4,5,1,1,49,1,1,4,,0.3636,12.25,4,8,,,2,0.6341,2,0.5,
Audric Estime,NO,RB,9,No,Yes,Yes,7,No,Yes,1,6,,,1,,1,1,0.1429,1,,1,19,16,16,118.8,2.7143,19,8.3333,19,1.4602,1.4602,0.125,1.9,2.9,2.4,3.4,2.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,,,,3,,,,,,3,1,-1,,,-1,,,,
Davis Allen,LA,TE,51,Yes,No,Yes,42,No,Yes,0.0238,17,0.1429,0.0476,15,2,14,0.9333,0.3571,11,1,0.7333,91,40,2.6667,128.1,2.1667,6.0667,-0.5002,8.2727,34.3471,34.3471,0.3125,27.1,38.1,32.6,38.1,43.6,38.1,32.6,38.1,38.1,38.1,32.6,43.6,38.1,13,6,3,73,3,2,2,,0.1333,6.6364,7,12,,,1.0909,0.7857,,,
Charlie Kolar,BLT,TE,18,No,Yes,Yes,13,No,No,,17,,0.0769,1,1,1,1,0.0769,1,1,1,10,10,10,108.3,0.7692,10,2.2315,10,1.6842,1.6842,0.0714,1,2,1.5,2,2.5,2,1.5,2,2,2,1.5,2.5,2,,,,,,,,,,,1,,,,,0.9231,,,
Troy Franklin,DEN,WR,96,No,Yes,No,93,No,No,,17,0.3871,0.6129,24,2,16,0.6667,0.2581,14,2,0.5833,209,451,18.7917,80,2.2473,8.7083,-0.9527,14.9286,56.3672,56.3672,0.2963,31.9,45.9,38.9,45.9,45.9,48.9,40.9,44.9,44.9,44.9,37.9,45.9,44.9,13,5,4,64,2,1,2,8,0.0833,4.5714,10,14,1,0.0417,1,,1,0.0714,1
Laquon Treadwell,IND,WR,1,Yes,Yes,No,1,No,Yes,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton,DEN,WR,121,No,Yes,No,116,No,No,,17,0.1207,0.8793,23,5,17,0.7391,0.1983,11,1,0.4783,163,330,14.3478,53.4,1.4052,7.087,-2.1333,14.8182,44.1124,44.1124,0.2212,16.3,27.3,21.8,27.3,27.3,30.3,24.8,27.3,27.3,27.3,21.8,27.3,27.3,7,3,2,45,,,2,6,0.087,4.0909,7,27,,,2.4545,,2,0.1818,
Javonte Williams,DAL,RB,57,Yes,No,Yes,27,No,Yes,1,16,,,5,2,4,0.8,0.1852,3,,0.6,2,2,0.4,104.2,0.0741,0.4,-5.5634,0.6667,11.5856,11.5856,0.0962,12.2,15.2,13.7,16.7,15.2,15.2,13.7,15.2,15.2,15.2,13.7,15.2,15.2,2,2,,7,2,,,,,2.3333,2,1,1,0.2,0.3333,,,,
Jakobie Keeney-James,GB,WR,5,Yes,Yes,Yes,4,No,No,,1,,1,1,1,1,1,0.25,1,1,1,8,8,8,100,2,8,0.4894,8,1.3809,1.3809,0.25,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1,,,,,,,,,,,,,,,,,,
Greg Dortch,ARZ,WR,14,Yes,No,No,14,No,Yes,0.0714,12,0.7143,0.2143,2,1,1,0.5,0.1429,1,,0.5,2,30,15,56.3,0.1429,1,-8.2425,2,4.0843,4.0843,0.1667,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1,1,,6,,,,1,,6,,2,1,0.5,2,,,,
Dallas Goedert,PHI,TE,74,No,Yes,Yes,68,No,No,,15,0.3088,0.1324,23,2,20,0.8696,0.3382,18,1,0.7826,194,140,6.087,141.4,2.8529,8.4348,1.1218,10.7778,40.596,40.596,0.4107,37.4,55.4,46.4,55.4,64.4,58.4,49.4,55.4,55.4,55.4,46.4,64.4,55.4,13,5,2,93,3,2,1,,0.0435,5.1667,10,21,,,1.1667,0.5588,,,
Cedric Tillman,CLV,WR,49,No,Yes,No,47,No,No,,13,0.3191,0.6809,9,1,5,0.5556,0.1915,4,1,0.4444,75,90,10,73.8,1.5957,8.3333,0.41,18.75,14.5386,14.5386,0.25,7.5,11.5,9.5,11.5,11.5,11.5,9.5,11.5,11.5,11.5,9.5,11.5,11.5,5,,,19,,,,1,,4.75,2,4,,,1,,,,
Arian Smith,NYJ,WR,21,Yes,No,No,21,No,Yes,,16,0.4286,0.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Mims,DEN,WR,44,No,Yes,No,42,No,No,0.0238,15,0.3095,0.6667,5,1,2,0.4,0.119,2,1,0.4,17,56,11.2,49.6,0.4048,3.4,-4.9393,8.5,8.2682,8.2682,0.1282,1.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,3,1,,10,,,,2,,5,1,5,,,2.5,,,,
Zach Horton,DET,TE,1,No,Yes,No,1,No,No,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Ridley,TEN,WR,19,Yes,No,No,19,No,Yes,,7,0.2105,0.7895,6,,4,0.6667,0.3158,4,,0.6667,65,56,9.3333,102.8,3.4211,10.8333,2.91,16.25,10.809,10.809,0.4,6.5,10.5,8.5,10.5,10.5,10.5,8.5,10.5,10.5,10.5,8.5,10.5,10.5,4,,,29,,,,,,7.25,3,1,,,0.25,,,,
Tip Reiman,ARZ,TE,11,No,Yes,Yes,5,No,No,,4,,0.4,1,,,,0.2,,,,,9,9,39.6,,,-7.2596,,1.6279,1.6279,0.1111,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.6,,,
Tyrell Shavers,BUF,WR,34,Yes,No,No,33,No,Yes,,17,0.3939,0.4545,3,,2,0.6667,0.0909,2,,0.6667,50,62,20.6667,149.3,1.5152,16.6667,5.7216,25,9.4772,9.4772,0.0968,11,13,12,13,13,13,12,13,13,13,12,13,13,1,,1,8,1,1,,1,,4,1,3,,,1.5,0.1515,,,
Raheem Mostert,LV,RB,7,Yes,No,No,5,No,Yes,0.8,12,0.2,,2,,2,1,0.4,2,,1,5,,,79.2,1,2.5,-3.7963,2.5,3.6011,3.6011,0.2857,0.5,2.5,1.5,3.5,2.5,2.5,1.5,2.5,2.5,2.5,1.5,2.5,2.5,,1,,5,,,,,,2.5,,2,,,1,,,,
Jalen Coker,CAR,WR,33,Yes,No,Yes,33,No,Yes,,11,0.5455,0.4545,4,,3,0.75,0.1212,3,,0.75,22,33,8.25,87.5,0.6667,5.5,-1.9343,7.3333,5.8754,5.8754,0.1905,2.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,5.2,3.7,5.2,5.2,1,,,7,,,,,,2.3333,2,1,,,0.3333,,,,
Kyle Pitts,ATL,TE,43,No,Yes,Yes,42,No,Yes,,17,0.1429,0.0714,12,3,9,0.75,0.2857,7,1,0.5833,60,82,6.8333,99.3,1.4286,5,-2.8074,8.5714,20.8647,20.8647,0.375,12,19,15.5,19,22.5,19,15.5,19,19,19,15.5,22.5,19,6,3,,28,1,,,1,,4,3,10,,,1.4286,0.7857,1,0.1429,
Dante Pettis,NO,WR,6,No,Yes,Yes,5,No,Yes,,8,0.2,0.8,2,,2,1,0.4,2,,1,40,38,19,118.8,8,20,9.6865,20,2.0015,2.0015,0.4,4,6,5,6,6,6,5,6,6,6,5,6,6,2,,,2,,,,1,,1,1,1,,,0.5,,,,
Brayden Willis,SF,TE,2,No,Yes,No,1,No,No,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalen Cambre,NYG,WR,1,No,Yes,No,1,No,No,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreVeyon Henderson,NE,RB,28,Yes,No,Yes,15,No,Yes,0.9333,17,0.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Reed,GB,WR,16,Yes,Yes,Yes,15,No,No,,7,0.7333,0.2667,4,,3,0.75,0.2667,3,,0.75,34,46,11.5,100,2.2667,8.5,-0.6119,11.3333,5.723,5.723,0.3333,3.4,6.4,4.9,6.4,6.4,6.4,4.9,6.4,6.4,6.4,4.9,6.4,6.4,,,,7,,,,1,,2.3333,2,3,,,1,,,,
Devin Neal,NO,RB,26,No,Yes,No,17,No,No,1,9,,,2,,1,0.5,0.1176,1,,0.5,10,-4,-2,64.6,0.5882,5,-0.5191,10,2.5567,2.5567,0.0952,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,,,,7,,,,,,7,1,3,,,3,,,,
Oronde Gadsden,LAC,TE,60,No,Yes,No,56,No,No,,15,0.3214,0.1607,16,3,13,0.8125,0.2857,9,1,0.5625,133,164,10.25,123.2,2.375,8.3125,-0.3905,14.7778,35.5762,35.5762,0.2857,25.3,34.3,29.8,34.3,38.8,37.3,32.8,34.3,34.3,34.3,29.8,38.8,34.3,8,6,3,30,2,1,2,2,0.125,3.3333,8,6,1,0.0625,0.6667,0.5179,1,0.1111,1
Chris Godwin,TB,WR,37,Yes,No,Yes,35,No,Yes,,9,0.5143,0.4857,7,4,5,0.7143,0.2,2,1,0.2857,46,77,11,54.5,1.3143,6.5714,-1.4548,23,11.2907,11.2907,0.2059,4.6,6.6,5.6,6.6,6.6,6.6,5.6,6.6,6.6,6.6,5.6,6.6,6.6,,,,36,,,,1,,18,2,24,,,12,,1,0.5,
Terry McLaurin,WAS,WR,26,No,Yes,No,25,No,No,,10,0.16,0.84,7,,6,0.8571,0.28,6,,0.8571,94,97,13.8571,118.8,3.76,13.4286,3.6897,15.6667,13.0872,13.0872,0.3684,9.4,15.4,12.4,15.4,15.4,15.4,12.4,15.4,15.4,15.4,12.4,15.4,15.4,3,1,1,7,,,,,,1.1667,5,3,,,0.5,,1,0.1667,
Harold Fannin,CLV,TE,70,Yes,Yes,Yes,61,No,No,0.0164,16,0.3279,0.1148,14,2,10,0.7143,0.2295,8,1,0.5714,119,102,7.2857,108.9,1.9508,8.5,0.8436,14.875,20.9719,20.9719,0.2642,17.9,25.9,21.9,25.9,29.9,28.9,24.9,25.9,25.9,25.9,21.9,29.9,25.9,4,1,,64,1,,1,,0.0714,8,6,31,,,3.875,0.541,1,0.125,
Cam Skattebo,NYG,RB,16,No,Yes,No,11,No,Yes,0.9091,8,0.0909,,4,,3,0.75,0.3636,2,,0.5,24,13,3.25,68.8,2.1818,6,-0.557,12,6.3803,6.3803,0.3077,2.4,4.4,3.4,5.4,4.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,1,1,,19,,,1,,0.25,9.5,2,4,,,2,,,,
Dont'e Thornton,LV,WR,19,Yes,Yes,Yes,19,No,No,,15,0.2632,0.7368,3,,2,0.6667,0.1579,2,,0.6667,27,76,25.3333,55.6,1.4211,9,-2.0983,13.5,11.1109,11.1109,0.2143,2.7,4.7,3.7,4.7,4.7,4.7,3.7,4.7,4.7,4.7,3.7,4.7,4.7,1,1,,3,,,,1,,1.5,2,2,,,1,,,,
John Bates,WAS,TE,36,No,Yes,No,25,No,No,,15,0.12,0.08,7,,6,0.8571,0.28,6,,0.8571,58,30,4.2857,140.8,2.32,8.2857,1.5124,9.6667,12.1614,12.1614,0.2692,11.8,17.8,14.8,17.8,20.8,17.8,14.8,17.8,17.8,17.8,14.8,20.8,17.8,4,1,1,41,1,1,,,,6.8333,4,11,,,1.8333,0.8,,,
Trey McBride,ARZ,TE,64,Yes,No,Yes,62,No,Yes,0.0161,17,0.4516,0.0323,18,3,14,0.7778,0.2903,12,2,0.6667,83,109,6.0556,116.4,1.3387,4.6111,-2.4394,6.9167,39.0771,39.0771,0.375,26.3,38.3,32.3,38.3,44.3,38.3,32.3,38.3,38.3,38.3,32.3,44.3,38.3,12,7,6,49,3,3,1,,0.0556,4.0833,5,13,,,1.0833,0.5,1,0.0833,
Dontayvion Wicks,GB,WR,34,No,Yes,Yes,30,No,No,,14,0.3667,0.5667,4,1,3,0.75,0.1333,3,1,0.75,22,40,10,127.1,0.7333,5.5,-2.9191,7.3333,10.4215,10.4215,0.16,8.2,11.2,9.7,11.2,11.2,11.2,9.7,11.2,11.2,11.2,9.7,11.2,11.2,3,1,,2,1,,,1,,0.6667,2,,,,,0.0667,,,
Malik Davis,DAL,RB,6,Yes,No,Yes,2,No,Yes,1,10,,,,,,,,,,,,,,,,,,,1.4022,1.4022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawson Knox,BUF,TE,53,Yes,No,No,50,No,Yes,0.08,17,0.06,0.08,16,4,16,1,0.32,10,2,0.625,110,118,7.375,122.4,2.2,6.875,-1.3131,11,30.9974,30.9974,0.3333,23,33,28,33,38,36,31,33,33,33,28,38,33,7,6,3,42,2,1,4,2,0.25,4.2,7,10,,,1,0.78,,,
Marcedes Lewis,DEN,TE,6,Yes,Yes,No,2,No,Yes,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Noah Brown,WAS,WR,6,Yes,Yes,Yes,5,No,No,,4,0.8,0.2,2,1,2,1,0.4,2,1,1,37,32,16,118.8,7.4,18.5,9.3619,18.5,2.7864,2.7864,0.5,3.7,5.7,4.7,5.7,5.7,5.7,4.7,5.7,5.7,5.7,4.7,5.7,5.7,1,,,5,,,,1,,2.5,1,2,,,1,,,,
Emeka Egbuka,TB,WR,70,Yes,No,Yes,70,No,Yes,,17,0.3857,0.6143,19,3,12,0.6316,0.2714,9,1,0.4737,175,279,14.6842,75.5,2.5,9.2105,0.1393,19.4444,32.699,32.699,0.3115,23.5,32.5,28,32.5,32.5,35.5,31,32.5,32.5,32.5,28,32.5,32.5,8,2,2,75,1,,1,3,0.0526,8.3333,5,18,,,2,,3,0.3333,
Kyren Williams,LA,RB,57,Yes,No,Yes,24,No,Yes,0.9167,17,0.0833,,3,1,3,1,0.125,2,,0.6667,34,35,11.6667,104.9,1.4167,11.3333,3.0615,17,4.3546,4.3546,0.06,3.4,5.4,4.4,6.4,5.4,5.4,4.4,5.4,5.4,5.4,4.4,5.4,5.4,,,,6,,,,1,,3,1,1,,,0.5,,,,
Payne Durham,TB,TE,24,Yes,No,Yes,14,No,Yes,,17,0.3571,,4,,2,0.5,0.2857,1,,0.25,11,17,4.25,39.6,0.7857,2.75,-3.7562,11,8.5593,8.5593,0.1905,1.1,2.1,1.6,2.1,2.6,2.1,1.6,2.1,2.1,2.1,1.6,2.6,2.1,2,1,1,11,,,1,,0.25,11,1,1,,,1,0.6429,,,
Will Shipley,PHI,RB,15,No,Yes,No,13,No,No,0.9231,15,,0.0769,2,,2,1,0.1538,2,,1,22,22,11,112.5,1.6923,11,3.779,11,2.7309,2.7309,0.2857,2.2,4.2,3.2,5.2,4.2,4.2,3.2,4.2,4.2,4.2,3.2,4.2,4.2,,,,,,,,,,,1,,,,,,,,
Tucker Kraft,GB,TE,29,Yes,Yes,Yes,24,No,Yes,,8,0.2083,0.125,10,,9,0.9,0.4167,8,,0.8,78,31,3.1,138.8,3.25,7.8,1.5018,9.75,22.8204,22.8204,0.4762,19.8,27.8,23.8,27.8,31.8,27.8,23.8,27.8,27.8,27.8,23.8,31.8,27.8,6,5,1,54,2,1,1,,0.1,6.75,7,17,,,2.125,0.6667,1,0.125,
Najee Harris,LAC,RB,2,No,Yes,No,1,Yes,Yes,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Brown,CIN,RB,46,No,Yes,No,35,No,No,0.7714,17,0.1429,0.0857,8,1,6,0.75,0.2286,6,1,0.75,25,13,1.625,77.6,0.7143,3.125,-3.0902,4.1667,15.6627,15.6627,0.2353,8.5,14.5,11.5,17.5,14.5,14.5,11.5,14.5,14.5,14.5,11.5,14.5,14.5,1,2,1,13,1,1,,,,2.1667,1,2,,,0.3333,,,,1
Curtis Samuel,BUF,WR,12,Yes,No,No,12,No,Yes,,6,0.3333,0.6667,1,,1,1,0.0833,1,,1,21,16,16,118.8,1.75,21,10.9048,21,1.9627,1.9627,0.1,2.1,3.1,2.6,3.1,3.1,3.1,2.6,3.1,3.1,3.1,2.6,3.1,3.1,,,,5,,,,,,5,1,1,,,1,,,,
Tanner Hudson,CIN,TE,8,No,Yes,No,8,No,No,,13,0.375,0.125,1,1,1,1,0.125,1,1,1,14,20,20,158.3,1.75,14,2.2377,14,2.4973,2.4973,0.1667,7.4,8.4,7.9,8.4,8.9,8.4,7.9,8.4,8.4,8.4,7.9,8.9,8.4,,1,1,,1,1,,1,,,1,,,,,0.5,,,1
Austin Ekeler,WAS,RB,3,No,Yes,No,3,No,Yes,1,2,,,1,,,,0.3333,,,,,22,22,39.6,,,-11.9429,,2,2,0.3333,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Devontez Walker,BLT,WR,11,No,Yes,Yes,11,No,No,,11,0.2727,0.7273,2,,2,1,0.1818,2,,1,32,41,20.5,158.3,2.9091,16,7.2454,16,5.6646,5.6646,0.2222,9.2,11.2,10.2,11.2,11.2,11.2,10.2,11.2,11.2,11.2,10.2,11.2,11.2,2,1,1,,1,1,,1,,,2,,,,,,,,
Dylan Drummond,ATL,WR,1,No,Yes,Yes,1,No,Yes,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Sample,CIN,TE,38,No,Yes,No,23,No,No,0.1739,17,,0.0435,3,,3,1,0.1304,3,,1,24,-5,-1.6667,100,1.0435,8,2.7773,8,4.2519,4.2519,0.1071,2.4,5.4,3.9,5.4,6.9,5.4,3.9,5.4,5.4,5.4,3.9,6.9,5.4,1,,,29,,,,,,9.6667,1,5,,,1.6667,0.7826,,,
Daniel Bellinger,NYG,TE,33,No,Yes,No,23,No,No,0.087,16,0.2609,0.1304,3,2,3,1,0.1304,1,,0.3333,8,31,10.3333,42.4,0.3478,2.6667,-5.7037,8,9.0615,9.0615,0.1111,0.8,1.8,1.3,1.8,2.3,1.8,1.3,1.8,1.8,1.8,1.3,2.3,1.8,3,2,1,7,,,1,,0.3333,7,,3,,,3,0.5217,,,
Jaylin Noel,HST,WR,29,Yes,Yes,No,28,No,Yes,,17,0.7143,0.2857,5,,4,0.8,0.1786,4,,0.8,40,32,6.4,139.6,1.4286,8,1.3296,10,12.1615,12.1615,0.1923,10,14,12,14,14,14,12,14,14,14,12,14,14,4,2,,15,1,,,1,,3.75,3,2,,,0.5,,,,
Zay Jones,ARZ,WR,18,Yes,No,No,18,No,Yes,,8,0.1667,0.8333,1,,1,1,0.0556,1,,1,7,6,6,95.8,0.3889,7,0.0509,7,1.4838,1.4838,0.0714,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1,,,1,,,,,,1,,,,,,,,,
Ashton Jeanty,LV,RB,54,Yes,Yes,Yes,29,No,No,0.9655,17,,0.0345,5,1,3,0.6,0.1724,3,1,0.6,6,2,0.4,64.6,0.2069,1.2,-4.7419,2,10.8351,10.8351,0.1087,12.6,15.6,14.1,17.1,15.6,15.6,14.1,15.6,15.6,15.6,14.1,15.6,15.6,3,2,,7,2,,,,,2.3333,2,3,,,1,,1,0.3333,
Ben Sinnott,WAS,TE,22,No,Yes,No,18,No,No,0.2222,16,0.2778,0.0556,2,,1,0.5,0.1111,1,,0.5,4,27,13.5,95.8,0.2222,2,-5.9628,4,4.1463,4.1463,0.1429,6.4,7.4,6.9,7.4,7.9,7.4,6.9,7.4,7.4,7.4,6.9,7.9,7.4,1,1,,2,1,,,1,,2,1,,,,,0.4444,,,
Kyle Monangai,CHI,RB,59,No,Yes,No,30,No,No,0.7333,17,0.0333,0.1,2,,2,1,0.0667,1,,0.5,,3,1.5,56.3,,,-6.7155,,4.0646,4.0646,0.0435,,1,0.5,1.5,1,1,0.5,1,1,1,0.5,1,1,,,,2,,,1,,0.5,2,,,,,,0.1333,,,
Jaydon Blue,DAL,RB,6,No,Yes,No,4,No,No,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefon Diggs,NE,WR,39,Yes,No,Yes,38,No,Yes,,17,0.3158,0.6842,11,3,10,0.9091,0.2895,9,2,0.8182,143,144,13.0909,118.8,3.7632,13,4.6939,15.8889,21.6903,21.6903,0.3793,14.3,23.3,18.8,23.3,23.3,26.3,21.8,23.3,23.3,23.3,18.8,23.3,23.3,3,1,1,44,,,,3,,4.8889,7,31,,,3.4444,,3,0.3333,2
Jeremy Ruckert,NYJ,TE,38,Yes,No,No,25,No,Yes,0.04,17,0.08,0.16,4,,4,1,0.16,3,,0.75,10,5,1.25,77.1,0.4,2.5,-3.3219,3.3333,5.4037,5.4037,0.1333,1,4,2.5,4,5.5,4,2.5,4,4,4,2.5,5.5,4,4,,,9,,,1,,0.25,3,,3,,,1,0.72,,,
Kalif Raymond,DET,WR,20,No,Yes,No,19,No,No,,15,0.4737,0.5263,1,,,,0.0526,,,,,9,9,39.6,,,-7.4539,,4.6748,4.6748,0.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darnell Mooney,ATL,WR,32,No,Yes,Yes,31,No,Yes,,15,0.2258,0.7742,4,1,1,0.25,0.129,,,,,71,17.75,39.6,,,-10.7534,,10.5055,10.5055,0.1739,,,,,,,,,,,,,,2,1,1,,,,,2,,,,,,,,,,,
Isaac TeSlaa,DET,WR,21,No,Yes,No,21,No,No,,17,0.2857,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0476,,,
Allen Lazard,NYJ,WR,17,Yes,No,No,16,No,Yes,,10,0.875,0.125,6,1,3,0.5,0.375,2,,0.3333,13,135,22.5,81.9,0.8125,2.1667,-7.8549,6.5,11.789,11.789,0.4286,7.3,9.3,8.3,9.3,9.3,9.3,8.3,9.3,9.3,9.3,8.3,9.3,9.3,1,1,2,6,1,1,1,3,0.1667,3,2,3,,,1.5,,,,
Hunter Renfrow,CAR,WR,10,Yes,No,Yes,10,No,Yes,,6,0.6,0.4,3,,2,0.6667,0.3,2,,0.6667,11,22,7.3333,112.5,1.1,3.6667,-3.4378,5.5,8.1804,8.1804,0.5,7.1,9.1,8.1,9.1,9.1,9.1,8.1,9.1,9.1,9.1,8.1,9.1,9.1,,3,2,4,1,1,,,,2,1,1,,,0.5,,,,
Andrei Iosivas,CIN,WR,52,No,Yes,No,50,No,No,,17,0.44,0.56,6,1,3,0.5,0.12,2,,0.3333,39,58,9.6667,56.9,0.78,6.5,-1.5052,19.5,17.1128,17.1128,0.1765,3.9,5.9,4.9,5.9,5.9,5.9,4.9,5.9,5.9,5.9,4.9,5.9,5.9,,1,1,13,,,1,1,0.1667,6.5,2,3,,,1.5,,,,
Calvin Austin,PIT,WR,31,No,Yes,Yes,31,No,No,0.0645,14,0.4839,0.4516,6,3,4,0.6667,0.1935,3,2,0.5,35,73,12.1667,107.6,1.129,5.8333,-2.8842,11.6667,10.5164,10.5164,0.2609,9.5,12.5,11,12.5,12.5,12.5,11,12.5,12.5,12.5,11,12.5,12.5,2,1,1,-2,1,1,,1,,-0.6667,2,-2,,,-0.6667,,,,
Ronnie Bell,NO,WR,1,No,Yes,Yes,1,No,Yes,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bijan Robinson,ATL,RB,42,No,Yes,Yes,28,No,Yes,0.6429,17,0.2857,0.0714,8,,8,1,0.2857,7,,0.875,58,15,1.875,96.9,2.0714,7.25,0.7549,8.2857,11.7275,11.7275,0.2581,5.8,12.8,9.3,16.3,12.8,12.8,9.3,12.8,12.8,12.8,9.3,12.8,12.8,4,1,,37,,,1,,0.125,5.2857,2,7,1,0.125,1,,,,
LeQuint Allen,JAX,RB,13,No,Yes,No,7,No,No,0.8571,17,0.1429,,1,,1,1,0.1429,1,,1,10,4,4,108.3,1.4286,10,3.3381,10,1.367,1.367,0.0833,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,,,,6,,,,,,6,,2,,,2,,,,
Jaleel McLaughlin,DEN,RB,12,No,Yes,No,7,No,No,1,8,,,2,,2,1,0.2857,2,,1,1,-8,-4,79.2,0.1429,0.5,-5.1437,0.5,2.8124,2.8124,0.1818,0.1,2.1,1.1,3.1,2.1,2.1,1.1,2.1,2.1,2.1,1.1,2.1,2.1,1,,,9,,,,,,4.5,,1,,,0.5,,,,
Colston Loveland,CHI,TE,85,No,Yes,No,80,No,No,0.05,16,0.2,0.2125,15,3,12,0.8,0.1875,10,1,0.6667,125,145,9.6667,114.6,1.5625,8.3333,0.0902,12.5,24.4885,24.4885,0.2344,18.5,28.5,23.5,28.5,33.5,31.5,26.5,28.5,28.5,28.5,23.5,33.5,28.5,6,2,1,45,1,1,,2,,4.5,5,7,,,0.7,0.5375,2,0.2,
