Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,playerStatsInside20ReceivingTargetsTotal,TouchdownsTotal,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero
Taysom Hill,NO,TE,68,No,Yes,No,60,11,No,Yes,10,0.9091,1,0.1833,8,0.7273,62,56,11,35,2,0.15,0.1333,0.4167,0.3,8,4,0.3636,3.1818,1,86.2,1.0333,5.6364,-1.164,0.1818,7.75,7,1.375,1,19.4301,19.4301,0.2,12.48,20.48,16.48,20.48,24.48,20.48,16.48,20.48,20.48,20.48,16.48,25.05,21.05,13,,,,,,,,
Corey Kiner,ARZ,RB,14,No,Yes,No,12,3,No,No,3,1,,0.25,2,0.6667,15,5,1,12,1,1,,,,1,,,4,,78.5,1.25,5,-1.9217,0.3333,7.5,2.5,0.5,1,4.7572,4.7572,0.25,1.5,3.5,2.5,4.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,4,1,1,1,,,,,
Jeff Wilson,MIA,RB,3,Yes,No,Yes,3,,No,Yes,,,,,,,,,,,,0.3333,,0.3333,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Kameron Johnson,TB,WR,37,No,No,No,33,7,No,Yes,5,0.7143,,0.2121,4,0.5714,64,21,2,90,1,,,0.4545,0.5455,6,1,0.1429,12.8571,2,87.8,1.9394,9.1429,0.1287,0.1429,16,5.25,0.5,3,11.9531,11.9531,0.2059,12.4,16.4,14.4,16.4,16.4,16.4,14.4,16.4,16.4,16.4,14.4,16.4,16.4,17,,,,1,,,,
Dyami Brown,JAX,WR,160,No,No,No,139,34,No,Yes,28,0.8235,3,0.2446,20,0.5882,227,34,27,461,7,,,0.2878,0.7122,31,4,0.1176,13.5588,6,88.7,1.6331,6.6765,-2.3604,0.2059,11.35,1.7,1.35,13,66.6774,66.6774,0.2361,28.7,48.7,38.7,48.7,48.7,51.7,41.7,48.7,48.7,48.7,38.7,48.7,48.7,14,6,4,8,1,1,1,0.05,
Luther Burden,CHI,WR,171,Yes,Yes,Yes,161,52,No,Yes,47,0.9038,1,0.323,40,0.7692,569,304,80,381,6,0.0124,,0.4907,0.4969,45,15,0.2885,7.3269,4,124.6,3.5342,10.9423,3.5636,0.1154,14.225,7.6,2,23,82.4007,82.4007,0.3444,68.9,108.9,88.9,108.9,108.9,111.9,91.9,108.9,108.9,108.9,88.9,108.9,108.9,15,2,1,3,2,1,10,0.25,
Garrett Wilson,NYJ,WR,172,No,Yes,Yes,166,54,No,Yes,43,0.7963,1,0.3253,35,0.6481,387,112,47,527,3,,,0.4337,0.5663,47,2,0.037,9.7593,7,95.2,2.3313,7.1667,-0.5353,0.0556,11.0571,3.2,1.3429,18,98.3878,98.3878,0.3803,62.7,97.7,80.2,97.7,97.7,100.7,83.2,97.7,97.7,97.7,80.2,97.7,97.7,7,8,3,4,4,1,7,0.2,1
Blake Whiteheart,CLV,TE,88,No,No,Yes,63,6,No,No,4,0.6667,,0.0952,2,0.3333,4,2,,44,,0.0159,0.6032,0.254,0.127,2,,,7.3333,1,42.4,0.0635,0.6667,-6.4099,,2,1,,,9.6197,9.6197,0.0779,0.4,2.4,1.4,2.4,3.4,2.4,1.4,2.4,2.4,2.4,1.4,3.4,2.4,16,2,,,,,,,
Cameron Latu,PHI,TE,20,No,Yes,No,9,,No,No,,,,,,,,,,,,0.3333,0.2222,0.4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,
Ja'Corey Brooks,WAS,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Chris Manhertz,NYG,TE,39,No,No,No,7,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,
Mason Taylor,NYJ,TE,300,No,No,No,253,56,Yes,Yes,47,0.8393,1,0.2213,38,0.6786,323,119,39,323,8,0.0079,0.4111,0.3715,0.2095,38,2,0.0357,5.7679,,75.2,1.2767,5.7679,-1.2071,0.1429,8.5,3.1316,1.0263,19,88.6567,88.6567,0.2286,32.3,70.3,51.3,70.3,89.3,73.3,54.3,70.3,70.3,70.3,51.3,89.3,70.3,13,10,7,7,,,,,
Emanuel Wilson,GB,RB,123,No,No,Yes,90,15,No,Yes,14,0.9333,,0.1667,13,0.8667,90,117,41,-25,1,0.8556,0.0333,0.0333,0.0778,5,4,0.2667,-1.6667,,91.7,1,6,0.1752,0.0667,6.9231,9,3.1538,4,26.552,26.552,0.1351,9,22,15.5,28.5,22,22,15.5,22,22,22,15.5,22,22,17,,,2,,,4,0.3077,
Quentin Johnston,LAC,WR,365,Yes,No,No,348,73,No,Yes,59,0.8082,7,0.2098,47,0.6438,646,177,80,964,7,,,0.1523,0.8477,61,7,0.0959,13.2055,17,117.7,1.8563,8.8493,0.2749,0.0959,13.7447,3.766,1.7021,24,130.9821,130.9821,0.2347,111.6,158.6,135.1,158.6,158.6,161.6,137.1,157.6,157.6,157.6,134.1,158.6,157.6,14,13,5,13,8,4,11,0.234,2
Harrison Bryant,HST,TE,44,No,No,No,24,2,No,Yes,,,,0.0833,,,,,,31,,,0.7917,0.2083,,2,,,15.5,1,39.6,,,-11.3749,,,,,,7.0158,7.0158,0.0541,,,,,,,,,,,,,,12,,,,,,,,
Tylan Wallace,BLT,WR,55,No,Yes,Yes,48,5,Yes,Yes,3,0.6,1,0.1042,3,0.6,30,17,7,73,,,,0.4167,0.5833,3,1,0.2,14.6,2,77.1,0.625,6,-2.7941,,10,5.6667,2.3333,2,9.3012,9.3012,0.102,3,6,4.5,6,6,6,4.5,6,6,6,4.5,6,6,14,1,,,,,,,
Jonnu Smith,PIT,TE,255,No,Yes,Yes,211,40,Yes,Yes,34,0.85,1,0.1896,30,0.75,184,160,54,162,2,0.0142,0.3175,0.5024,0.1659,29,12,0.3,4.05,2,92.1,0.872,4.6,-2.3659,0.05,6.1333,5.3333,1.8,8,65.9071,65.9071,0.1739,24.4,54.4,39.4,54.4,69.4,57.4,42.4,54.4,54.4,54.4,39.4,69.4,54.4,17,6,3,5,1,,3,0.1,
Adam Thielen,PIT,WR,212,No,Yes,Yes,189,32,Yes,Yes,25,0.7812,1,0.1693,18,0.5625,182,51,15,296,4,0.0053,,0.619,0.3757,25,1,0.0312,9.25,2,72.7,0.963,5.6875,-2.0451,0.125,10.1111,2.8333,0.8333,10,50.5894,50.5894,0.1693,18.2,36.2,27.2,36.2,36.2,39.2,30.2,36.2,36.2,36.2,27.2,36.2,36.2,16,11,7,2,,,1,0.0556,
Elijah Higgins,ARZ,TE,255,No,Yes,No,228,31,No,No,28,0.9032,,0.136,27,0.871,240,170,71,110,,0.0219,0.4298,0.4518,0.0965,16,3,0.0968,3.5484,,98.9,1.0526,7.7419,1.1366,,8.8889,6.2963,2.6296,12,51.8398,51.8398,0.1354,23,50,36.5,50,63.5,53,38.5,49,49,49,35.5,63.5,49,17,7,4,3,,,12,0.4444,
Braelon Allen,NYJ,RB,17,No,No,No,12,2,No,Yes,2,1,,0.1667,1,0.5,12,9,6,3,1,0.9167,,0.0833,,2,,,1.5,,68.8,1,6,-0.1683,0.5,12,9,6,1,4.0808,4.0808,0.1333,1.2,2.2,1.7,2.7,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,4,,,1,,,1,1,
Josiah Deguara,ARZ,TE,49,No,Yes,No,42,4,No,No,4,1,1,0.0952,3,0.75,21,5,2,22,,0.0238,0.4286,0.3333,0.2143,1,,,5.5,,126,0.5,5.25,-1.2183,,7,1.6667,0.6667,2,7.9979,7.9979,0.0909,8.1,11.1,9.6,11.1,12.6,11.1,9.6,11.1,11.1,11.1,9.6,12.6,11.1,12,2,1,1,1,1,,,
CJ Dippre,NE,TE,3,Yes,No,Yes,2,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
David Moore,CAR,WR,29,No,No,No,26,1,No,Yes,1,1,,0.0385,1,1,5,,,5,,,,0.2692,0.7308,1,,,5,,87.5,0.1923,5,-1.3628,,5,,,,1.2445,1.2445,0.0357,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,4,1,1,,,,,,
Amon-Ra St. Brown,DET,WR,509,Yes,Yes,Yes,468,155,No,Yes,128,0.8258,7,0.3312,110,0.7097,1315,565,159,1330,13,0.0064,,0.5769,0.4167,142,11,0.071,8.5806,9,106.8,2.8098,8.4839,0.8179,0.0839,11.9545,5.1364,1.4455,67,282.2812,282.2812,0.3499,197.5,307.5,252.5,307.5,307.5,310.5,255.5,307.5,307.5,307.5,252.5,307.5,307.5,17,14,8,28,11,4,17,0.1545,1
Chris Moore,WAS,WR,174,No,Yes,No,154,16,No,No,11,0.6875,1,0.1039,8,0.5,114,23,13,224,2,,,0.1818,0.8182,16,,,14,4,94.3,0.7403,7.125,-1.858,0.125,14.25,2.875,1.625,7,30.7728,30.7728,0.1019,17.4,25.4,21.4,25.4,25.4,28.4,24.4,25.4,25.4,25.4,21.4,25.4,25.4,14,6,2,,1,1,,,1
Tutu Atwell,LA,WR,133,No,Yes,No,124,15,No,No,9,0.6,1,0.121,6,0.4,192,67,3,300,,,,0.629,0.371,9,,,20,6,81.9,1.5484,12.8,2.4774,,32,11.1667,0.5,4,33.8234,33.8234,0.1261,25.2,31.2,28.2,31.2,31.2,34.2,31.2,31.2,31.2,31.2,28.2,31.2,31.2,10,4,1,1,1,,,,1
Isaiah Williams,NYJ,WR,176,No,No,No,164,29,No,Yes,23,0.7931,,0.1768,22,0.7586,131,112,29,46,1,0.0061,,0.6768,0.3171,26,12,0.4138,1.5862,,84.1,0.7988,4.5172,-1.3243,0.0345,5.9545,5.0909,1.3182,7,45.3187,45.3187,0.1883,13.1,35.1,24.1,35.1,35.1,38.1,27.1,35.1,35.1,35.1,24.1,35.1,35.1,15,2,2,1,,,1,0.0455,
Josh Palmer,BUF,WR,169,No,No,No,157,31,No,Yes,19,0.6129,2,0.1975,18,0.5806,277,78,17,371,,,,0.2038,0.7962,24,,,11.9677,4,60.8,1.7643,8.9355,0.4123,,15.3889,4.3333,0.9444,11,56.2935,56.2935,0.2013,27.7,45.7,36.7,45.7,45.7,48.7,39.7,45.7,45.7,45.7,36.7,45.7,45.7,12,5,4,5,,,,,
Antonio Gibson,NE,RB,11,No,No,No,9,2,No,Yes,2,1,,0.2222,2,1,6,16,5,-10,,0.7778,,,0.2222,2,2,1,-5,,79.2,0.6667,3,-2.3296,,3,8,2.5,,2.7958,2.7958,0.2,0.6,2.6,1.6,3.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,5,,,,,,,,
Charlie Woerner,ATL,TE,185,No,Yes,No,100,7,No,Yes,7,1,,0.07,7,1,45,38,25,7,,0.43,0.42,0.09,0.06,2,,,1,,93.5,0.45,6.4286,0.2864,,6.4286,5.4286,3.5714,2,10.4052,10.4052,0.0417,4.5,11.5,8,11.5,15,11.5,8,11.5,11.5,11.5,8,15,11.5,17,3,3,1,,,2,0.2857,
Mason Kinsey,TEN,WR,32,No,No,No,30,1,No,Yes,1,1,,0.0333,1,1,14,3,,11,,,,0.4667,0.5333,1,,,11,,118.8,0.4667,14,5.6848,,14,3,,1,1.4708,1.4708,0.037,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,10,,,,,,,,
Omarion Hampton,LAC,RB,172,Yes,No,No,138,32,No,Yes,31,0.9688,,0.2319,31,0.9688,187,248,80,-61,,0.8768,0.0145,0.0652,0.0435,17,11,0.3438,-1.9062,,101.4,1.3551,5.8438,-0.0662,,6.0323,8,2.5806,7,50.169,50.169,0.2092,24.7,55.7,40.2,71.2,55.7,58.7,43.2,55.7,55.7,55.7,40.2,55.7,55.7,9,3,3,2,1,,2,0.0645,
Bijan Robinson,ATL,RB,448,No,Yes,No,364,90,No,Yes,77,0.8556,1,0.2473,72,0.8,762,819,192,61,3,0.6621,0.0027,0.1923,0.1429,58,29,0.3222,0.6778,3,112.1,2.0934,8.4667,2.0059,0.0333,10.5833,11.375,2.6667,32,142.6221,142.6221,0.2228,99.2,171.2,135.2,207.2,171.2,174.2,137.2,170.2,170.2,170.2,134.2,171.2,170.2,17,8,5,12,4,1,22,0.3056,1
LeQuint Allen,JAX,RB,166,No,No,No,119,10,No,Yes,9,0.9,,0.084,9,0.9,44,59,27,-23,,0.8403,,0.1176,0.042,3,2,0.2,-2.3,,85,0.3697,4.4,-1.4015,,4.8889,6.5556,3,,18.2775,18.2775,0.0699,4.4,13.4,8.9,17.9,13.4,13.4,8.9,13.4,13.4,13.4,8.9,13.4,13.4,17,,,2,,,,,
Colston Loveland,CHI,TE,285,Yes,Yes,Yes,245,65,No,Yes,54,0.8308,4,0.2653,48,0.7385,588,230,106,577,1,0.0041,0.3796,0.3714,0.2449,50,,,8.8769,3,127,2.4,9.0462,1.0529,0.0154,12.25,4.7917,2.2083,30,112.9119,112.9119,0.249,88.8,136.8,112.8,136.8,160.8,139.8,115.8,136.8,136.8,136.8,112.8,160.8,136.8,16,10,6,11,5,2,5,0.1042,
Calvin Austin,PIT,WR,261,No,Yes,Yes,239,48,Yes,Yes,35,0.7292,3,0.2008,28,0.5833,337,131,55,495,4,,,0.5188,0.4812,46,8,0.1667,10.3125,9,67.8,1.41,7.0208,-1.1393,0.0833,12.0357,4.6786,1.9643,13,85.0666,85.0666,0.2105,45.7,73.7,59.7,73.7,73.7,76.7,62.7,73.7,73.7,73.7,59.7,73.7,73.7,14,9,7,3,2,2,4,0.1429,1
Jaleel McLaughlin,DEN,RB,18,No,No,No,12,3,No,No,3,1,,0.25,2,0.6667,26,30,17,-10,1,0.8333,,,0.1667,2,1,0.3333,-3.3333,,93.8,2.1667,8.6667,3.1034,0.3333,13,15,8.5,2,4.0673,4.0673,0.2,2.6,4.6,3.6,5.6,4.6,4.6,3.6,4.6,4.6,4.6,3.6,4.6,4.6,8,1,,,,,2,1,
Ronnie Bell,NO,WR,19,No,Yes,No,17,4,No,Yes,2,0.5,2,0.2353,2,0.5,23,1,1,91,,,,0.2353,0.7647,4,,,22.75,3,107.3,1.3529,5.75,-5.119,,11.5,0.5,0.5,1,10.0907,10.0907,0.2353,8.3,10.3,9.3,10.3,10.3,10.3,9.3,10.3,10.3,10.3,9.3,10.3,10.3,2,,,2,1,1,,,1
Isiah Pacheco,KC,RB,196,No,No,No,129,20,No,No,19,0.95,,0.155,15,0.75,51,94,20,-61,4,0.8527,,0.062,0.0853,10,4,0.2,-3.05,,77.1,0.3953,2.55,-3.3614,0.2,3.4,6.2667,1.3333,2,32.9272,32.9272,0.113,5.1,20.1,12.6,27.6,20.1,20.1,12.6,20.1,20.1,20.1,12.6,20.1,20.1,13,,,2,,,1,0.0667,
Pat Freiermuth,PIT,TE,277,No,Yes,Yes,241,48,Yes,Yes,40,0.8333,3,0.1992,38,0.7917,391,227,98,265,1,,0.2158,0.6224,0.1618,36,9,0.1875,5.5208,3,121.4,1.6224,8.1458,0.9924,0.0208,10.2895,5.9737,2.5789,19,85.2082,85.2082,0.1905,57.1,95.1,76.1,95.1,114.1,98.1,79.1,95.1,95.1,95.1,76.1,114.1,95.1,17,9,8,7,3,2,5,0.1316,
Darren Waller,MIA,TE,133,No,No,No,123,31,No,No,23,0.7419,5,0.252,21,0.6774,239,80,16,333,,,0.2114,0.3984,0.3902,26,1,0.0323,10.7419,4,130.2,1.9431,7.7097,-0.8508,,11.381,3.8095,0.7619,16,55.3497,55.3497,0.2605,47.9,68.9,58.4,68.9,79.4,71.9,61.4,68.9,68.9,68.9,58.4,79.4,68.9,9,8,6,5,4,4,1,0.0476,1
Xavier Worthy,KC,WR,293,No,No,No,256,59,No,No,37,0.6271,2,0.2305,34,0.5763,415,189,41,769,1,0.0039,,0.3086,0.6875,50,9,0.1525,13.0339,16,78,1.6211,7.0339,-1.5915,0.0169,12.2059,5.5588,1.2059,16,115.3923,115.3923,0.2226,47.5,81.5,64.5,81.5,81.5,84.5,67.5,81.5,81.5,81.5,64.5,81.5,81.5,14,4,2,3,1,,8,0.2353,
Rachaad White,TB,RB,296,No,No,No,226,41,No,Yes,39,0.9512,1,0.1814,39,0.9512,221,332,95,-86,,0.8274,,0.1018,0.0708,27,23,0.561,-2.0976,,89.1,0.9779,5.3902,-0.5203,,5.6667,8.5128,2.4359,10,67.6819,67.6819,0.1583,22.1,61.1,41.6,80.6,61.1,64.1,44.6,61.1,61.1,61.1,41.6,61.1,61.1,17,,,10,,,11,0.2821,
Cam Grandy,CIN,TE,4,No,No,No,4,1,No,No,1,1,,0.25,1,1,6,8,10,-2,,,0.5,0.25,0.25,1,1,1,-2,,91.7,1.5,6,1.1489,,6,8,10,,1.5043,1.5043,0.25,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,5,,,,,,,,
Elijah Moore,BUF,WR,80,No,Yes,No,75,16,No,No,12,0.75,,0.2133,9,0.5625,112,64,17,115,3,0.0133,,0.36,0.6267,12,3,0.1875,7.1875,2,52.1,1.4933,7,-0.4198,0.1875,12.4444,7.1111,1.8889,4,23.8935,23.8935,0.2286,11.2,20.2,15.7,20.2,20.2,23.2,18.7,20.2,20.2,20.2,15.7,20.2,20.2,9,4,2,,,,2,0.2222,
Malachi Corley,CLV,WR,53,No,No,Yes,47,9,No,No,9,1,,0.1915,9,1,68,91,15,-2,,0.0638,0.0213,0.6383,0.2766,7,5,0.5556,-0.2222,,98.1,1.4468,7.5556,2.1898,,7.5556,10.1111,1.6667,3,13.2003,13.2003,0.1915,6.8,15.8,11.3,15.8,15.8,15.8,11.3,15.8,15.8,15.8,11.3,15.8,15.8,13,1,1,1,,,3,0.3333,
AJ Barner,SEA,TE,332,No,No,No,256,45,No,No,38,0.8444,1,0.1758,36,0.8,285,139,69,209,1,0.0117,0.8242,0.125,0.0391,26,2,0.0444,4.6444,1,106,1.1133,6.3333,-0.3947,0.0222,7.9167,3.8611,1.9167,16,78.43,78.43,0.1579,46.5,82.5,64.5,82.5,100.5,85.5,67.5,82.5,82.5,82.5,64.5,100.5,82.5,17,5,4,8,3,,4,0.1111,
Zach Charbonnet,SEA,RB,212,No,No,No,147,22,No,No,20,0.9091,,0.1497,19,0.8636,123,105,38,27,1,0.8639,0.0272,0.0748,0.034,8,4,0.1818,1.2273,,90,0.8367,5.5909,-0.7305,0.0455,6.4737,5.5263,2,6,34.9945,34.9945,0.117,12.3,31.3,21.8,40.8,31.3,34.3,24.8,31.3,31.3,31.3,21.8,31.3,31.3,16,1,1,3,,,2,0.1053,
Chuba Hubbard,CAR,RB,204,No,No,No,162,35,No,Yes,33,0.9429,,0.216,27,0.7714,210,280,95,-43,6,0.7778,,0.0432,0.179,17,8,0.2286,-1.2286,,110.4,1.2963,6,0.1275,0.1714,7.7778,10.3704,3.5185,11,59.7552,59.7552,0.1966,33,60,46.5,73.5,60,63,49.5,60,60,60,46.5,60,60,15,,,4,2,,8,0.2963,
Derrick Henry,BLT,RB,144,No,Yes,Yes,99,17,Yes,Yes,14,0.8235,,0.1717,14,0.8235,138,128,30,13,,0.9798,,0.0101,0.0101,6,2,0.1176,0.7647,,76,1.3939,8.1176,1.9478,,9.8571,9.1429,2.1429,3,23.4751,23.4751,0.1269,13.8,27.8,20.8,34.8,27.8,30.8,23.8,27.8,27.8,27.8,20.8,27.8,27.8,17,1,1,2,,,5,0.3571,
Robert Tonyan,KC,TE,32,No,No,No,19,1,No,Yes,1,1,,0.0526,1,1,1,,,1,,,0.6316,0.2105,0.1579,,,,1,,79.2,0.0526,1,-4.7754,,1,,,,2.6708,2.6708,0.037,0.1,1.1,0.6,1.1,1.6,1.1,0.6,1.1,1.1,1.1,0.6,1.6,1.1,16,,,,,,,,
Jared Wayne,HST,WR,12,No,No,No,11,1,No,Yes,1,1,,0.0909,1,1,17,3,2,14,,,,0.2727,0.7273,1,,,14,,118.8,1.5455,17,7.1866,,17,3,2,1,1.7719,1.7719,0.0909,1.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,1,,,,,,,,
Sean McKeon,IND,TE,3,No,No,No,2,,No,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Kareem Hunt,KC,RB,229,No,No,No,148,20,No,Yes,16,0.8,,0.1351,15,0.75,122,140,39,-4,1,0.8851,0.0135,0.0608,0.0405,10,6,0.3,-0.2,,69.2,0.8243,6.1,-0.162,0.05,8.1333,9.3333,2.6,5,32.4797,32.4797,0.0985,12.2,27.2,19.7,34.7,27.2,30.2,22.7,27.2,27.2,27.2,19.7,27.2,27.2,17,1,,4,,,3,0.2,
Ty Johnson,BUF,RB,189,No,No,No,152,28,No,Yes,26,0.9286,,0.1842,23,0.8214,257,277,107,-48,2,0.5921,0.0526,0.1974,0.1579,19,15,0.5357,-1.7143,,116.8,1.6908,9.1786,3.0404,0.0714,11.1739,12.0435,4.6522,12,45.2516,45.2516,0.1707,31.7,54.7,43.2,66.2,54.7,57.7,46.2,54.7,54.7,54.7,43.2,54.7,54.7,17,1,,3,1,,6,0.2609,
Van Jefferson,TEN,WR,293,No,Yes,No,251,43,Yes,Yes,29,0.6744,1,0.1713,25,0.5814,285,75,31,530,1,,,0.1235,0.8765,31,1,0.0233,12.3256,8,78.1,1.1355,6.6279,-1.8258,0.0233,11.4,3,1.24,13,76.1977,76.1977,0.1706,28.5,53.5,41,53.5,53.5,56.5,44,53.5,53.5,53.5,41,53.5,53.5,16,9,6,2,,,,,1
Elic Ayomanor,TEN,WR,407,No,No,No,351,72,No,Yes,44,0.6111,4,0.2051,32,0.4444,399,104,37,913,6,,0.0028,0.1681,0.8291,62,1,0.0139,12.6806,14,64.5,1.1368,5.5417,-3.179,0.0833,12.4688,3.25,1.1562,24,132.2905,132.2905,0.2081,57.9,89.9,73.9,89.9,89.9,92.9,76.9,89.9,89.9,89.9,73.9,89.9,89.9,16,18,10,5,3,2,1,0.0312,1
Andre Baccellia,ARZ,WR,57,No,No,No,51,4,No,No,2,0.5,,0.0784,2,0.5,8,5,3,9,,,,0.3922,0.6078,3,1,0.25,2.25,,56.3,0.1569,2,-3.6974,,4,2.5,1.5,,6.156,6.156,0.0755,0.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,5,,,2,,,2,1,
Curtis Samuel,BUF,WR,66,No,Yes,No,53,7,No,No,6,0.8571,,0.1321,6,0.8571,60,21,3,83,,,,0.3774,0.6226,4,,,11.8571,2,142,1.1321,8.5714,0.1733,,10,3.5,0.5,4,12.8121,12.8121,0.1111,12,18,15,18,18,18,15,18,18,18,15,18,18,6,1,1,1,1,,,,
Tanner Hudson,CIN,TE,100,No,No,Yes,93,23,No,No,20,0.8696,3,0.2473,18,0.7826,154,83,35,128,,0.0323,0.3011,0.4731,0.1935,16,,,5.5652,1,90.9,1.6559,6.6957,-0.0435,,8.5556,4.6111,1.9444,7,38.657,38.657,0.2527,21.4,39.4,30.4,39.4,48.4,42.4,33.4,39.4,39.4,39.4,30.4,48.4,39.4,13,2,,5,1,1,1,0.0556,
Najee Harris,LAC,RB,18,No,No,Yes,12,3,No,Yes,3,1,,0.25,3,1,25,15,8,10,,0.9167,,,0.0833,1,,,3.3333,,101.4,2.0833,8.3333,1.7919,,8.3333,5,2.6667,1,4.157,4.157,0.1765,2.5,5.5,4,7,5.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,3,,,,,,1,0.3333,
Chase Brown,CIN,RB,391,No,No,Yes,332,79,No,No,73,0.9241,3,0.238,63,0.7975,412,432,125,8,5,0.8404,0.006,0.1145,0.0392,32,12,0.1519,0.1013,1,100,1.241,5.2152,-1.0124,0.0633,6.5397,6.8571,1.9841,17,126.5308,126.5308,0.2176,65.2,128.2,96.7,159.7,128.2,131.2,99.7,128.2,128.2,128.2,96.7,128.2,128.2,17,10,6,9,4,1,24,0.381,1
Daniel Bellinger,NYG,TE,186,No,No,No,145,23,No,Yes,20,0.8696,1,0.1586,18,0.7826,278,128,47,204,1,0.1172,0.3172,0.4483,0.1172,12,1,0.0435,8.8696,2,146,1.9172,12.087,4.4174,0.0435,15.4444,7.1111,2.6111,14,39.3013,39.3013,0.1369,39.8,57.8,48.8,57.8,66.8,60.8,51.8,57.8,57.8,57.8,48.8,66.8,57.8,16,2,1,4,2,,1,0.0556,
Dylan Drummond,ATL,WR,71,No,Yes,No,61,11,No,Yes,11,1,1,0.1803,7,0.6364,42,17,8,87,1,,,0.2295,0.7705,4,1,0.0909,7.9091,1,71,0.6885,3.8182,-3.203,0.0909,6,2.4286,1.1429,2,17.1561,17.1561,0.1803,4.2,11.2,7.7,11.2,11.2,11.2,7.7,11.2,11.2,11.2,7.7,11.2,11.2,9,5,1,3,,,,,
Drew Sample,CIN,TE,242,No,No,Yes,161,14,No,No,13,0.9286,,0.087,12,0.8571,82,81,23,,,0.236,0.646,0.0745,0.0435,3,,,,,114.9,0.5093,5.8571,0.3675,,6.8333,6.75,1.9167,4,22.5551,22.5551,0.0639,14.2,26.2,20.2,26.2,32.2,26.2,20.2,26.2,26.2,26.2,20.2,32.2,26.2,17,2,1,1,1,,,,
Austin Ekeler,WAS,RB,40,No,Yes,No,31,6,No,No,5,0.8333,,0.1935,5,0.8333,38,50,13,-12,,0.6452,,0.3226,0.0323,,,,-2,,93.1,1.2258,6.3333,0.5275,,7.6,10,2.6,2,9.7556,9.7556,0.1667,3.8,8.8,6.3,11.3,8.8,8.8,6.3,8.8,8.8,8.8,6.3,8.8,8.8,2,,,,,,2,0.4,
Devontez Walker,BLT,WR,41,No,Yes,Yes,38,6,Yes,Yes,6,1,1,0.1579,4,0.6667,104,22,1,172,1,,,0.1316,0.8684,6,,,28.6667,4,149.3,2.7368,17.3333,5.5344,0.1667,26,5.5,0.25,3,14.832,14.832,0.1765,22.4,26.4,24.4,26.4,26.4,29.4,27.4,26.4,26.4,26.4,24.4,26.4,26.4,11,1,,,2,1,,,
