Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,YardsAirTotal,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerTargetYardsOverExpected,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,AlignmentInlineRoutesPercentage,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,TargetsInEndzone,DeepTargetTargetsTotal,playerStatsInside20ReceivingTargetsTotal,playerStatsFirstDownsReceiving,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsContested,TouchdownsTotal,TouchdownsInEndzone,TargetedReadFirstTotal,ReceptionsHero,DropsTotal,AveragesPerTargetDropsTotal
Davis Allen,LA,TE,1,No,No,No,1,,No,,No,,,,,,1,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Kolar,BLT,TE,6,No,Yes,No,6,,No,,No,,,,,0.1667,,,,,,,,17,,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Dortch,ARZ,WR,3,No,Yes,No,3,,No,,No,,,,,0.6667,0.3333,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton,DEN,WR,30,No,Yes,No,28,3,No,1,No,3,1,0.1071,16,0.1786,0.8214,5.3333,118.1,5.841,3.9351,3.9351,0.2308,17,,,3,1,37,21,18,1.3214,12.3333,12.3333,7,6,3.7,6.7,5.2,6.7,6.7,6.7,5.2,6.7,6.7,6.7,5.2,6.7,6.7,,,,1,1,0.3333,1,,,1,,,
Javonte Williams,DAL,RB,22,Yes,Yes,Yes,16,1,No,1,No,,,0.0625,4,0.0625,,4,39.6,-6.6619,1.367,1.367,0.2,16,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tip Reiman,ARZ,TE,6,No,Yes,Yes,6,,No,,No,,,,,,0.1667,,,,,,,4,0.1667,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrell Shavers,BUF,WR,18,No,Yes,No,17,,No,,No,,,,,0.2941,0.6471,,,,,,,17,,0.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Mason,MIN,RB,11,Yes,Yes,Yes,7,,No,,No,,,,,,,,,,,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Washington,MIA,WR,26,No,Yes,No,26,2,No,,No,1,0.5,0.0769,40,0.5,0.5,20,102.1,-4.2385,3.8703,3.8703,0.2857,17,,,1,0.5,9,1,1,0.3462,4.5,9,1,1,6.9,7.9,7.4,7.9,7.9,7.9,7.4,7.9,7.9,7.9,7.4,7.9,7.9,,1,1,1,,,,1,,,,,
Michael Pittman,IND,WR,15,Yes,Yes,No,15,1,No,,No,1,1,0.0667,4,0.3333,0.6,4,108.3,3.9502,1.4842,1.4842,0.3333,17,,0.0667,1,1,10,6,5,0.6667,10,10,6,5,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,,,,,1,1,,,,,,,
Tre Tucker,LV,WR,20,No,Yes,Yes,19,1,No,,No,,,0.0526,32,0.2105,0.7895,32,39.6,-9.9663,2.2389,2.2389,0.1667,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Jakobie Keeney-James,GB,WR,1,Yes,Yes,Yes,1,,No,,No,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Taylor,IND,RB,10,Yes,Yes,No,8,1,No,,No,1,1,0.125,,,0.125,,83.3,-1.8271,1.4028,1.4028,0.3333,17,0.875,,1,1,4,4,1,0.5,4,4,4,1,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,,,,,,,,,,,,
Troy Franklin,DEN,WR,22,No,Yes,No,22,2,No,,No,2,1,0.0909,55,0.5,0.5,27.5,95.8,8.1402,4.3568,4.3568,0.2,17,,,1,0.5,42,5,,1.9091,21,42,5,,4.2,5.2,4.7,5.2,5.2,5.2,4.7,5.2,5.2,5.2,4.7,5.2,5.2,,1,,1,,,,,,,,1,0.5
Laquon Treadwell,IND,WR,2,Yes,Yes,No,2,,No,,No,,,,,,1,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Patrick,JAX,WR,16,No,Yes,No,15,3,No,2,No,3,1,0.2,46,0.3333,0.6667,15.3333,158.3,5.2056,6.1939,6.1939,0.75,16,,,3,1,44,2,,2.9333,14.6667,14.6667,0.6667,,10.4,13.4,11.9,13.4,13.4,13.4,11.9,13.4,13.4,13.4,11.9,13.4,13.4,1,1,1,3,,,2,1,1,,,,
Brian Thomas,JAX,WR,39,No,Yes,No,39,2,No,,No,1,0.5,0.0513,52,0.2051,0.7949,26,70.8,-5.4031,2.9428,2.9428,0.1818,14,,,1,0.5,13,,,0.3333,6.5,13,,,1.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,,1,,1,,,,,,,,,
DeAndre Hopkins,BLT,WR,21,No,Yes,No,21,1,No,1,No,1,1,0.0476,41,0.2857,0.7143,41,118.8,26,1.5278,1.5278,0.1429,17,,,1,1,41,,,1.9524,41,41,,,4.1,5.1,4.6,5.1,5.1,5.1,4.6,5.1,5.1,5.1,4.6,5.1,5.1,,1,,1,,,1,,,,,,
Josh Reynolds,NYJ,WR,14,No,Yes,Yes,14,,No,,No,,,,,0.1429,0.8571,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Gray,KC,TE,22,No,Yes,Yes,20,1,No,,No,1,1,0.05,11,0.15,0.4,11,118.8,6.2598,1.4027,1.4027,0.25,16,,0.45,1,1,15,4,3,0.75,15,15,4,3,1.5,2.5,2,2.5,3,2.5,2,2.5,2.5,2.5,2,3,2.5,,,,1,,,,,,,,,
Chimere Dike,TEN,WR,20,No,Yes,No,19,2,No,1,No,2,1,0.1053,39,0.7368,0.2632,19.5,118.8,14.6761,3.7526,3.7526,0.2222,17,,,2,1,46,7,,2.4211,23,23,3.5,,4.6,6.6,5.6,6.6,6.6,6.6,5.6,6.6,6.6,6.6,5.6,6.6,6.6,,1,,2,,,1,,,,1,,
Xavier Hutchinson,HST,WR,17,Yes,Yes,No,17,,No,,No,,,,,0.0588,0.9412,,,,1.6222,1.6222,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Hockenson,MIN,TE,25,Yes,Yes,Yes,25,2,No,,No,2,1,0.08,3,0.4,0.24,1.5,118.8,7.5159,2.886,2.886,0.4,15,,0.36,2,1,26,23,4,1.04,13,13,11.5,2,2.6,4.6,3.6,4.6,5.6,4.6,3.6,4.6,4.6,4.6,3.6,5.6,4.6,,,,2,,,,,,,,,
Stone Smartt,NYJ,TE,4,No,Yes,No,4,,No,,No,,,,,0.5,0.25,,,,,,,8,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Thomas,LV,TE,3,No,Yes,Yes,2,,No,,No,,,,,0.5,,,,,,,,15,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zay Flowers,BLT,WR,39,No,Yes,No,39,4,No,1,No,4,1,0.1026,70,0.3846,0.6154,17.5,156.3,9.838,7.3933,7.3933,0.3077,17,,,3,0.75,77,17,7,1.9744,19.25,25.6667,5.6667,2.3333,13.7,16.7,15.2,16.7,16.7,16.7,15.2,16.7,16.7,16.7,15.2,16.7,16.7,1,1,1,3,1,0.3333,,1,,,,,
Michael Wilson,ARZ,WR,24,No,No,No,24,,No,,No,,,,,0.2083,0.7917,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Henry,NE,TE,39,No,Yes,No,36,,No,,No,,,,,0.3889,0.1667,,,,,,,17,,0.4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Kincaid,BUF,TE,17,No,Yes,No,16,2,No,,No,1,0.5,0.125,24,0.5,0.3125,12,75,-1.1661,4.1276,4.1276,0.2857,12,,0.1875,1,0.5,15,3,,0.9375,7.5,15,3,,1.5,2.5,2,2.5,3,2.5,2,2.5,2.5,2.5,2,3,2.5,1,,1,,,,,,,,,,
Jakobi Meyers,JAX,WR,35,No,Yes,No,34,,No,,No,,,,,0.3529,0.6471,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabe Davis,BUF,WR,10,No,Yes,No,10,1,No,,No,1,1,0.1,17,0.1,0.9,17,118.8,5.3347,1.6627,1.6627,0.5,6,,,1,1,17,,,1.7,17,17,,,1.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,,,,1,,,,,,,,,
Zavier Scott,MIN,RB,2,Yes,Yes,Yes,2,,No,,No,,,,,0.5,,,,,,,,11,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahmyr Gibbs,DET,RB,10,No,Yes,No,8,,No,,No,,,,,0.125,0.125,,,,1.4103,1.4103,,17,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody White,SEA,WR,2,No,Yes,No,2,1,No,,Yes,,,0.5,7,0.5,0.5,7,,-7.0645,1.5757,1.5757,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Tay Martin,WAS,WR,1,Yes,Yes,Yes,1,,No,,No,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Wright,MIA,RB,1,No,Yes,No,1,,No,,No,,,,,1,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Hooper,NE,TE,16,No,Yes,No,14,,No,,No,,,,,0.2143,0.2143,,,,,,,16,,0.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Watson,HST,WR,2,Yes,Yes,No,2,,No,,No,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashee Rice,KC,WR,19,Yes,Yes,No,19,3,No,1,No,3,1,0.1579,37,0.1579,0.8421,12.3333,136.1,0.7475,5.3872,5.3872,0.75,8,,,2,0.6667,28,4,1,1.4737,9.3333,14,2,0.5,8.8,10.8,9.8,10.8,10.8,10.8,9.8,10.8,10.8,10.8,9.8,10.8,10.8,1,1,1,2,,,,1,1,,,,
Ty Chandler,MIN,RB,2,Yes,Yes,Yes,1,,No,,No,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Alie-Cox,IND,TE,5,Yes,Yes,No,3,,No,,No,,,,,0.3333,,,,,,,,17,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ollie Gordon,MIA,RB,4,No,Yes,No,3,1,No,1,No,1,1,0.3333,2,,,2,39.6,-6.3947,1.3748,1.3748,1,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Bryce Oliver,TEN,WR,3,No,Yes,No,3,,No,,No,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Tracy,NYG,RB,23,No,Yes,No,21,,No,,No,,,,,0.0952,0.2381,,,,,,,15,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Mayer,LV,TE,9,No,Yes,Yes,7,1,No,,No,1,1,0.1429,3,0.1429,0.2857,3,79.2,-3.3218,1.2325,1.2325,1,13,,0.5714,1,1,3,,,0.4286,3,3,,,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,,,,,,,,,,,,,
Marvin Harrison,ARZ,WR,18,No,Yes,No,18,1,No,,No,1,1,0.0556,5,0.2222,0.7778,5,39.6,-6.3628,4.641,4.641,0.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tank Bigsby,PHI,RB,4,Yes,Yes,Yes,4,1,No,,No,1,1,0.25,1,,,1,39.6,-5.7294,1.5957,1.5957,1,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Cedrick Wilson,MIA,WR,2,No,Yes,No,2,,No,,No,,,,,,1,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brashard Smith,KC,RB,8,No,Yes,Yes,8,,No,,No,,,,,0.25,,,,,,,,17,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Tucker,TB,RB,4,No,Yes,No,2,1,No,,No,1,1,0.5,-2,,0.5,-2,83.3,-2.198,1.4872,1.4872,0.3333,17,0.5,,1,1,4,6,2,2,4,4,6,2,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,,,,,,,,,,,,
John FitzPatrick,GB,TE,6,Yes,Yes,No,5,,No,,No,,,,,,0.6,,,,,,,15,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Von Achane,MIA,RB,24,No,Yes,No,22,4,No,,No,3,0.75,0.1818,29,0.2727,0.0455,7.25,116.7,7.4627,6.4058,6.4058,0.4444,16,0.6818,,3,0.75,55,37,6,2.5,13.75,18.3333,12.3333,2,5.5,8.5,7,10,8.5,8.5,7,8.5,8.5,8.5,7,8.5,8.5,,,,3,1,0.3333,,,,,,,
Mike Evans,TB,WR,20,No,Yes,No,20,1,No,,No,1,1,0.05,11,0.2,0.8,11,112.5,2.6848,1.8657,1.8657,0.1667,8,,,1,1,11,,,0.55,11,11,,,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,,,1,1,1,,,,,,,
Xavier Smith,LA,WR,3,No,No,No,3,2,No,,No,1,0.5,0.6667,50,0.3333,0.6667,25,81.3,-2.8676,3.975,3.975,0.6667,16,,,1,0.5,18,5,3,6,9,18,5,3,1.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,,1,,1,1,1,,,,,,,
Kenneth Walker,SEA,RB,11,No,Yes,Yes,8,2,No,,No,2,1,0.25,-11,0.25,,-5.5,104.2,3.8261,2.6209,2.6209,0.5,17,0.625,0.125,2,1,18,29,3,2.25,9,9,14.5,1.5,1.8,3.8,2.8,4.8,3.8,3.8,2.8,3.8,3.8,3.8,2.8,3.8,3.8,,,,,,,,,,,,,
Lil'Jordan Humphrey,DEN,WR,11,No,Yes,No,11,2,No,,No,1,0.5,0.1818,41,0.3636,0.6364,20.5,50,-0.9281,4.1167,4.1167,0.4,10,,,1,0.5,22,3,,2,11,22,3,,2.2,3.2,2.7,3.2,3.2,3.2,2.7,3.2,3.2,3.2,2.7,3.2,3.2,,1,,1,1,1,,,,,,,
Keon Coleman,BUF,WR,22,No,Yes,No,22,2,No,,No,1,0.5,0.0909,39,0.2273,0.7727,19.5,79.2,-2.5692,3.592,3.592,0.3333,13,,,1,0.5,17,-1,,0.7727,8.5,17,-1,,1.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,,1,,1,,,,,,,,,
Tyler Lockett,LV,WR,14,No,Yes,Yes,13,,No,,No,,,,,0.6923,0.3077,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Addison,MIN,WR,22,Yes,Yes,Yes,22,,No,,No,,,,,0.2727,0.7273,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Martin-Robinson,TEN,TE,4,No,Yes,No,3,,No,,No,,,,,0.3333,0.3333,,,,,,,15,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Homer,CHI,RB,1,No,Yes,No,1,,No,,No,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Higgins,HST,WR,10,Yes,Yes,No,10,,No,,No,,,,,,1,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyy Moore,SF,WR,3,No,Yes,Yes,3,,No,,No,,,,,,1,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Zylstra,DET,TE,2,No,Yes,No,2,,No,,No,,,,,0.5,0.5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mecole Hardman,BUF,WR,1,Yes,Yes,No,1,,No,,Yes,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Heath,GB,WR,4,No,Yes,No,4,,No,,No,,,,,1,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Royals,KC,WR,3,No,Yes,Yes,3,,No,,No,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Adkins,DEN,TE,2,No,Yes,No,1,,No,,No,,,,,,,,,,,,,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Harris,LAC,WR,27,No,Yes,No,27,2,No,1,No,1,0.5,0.0741,42,0.5926,0.3704,21,81.3,-2.326,3.7635,3.7635,0.1818,17,,0.037,1,0.5,18,,,0.6667,9,18,,,1.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,2.8,2.3,2.8,2.8,,1,,1,,,1,,,,,,
Luke Schoonmaker,DAL,TE,9,No,Yes,No,6,,No,,No,,,,,0.1667,0.3333,,,,,,,17,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Cooper,PHI,WR,4,Yes,Yes,Yes,4,,No,,No,,,,,0.25,0.75,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Gage,SF,WR,1,No,Yes,No,1,,No,,No,,,,,1,,,,,1.5422,1.5422,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameson Williams,DET,WR,13,No,Yes,No,13,1,No,,No,,,0.0769,14,0.2308,0.7692,14,39.6,-9.8134,1.6689,1.6689,0.25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen McMillan,TB,WR,8,No,Yes,No,8,1,No,1,No,1,1,0.125,28,,1,28,118.8,21.9231,1.8633,1.8633,0.3333,4,,,1,1,33,5,1,4.125,33,33,5,1,3.3,4.3,3.8,4.3,4.3,4.3,3.8,4.3,4.3,4.3,3.8,4.3,4.3,,1,,1,,,1,,,,,,
Mitchell Evans,CAR,TE,10,No,Yes,No,9,,No,,No,,,,,0.1111,0.1111,,,,,,,17,,0.7778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahan Dotson,PHI,WR,34,Yes,Yes,Yes,34,2,No,,No,1,0.5,0.0588,11,0.4412,0.5588,5.5,79.2,4.3424,1.5038,1.5038,0.1818,17,,,1,0.5,17,6,1,0.5,8.5,17,6,1,1.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,,,,1,,,,,,,,,
DeVonta Smith,PHI,WR,42,Yes,Yes,Yes,42,4,No,3,No,4,1,0.0952,73,0.6667,0.3333,18.25,93.8,1.7416,7.4352,7.4352,0.2667,17,,,2,0.5,48,2,,1.1429,12,24,1,,4.8,6.8,5.8,6.8,6.8,6.8,5.8,6.8,6.8,6.8,5.8,6.8,6.8,,2,,2,,,1,,,,,,
Theo Johnson,NYG,TE,34,Yes,Yes,Yes,31,2,No,1,No,2,1,0.0645,38,0.6129,0.1935,19,118.8,20.9623,2.8364,2.8364,0.25,15,0.0645,0.129,2,1,51,13,2,1.6452,25.5,25.5,6.5,1,5.1,7.1,6.1,7.1,8.1,7.1,6.1,7.1,7.1,7.1,6.1,8.1,7.1,,1,,2,,,1,,,,,,
Nyheim Hines,NO,RB,2,No,Yes,Yes,1,,No,,Yes,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Musgrave,GB,TE,10,Yes,Yes,Yes,10,,No,,No,,,,,0.2,0.2,,,,,,,17,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Jones,MIN,RB,9,Yes,Yes,No,8,1,No,,No,,,0.125,11,0.125,,11,39.6,-7.2558,2.8618,2.8618,0.3333,12,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Farrell,SF,TE,8,No,Yes,Yes,6,1,No,,No,1,1,0.1667,2,,,2,143.8,2.6299,2.5812,2.5812,0.3333,17,,1,1,1,9,7,,1.5,9,9,7,,6.9,7.9,7.4,7.9,8.4,7.9,7.4,7.9,7.9,7.9,7.4,8.4,7.9,,,1,1,,,,1,,,,,
Woody Marks,HST,RB,13,Yes,Yes,No,10,1,No,,No,1,1,0.1,6,,0.1,6,104.2,1.2914,1.3436,1.3436,0.3333,16,0.9,,1,1,9,3,,0.9,9,9,3,,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,,,,,,,,,,,,
Christian Kirk,HST,WR,9,Yes,Yes,No,9,1,No,,No,,,0.1111,10,0.8889,0.1111,10,39.6,-7.5,1.7607,1.7607,0.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
James Proche,TEN,WR,5,No,Yes,No,5,2,No,,No,,,0.4,47,0.2,0.8,23.5,39.6,-11.0322,4.2728,4.2728,0.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Xavier Restrepo,TEN,WR,1,No,Yes,No,1,,No,,No,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puka Nacua,LA,WR,7,No,No,No,7,1,No,,No,,,0.1429,2,0.4286,0.5714,2,39.6,-5.3344,1.546,1.546,0.25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colson Yankoff,WAS,TE,1,Yes,Yes,Yes,1,,No,,No,,,,,1,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Laube,LV,RB,1,No,Yes,Yes,1,,No,,No,,,,,,1,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taysom Hill,NO,TE,7,No,Yes,Yes,7,,No,,Yes,,,,,0.4286,,,,,,,,13,0.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Mitchell,CAR,TE,1,No,Yes,No,1,,No,,No,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cade Otton,TB,TE,44,No,Yes,No,38,2,No,1,No,2,1,0.0526,18,0.6579,0.1842,9,89.6,3.2555,3.9343,3.9343,0.1176,16,,0.1579,1,0.5,22,12,3,0.5789,11,22,12,3,2.2,3.2,2.7,3.2,3.7,3.2,2.7,3.2,3.2,3.2,2.7,3.7,3.2,,,,1,,,,,,,,,
DeMario Douglas,NE,WR,11,No,Yes,No,11,1,No,,No,,,0.0909,9,1,,9,39.6,-7.4539,3.7513,3.7513,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
Xavier Weaver,ARZ,WR,7,No,No,No,7,,No,,No,,,,,0.2857,0.7143,,,,1.4052,1.4052,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Nabers,NYG,WR,11,Yes,Yes,No,11,,No,,No,,,,,0.3636,0.6364,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Saubert,SEA,TE,4,No,Yes,Yes,3,,No,,No,,,,,,,,,,,,,11,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray-Ray McCloud,NYG,WR,10,No,Yes,No,10,,No,,No,,,,,0.4,0.6,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Horn,CAR,WR,8,No,Yes,No,8,,No,,No,,,,,0.625,0.25,,,,,,,13,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Robinson,SF,RB,2,No,Yes,Yes,2,2,No,,No,1,0.5,1,1,,,0.5,56.3,-5.1068,4.2456,4.2456,1,17,1,,1,0.5,2,,,1,1,2,,,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,,1,,,,,,,,,,
Alvin Kamara,NO,RB,13,No,Yes,No,10,,No,,Yes,,,,,0.2,,,,,,,,11,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucker Fisk,LAC,TE,5,No,Yes,No,4,,No,,Yes,,,,,,,,,,,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunner Olszewski,NYG,WR,6,No,Yes,No,6,1,No,1,No,,,0.1667,20,0.3333,0.6667,20,39.6,-10.8652,2.4973,2.4973,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,
Braxton Berrios,HST,WR,2,No,Yes,No,2,,No,,No,,,,,0.5,0.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Hunter,JAX,WR,19,No,Yes,No,19,1,No,1,No,1,1,0.0526,43,0.6842,0.3158,43,118.8,29,3.5345,3.5345,0.2,7,,,1,1,44,1,1,2.3158,44,44,1,1,4.4,5.4,4.9,5.4,5.4,5.4,4.9,5.4,5.4,5.4,4.9,5.4,5.4,,1,,1,,,1,,,,1,,
DK Metcalf,PIT,WR,20,No,Yes,No,20,3,No,,No,2,0.6667,0.15,68,0.25,0.75,22.6667,109.7,4.4054,6.3509,6.3509,0.3,15,,,2,0.6667,46,15,5,2.3,15.3333,23,7.5,2.5,4.6,6.6,5.6,6.6,6.6,6.6,5.6,6.6,6.6,6.6,5.6,6.6,6.6,,2,,1,,,,,,,,,
Mark Andrews,BLT,TE,30,No,Yes,No,28,3,No,,No,1,0.3333,0.1071,48,0.75,0.1071,16,42.4,-6.8725,5.0472,5.0472,0.2727,17,,0.1429,1,0.3333,9,,,0.3214,3,9,,,0.9,1.9,1.4,1.9,2.4,1.9,1.4,1.9,1.9,1.9,1.4,2.4,1.9,,1,,,,,,,,,,,
