Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,DropsTotal,AveragesPerTargetDropsTotal,TouchdownsTotal,ReceptionsHero,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception
Ladd McConkey,LAC,WR,271,Yes,No,No,268,65,No,7,Yes,51,0.7846,4,0.2425,43,2,0.6615,502,141,54,666,0.0037,0.6642,0.3321,65,10.2462,9,90.7,1.8731,7.7231,-0.2949,11.6744,3.2791,1.2558,26,114.7981,114.7981,0.2399,74.2,117.2,95.7,117.2,117.2,120.2,98.7,117.2,117.2,117.2,95.7,117.2,117.2,6,16,,4,0.0615,4,,3,7,0.1628
JuJu Smith-Schuster,KC,WR,169,No,No,No,162,24,No,4,Yes,20,0.8333,2,0.1481,17,2,0.7083,154,80,31,119,0.0062,0.4136,0.5802,24,4.9583,,84.4,0.9506,6.4167,-0.0267,9.0588,4.7059,1.8235,12,49.9653,49.9653,0.142,21.4,38.4,29.9,38.4,38.4,41.4,32.9,38.4,38.4,38.4,29.9,38.4,38.4,6,17,,1,0.0417,1,,1,1,0.0588
Alex Bachman,LV,WR,8,No,No,No,7,2,No,,Yes,2,1,,0.2857,2,,1,12,3,2,9,,0.2857,0.7143,2,4.5,,91.7,1.7143,6,-0.1995,6,1.5,1,2,2.8552,2.8552,0.25,1.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,3.2,,13,,,,,,,,
Dalevon Campbell,CAR,WR,1,No,No,No,1,,No,,Yes,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Austin Trammell,JAX,WR,22,No,No,No,22,7,Yes,2,Yes,4,0.5714,1,0.3182,2,1,0.2857,33,1,,123,,0.6364,0.3636,7,17.5714,3,7.1,1.5,4.7143,-5.5526,16.5,0.5,,1,14.1834,14.1834,0.3182,3.3,5.3,4.3,5.3,5.3,5.3,4.3,5.3,5.3,5.3,4.3,5.3,5.3,1,6,,1,0.1429,,,,,
Malik Turner,SF,WR,3,No,Yes,Yes,3,,No,,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Kene Nwangwu,NYJ,RB,8,Yes,No,No,6,,No,,Yes,,,,,,,,,,,,,0.1667,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.6667,,,,,,,
Travis Vokolek,ARZ,TE,2,No,No,No,1,,No,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Nick Vannett,LA,TE,6,No,No,Yes,5,,No,,No,,,,,,,,,,,,0.8,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
CeeDee Lamb,DAL,WR,244,No,No,Yes,244,88,No,16,No,74,0.8409,9,0.3607,57,6,0.6477,850,224,72,1153,,0.3443,0.6516,88,13.1023,19,98.2,3.4836,9.6591,1.0116,14.9123,3.9298,1.2632,35,184.4384,184.4384,0.3607,103,160,131.5,160,160,163,134.5,160,160,160,131.5,160,160,14,14,0.0041,8,0.0909,3,1,2,5,0.0877
Noah Fant,CIN,TE,120,No,No,Yes,115,24,No,3,No,21,0.875,2,0.2087,20,2,0.8333,210,108,45,140,0.6174,0.2609,0.1217,24,5.8333,2,142.7,1.8261,8.75,1.7,10.5,5.4,2.25,11,42.0413,42.0413,0.2,39,59,49,59,69,62,52,59,59,59,49,69,59,3,15,,,,3,,2,2,0.1
Isaiah Likely,BLT,TE,109,No,Yes,Yes,103,19,Yes,3,Yes,17,0.8947,1,0.1845,14,2,0.7368,127,44,14,120,0.1553,0.7476,0.0971,19,6.3158,1,91.3,1.233,6.6842,-0.3205,9.0714,3.1429,1,6,28.585,28.585,0.1743,12.7,26.7,19.7,26.7,33.7,29.7,22.7,26.7,26.7,26.7,19.7,33.7,26.7,3,14,,2,0.1053,,,,1,0.0714
Dalton Schultz,HST,TE,310,No,No,No,283,70,No,8,Yes,58,0.8286,3,0.2473,52,4,0.7429,505,230,54,463,0.5866,0.3039,0.1025,70,6.6143,4,98.8,1.7845,7.2143,-0.1581,9.7115,4.4231,1.0385,26,122.0468,122.0468,0.2258,56.5,108.5,82.5,108.5,134.5,111.5,85.5,108.5,108.5,108.5,82.5,134.5,108.5,7,17,0.0071,2,0.0286,1,1,1,1,0.0192
Anthony Gould,IND,WR,22,No,No,No,22,1,Yes,,Yes,1,1,,0.0455,1,,1,3,,,3,,0.9091,0.0909,1,3,,79.2,0.1364,3,-2.4499,3,,,,1.3216,1.3216,0.0455,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,,11,,,,,,,,
George Kittle,SF,TE,147,No,No,No,132,42,Yes,14,Yes,40,0.9524,4,0.3182,36,11,0.8571,452,138,47,396,0.6212,0.2879,0.0758,42,9.4286,3,151.1,3.4242,10.7619,2.6376,12.5556,3.8333,1.3056,31,79.7548,79.7548,0.2857,75.2,111.2,93.2,111.2,129.2,114.2,96.2,111.2,111.2,111.2,93.2,129.2,111.2,10,11,0.0152,2,0.0476,5,2,3,1,0.0278
Zaire Mitchell-Paden,NO,TE,11,No,No,No,4,1,No,,No,1,1,,0.25,1,,1,14,5,1,9,0.25,0.25,,1,9,,118.8,3.5,14,6.7404,14,5,1,1,1.7609,1.7609,0.0909,1.4,2.4,1.9,2.4,2.9,2.4,1.9,2.4,2.4,2.4,1.9,2.9,2.4,,8,0.5,,,,,,,
Hayden Rucci,MIA,TE,4,No,No,Yes,2,,Yes,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Keenan Allen,LAC,WR,237,No,No,No,235,85,No,12,No,69,0.8118,4,0.3617,58,6,0.6824,480,153,86,602,,0.383,0.617,85,7.0824,4,81.5,2.0426,5.6471,-1.4037,8.2759,2.6379,1.4828,34,134.6272,134.6272,0.3586,54,112,83,112,112,115,86,112,112,112,83,112,112,7,17,,5,0.0588,1,,1,8,0.1379
James Cook,BUF,RB,128,Yes,No,No,105,13,No,1,Yes,12,0.9231,,0.1238,11,1,0.8462,127,96,6,49,0.0095,0.019,,13,3.7692,,147,1.2095,9.7692,3.4511,11.5455,8.7273,0.5455,6,22.1611,22.1611,0.1016,24.7,35.7,30.2,41.2,35.7,38.7,33.2,35.7,35.7,35.7,30.2,35.7,35.7,2,17,0.9714,1,0.0769,2,,,2,0.1818
Treylon Burks,WAS,WR,72,No,No,No,71,16,No,3,No,9,0.5625,4,0.2254,7,1,0.4375,97,30,11,255,,0.169,0.8169,16,15.9375,5,58.6,1.3662,6.0625,-3.3716,13.8571,4.2857,1.5714,5,36.6607,36.6607,0.2222,15.7,22.7,19.2,22.7,22.7,22.7,19.2,22.7,22.7,22.7,19.2,22.7,22.7,4,8,0.0141,,,1,1,1,1,0.1429
Michael Bandy,DEN,WR,7,No,No,No,7,3,No,,No,3,1,,0.4286,3,,1,30,14,2,16,,1,,3,5.3333,,108.3,4.2857,10,3.4417,10,4.6667,0.6667,2,4.1845,4.1845,0.4286,3,6,4.5,6,6,6,4.5,6,6,6,4.5,6,6,,4,,,,,,,,
Jared Wiley,KC,TE,8,No,No,No,6,1,No,,Yes,1,1,,0.1667,1,,1,4,8,4,-4,0.5,,0.1667,1,-4,,83.3,0.6667,4,-2.3364,4,8,4,1,1.2512,1.2512,0.125,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,,4,0.3333,,,,,,,
DJ Moore,CHI,WR,239,Yes,Yes,Yes,235,45,No,13,Yes,31,0.6889,6,0.1915,23,6,0.5111,381,46,13,713,,0.3319,0.6596,45,15.8444,11,100.3,1.6213,8.4667,-1.6547,16.5652,2,0.5652,19,94.4128,94.4128,0.1891,65.18,88.18,76.68,88.18,88.18,91.18,78.68,87.18,87.18,87.18,75.68,88.2,87.2,5,17,0.0085,4,0.0889,4,,3,2,0.087
Keaton Mitchell,BLT,RB,24,No,Yes,Yes,21,,Yes,,Yes,,,,,,,,,,,,0.0952,0.0952,0.0476,,,,,,,,,,,,1.6821,1.6821,,,,,,,,,,,,,,,,13,0.7619,,,,,,,
Bucky Irving,TB,RB,95,No,No,No,70,6,No,,Yes,6,1,,0.0857,6,,1,35,43,17,-8,,0.0714,0.1571,6,-1.3333,,130.6,0.5,5.8333,0.1947,5.8333,7.1667,2.8333,2,12.0376,12.0376,0.0632,9.5,15.5,12.5,18.5,15.5,15.5,12.5,15.5,15.5,15.5,12.5,15.5,15.5,1,10,0.7714,,,1,,,3,0.5
Josh Oliver,MIN,TE,79,Yes,No,Yes,55,11,No,3,Yes,10,0.9091,,0.2,9,2,0.8182,106,58,9,50,0.7091,0.2182,0.0727,11,4.5455,,146.4,1.9273,9.6364,2.5979,11.7778,6.4444,1,6,20.3922,20.3922,0.1392,34.6,43.6,39.1,43.6,48.1,46.6,42.1,43.6,43.6,43.6,39.1,48.1,43.6,4,15,,,,4,,,1,0.1111
Nick Chubb,HST,RB,104,Yes,No,No,64,2,No,,Yes,1,0.5,,0.0312,1,,0.5,7,,,12,,,0.0469,2,6,,58.3,0.1094,3.5,-3.7985,7,,,,3.3286,3.3286,0.0192,0.7,1.7,1.2,2.2,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,15,0.9531,,,,,,,
Michael Carter,ARZ,RB,130,No,No,Yes,109,8,No,,No,7,0.875,,0.0734,7,,0.875,37,39,23,34,0.0092,0.0459,0.0642,8,4.25,1,85.9,0.3394,4.625,-0.4936,5.2857,5.5714,3.2857,1,13.8286,13.8286,0.0615,3.7,10.7,7.2,14.2,10.7,10.7,7.2,10.7,10.7,10.7,7.2,10.7,10.7,2,13,0.8807,,,,,,5,0.7143
Tyjae Spears,TEN,RB,120,No,No,No,81,8,Yes,,Yes,7,0.875,,0.0988,7,,0.875,43,41,7,1,0.0247,0.0494,0.0247,8,0.125,,89.1,0.5309,5.375,-0.8853,6.1429,5.8571,1,2,12.2948,12.2948,0.0667,4.3,11.3,7.8,14.8,11.3,11.3,7.8,11.3,11.3,11.3,7.8,11.3,11.3,1,13,0.9012,,,,,,1,0.1429
Isaiah Davis,NYJ,RB,89,No,Yes,Yes,59,4,No,,No,3,0.75,,0.0678,3,,0.75,46,35,7,12,,0.0678,0.0339,4,3,,112.5,0.7797,11.5,4.9145,15.3333,11.6667,2.3333,3,5.4324,5.4324,0.0449,4.6,7.6,6.1,9.1,7.6,7.6,6.1,7.6,7.6,7.6,6.1,7.6,7.6,,16,0.8983,,,,,,,
Colby Parkinson,LA,TE,180,No,No,Yes,127,26,No,3,No,24,0.9231,5,0.2047,18,1,0.6923,179,82,30,222,0.6063,0.1496,0.2441,26,8.5385,4,128,1.4094,6.8846,-1.0541,9.9444,4.5556,1.6667,14,53.5807,53.5807,0.1444,52.9,70.9,61.9,70.9,79.9,73.9,63.9,69.9,69.9,69.9,60.9,79.9,69.9,13,15,,4,0.1538,6,,2,4,0.2222
Isaiah Bond,CLV,WR,143,No,No,Yes,142,28,No,7,No,16,0.5714,1,0.1972,12,4,0.4286,226,24,1,508,,0.4577,0.5423,28,18.1429,8,56.5,1.5915,8.0714,-1.7782,18.8333,2,0.0833,8,54.8949,54.8949,0.1958,22.6,34.6,28.6,34.6,34.6,37.6,31.6,34.6,34.6,34.6,28.6,34.6,34.6,1,16,,,,,,,,
Brenden Bates,CLV,TE,14,No,No,Yes,8,2,No,2,No,2,1,,0.25,1,1,0.5,4,-1,,5,0.875,,0.125,2,2.5,,56.3,0.5,2,-3.8845,4,-1,,1,4.3546,4.3546,0.1429,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,1,9,,1,0.5,,,,,
Rome Odunze,CHI,WR,182,No,No,No,180,63,No,12,Yes,46,0.7302,9,0.35,37,5,0.5873,591,221,65,938,,0.3833,0.6167,63,14.8889,18,110,3.2833,9.381,0.1829,15.973,5.973,1.7568,31,137.0373,137.0373,0.3462,89.1,126.1,107.6,126.1,126.1,129.1,110.6,126.1,126.1,126.1,107.6,126.1,126.1,8,12,,6,0.0952,5,,2,4,0.1081
Jacory Croskey-Merritt,WAS,RB,69,No,No,No,41,1,No,,No,1,1,,0.0244,1,,1,7,2,11,5,,0.1707,0.0244,1,5,,95.8,0.1707,7,-0.233,7,2,11,,1.5947,1.5947,0.0145,0.7,1.7,1.2,2.2,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,17,0.8049,,,,,,,
Josh Downs,IND,WR,239,No,No,No,234,73,No,10,Yes,59,0.8082,3,0.312,51,5,0.6986,523,107,52,650,,0.8205,0.1752,73,8.9041,9,103.9,2.235,7.1644,-0.409,10.2549,2.098,1.0196,32,122.826,122.826,0.3054,70.3,121.3,95.8,121.3,121.3,124.3,98.8,121.3,121.3,121.3,95.8,121.3,121.3,13,16,0.0043,5,0.0685,3,2,2,5,0.098
Tetairoa McMillan,CAR,WR,251,No,No,No,249,85,No,17,Yes,62,0.7294,9,0.3414,44,5,0.5176,583,165,56,978,,0.2289,0.7711,85,11.5059,13,61.1,2.3414,6.8588,-1.6502,13.25,3.75,1.2727,37,158.3307,158.3307,0.3386,75.3,119.3,97.3,119.3,119.3,122.3,99.3,118.3,118.3,118.3,96.3,119.3,118.3,13,17,,7,0.0824,3,1,2,6,0.1364
Devaughn Vele,NO,WR,123,No,No,No,118,24,No,5,Yes,18,0.75,2,0.2034,16,4,0.6667,178,39,5,276,0.0508,0.3814,0.5678,24,11.5,4,102.4,1.5085,7.4167,-1.0176,11.125,2.4375,0.3125,12,47.6618,47.6618,0.1951,23.8,39.8,31.8,39.8,39.8,42.8,34.8,39.8,39.8,39.8,31.8,39.8,39.8,2,13,,1,0.0417,1,,1,,
Khalil Herbert,NYJ,RB,18,Yes,No,No,7,1,No,,Yes,1,1,,0.1429,1,,1,4,9,-1,-5,,,0.1429,1,-5,,83.3,0.5714,4,-1.8711,4,9,-1,,1.3848,1.3848,0.0556,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,5,0.8571,,,,,,,
Quinshon Judkins,CLV,RB,86,No,No,No,68,3,No,,No,3,1,,0.0441,3,,1,28,24,4,4,0.0294,0.0441,0.0735,3,1.3333,,105.6,0.4118,9.3333,3.3822,9.3333,8,1.3333,1,4.2955,4.2955,0.0349,2.8,5.8,4.3,7.3,5.8,5.8,4.3,5.8,5.8,5.8,4.3,5.8,5.8,,14,0.8529,,,,,,,
Tyler Allgeier,ATL,RB,67,No,Yes,No,48,2,No,,Yes,2,1,,0.0417,2,,1,35,37,7,-2,,0.0208,0.1042,2,-1,,118.8,0.7292,17.5,11.6244,17.5,18.5,3.5,1,2.5359,2.5359,0.0299,3.5,5.5,4.5,6.5,5.5,5.5,4.5,5.5,5.5,5.5,4.5,5.5,5.5,1,17,0.875,,,,,,,
KeAndre Lambert-Smith,LAC,WR,37,No,No,No,37,11,No,2,No,5,0.4545,1,0.2973,4,2,0.3636,50,17,5,213,,0.0541,0.9459,11,19.3636,6,43.8,1.3514,4.5455,-5.3605,12.5,4.25,1.25,3,24.4012,24.4012,0.2973,11,15,13,15,15,15,13,15,15,15,13,15,15,1,10,,1,0.0909,1,,1,1,0.25
Foster Moreau,NO,TE,48,No,No,No,34,6,No,,No,4,0.6667,,0.1765,4,,0.6667,41,22,10,27,0.6471,0.2941,0.0588,6,4.5,,46.5,1.2059,6.8333,0.1937,10.25,5.5,2.5,2,8.87,8.87,0.125,4.1,8.1,6.1,8.1,10.1,8.1,6.1,8.1,8.1,8.1,6.1,10.1,8.1,1,11,,,,,,,,
Trayveon Williams,CLV,RB,24,No,No,Yes,17,,No,,No,,,,,,,,,,,,0.1176,0.1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.7647,,,,,,,
Devin Singletary,NYG,RB,69,No,No,Yes,48,6,No,1,No,6,1,,0.125,5,1,0.8333,90,73,67,15,,0.0417,0.1875,6,2.5,1,118.8,1.875,15,8.0454,18,14.6,13.4,3,10.5278,10.5278,0.087,9,14,11.5,16.5,14,14,11.5,14,14,14,11.5,14,14,2,17,0.7708,1,0.1667,,1,,3,0.6
Gage Larvadain,CLV,WR,59,No,No,Yes,58,12,No,1,No,10,0.8333,1,0.2069,7,,0.5833,71,30,7,94,,0.3621,0.6379,12,7.8333,1,75.3,1.2241,5.9167,-1.2154,10.1429,4.2857,1,3,17.874,17.874,0.2034,7.1,14.1,10.6,14.1,14.1,14.1,10.6,14.1,14.1,14.1,10.6,14.1,14.1,,13,,2,0.1667,,,,2,0.2857
Isaiah Hodgins,NYG,WR,108,No,No,Yes,104,13,No,3,No,7,0.5385,1,0.125,6,2,0.4615,66,11,8,149,0.0192,0.375,0.6058,13,11.4615,3,87.3,0.6346,5.0769,-3.1813,11,1.8333,1.3333,3,27.0979,27.0979,0.1204,12.6,18.6,15.6,18.6,18.6,18.6,15.6,18.6,18.6,18.6,15.6,18.6,18.6,3,7,,,,1,1,1,1,0.1667
Zamir White,LV,RB,23,No,No,No,14,1,No,,Yes,1,1,,0.0714,1,,1,6,7,3,-1,,,,1,-1,,91.7,0.4286,6,0.181,6,7,3,,1.4407,1.4407,0.0435,0.6,1.6,1.1,2.1,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,,5,1,,,,,,,
Ameer Abdullah,IND,RB,31,No,No,No,26,5,No,,Yes,5,1,,0.1923,5,,1,41,42,8,-1,,0.0769,0.0769,5,-0.2,,100.8,1.5769,8.2,2.2832,8.2,8.4,1.6,3,6.8105,6.8105,0.1613,4.1,9.1,6.6,11.6,9.1,9.1,6.6,9.1,9.1,9.1,6.6,9.1,9.1,,13,0.8462,,,,,,,
David Sills,ATL,WR,161,No,Yes,No,160,20,No,1,Yes,11,0.55,2,0.125,9,,0.45,107,31,11,286,,0.4062,0.5938,20,14.3,5,78.5,0.6687,5.35,-3.8365,11.8889,3.4444,1.2222,5,42.4183,42.4183,0.1242,16.7,25.7,21.2,25.7,25.7,28.7,24.2,25.7,25.7,25.7,21.2,25.7,25.7,5,17,,1,0.05,1,,1,,
Jauan Jennings,SF,WR,222,No,No,No,221,78,Yes,21,Yes,60,0.7692,8,0.3529,48,14,0.6154,581,180,69,799,,0.3348,0.6652,78,10.2436,10,85.5,2.629,7.4487,-0.703,12.1042,3.75,1.4375,32,151.9344,151.9344,0.3514,111.1,159.1,135.1,159.1,159.1,162.1,137.1,158.1,158.1,158.1,134.1,159.1,158.1,17,15,,6,0.0769,9,,5,5,0.1042
Teagan Quitoriano,ATL,TE,14,No,Yes,No,3,,No,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,
Ashton Dulin,IND,WR,49,No,No,No,47,8,No,2,Yes,5,0.625,,0.1702,4,1,0.5,114,53,24,151,0.0213,0.1915,0.7872,8,18.875,3,95.8,2.4255,14.25,3.6715,28.5,13.25,6,4,14.5273,14.5273,0.1633,11.4,15.4,13.4,15.4,15.4,18.4,16.4,15.4,15.4,15.4,13.4,15.4,15.4,,12,,,,,,,,
Tanner Conner,MIA,TE,52,Yes,No,Yes,47,6,No,1,Yes,5,0.8333,,0.1277,4,,0.6667,43,18,,57,0.4468,0.4043,0.1489,6,9.5,1,47.9,0.9149,7.1667,-1.2342,10.75,4.5,,2,8.7098,8.7098,0.1154,4.3,8.3,6.3,8.3,10.3,8.3,6.3,8.3,8.3,8.3,6.3,10.3,8.3,,9,,1,0.1667,,,,,
Quintin Morris,JAX,TE,47,No,No,No,36,6,Yes,,Yes,5,0.8333,,0.1667,5,,0.8333,50,21,4,48,0.6667,0.1944,0.1389,6,8,,141,1.3889,8.3333,0.7117,10,4.2,0.8,4,13.9395,13.9395,0.1277,11,16,13.5,16,18.5,16,13.5,16,16,16,13.5,18.5,16,1,13,,,,1,,,,
Moliki Matavao,NO,TE,12,No,Yes,No,8,1,No,1,Yes,1,1,,0.125,1,1,1,4,,,4,0.5,0.375,0.125,1,4,,83.3,0.5,4,-2.0667,4,,,,1.3399,1.3399,0.0833,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,,6,,,,,,,,
Tahj Washington,MIA,WR,17,Yes,No,Yes,16,4,No,,Yes,3,0.75,,0.25,3,,0.75,37,9,3,71,,0.375,0.625,4,17.75,1,103.1,2.3125,9.25,-0.5862,12.3333,3,1,1,9.4793,9.4793,0.2353,2.7,5.7,4.2,5.7,5.7,5.7,3.2,4.7,4.7,4.7,3.2,5.7,4.7,1,6,,,,,,,,
Ja'Tavion Sanders,CAR,TE,126,Yes,No,No,113,22,Yes,3,Yes,21,0.9545,1,0.1947,18,1,0.8182,125,37,17,143,0.2124,0.6195,0.1681,22,6.5,1,90.3,1.1062,5.6818,-1.5144,6.9444,2.0556,0.9444,5,39.1703,39.1703,0.1746,12.5,30.5,21.5,30.5,39.5,33.5,24.5,30.5,30.5,30.5,21.5,39.5,30.5,6,13,,1,0.0455,,,,1,0.0556
Jahdae Walker,CHI,WR,26,Yes,Yes,Yes,26,4,No,,Yes,4,1,1,0.1538,3,,0.75,28,8,1,44,,0.2308,0.7692,4,11,,133.3,1.0769,7,-1.5921,9.3333,2.6667,0.3333,1,7.1939,7.1939,0.1538,8.8,11.8,10.3,11.8,11.8,11.8,10.3,11.8,11.8,11.8,10.3,11.8,11.8,1,7,,,,1,,1,,
Dareke Young,SEA,WR,9,No,No,No,8,3,Yes,2,Yes,2,0.6667,,0.375,2,1,0.6667,48,1,1,55,,0.125,0.875,3,18.3333,1,109.7,6,16,5.9143,24,0.5,0.5,2,5.6162,5.6162,0.3333,4.8,6.8,5.8,6.8,6.8,6.8,5.8,6.8,6.8,6.8,5.8,6.8,6.8,,9,,,,,1,,,
Juwan Johnson,NO,TE,307,No,Yes,No,291,74,No,15,Yes,65,0.8784,1,0.2543,52,10,0.7027,571,178,49,619,0.244,0.5567,0.1787,74,8.3649,4,97.3,1.9622,7.7162,0.0098,10.9808,3.4231,0.9423,29,119.8744,119.8744,0.241,62.1,114.1,88.1,114.1,140.1,117.1,90.1,113.1,113.1,113.1,87.1,140.1,113.1,4,17,0.0206,7,0.0946,1,2,,2,0.0385
David Montgomery,DET,RB,119,Yes,Yes,Yes,81,2,No,,Yes,1,0.5,,0.0247,1,,0.5,13,9,9,12,,,0.0247,2,6,,70.8,0.1605,6.5,-1.0873,13,9,9,1,3.33,3.33,0.0171,5.42,6.42,5.92,6.92,6.42,6.42,5.92,6.42,6.42,6.42,5.92,6.45,6.45,1,17,0.9753,,,,,,,
Mack Hollins,NE,WR,179,No,No,No,176,55,No,9,Yes,43,0.7818,3,0.3125,38,5,0.6909,464,90,25,745,0.0341,0.2443,0.7216,55,13.5455,10,99.4,2.6364,8.4364,-0.4232,12.2105,2.3684,0.6579,24,98.0119,98.0119,0.3073,58.4,96.4,77.4,96.4,96.4,99.4,80.4,96.4,96.4,96.4,77.4,96.4,96.4,3,15,,2,0.0364,2,,2,2,0.0526
Andrew Ogletree,IND,TE,58,No,Yes,Yes,29,3,No,2,No,3,1,1,0.1034,2,1,0.6667,8,1,,21,0.6207,0.2759,0.1034,3,7,,109.7,0.2759,2.6667,-4.9222,4,0.5,,1,8.4779,8.4779,0.0517,6.8,8.8,7.8,8.8,9.8,8.8,7.8,8.8,8.8,8.8,7.8,9.8,8.8,1,15,,,,1,1,1,,
Jaylen Warren,PIT,RB,106,No,Yes,Yes,70,8,Yes,1,Yes,8,1,,0.1143,8,1,1,88,98,27,-10,0.0714,0.0143,0.0429,8,-1.25,,152.1,1.2571,11,5.0059,11,12.25,3.375,3,13.0542,13.0542,0.0755,20.8,28.8,24.8,32.8,28.8,28.8,24.8,28.8,28.8,28.8,24.8,28.8,28.8,1,16,0.8714,,,2,,,7,0.875
Kendrick Bourne,SF,WR,199,No,No,No,198,39,Yes,10,Yes,33,0.8462,,0.197,27,6,0.6923,450,158,85,440,,0.2475,0.7525,39,11.2821,6,86.5,2.2727,11.5385,3.0845,16.6667,5.8519,3.1481,22,62.6404,62.6404,0.196,45,72,58.5,72,72,75,61.5,72,72,72,58.5,72,72,2,16,,4,0.1026,,,,3,0.1111
Jack Bech,LV,WR,92,No,No,No,88,19,No,6,Yes,16,0.8421,,0.2159,13,3,0.6842,142,52,19,169,,0.2045,0.7955,19,8.8947,2,90.2,1.6136,7.4737,-0.3056,10.9231,4,1.4615,5,35.4071,35.4071,0.2065,14.2,27.2,20.7,27.2,27.2,30.2,23.7,27.2,27.2,27.2,20.7,27.2,27.2,3,16,,1,0.0526,,,,1,0.0769
Hassan Haskins,LAC,RB,22,No,No,No,18,,No,,No,,,,,,,,,,,,,0.0556,0.1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.8333,,,,,,,
Kevin Austin,NO,WR,85,No,Yes,No,82,18,No,3,Yes,16,0.8889,2,0.2195,9,,0.5,113,47,9,143,,0.4024,0.5976,18,7.9444,2,88.4,1.378,6.2778,-1.0197,12.5556,5.2222,1,6,31.4385,31.4385,0.2118,17.3,26.3,21.8,26.3,26.3,29.3,24.8,26.3,26.3,26.3,21.8,26.3,26.3,2,8,,4,0.2222,1,,1,1,0.1111
Tyler Badie,DEN,RB,79,No,No,No,56,4,No,,No,2,0.5,1,0.0714,1,,0.25,2,5,,34,0.0893,0.0179,0.0179,4,8.5,1,39.6,0.0357,0.5,-7.0257,2,5,,,5.2212,5.2212,0.0506,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,16,0.875,1,0.25,,,,,
Jalen Brooks,ARZ,WR,30,No,No,Yes,30,3,No,,No,2,0.6667,,0.1,1,,0.3333,19,1,,29,,0.2333,0.7667,3,9.6667,,56.3,0.6333,6.3333,-1.737,19,1,,1,4.719,4.719,0.1,1.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,,6,,1,0.3333,,,,,
